Anunciante,Marca,Modelo,Versao,Combustivel,Mes de Registo,Ano,Quilometros,Cilindrada [cm3],Potencia [cv],Segmento,Cor,Tipo de Caixa,Numero de Portas,Garantia de stand - incluida no preco [meses],Origem,Condicao,Preco,ID Anuncio,Data Anuncio,Consumo Urbano,Numero de Mudancas,Emissoes CO2 [g/km],Consumo Extra Urbano,Bateria,Autonomia Maxima,IUC,Sub-modelo,Consumo Combinado,Autonomia Electrica [km],Consumo [kWh/100km],Capacidade da Bateria [kWh],Classico,Site,Portugal,Valor Sem ISV,Link,Data
Profissional,BMW,i3,s 120Ah,Eléctrico,8,2019.0,41000.0,0,184,Utilitário,Azul,Automática,5.0,18,Importado,Usados,32990,8089236889.0,3 Julho 2023,,,,,Própria,350.0,,Série i,,350.0,,42.0,Nao,StandVirtual,Yes,,,
Profissional,Smart,ForTwo,Electric Drive Passion,Eléctrico,12,2019.0,11762.0,0,82,Pequeno citadino,Branco,Automática,2.0,18,,Usados,16700,8087048148.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Peugeot,308 SW,1.2 PureTech Allure,Gasolina,5,2016.0,129000.0,1199,130,Carrinha,Cinzento,Manual,5.0,0,Importado,Usados,12498,8089945422.0,2 Julho 2023,,6.0,106.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.0 VTi Active,Gasolina,2,2014.0,126000.0,999,68,Citadino,Branco,Manual,5.0,18,,Usados,9500,8089372717.0,3 Julho 2023,5.2,5.0,99.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,420 Gran Coupé,,Diesel,3,2017.0,190000.0,1999,190,Coupé,Azul,Automática,5.0,18,Nacional,Usados,24990,8089443928.0,3 Julho 2023,,8.0,,,,,,Série 4,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Grand Scénic,1.5 dCi Dynamique S SS,Diesel,5,2018.0,104000.0,1461,110,Monovolume,Cinzento,Manual,5.0,18,,Usados,18995,8088140706.0,3 Julho 2023,4.5,6.0,104.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Cooper,D,Diesel,10,2010.0,128500.0,1598,112,Utilitário,Vermelho,Manual,3.0,18,,Usados,11750,8089949268.0,3 Julho 2023,4.2,6.0,99.0,3.5,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,S 300,h,Híbrido (Diesel),3,2016.0,67964.0,2143,231,Sedan,Preto,Automática,4.0,18,Nacional,Usados,45000,8088196536.0,3 Julho 2023,4.2,,,,,,,Classe S,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,6,2018.0,61716.0,1199,82,Citadino,Verde,Manual,5.0,18,Nacional,Usados,12490,8088712300.0,3 Julho 2023,5.8,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,Yaris,1.5 HDF Comfort Plus,Híbrido (Gasolina),4,2022.0,27207.0,1490,115,Utilitário,Azul,Automática,5.0,36,Nacional,Usados,23250,8089686759.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,5008,1.6 BlueHDi Allure EAT6 J18,Diesel,10,2017.0,155000.0,1560,120,Monovolume,Verde,Automática,5.0,18,,Usados,22750,8089949264.0,3 Julho 2023,4.7,6.0,114.0,4.1,,,147.0,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),1,2021.0,50826.0,1798,122,SUV / TT,Branco,Automática,5.0,60,Nacional,Usados,30500,8088417883.0,3 Julho 2023,3.2,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,BMW,Z3,2.0,Gasolina,1,2000.0,64500.0,1991,150,Cabrio,Preto,Manual,2.0,0,,Usados,18450,8089504353.0,3 Julho 2023,12.6,5.0,220.0,,,,153.85,Série Z,,,,,Nao,StandVirtual,Yes,,,
Profissional,Smart,ForTwo,0.9 Prime 90 Aut.,Gasolina,12,2019.0,43154.0,898,90,Coupé,Azul,Automática,3.0,18,Nacional,Usados,14280,8089428128.0,3 Julho 2023,5.0,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ibiza ST,1.6-tdi,Diesel,11,2010.0,283000.0,1598,105,Carrinha,Roxo,Manual,5.0,18,Nacional,Usados,6999,8089949258.0,3 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Scirocco,2.0 TDi GTD DSG,Diesel,7,2010.0,199000.0,1968,170,Coupé,Azul,Automática,3.0,18,,Usados,16900,8088831687.0,3 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,3,2018.0,71000.0,999,75,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,13250,8088359335.0,3 Julho 2023,6.0,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,VW,Up!,1.0 BMT Move,Gasolina,10,2016.0,92000.0,999,60,Citadino,Branco,Manual,5.0,0,,Usados,8750,8089936645.0,3 Julho 2023,4.9,5.0,118.0,3.8,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Citroën,C3 Pluriel,1.4 HDi,Diesel,2,2009.0,141000.0,1398,70,Cabrio,Cinzento,Manual,2.0,0,,Usados,6750,8089197232.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Opel,Astra Caravan,1.4 Club,Gasolina,1,2001.0,194000.0,1389,90,Carrinha,Azul,Manual,5.0,0,,Usados,2650,8089718541.0,3 Julho 2023,9.8,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,TTS Roadster,2.0 TFSi quattro,Gasolina,3,2010.0,175000.0,1984,272,Cabrio,Preto,Manual,2.0,18,,Usados,22750,8089785858.0,3 Julho 2023,10.8,6.0,184.0,6.2,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,E 250,BlueTEC Avantgarde Auto.,Diesel,10,2015.0,138000.0,2143,204,Sedan,Preto,Automática,5.0,18,Nacional,Usados,25950,8088133062.0,3 Julho 2023,5.5,,,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane Cabrio,,Diesel,7,2010.0,57500.0,1461,110,Cabrio,Preto,Manual,2.0,36,,Usados,13990,8089237655.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Hyundai,Kauai,EV 64kWh Premium+LED,Eléctrico,11,2020.0,45000.0,0,204,SUV / TT,Cinzento,Automática,5.0,36,,Usados,31990,8089426671.0,3 Julho 2023,,,,,Própria,,,,,500.0,14.0,64.0,Nao,StandVirtual,Yes,,,
Profissional,VW,Carocha,,Gasolina,3,1970.0,84548.0,1500,55,Citadino,Amarelo,Manual,3.0,18,Nacional,Usados,8100,8089182705.0,3 Julho 2023,,,,,,,,,,,,,Sim,StandVirtual,Yes,,,
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,1,2018.0,95250.0,1969,190,Carrinha,Cinzento,Automática,5.0,24,Nacional,Usados,41900,8089447208.0,3 Julho 2023,5.2,8.0,119.0,4.1,,,,,4.5,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane,1.5 dCi Bose Edition,Diesel,8,2016.0,115000.0,1461,110,Utilitário,Cinzento,Manual,5.0,18,Importado,Usados,15990,8089942359.0,3 Julho 2023,4.4,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,Q3,2.0 TDI Sport,Diesel,1,2017.0,135170.0,1968,150,SUV / TT,Cinzento,Manual,5.0,18,Importado,Usados,24990,8069164358.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,320,d Edição M,Diesel,5,2012.0,147000.0,1995,184,Coupé,Azul,Manual,2.0,36,,Usados,18250,8089510692.0,3 Julho 2023,5.9,6.0,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Particular,Fiat,Punto,,Diesel,6,2005.0,183000.0,1248,70,Utilitário,Cinzento,Manual,5.0,0,,Usados,3750,8089441452.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Leon ST,2.0 TSi Cupra DSG S/S,Gasolina,2,2016.0,105000.0,1984,290,Carrinha,Branco,Automática,5.0,18,,Usados,29990,8088717467.0,3 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,5008,2.0 BlueHDi GT EAT6,Diesel,7,2017.0,125000.0,1997,181,Monovolume,Cinzento,Automática,5.0,18,,Usados,30900,8086727380.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane,,Diesel,5,2018.0,134500.0,1461,110,Carrinha,Azul,Manual,5.0,18,Importado,Usados,15600,8089841751.0,3 Julho 2023,,6.0,95.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,120,d,Diesel,8,2008.0,197000.0,1995,177,Utilitário,Cinzento,Manual,2.0,36,,Usados,14900,8086987858.0,3 Julho 2023,,6.0,,,,,240.0,Série 1,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,316,d Touring,Diesel,5,2010.0,170000.0,1995,115,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,12490,8089913011.0,3 Julho 2023,5.4,6.0,119.0,4.0,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Particular,Opel,Astra Caravan,,Diesel,7,2007.0,237000.0,1300,90,Carrinha,Cinzento,Manual,5.0,0,,Usados,3950,8089441450.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.6 e-HDi Allure,Diesel,4,2012.0,143000.0,1560,115,Utilitário,Branco,Manual,5.0,18,,Usados,10890,8089949215.0,3 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Twingo,1.0 SCe Night&Day,Gasolina,4,2016.0,95000.0,999,70,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,9950,8089949212.0,3 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Peugeot,e-2008,,Eléctrico,4,2020.0,49500.0,0,136,SUV / TT,Azul,Automática,5.0,0,Nacional,Usados,29000,8089897128.0,3 Julho 2023,,,,,Própria,330.0,,,,330.0,,50.0,Nao,StandVirtual,Yes,,,
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard DCT,Diesel,3,2022.0,9999.0,1598,136,SUV / TT,Preto,Automática,5.0,68,Nacional,Usados,38000,8089949197.0,3 Julho 2023,,,,,,,,,5.4,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,116,d Line Sport Auto,Diesel,12,2018.0,95500.0,1496,116,Utilitário,Prateado,Automática,5.0,18,Nacional,Usados,21990,8088693548.0,3 Julho 2023,,,,,,,,Série 1,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Dynamique S SS,Diesel,10,2016.0,160000.0,1461,110,Carrinha,Branco,Manual,5.0,18,,Usados,13900,8089912989.0,3 Julho 2023,3.9,6.0,90.0,3.2,,,154.12,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,Mondeo,1.5 TDCi Business Plus ECOnetic,Diesel,2,2017.0,96681.0,1499,120,Sedan,Cinzento,Manual,5.0,18,Nacional,Usados,18990,8089580034.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Nissan,Leaf,N-Connecta,Eléctrico,1,2019.0,30300.0,0,150,Utilitário,Cinzento,Automática,5.0,0,Nacional,Usados,22500,8089102700.0,3 Julho 2023,,,,,,,,,,270.0,14.9,,Nao,StandVirtual,Yes,,,
Profissional,BMW,i3,,Eléctrico,7,2018.0,49261.0,0,170,Utilitário,Branco,Automática,5.0,18,Nacional,Usados,24990,8089580040.0,3 Julho 2023,,,,,,,,Série i,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Polo,1.0 Confortline,Gasolina,5,2017.0,96733.0,999,75,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,14490,8089580033.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,12,2018.0,196593.0,1461,90,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,12490,8089580030.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Insignia Grand Sport,2.0 CDTi Innovation,Diesel,9,2017.0,114660.0,1956,170,Sedan,Azul,Manual,5.0,18,Nacional,Usados,19990,8089580027.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,A 180,CDi BE AMG Line,Diesel,7,2015.0,147500.0,1461,109,Utilitário,Azul,Manual,5.0,18,,Usados,18900,8088262666.0,3 Julho 2023,,6.0,,,,950.0,,Classe A,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel,Gasolina,6,2019.0,62535.0,1199,110,Utilitário,Branco,Manual,5.0,18,Nacional,Usados,17390,8089580028.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Astra,1.6 CDTI Business Edition S/S,Diesel,10,2018.0,110715.0,1598,110,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,14990,8089338383.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Altea,1.9 TDI DPF Sport,Diesel,2,2009.0,156250.0,1896,105,Monovolume,Cinzento,Manual,5.0,36,,Usados,10850,8089949159.0,3 Julho 2023,6.9,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Micra,1.5 DCi Acenta S/S,Diesel,8,2019.0,110163.0,1461,90,Utilitário,Prateado,Manual,5.0,18,,Usados,16650,8089635284.0,3 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,CLA 180,,Diesel,4,2017.0,54421.0,1461,109,Carrinha,Preto,Manual,5.0,18,,Usados,25980,8088932058.0,3 Julho 2023,,6.0,,,,,,Classe CLA,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,7,2020.0,45000.0,1598,115,SUV / TT,Cinzento,Manual,5.0,18,Nacional,Usados,24450,8089141345.0,3 Julho 2023,5.2,6.0,113.0,,,,154.12,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,500X,1.3 MJ Cross,Diesel,5,2020.0,70000.0,1248,95,SUV / TT,Preto,Manual,5.0,18,Nacional,Usados,19400,8089151074.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Jaguar,I-Pace,S AWD Aut.,Eléctrico,5,2019.0,30500.0,0,400,SUV / TT,Preto,Automática,5.0,18,Nacional,Usados,53500,8087430627.0,3 Julho 2023,,,,,Própria,400.0,,,,400.0,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Countryman,Cooper D Auto,Diesel,3,2017.0,78000.0,1995,150,SUV / TT,Azul,Automática,5.0,18,,Usados,25980,8087511705.0,3 Julho 2023,,7.0,115.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,12,2018.0,135000.0,1461,116,Utilitário,Cinzento,Automática,5.0,18,,Usados,23900,8089446252.0,3 Julho 2023,,7.0,121.0,,,,,Classe A,,,,,Nao,StandVirtual,Yes,,,
Profissional,Volvo,V90,2.0 D4 Momentum,Diesel,1,2017.0,214132.0,1969,190,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,23900,8087271638.0,3 Julho 2023,,6.0,147.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,500X,1.0 FireFly City Cross,Gasolina,7,2019.0,98393.0,999,120,Utilitário,Cinzento,Manual,5.0,18,,Usados,16490,8089591961.0,3 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Dacia,Logan MCV,1.5 dCi Stepway,Diesel,7,2017.0,20406.0,1461,90,Carrinha,Cinzento,Manual,5.0,18,Nacional,Usados,16390,8089635280.0,3 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,VW,Scirocco,2.0 TDI Sport,Diesel,9,2016.0,146706.0,1968,184,Coupé,Branco,Manual,3.0,18,,Usados,22890,8089569622.0,3 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,8,2020.0,113650.0,1461,75,Citadino,Prateado,Manual,5.0,18,,Usados,16690,8089635266.0,3 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Cooper,S,Gasolina,10,2011.0,110797.0,1598,184,Citadino,Castanho,Manual,3.0,18,,Usados,15900,8087304631.0,3 Julho 2023,,6.0,136.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Mercedes-Benz,A 180,d Fleet Pack Urban,Diesel,11,2016.0,119000.0,1461,109,Utilitário,Cinzento,Manual,5.0,0,,Usados,17900,8089936643.0,3 Julho 2023,4.5,,,,,,,Classe A,,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Cooper,D,Diesel,10,2014.0,180000.0,1496,116,Citadino,Vermelho,Manual,3.0,18,,Usados,12350,8089717907.0,3 Julho 2023,4.4,6.0,92.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,116,d EDynamics Line Urban,Diesel,11,2013.0,223427.0,1598,116,Sedan,Preto,Manual,5.0,18,Importado,Usados,13500,8089555670.0,3 Julho 2023,,6.0,109.0,,,,,Série 1,,,,,Nao,StandVirtual,Yes,,,
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta 18,Diesel,2,2018.0,183000.0,1461,110,SUV / TT,Preto,Manual,5.0,18,Nacional,Usados,19750,8089759361.0,3 Julho 2023,4.2,6.0,99.0,3.6,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,8,2016.0,118000.0,898,90,SUV / TT,Preto,Manual,5.0,18,,Usados,13990,8088588613.0,3 Julho 2023,6.3,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Mercedes-Benz,E 250,CDI DPF Cabrio BlueEFFICIENCY 7G-TRONIC Avantgarde,Diesel,9,2014.0,153000.0,2143,204,Cabrio,Preto,Automática,2.0,0,,Usados,26980,8089557076.0,3 Julho 2023,6.6,,,,,,,Classe E,,,,,Nao,StandVirtual,Yes,,,
Profissional,Bentley,Continental,GT V8 S,Gasolina,8,2016.0,8500.0,3993,528,Coupé,Cinzento,Automática,2.0,18,Importado,Usados,169000,8087499255.0,3 Julho 2023,,7.0,250.0,,,,927.17,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Audi,A6 Avant,40 TDI Sport S tronic,Diesel,3,2019.0,111000.0,1968,204,Carrinha,Cinzento,Automática,5.0,18,Importado,Usados,58000,8089844572.0,3 Julho 2023,,7.0,120.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,7,2021.0,39040.0,999,110,Utilitário,Preto,Manual,5.0,18,Nacional,Usados,22800,8089947094.0,3 Julho 2023,,6.0,124.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake,Diesel,4,2017.0,184000.0,1461,109,Carrinha,Cinzento,Manual,5.0,36,,Usados,19950,8089839210.0,3 Julho 2023,4.7,,,,,,,Classe CLA,,,,,Nao,StandVirtual,Yes,,,
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,2,2019.0,95989.0,1598,136,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,15980,8089844559.0,3 Julho 2023,5.3,6.0,129.0,3.9,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,i3,(120 Ah),Eléctrico,12,2019.0,42993.0,0,170,Citadino,Preto,Automática,5.0,18,,Usados,26950,8089711321.0,3 Julho 2023,,10.0,,,Própria,,,Série i,,,,,Nao,StandVirtual,Yes,,,
Profissional,Honda,Integra,,Gasolina,6,2006.0,3900.0,2000,265,Coupé,Amarelo,Manual,3.0,36,,Usados,25000,8086796224.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,DS4,1.6 e-HDi So Chic CMP6,Diesel,6,2012.0,123366.0,1560,112,Utilitário,Cinzento,Automática,5.0,18,Importado,Usados,12950,8089602599.0,3 Julho 2023,5.9,6.0,122.0,4.0,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Opel,Corsa-e,,Diesel,2,2015.0,127000.0,1248,70,Citadino,Cinzento,Manual,5.0,0,Nacional,Usados,9950,8089949050.0,3 Julho 2023,,5.0,89.0,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,BMW,318,d Touring Navigation,Diesel,1,2010.0,182000.0,1995,143,Carrinha,Cinzento,Manual,5.0,18,,Usados,11500,8089949085.0,3 Julho 2023,,,,,,,,Série 3,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Laguna Break,2.0 DCi Dynamique,Diesel,6,2008.0,220357.0,1995,150,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,6500,8088742044.0,3 Julho 2023,7.9,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Smart,ForFour,1.0 Prime 71,Gasolina,2,2016.0,53031.0,999,71,Pequeno citadino,Azul,Manual,5.0,36,,Usados,12990,8089949078.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Kadjar,Energy dCi 130 XMOD,Diesel,9,2016.0,114000.0,1598,130,SUV / TT,Azul,Manual,5.0,18,,Usados,20990,8088403806.0,3 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,7,2020.0,22000.0,0,204,SUV / TT,Branco,Automática,5.0,18,Importado,Usados,31900,8089852890.0,3 Julho 2023,,,,,Própria,,,,,484.0,,64.0,Nao,StandVirtual,Yes,,,
Particular,Peugeot,308 SW,BlueHDi 120 Stop & Start Style,Diesel,12,2015.0,169300.0,1560,120,Carrinha,Preto,Manual,5.0,0,Importado,Usados,9490,8089551790.0,3 Julho 2023,4.4,6.0,96.0,3.2,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Porsche,997,,Gasolina,7,2009.0,34414.0,3614,345,Cabrio,Preto,Manual,3.0,18,,Usados,79500,8089584801.0,3 Julho 2023,,,,,,,,911 (Todos),,,,,Nao,StandVirtual,Yes,,,
Profissional,DS,DS3,PureTech 130 Start & Stop SportChic,Gasolina,5,2016.0,139656.0,1199,130,Citadino,Branco,Manual,3.0,18,,Usados,12450,8089582861.0,3 Julho 2023,5.3,6.0,100.0,3.8,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Fiat,500L,1.3 MJ Lounge S&S,Diesel,4,2017.0,89000.0,1248,95,Utilitário,Cinzento,Manual,5.0,18,Nacional,Usados,13990,8088108461.0,3 Julho 2023,,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Mercedes-Benz,AMG GT,S,Gasolina,9,2018.0,47356.0,3982,510,Coupé,Cinzento,Automática,2.0,18,,Usados,139950,8088017553.0,3 Julho 2023,12.2,,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,12,2017.0,67500.0,1461,90,Citadino,Preto,Manual,5.0,18,Nacional,Usados,15900,8086893689.0,3 Julho 2023,3.5,5.0,85.0,3.1,,,,,3.3,,,,Nao,StandVirtual,Yes,,,
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,9,2021.0,7560.0,0,351,Sedan,Preto,Automática,4.0,36,Importado,Usados,47500,8086893681.0,3 Julho 2023,,,,,Própria,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Dacia,Sandero,1.0 TCe Stepway Essential,Gasolina,8,2022.0,13000.0,999,91,Citadino,Cinzento,Manual,5.0,18,Nacional,Usados,16850,8089949058.0,3 Julho 2023,,6.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Ford,Fiesta,1.25 Trend,Gasolina,3,2009.0,40000.0,1242,82,Citadino,Cinzento,Manual,5.0,0,Nacional,Usados,7950,8089127191.0,3 Julho 2023,,5.0,,,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,9,2019.0,150000.0,1199,83,Citadino,Branco,Automática,5.0,36,Importado,Usados,13890,8089580351.0,3 Julho 2023,6.0,6.0,,,,850.0,,,5.0,,,,Nao,StandVirtual,Yes,,,
Profissional,MINI,Cooper,,Gasolina,12,2009.0,82500.0,1598,184,Cabrio,Cinzento,Manual,3.0,18,Nacional,Usados,14890,8087789283.0,3 Julho 2023,,6.0,,,,750.0,,,7.0,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,12,2019.0,185000.0,1499,102,Citadino,Cinzento,Manual,5.0,36,,Usados,13980,8088497178.0,3 Julho 2023,,5.0,,,,900.0,,,5.0,,,,Nao,StandVirtual,Yes,,,
Particular,Fiat,500X,1.3 MJ Cross S&S,Diesel,4,2017.0,86500.0,1248,95,Utilitário,Cinzento,Manual,5.0,0,Nacional,Usados,16500,8089848777.0,3 Julho 2023,4.6,5.0,107.0,3.8,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure,Diesel,12,2015.0,180000.0,1560,120,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,13890,8085693212.0,3 Julho 2023,,6.0,,,,950.0,146.0,,5.0,,,,Nao,StandVirtual,Yes,,,
Particular,Porsche,Macan,Standard,Gasolina,6,2021.0,20000.0,1984,245,SUV / TT,Cinzento,Automática,5.0,0,,Usados,89000,8089814624.0,3 Julho 2023,9.5,7.0,231.0,7.3,,,,,,,,,Nao,StandVirtual,Yes,,,
Profissional,Ford,Focus SW,1.5 TDCi Titanium,Diesel,11,2017.0,189500.0,1499,120,Carrinha,Preto,Manual,5.0,18,Nacional,Usados,12890,8085693254.0,3 Julho 2023,,6.0,,,,950.0,146.0,,5.0,,,,Nao,StandVirtual,Yes,,,
Profissional,Mitsubishi,Grandis,2.0 DI-D Invite,Diesel,11,2006.0,285000.0,1968,136,SUV / TT,Azul,Manual,5.0,18,Nacional,Usados,6500,8086635918.0,3 Julho 2023,8.7,6.0,,,,950.0,43.0,,6.0,,,,Nao,StandVirtual,Yes,,,
Particular,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,9,2019.0,67361.0,1969,190,SUV / TT,Cinzento,Automática,5.0,0,Nacional,Usados,42000,8089948931.0,3 Julho 2023,5.8,8.0,157.0,4.7,,,,,,,,,Nao,StandVirtual,Yes,,,
Particular,Opel,Astra Sports Tourer,1.6 CDTi Cosmo S/SJ18,Diesel,7,2016.0,112000.0,1598,110,Carrinha,Cinzento,Manual,5.0,0,Nacional,Usados,13300,8089948922.0,3 Julho 2023,4.4,6.0,105.0,3.7,,,,,,,,,Nao,StandVirtual,Yes,,,
