Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Nº de portas,Lotação,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Número de Mudanças,Classe do veículo,Tracção,Emissões CO2,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Inspecção válida até,Livro de Revisões completo,IVA Discriminado,Origem,Registo(s),Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,IUC,Capacidade da bateria,Bateria,Autonomia,Consumo Combinado,Consumo,Clássico,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Hyundai,Kauai,EV 64kWh Premium+LED,Eléctrico,Novembro,2020,50 000 km,,204 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,36 Meses,Usados,28 990        EUR,8089426671,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-led-ID8PsppJ.html,,Classe 1,Tracção dianteira,,Sim,Sim,,,,,Sim,Sim,,1,,,,,64 kWh,Própria,500 km,,14 kWh/100km,,,,StandVirtual,Yes,2023-09-19
Particular,Mercedes-Benz,C 180,(BlueTEC) d Station AMG Line,Diesel,Março,2016,174 353 km,1 598 cm3,116 cv,,,,Carrinha,Branco,,Manual,5,,,Usados,22 900        EUR,8090610935,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-bluetec-d-station-amg-line-ID8PxnuL.html,6,,Tracção traseira,109 g/km,,,"5,10 l/100km","3,80 l/100km",Sim,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Abarth,595,1.4 T-Jet Competizione,Gasolina,Janeiro,2020,90 000 km,1 368 cm3,180 cv,,Sim,Sim,Citadino,Cinzento,Mate,Manual,3,4,36 Meses,Usados,24 990        EUR,8090009889,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-595-1-4-t-jet-competizione-ID8PuR8t.html,5,Classe 1,Tracção dianteira,156 g/km,Sim,Sim,,,,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Audi,TT Coupé,2.0 TDI S-line,Diesel,Março,2015,140 000 km,1 968 cm3,184 cv,,,,Coupé,Azul,Metalizado,Manual,3,4,,Usados,26 900        EUR,8090299052,18 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-tt-coup-2-0-tdi-s-line-ID8Pv4mo.html,,,,,,,"5,20 l/100km",,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A3 Sportback,1.6 TDI Attraction,Diesel,Novembro,2015,121 000 km,1 598 cm3,110 cv,Sim,Sim,,Utilitário,Cinzento,,Manual,5,5,18 Meses,Usados,16 490        EUR,8089249055,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-attraction-ID8PrFcX.html,6,Classe 1,,,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio,1.0 TCe Exclusive,Gasolina,Setembro,2020,55 446 km,999 cm3,100 cv,Sim,,Sim,Citadino,Laranja,,Manual,5,,36 Meses,Usados,18 499        EUR,8089989300,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-exclusive-ID8PuLMo.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A6,2.0 TDi S tronic,Diesel,Agosto,2017,160 850 km,1 968 cm3,190 cv,Sim,Sim,,Sedan,Preto,,Automática,4,5,18 Meses,Usados,28 990        EUR,8089156841,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-2-0-tdi-s-tronic-ID8PrhdD.html,7,Classe 1,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,T-Roc,1.0 TSI Style,Gasolina,Janeiro,2023,2 200 km,999 cm3,110 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,36 Meses,Usados,29 300        EUR,8089915547,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-0-tsi-style-ID8PusAP.html,6,Classe 1,Tracção dianteira,,,,,,,,,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Abril,2019,99 990 km,1 598 cm3,115 cv,,,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,23 400        EUR,8088438141,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PogfH.html,5,Classe 1,,,Sim,Sim,,,Sim,01/04/2025,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Peugeot,e-2008,GT,Eléctrico,Março,2021,108 000 km,,136 cv,,,,SUV / TT,Branco,Pérola,Automática,5,5,,Usados,30 000        EUR,8090410949,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8Pvxtb.html,1,Classe 1,Tracção dianteira,,Sim,Sim,,,,,Sim,,Nacional,1,320 km,,,,,Própria,320 km,,"17,80 kWh/100km",,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,i3,120Ah,Eléctrico,Fevereiro,2019,40 023 km,,170 cv,Sim,,Sim,Utilitário,Castanho,Metalizado,Automática,5,4,36 Meses,Usados,28 490        EUR,8090221642,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PwKdQ.html,,Classe 1,,,Sim,Sim,,,,,,,Importado,1,,,Série i,,,,,,,,,,StandVirtual,Yes,2023-09-19
Particular,Nissan,Juke,1.0 DIG-T DCT N-Design,Gasolina,Setembro,2021,29 000 km,999 cm3,117 cv,,,,SUV / TT,Cinzento,Metalizado,Automática,5,5,,Usados,25 000        EUR,8090571655,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-0-dig-t-dct-n-design-ID8Pxdhd.html,7,Classe 1,Tracção dianteira,,Sim,Sim,,,Sim,,Sim,,Nacional,1,,01/09/2024,,,,,,,,Sim,,,StandVirtual,Yes,2023-09-19
Profissional,Opel,Astra Sports Tourer,1.5 D S&S Design&Tech,Diesel,Julho,2019,81 833 km,1 496 cm3,122 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,17 990        EUR,8090584525,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-5-d-s-s-design-tech-ID8PxgCN.html,6,Classe 1,,94 g/km,Sim,,,,Sim,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane,BLUE dCi 115 BUSINESS EDITION,Diesel,Outubro,2020,89 659 km,1 461 cm3,115 cv,Sim,Sim,Sim,Sedan,Branco,Metalizado,Manual,5,5,18 Meses,Usados,19 500        EUR,8090251911,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-blue-dci-115-business-edition-ID8PwS63.html,6,Classe 1,,101 g/km,Sim,,,,Sim,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Toyota,C-HR,1.8 HSD Comfort+P.Style,Híbrido (Gasolina),Julho,2017,74 407 km,1 798 cm3,122 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,21 900        EUR,8090251900,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hsd-comfort-p-style-ID8PwS5S.html,,Classe 1,,87 g/km,Sim,,,,,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,BLUE dCi 115 EDC INTENS,Diesel,Julho,2020,100 340 km,1 461 cm3,115 cv,Sim,Sim,Sim,Carrinha,Prateado,Metalizado,Automática,5,5,18 Meses,Usados,19 500        EUR,8090111623,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-blue-dci-115-edc-intens-ID8PwhBl.html,,Classe 1,,104 g/km,Sim,,,,Sim,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane Sport Tourer,BLUE dCi 115 EDC INTENS,Diesel,Novembro,2020,121 162 km,1 461 cm3,115 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,5,18 Meses,Usados,21 500        EUR,8090020075,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-blue-dci-115-edc-intens-ID8PuTML.html,,Classe 1,,106 g/km,Sim,,,,Sim,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Julho,2018,162 119 km,1 461 cm3,116 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,5,5,18 Meses,Usados,23 500        EUR,8089913898,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8Pusae.html,,Classe 1,,106 g/km,Sim,,,,Sim,,,,Importado,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,A 180,d Style Aut.,Diesel,Novembro,2018,90 495 km,1 461 cm3,116 cv,Sim,,Sim,Utilitário,Cinzento,,Automática,5,,18 Meses,Usados,27 499        EUR,8088646559,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-aut-ID8Pp8th.html,,,,,,,,,,,,,Nacional,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Captur,1.3 TCe Intens EDC,Gasolina,Julho,2021,18 062 km,1 332 cm3,140 cv,Sim,Sim,Sim,SUV / TT,Prateado,Metalizado,Automática,5,5,18 Meses,Usados,24 900        EUR,8090438463,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-3-tce-intens-edc-ID8PvECX.html,,Classe 1,,133 g/km,Sim,,,,,,,,Importado,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Navara,2.3 dCi CD 4WD N-Connecta Navi+Barras,Diesel,Setembro,2017,304 820 km,2 298 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Preto,,Manual,4,5,18 Meses,Usados,26 950        EUR,8089849304,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-navara-2-3-dci-cd-4wd-n-connecta-navi-barras-ID8Pubmo.html,6,,Integral,167 g/km,,Sim,"6,90 l/100km",6 l/100km,,,Sim,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 200,d Urban,Diesel,Dezembro,2017,155 000 km,2 143 cm3,136 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Manual,5,5,18 Meses,Usados,24 998        EUR,8086514779,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-urban-ID8PgbTJ.html,6,Classe 1,Tracção dianteira,,Sim,Sim,,,Sim,,Sim,,,1,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Alhambra,2.0 TDi Xcellence DSG,Diesel,Maio,2019,127 073 km,1 968 cm3,150 cv,Sim,,Sim,Monovolume,Cinzento,,Automática,5,,18 Meses,Usados,29 499        EUR,8089237161,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-alhambra-2-0-tdi-xcellence-dsg-ID8PrC77.html,,,,,,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,MINI,John Cooper Works,,Gasolina,Abril,2011,202 600 km,1 598 cm3,211 cv,Sim,Sim,Sim,Citadino,Preto,Metalizado,Manual,3,4,18 Meses,Usados,18 498        EUR,8087256147,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-ID8PjiLh.html,6,Classe 1,Tracção dianteira,,Sim,Sim,"9,20 l/100km",,,,Sim,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,Passat Variant,2.0 TDi Confortline DSG,Diesel,Dezembro,2018,100 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,5,5,18 Meses,Usados,22 950        EUR,8090586745,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-2-0-tdi-confortline-dsg-ID8PxhcB.html,7,Classe 1,,113 g/km,,Sim,,,Sim,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,E 350,BlueTEC Auto,Diesel,Junho,2014,290 000 km,2 987 cm3,251 cv,Sim,Sim,Sim,Coupé,Preto,Metalizado,Automática,2,,36 Meses,Usados,26 998        EUR,8090282002,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PwZWo.html,,,,,,,7 l/100km,,,,,,,,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,E 350,BlueTEC Auto,Diesel,Abril,2014,289 000 km,2 987 cm3,258 cv,Sim,Sim,Sim,Coupé,Preto,Metalizado,Automática,2,4,18 Meses,Usados,24 998        EUR,8089510647,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PsLgb.html,7,Classe 1,Tracção traseira,,Sim,Sim,"6,20 l/100km",,Sim,25/04/2024,Sim,,Nacional,1,,,Classe E,665 €,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Fiat,Tipo,1.6 M-Jet Lounge DCT,Diesel,Maio,2019,89 000 km,1 598 cm3,120 cv,,Sim,Sim,Utilitário,Branco,,Automática,5,5,18 Meses,Usados,19 500        EUR,8090438481,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-6-m-jet-lounge-dct-ID8PvEDf.html,,,Tracção dianteira,,Sim,Sim,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Citroën,C3 Aircross,1.6 BlueHDi Feel,Diesel,Maio,2018,70 250 km,1 560 cm3,100 cv,Sim,Sim,Sim,Monovolume,Cinzento,,Manual,5,5,18 Meses,Usados,16 450        EUR,8090514351,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-6-bluehdi-feel-ID8PvYmX.html,,Classe 1,,101 g/km,Sim,,"4,60 l/100km","3,70 l/100km",,,,,Nacional,,,,,,,,,4 l/100km,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mazda,CX-3,1.5 Sky.Excellence Navi,Diesel,Março,2016,73 100 km,1 499 cm3,105 cv,,Sim,Sim,SUV / TT,Branco,,Manual,5,5,18 Meses,Usados,17 900        EUR,8090154035,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PwsDp.html,,,,105 g/km,,Sim,,,Sim,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Ibiza,1.0 TSI Style DSG,Gasolina,Abril,2022,30 600 km,999 cm3,110 cv,,Sim,Sim,Citadino,Preto,,Automática,5,5,36 Meses,Usados,21 900        EUR,8090154037,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-style-dsg-ID8PwsDr.html,,,,126 g/km,,Sim,,,,,,,Nacional,,,01/01/0001,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,318,d Touring Line Luxury Auto,Diesel,Novembro,2017,73 600 km,1 995 cm3,150 cv,Sim,,,Carrinha,Cinzento,,Automática,5,5,36 Meses,Usados,29 500        EUR,8090340359,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-line-luxury-auto-ID8Pvf6D.html,,,,109 g/km,,,"4,90 l/100km","3,70 l/100km",,,,,Nacional,,,19/09/2026,Série 3,,,,,"4,10 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Janeiro,2023,2 900 km,999 cm3,92 cv,Sim,,,Utilitário,Prateado,,Manual,5,5,36 Meses,Usados,18 990        EUR,8089915627,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PusC7.html,,,,,,,,,,,,,Nacional,,,19/09/2026,,,,,,"5,40 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Julho,2022,6 388 km,1 332 cm3,140 cv,Sim,,,SUV / TT,Branco,,Manual,5,5,36 Meses,Usados,28 790        EUR,8089915613,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PusBT.html,,,,,,,,,,,,,Nacional,,,,,,,,,"6,30 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Audi,A5 Cabrio,2.0 TDi S-line,Diesel,Abril,2011,69 550 km,1 968 cm3,177 cv,,Sim,Sim,Cabrio,Castanho,,Manual,2,4,18 Meses,Usados,23 950        EUR,8090438485,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-cabrio-2-0-tdi-s-line-ID8PvEDj.html,6,,Tracção dianteira,,Sim,Sim,,,,,Sim,,Nacional,2,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Mégane,ENERGY TCe 100 INTENS,Gasolina,Janeiro,2018,62 551 km,1 197 cm3,100 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,18 Meses,Usados,15 970        EUR,8090569566,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-energy-tce-100-intens-ID8PxcJv.html,,Classe 1,,,,Sim,,,,,Sim,,Importado,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Clio,1.0 TCe Limited,Gasolina,Abril,2022,26 000 km,999 cm3,90 cv,,Sim,Sim,Utilitário,Cinzento,,Manual,5,5,18 Meses,Usados,18 490        EUR,8090621724,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-limited-ID8PxqiM.html,6,Classe 1,,,Sim,Sim,,,Sim,,Sim,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Novembro,2016,255 668 km,1 461 cm3,109 cv,Sim,,Sim,Carrinha,Azul,,Manual,5,5,18 Meses,Usados,19 990        EUR,8089389706,18 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8PsfNv.html,,,,,Sim,,,,,,Sim,Sim,Nacional,1,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Aut.,Diesel,Janeiro,2018,196 425 km,2 143 cm3,136 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,19 995        EUR,8089144222,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-aut-ID8PrdV6.html,,Classe 1,,,Sim,Sim,"4,70 l/100km",,Sim,,,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,VW,Touran,1.6 TDI Confortline,Diesel,Maio,2017,224 699 km,1 598 cm3,115 cv,Sim,,Sim,Monovolume,Cinzento,,Manual,5,7,18 Meses,Usados,17 390        EUR,8090102352,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-touran-1-6-tdi-confortline-ID8PwfbO.html,6,Classe 1,Tracção dianteira,,Sim,,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,308 SW,1.5 BlueHDi Active,Diesel,Outubro,2018,120 000 km,1 499 cm3,130 cv,Sim,Sim,Sim,Carrinha,Prateado,Metalizado,Manual,5,5,18 Meses,Usados,16 750        EUR,8089915585,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-ID8PusBr.html,6,Classe 1,Tracção dianteira,92 g/km,,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Opel,Crossland X,1.5 CDTi 120 Anos,Diesel,Março,2019,36 000 km,1 499 cm3,102 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,5,36 Meses,Usados,17 850        EUR,8090252678,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-5-cdti-120-anos-ID8PwSiq.html,,,,,,,"4,70 l/100km","3,50 l/100km",,,,,Nacional,,,19/09/2026,,,,,,4 l/100km,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Janeiro,2021,18 347 km,999 cm3,90 cv,,Sim,Sim,SUV / TT,Cinzento,,Manual,5,5,18 Meses,Usados,22 890        EUR,8088460518,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8Pom4C.html,,,,,Sim,Sim,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,BMW,216 Active Tourer,d Auto,Diesel,Março,2019,25 950 km,1 496 cm3,116 cv,Sim,,,Monovolume,Prateado,,Automática,5,5,36 Meses,Usados,26 500        EUR,8090340358,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-auto-ID8Pvf6C.html,,,,113 g/km,,,"4,90 l/100km","3,90 l/100km",,,,,Nacional,,,19/09/2026,,,,,,"4,30 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Agosto,2022,12 255 km,999 cm3,90 cv,Sim,,,SUV / TT,Azul,,Manual,5,5,36 Meses,Usados,22 990        EUR,8090021366,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8PuU7A.html,,,,,,,,,,,,,Nacional,,,19/09/2026,,,,,,6 l/100km,,,,,StandVirtual,Yes,2023-09-19
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Julho,2021,38 055 km,999 cm3,95 cv,Sim,,,SUV / TT,Cinzento,,Manual,5,5,36 Meses,Usados,17 990        EUR,8090021480,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PuU9q.html,,,,,,,,,,,,,Nacional,,,19/09/2026,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Micra,1.0 IG-T N-Connecta,Gasolina,Maio,2019,45 369 km,999 cm3,100 cv,,,Sim,Citadino,Vermelho,,Manual,5,5,18 Meses,Usados,15 800        EUR,8088459817,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-n-connecta-ID8PolTj.html,,,,,Sim,,,,,,,,Nacional,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Mercedes-Benz,C 200,d AMG Line Aut.,Diesel,Fevereiro,2019,168 150 km,1 598 cm3,136 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,5,5,18 Meses,Usados,25 900        EUR,8090634434,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-amg-line-aut-ID8PxtBM.html,7,Classe 1,Tracção traseira,121 g/km,Sim,Sim,"5,10 l/100km","3,60 l/100km",Sim,21/02/2025,Sim,,Nacional,1,,,Classe C,"154,12 €",,,,"4,10 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Micra,1.0 IG-T Kiiro,Gasolina,Maio,2022,10 699 km,999 cm3,92 cv,Sim,,,Utilitário,Cinzento,,Manual,5,5,36 Meses,Usados,17 490        EUR,8089915612,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-kiiro-ID8PusBS.html,,,,,,,,,,,,,Nacional,,,19/09/2026,,,,,,"5,60 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Qashqai,1.3 DIG-T Acenta,Gasolina,Julho,2022,6 901 km,1 332 cm3,140 cv,Sim,,,SUV / TT,Azul,,Manual,5,5,36 Meses,Usados,28 790        EUR,8089915615,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-acenta-ID8PusBW.html,,,,,,,,,,,,,Nacional,,,,,,,,,"6,30 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Janeiro,2023,3 470 km,999 cm3,92 cv,Sim,,,Utilitário,Branco,,Manual,5,5,36 Meses,Usados,18 990        EUR,8089915626,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-acenta-ID8PusC6.html,,,,,,,,,,,,,Nacional,,,19/09/2026,,,,,,"5,40 l/100km",,,,,StandVirtual,Yes,2023-09-19
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Agosto,2016,155 000 km,1 999 cm3,180 cv,,Sim,Sim,Sedan,Branco,Pérola,Automática,4,5,18 Meses,Usados,24 750        EUR,8089528227,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-r-sport-aut-ID8PsPPJ.html,,,,111 g/km,Sim,Sim,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Fiat,500C,1.0 Hybrid Dolcevita,Gasolina,Novembro,2022,23 km,999 cm3,70 cv,,Sim,Sim,Cabrio,Laranja,,Manual,2,4,18 Meses,Usados,25 950        EUR,8089343767,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-0-hybrid-dolcevita-ID8Ps3Qz.html,,,,,Sim,Sim,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Dacia,Lodgy,1.5 Blue dCi Comfort 7L,Diesel,Março,2019,152 999 km,1 461 cm3,115 cv,Sim,,Sim,Monovolume,Branco,,Manual,5,7,18 Meses,Usados,17 490        EUR,8089199802,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-lodgy-1-5-blue-dci-comfort-7l-ID8Prsoy.html,6,Classe 1,Tracção dianteira,,Sim,,,,,,Sim,Sim,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Peugeot,508 SW,1.6 BlueHDi Access P.Business J17,Diesel,Março,2018,95 926 km,1 560 cm3,120 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,17 970        EUR,8090517490,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-access-p-business-j17-ID8PvZbA.html,6,Classe 1,,,,Sim,,,,,Sim,,Nacional,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Junho,2018,94 004 km,1 461 cm3,110 cv,,,Sim,SUV / TT,Cinzento,Metalizado,Manual,5,5,18 Meses,Usados,18 400        EUR,8087106220,19 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PiFL6.html,6,Classe 1,,,Sim,Sim,,,Sim,01/07/2024,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-19
