Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Consumo Urbano,Filtro de partículas,Sub-modelo,Consumo Extra Urbano,Consumo Combinado,Emissões CO2,IUC,Inspecção válida até,Garantia de Fábrica até,ou até,IVA Discriminado,Clássico,Autonomia Máxima,Autonomia,Bateria,Gancho de Reboque,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,Citroën,C3,1.2 PureTech Origins,Gasolina,Agosto,2019,27 100 km,1 199 cm3,82 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,,18 Meses,1,,,Sim,Sim,Usados,14 950        EUR,8090514086,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-origins-ID8PvYiG.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,SEAT,Ibiza,SC 1.0 EcoTSI FR,Gasolina,Agosto,2016,136 000 km,999 cm3,95 cv,Sim,Sim,Sim,Citadino,Preto,Metalizado,Manual,6,3,5,Classe 1,Tracção dianteira,18 Meses,,Importado,Sim,,Sim,Usados,10 999        EUR,8088784416,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-0-ecotsi-fr-ID8PpIkM.html,"5,10 l/100km",,,,,,103 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,500C,1.2 S&S Lounge,Gasolina,Abril,2013,76 000 km,1 242 cm3,69 cv,,,,Cabrio,Branco,Metalizado,Manual,,2,4,,,18 Meses,,,,Sim,Sim,Usados,9 990        EUR,8090586726,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-s-s-lounge-ID8Pxhci.html,"5,70 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,RCZ,1.6 THP SE Black Yearling,Gasolina,Abril,2010,155 000 km,1 598 cm3,156 cv,,Sim,Sim,Coupé,Preto,Metalizado,Manual,,2,4,Classe 1,,18 Meses,1,,Sim,Sim,Sim,Usados,14 750        EUR,8090586725,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-rcz-1-6-thp-se-black-yearling-ID8Pxhch.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Ford,Fiesta,1.0 T EcoBoost Titanium,Gasolina,Fevereiro,2014,67 109 km,998 cm3,100 cv,,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,,,18 Meses,,,Sim,Sim,Sim,Usados,10 950        EUR,8089958701,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-t-ecoboost-titanium-ID8PuDOR.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,VW,Up!,Active,Gasolina,Março,2015,75 000 km,999 cm3,65 cv,,,,Citadino,Preto,Metalizado,Manual,,5,,,,,,,,,,Usados,8 490        EUR,8090340354,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-up-active-ID8Pvf6y.html,"5,20 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,308 SW,BlueHDi 120 Stop & Start Business-Line,Diesel,Maio,2018,187 000 km,1 560 cm3,120 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,,Sim,Usados,12 990        EUR,8090446856,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-bluehdi-120-stop-start-business-line-ID8PvGOk.html,"3,60 l/100km",Sim,,3 l/100km,,85 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,SEAT,Ibiza,1.2 TDI CR Ecomotive Style,Diesel,Junho,2011,220 000 km,1 199 cm3,75 cv,,,Sim,Citadino,Cinzento,Metalizado,Manual,,5,,,,,,,,,,Usados,5 950        EUR,8090573488,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-2-tdi-cr-ecomotive-style-ID8PxdKM.html,"4,10 l/100km",Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Polo,1.0 Confortline,Gasolina,Outubro,2015,132 000 km,999 cm3,75 cv,,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,2,,Sim,Sim,Sim,Usados,10 250        EUR,8088752090,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PpzWo.html,,,,,5 l/100km,108 g/km,103 €,31/10/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Lancia,Ypsilon,1.3 M-jet S&S Gold,Diesel,Abril,2012,133 300 km,1 248 cm3,95 cv,,,,Citadino,Cinzento,,Manual,5,5,5,,Tracção dianteira,,,,,,,Usados,7 250        EUR,8090481769,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lancia-ypsilon-1-3-m-jet-s-s-gold-ID8PvPTr.html,"4,70 l/100km",,,"3,20 l/100km",,95 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,C 200,,Diesel,Agosto,2011,282 000 km,2 143 cm3,136 cv,Sim,Sim,Sim,Sedan,Branco,,Manual,6,4,5,,,18 Meses,2,,Sim,Sim,Sim,Usados,13 950        EUR,8090513873,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PvYff.html,,,Classe C,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Novembro,2018,148 243 km,1 499 cm3,102 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Manual,,5,5,,,18 Meses,,,,,,Usados,13 749        EUR,8090067301,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8Pw64t.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Dacia,Sandero,1.0 SCe Comfort,Gasolina,Julho,2018,91 200 km,999 cm3,75 cv,,Sim,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,,Sim,Sim,Usados,12 350        EUR,8090056378,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-sce-comfort-ID8Pw3ei.html,6 l/100km,,,"4,80 l/100km",,130 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Dacia,Sandero,1.0 SCe Comfort,Gasolina,Outubro,2017,47 700 km,999 cm3,75 cv,,Sim,Sim,Utilitário,Preto,,Manual,5,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,,Sim,Sim,Usados,12 950        EUR,8090056424,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-sce-comfort-ID8Pw3f2.html,6 l/100km,,,"4,80 l/100km",,130 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Polo,,Diesel,Novembro,2013,159 000 km,1 200 cm3,75 cv,Sim,Sim,,Pequeno citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,1,Importado,,,Sim,Usados,9 800        EUR,8088852137,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-ID8PpZX3.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Golf,2.0 TDi Highline,Diesel,Junho,2012,172 062 km,1 968 cm3,140 cv,Sim,,,Citadino,Vermelho,Metalizado,Manual,6,5,5,,,18 Meses,,,,,Sim,Usados,12 450        EUR,8090524875,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-highline-ID8Px16H.html,,,,,,,,01/06/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,C4 Cactus,1.2 PureTech Shine,Gasolina,Julho,2017,66 000 km,1 199 cm3,82 cv,Sim,Sim,Sim,SUV / TT,Prateado,Metalizado,Manual,5,5,5,,,18 Meses,,Importado,,,Sim,Usados,14 750        EUR,8090298707,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-shine-ID8Pv4gP.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Dezembro,2016,60 271 km,1 229 cm3,70 cv,,Sim,Sim,Citadino,Preto,,Manual,5,5,5,,,18 Meses,1,Nacional,,,Sim,Usados,10 899        EUR,8090479981,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PvPqB.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Smart,ForFour,1.0 Passion 71 Aut.,Gasolina,Dezembro,2018,38 000 km,999 cm3,71 cv,Sim,Sim,Sim,Citadino,Preto,Metalizado,Automática,6,5,4,,,18 Meses,,Nacional,,,Sim,Usados,14 500        EUR,8089580210,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-aut-ID8Pt3ma.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Skoda,Citigo,1.0 MPI Auto Monte Carlo,Gasolina,Março,2016,105 000 km,999 cm3,75 cv,Sim,Sim,Sim,Citadino,Vermelho,Metalizado,Automática,,5,5,,,18 Meses,,Nacional,,,Sim,Usados,12 500        EUR,8088792858,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-citigo-1-0-mpi-auto-monte-carlo-ID8PpKvV.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Opel,Astra Sports Tourer,1.3 CDTi Enjoy S/S,Diesel,Novembro,2012,169 000 km,1 248 cm3,95 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,Nacional,,Sim,Sim,Usados,7 990        EUR,8088082591,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-3-cdti-enjoy-s-s-ID8PmLL1.html,"5,40 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,508 SW,1.6 BlueHDi Active,Diesel,Novembro,2016,200 943 km,1 560 cm3,120 cv,,Sim,Sim,Carrinha,Preto,,Manual,6,5,5,,,18 Meses,1,Nacional,,,,Usados,11 899        EUR,8089601832,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-active-ID8Pt8YU.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Opel,Crossland X,1.2 Business Edition,Gasolina,Setembro,2018,60 000 km,1 199 cm3,83 cv,Sim,,,SUV / TT,Branco,Metalizado,Manual,5,5,5,Classe 1,,,1,Nacional,Sim,Sim,Sim,Usados,13 800        EUR,8089925675,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-business-edition-ID8Puweb.html,"6,20 l/100km",,,,,,,28/09/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,308 SW,1.6 e-HDi Allure J18,Diesel,Junho,2014,119 500 km,1 560 cm3,115 cv,,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,Nacional,,Sim,Sim,Usados,14 400        EUR,8088532247,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-e-hdi-allure-j18-ID8PoEJx.html,"4,40 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Audi,A1 Sportback,1.6 TDI S line Sport Pack,Diesel,Outubro,2013,200 000 km,1 598 cm3,90 cv,,Sim,Sim,Citadino,Branco,,Manual,,5,5,,,36 Meses,,,,,,Usados,13 980        EUR,8090586692,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-6-tdi-s-line-sport-pack-ID8PxhbK.html,"4,40 l/100km",Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Golf Cabriolet,,Diesel,Abril,2012,126 000 km,1 600 cm3,105 cv,Sim,Sim,Sim,Cabrio,Vermelho,Metalizado,Manual,5,2,4,,,18 Meses,,,,,Sim,Usados,14 750        EUR,8088415300,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-cabriolet-ID8Poaji.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Polo,1.2 Trendline,Gasolina,Janeiro,2014,105 039 km,1 198 cm3,70 cv,Sim,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,,5,5,,,18 Meses,,,,,,Usados,10 399        EUR,8090154600,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-2-trendline-ID8PwsMv.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,5008,1.6 HDi Premium,Diesel,Julho,2010,154 000 km,1 560 cm3,112 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,24 Meses,1,Nacional,Sim,,Sim,Usados,9 990        EUR,8090415292,9 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-hdi-premium-ID8PvyBe.html,"4,80 l/100km",Sim,,,,,,01/08/2025,01/08/2025,250 000 km,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Kia,Picanto,,Gasolina,Maio,2022,15 000 km,998 cm3,67 cv,,,,Citadino,Preto,,Manual,,,,,,36 Meses,,,,,,Usados,14 750        EUR,8089980671,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-picanto-ID8PuJxd.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Mercedes-Benz,C 220,CDi Classic BlueEfficiency Aut.,Diesel,Dezembro,2011,419 000 km,2 143 cm3,170 cv,,,,Carrinha,Cinzento,Metalizado,Automática,5,5,,Classe 1,Tracção traseira,,,Importado,,Sim,Sim,Usados,11 900        EUR,8090573100,10 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-classic-blueefficiency-aut-ID8PxdEv.html,"8,20 l/100km",,Classe C,"4,70 l/100km",,157 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Fiat,Grande Punto,1.2 Dynamic,Gasolina,Abril,2010,190 000 km,1 242 cm3,65 cv,,,,Citadino,Branco,,Manual,5,3,5,Classe 1,Tracção dianteira,,,Nacional,,Sim,,Usados,5 150        EUR,8090058509,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-grande-punto-1-2-dynamic-ID8Pw3MF.html,"7,50 l/100km",,,"4,90 l/100km",,139 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Clio,1.5 dCi Limited EDition,Diesel,Dezembro,2017,149 000 km,1 461 cm3,90 cv,,Sim,Sim,Citadino,Branco,Metalizado,Manual,5,5,5,,Tracção dianteira,18 Meses,1,Importado,Sim,Sim,Sim,Usados,13 499        EUR,8089601920,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-edition-ID8Pt90k.html,"3,30 l/100km",,,"3,10 l/100km",,82 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Volvo,V40,1.6 D2 Momentum,Diesel,Outubro,2013,141 750 km,1 560 cm3,115 cv,Sim,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,,18 Meses,,Importado,,,Sim,Usados,14 500        EUR,8089969003,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-momentum-ID8PuGw1.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Smart,ForTwo Coupé,0.9 Passion 90 Aut.,Gasolina,Dezembro,2019,49 000 km,898 cm3,90 cv,Sim,Sim,Sim,Pequeno citadino,Cinzento,,Automática,6,3,2,Classe 1,Tracção traseira,36 Meses,,Nacional,Sim,,Sim,Usados,14 480        EUR,8090520732,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-0-9-passion-90-aut-ID8Px01S.html,5 l/100km,,,"3,60 l/100km",,96 g/km,103 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mitsubishi,Space Star,1.2 Intense Connect Edition,Gasolina,Abril,2018,63 000 km,1 193 cm3,80 cv,Sim,Sim,Sim,Monovolume,Prateado,,Manual,5,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,,Sim,Usados,10 780        EUR,8090518898,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-connect-edition-ID8PvZyi.html,"5,30 l/100km",,,"4,40 l/100km",,121 g/km,,20/04/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Nissan,Juke,1.2 DIG-T Tekna Premium,Gasolina,Julho,2014,66 000 km,1 197 cm3,115 cv,,Sim,Sim,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,,Nacional,Sim,Sim,Sim,Usados,14 990        EUR,8090032197,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-2-dig-t-tekna-premium-ID8PuVVh.html,"4,70 l/100km",Sim,,"3,90 l/100km",,129 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Volvo,V40,1.6 D2 Eco Momentum,Diesel,Maio,2013,199 000 km,1 560 cm3,115 cv,Sim,Sim,Sim,Utilitário,Preto,,Manual,6,5,5,Classe 1,,18 Meses,,Nacional,,,,Usados,10 250        EUR,8090513740,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-1-6-d2-eco-momentum-ID8PvYd6.html,4 l/100km,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Polo,1.6 TDI Confortline BlueMotion,Diesel,Dezembro,2011,135 000 km,1 598 cm3,90 cv,Sim,Sim,Sim,Citadino,Preto,,Manual,5,5,5,,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,,Usados,9 999        EUR,8090586673,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-6-tdi-confortline-bluemotion-ID8Pxhbr.html,"4,60 l/100km",Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Smart,ForTwo Coupé,1.0 Passion 71 Aut.,Gasolina,Maio,2012,82 472 km,999 cm3,71 cv,Sim,Sim,Sim,Cabrio,Branco,Metalizado,Automática,,3,2,Classe 1,,18 Meses,,Importado,,Sim,Sim,Usados,9 900        EUR,8090448005,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-passion-71-aut-ID8PvH6R.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,500,,Gasolina,Novembro,2014,95 197 km,875 cm3,85 cv,,Sim,,Cabrio,Verde,,Automática,,3,,,,18 Meses,,Nacional,,Sim,Sim,Usados,14 350        EUR,8090586657,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-ID8Pxhbb.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Março,2014,237 500 km,1 598 cm3,105 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,18 Meses,,Nacional,,Sim,Sim,Usados,10 990        EUR,8088538876,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PoGss.html,"4,90 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,500C,1.2 Lounge,Gasolina,Março,2011,98 000 km,1 242 cm3,69 cv,,Sim,Sim,Cabrio,Cinzento,Metalizado,Manual,5,2,4,,Tracção dianteira,18 Meses,,,,Sim,Sim,Usados,8 950        EUR,8089536803,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-ID8PsS43.html,"5,90 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,Audi,A3 Sportback,1.6 TDI Sport,Diesel,Agosto,2010,280 000 km,1 598 cm3,105 cv,Sim,,,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,,,,Usados,9 800        EUR,8089155090,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-sport-ID8PrgLo.html,"4,60 l/100km",,,,,112 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,2008,,Gasolina,Outubro,2015,60 700 km,1 199 cm3,110 cv,Sim,Sim,Sim,Monovolume,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,,Sim,Sim,Usados,13 250        EUR,8090295689,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-ID8Pv3u9.html,,,,,,,,22/10/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,C1,1.0 Seduction,Gasolina,Abril,2014,80 617 km,998 cm3,68 cv,Sim,Sim,Sim,Pequeno citadino,Cinzento,Metalizado,Manual,5,5,4,Classe 1,,18 Meses,1,Importado,,,Sim,Usados,8 870        EUR,8088111938,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-seduction-ID8PmTom.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Clio Sport Tourer,1.5 dCi Dynamique S,Diesel,Setembro,2013,115 755 km,1 461 cm3,90 cv,Sim,Sim,Sim,Carrinha,Vermelho,Metalizado,Manual,,5,5,Classe 1,,18 Meses,,,Sim,,Sim,Usados,10 450        EUR,8090524859,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-dynamique-s-ID8Px16r.html,,,,,,,,01/09/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,C1,1.0 VTi Feel,Gasolina,Julho,2021,42 403 km,998 cm3,72 cv,,Sim,Sim,Pequeno citadino,Bege,Metalizado,Manual,,5,5,Classe 1,,18 Meses,,,Sim,Sim,Sim,Usados,11 480        EUR,8090339880,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-ID8PveYU.html,,,,,,,,,,,Sim,Sim,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,C3,,Gasolina,Abril,2017,130 584 km,1 199 cm3,82 cv,Sim,Sim,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,Tracção traseira,36 Meses,,Importado,,Sim,Sim,Usados,14 200        EUR,8090013669,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-ID8PuS7r.html,,,,,,,,19/04/2025,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,MINI,Cooper,S 50 Camden,Gasolina,Março,2010,121 500 km,1 598 cm3,175 cv,,Sim,Sim,Utilitário,Preto,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Sim,Usados,13 500        EUR,8089698496,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-50-camden-ID8Pty80.html,"7,90 l/100km",,,"5,20 l/100km",,149 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,500,1.2 New Lounge,Gasolina,Fevereiro,2016,106 319 km,1 242 cm3,69 cv,Sim,Sim,Sim,Pequeno citadino,Branco,,Manual,5,3,4,Classe 1,,18 Meses,1,Nacional,Sim,,Sim,Usados,12 470        EUR,8088561350,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-new-lounge-ID8PoMiV.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,214 Active Tourer,d,Diesel,Dezembro,2015,159 981 km,1 496 cm3,96 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,,,,,Sim,Usados,14 450        EUR,8090252408,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-214-active-tourer-d-ID8PwSe4.html,,,Série 2,,,,,07/12/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mitsubishi,Space Star,1.2 Intense,Gasolina,Fevereiro,2022,28 200 km,1 193 cm3,80 cv,Sim,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,5,,Classe 1,Tracção dianteira,36 Meses,,Nacional,Sim,,Sim,Usados,14 750        EUR,8088515909,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-ID8PoAu1.html,"5,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mitsubishi,Space Star,1.2 Intense,Gasolina,Fevereiro,2022,13 850 km,1 193 cm3,80 cv,Sim,Sim,Sim,Citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,36 Meses,,Nacional,Sim,,Sim,Usados,14 990        EUR,8088515814,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-ID8PoAsu.html,"5,30 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Nissan,Micra,1.0 Visia Plus,Gasolina,Abril,2017,34 000 km,998 cm3,73 cv,Sim,Sim,Sim,Citadino,Preto,,Manual,5,5,5,,Tracção dianteira,36 Meses,,Importado,,Sim,Sim,Usados,13 990        EUR,8090067042,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-visia-plus-ID8Pw60i.html,,,,,,,100 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Outubro,2018,185 028 km,1 248 cm3,95 cv,Sim,,Sim,Carrinha,Cinzento,,Manual,,5,5,,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,,Usados,12 490        EUR,8087626159,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PkR1d.html,,,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2019,75 000 km,1 242 cm3,69 cv,,Sim,Sim,Pequeno citadino,Preto,Metalizado,Manual,5,3,4,Classe 1,Tracção dianteira,36 Meses,1,Nacional,,Sim,Sim,Usados,12 950        EUR,8089675793,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PtsdP.html,"5,90 l/100km",,,"4,40 l/100km",,129 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
