Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,IUC,Filtro de partículas,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,IVA Discriminado,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Clássico,Site,Portugal
Profissional,Skoda,Fabia Break,1.0 Active,Gasolina,Fevereiro,2017,73 890 km,999 cm3,75 cv,Sim,,Carrinha,Preto,,Manual,,5,5,,,,,,18 Meses,1,Nacional,,,,,Usados,11 250        EUR,8089112031,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi Highline,Diesel,Setembro,2015,195 000 km,1 598 cm3,110 cv,Sim,Sim,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,,,,,18 Meses,,Nacional,,,,,Usados,14 990        EUR,8089390364,4 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Maio,2019,67 000 km,898 cm3,90 cv,,,Utilitário,Vermelho,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,132 g/km,108 €,,18 Meses,1,Nacional,Sim,Sim,Sim,"6,30 l/100km",Usados,13 950        EUR,8089652649,29 Junho 2023,,Sim,"4,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,Electric Drive Passion,Eléctrico,Agosto,2018,34 409 km,,82 cv,Sim,Sim,Citadino,Azul,Metalizado,Automática,,3,2,Classe 1,,,,,18 Meses,,,Sim,Sim,Sim,,Usados,14 850        EUR,8089127055,5 Julho 2023,Sim,,,01/08/2024,,Sim,140 km,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 250,CDi Avantgarde BlueEfficiency,Diesel,Julho,2010,303 026 km,2 143 cm3,204 cv,,Sim,Carrinha,Preto,,Manual,,5,,,Tracção traseira,145 g/km,,,18 Meses,,Importado,,Sim,,,Usados,13 290        EUR,8089256107,5 Julho 2023,Sim,,,,,,,,Classe C,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Setembro,2017,253 119 km,1 598 cm3,110 cv,,Sim,Carrinha,Preto,,Manual,,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,9 490        EUR,8088358767,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 HDi Access,Diesel,Setembro,2013,296 122 km,1 560 cm3,115 cv,,Sim,SUV / TT,Branco,,Manual,,5,5,,Tracção dianteira,125 g/km,,,18 Meses,,Importado,,Sim,,,Usados,10 490        EUR,8089255625,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Citroën,C4 Grand Picasso,1.6 BlueHDi Live,Diesel,Setembro,2016,185 000 km,1 560 cm3,120 cv,,Sim,Monovolume,Branco,,Manual,6,5,7,Classe 1,Tracção dianteira,,,,,,,,Sim,Sim,,Usados,14 000        EUR,8089784468,5 Julho 2023,,,,30/09/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500C,1.2 Lounge,Gasolina,Setembro,2020,38 000 km,1 242 cm3,69 cv,Sim,Sim,Cabrio,Preto,,Manual,5,2,4,Classe 1,,,,,18 Meses,,Nacional,,,Sim,,Usados,14 990        EUR,8089601568,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi GPS Edition,Diesel,Dezembro,2015,168 852 km,1 598 cm3,110 cv,Sim,,Carrinha,Azul,Metalizado,Manual,5,5,5,Classe 1,,104 g/km,,,18 Meses,1,Nacional,,,Sim,,Usados,14 950        EUR,8088718829,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi Confort,Diesel,Setembro,2014,204 324 km,1 461 cm3,95 cv,Sim,Sim,Utilitário,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,105 g/km,,Sim,18 Meses,2,Importado,Sim,Sim,Sim,"3,90 l/100km",Usados,9 850        EUR,8088684463,5 Julho 2023,,,,19/09/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,0.9 IG-T N-Connecta S/S,Gasolina,Novembro,2017,91 167 km,898 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,99 g/km,,,18 Meses,2,Importado,Sim,Sim,Sim,"6,30 l/100km",Usados,13 300        EUR,8088809607,5 Julho 2023,,Sim,,27/11/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,,Gasolina,Agosto,2019,88 200 km,1 199 cm3,82 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,,128 g/km,,,18 Meses,1,Importado,Sim,Sim,Sim,,Usados,13 490        EUR,8089967936,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,One,Standard,Gasolina,Janeiro,2015,149 000 km,1 198 cm3,102 cv,,Sim,Citadino,Verde,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,,,,18 Meses,,,,Sim,Sim,"5,80 l/100km",Usados,14 750        EUR,8088507693,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.6 BlueHDi Style,Diesel,Abril,2016,82 370 km,1 560 cm3,100 cv,Sim,,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,97 g/km,,,18 Meses,1,,Sim,Sim,Sim,"3,90 l/100km",Usados,14 250        EUR,8089967927,5 Julho 2023,Sim,,"3,30 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,1.6 D2 Eco Momentum,Diesel,Janeiro,2013,151 000 km,1 560 cm3,115 cv,Sim,Sim,Utilitário,Azul,,Manual,6,5,5,Classe 1,Tracção traseira,,154 €,Sim,18 Meses,,,Sim,Sim,Sim,4 l/100km,Usados,11 600        EUR,8089856896,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Picasso,1.6 e-HDi Seduction ETG6,Diesel,Maio,2014,156 000 km,1 560 cm3,115 cv,Sim,Sim,Monovolume,Preto,,Automática,6,5,5,Classe 1,Tracção dianteira,,154 €,Sim,36 Meses,,,Sim,Sim,Sim,"4,40 l/100km",Usados,12 200        EUR,8089861845,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Picasso,1.6 BlueHDi Intensive EAT6,Diesel,Dezembro,2015,379 798 km,1 560 cm3,120 cv,,Sim,Monovolume,Cinzento,,Automática,,5,7,,Tracção dianteira,103 g/km,,,18 Meses,,Importado,,Sim,,,Usados,9 990        EUR,8089256206,5 Julho 2023,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,CDI Avantgarde BlueEfficiency Auto,Diesel,Abril,2011,463 895 km,2 143 cm3,170 cv,,Sim,Carrinha,Preto,,Automática,,5,5,,Tracção traseira,162 g/km,,,18 Meses,,Importado,,Sim,,,Usados,11 990        EUR,8089256514,5 Julho 2023,Sim,,,,,,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Dezembro,2016,232 390 km,1 461 cm3,90 cv,,Sim,Citadino,Cinzento,,Manual,,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,9 390        EUR,8087631212,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 HDi Active,Diesel,Janeiro,2012,240 000 km,1 560 cm3,92 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,"5,30 l/100km",Usados,7 950        EUR,8087849873,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Access,Diesel,Maio,2018,190 578 km,1 560 cm3,100 cv,,Sim,Carrinha,Preto,,Manual,,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,12 990        EUR,8088174828,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Doblo,Combi 1.3 Multijet,Diesel,Abril,2010,227 275 km,1 248 cm3,90 cv,,Sim,Carrinha,Branco,,Manual,,6,5,,Tracção dianteira,136 g/km,,,18 Meses,,Nacional,,Sim,,,Usados,5 990        EUR,8089256579,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Maio,2019,127 628 km,1 598 cm3,110 cv,,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,13 890        EUR,8089062639,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.6 Tekna S P.Ext.2 Red D.Xtronic,Gasolina,Fevereiro,2014,124 000 km,1 598 cm3,117 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,142 g/km,150 €,,18 Meses,,Nacional,Sim,Sim,Sim,"7,60 l/100km",Usados,14 950        EUR,8089914693,5 Julho 2023,,,"5,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,0.9 8V TwinAir Lounge,Gasolina,Novembro,2011,110 586 km,875 cm3,85 cv,Sim,Sim,Pequeno citadino,Azul,,Manual,5,3,4,,,,,,24 Meses,,Importado,Sim,,Sim,,Usados,9 650        EUR,8088780944,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane Sport Tourer,1.5 dCi Dynamique,Diesel,Fevereiro,2013,180 000 km,1 461 cm3,110 cv,,,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,95 g/km,,,,2,Importado,Sim,,Sim,"4,20 l/100km",Usados,7 900        EUR,8089557083,5 Julho 2023,,,"3,40 l/100km",01/01/2024,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,320,d Touring ED Line Luxury,Diesel,Dezembro,2014,199 801 km,1 995 cm3,163 cv,,,Carrinha,Azul,Metalizado,Manual,,5,5,,,,,Sim,,,,Sim,,Sim,"5,40 l/100km",Usados,14 990        EUR,8089102925,5 Julho 2023,Sim,,,,,,,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,1.5 dCi Bose Edition 7L EDC,Diesel,Agosto,2011,162 000 km,1 461 cm3,110 cv,Sim,Sim,Monovolume,Preto,Metalizado,Automática,6,5,7,,,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,11 890        EUR,8089199105,5 Julho 2023,Sim,,,01/08/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,Space Star,,Gasolina,Março,2019,47 700 km,999 cm3,71 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,,,18 Meses,,,Sim,,Sim,,Usados,12 350        EUR,8088747772,5 Julho 2023,Sim,,,01/03/2025,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,,Gasolina,Outubro,2019,46 731 km,998 cm3,72 cv,Sim,Sim,Citadino,Branco,,Manual,5,5,5,,,,,,24 Meses,,Importado,,Sim,Sim,,Usados,14 750        EUR,8089193410,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech Feel,Gasolina,Julho,2017,96 544 km,1 199 cm3,82 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,5,5,5,Classe 1,,116 g/km,,,18 Meses,,Importado,,Sim,,,Usados,14 500        EUR,8089813706,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,Maio,2016,113 000 km,999 cm3,71 cv,Sim,,Citadino,Vermelho,,Manual,,5,4,,,,,,18 Meses,,,,,Sim,,Usados,10 990        EUR,8089346534,5 Julho 2023,Sim,,,01/05/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.2 16V Fairway,Gasolina,Abril,2010,146 000 km,1 149 cm3,75 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,7 990        EUR,8088016325,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Smart,ForTwo,0.9 Passion 90 Aut.,Gasolina,Outubro,2019,27 499 km,898 cm3,90 cv,,,Pequeno citadino,Branco,,Automática,6,2,2,Classe 1,Tracção traseira,145 g/km,,,,,Nacional,,,,"6,20 l/100km",Usados,13 000        EUR,8089636972,5 Julho 2023,,,"4,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.5 BlueHDi Style,Diesel,Agosto,2018,144 670 km,1 499 cm3,102 cv,,Sim,SUV / TT,Preto,Metalizado,Manual,,5,,,,,,,36 Meses,,,,,,"4,50 l/100km",Usados,14 950        EUR,8089849115,4 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,,Gasolina,Setembro,2016,156 000 km,1 200 cm3,110 cv,Sim,Sim,Utilitário,Branco,,Manual,6,5,5,Classe 1,,,,,18 Meses,,,,Sim,Sim,,Usados,13 990        EUR,8089507862,5 Julho 2023,,,,01/09/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Janeiro,2014,228 000 km,1 598 cm3,90 cv,Sim,Sim,Carrinha,Azul,,Manual,,5,5,,,,,,18 Meses,,Nacional,,,Sim,,Usados,10 950        EUR,8089440575,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,Novembro,2016,68 000 km,999 cm3,71 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,4,Classe 1,,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,12 950        EUR,8088148962,5 Julho 2023,,,,24/11/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Ceed SW,1.6 CRDi ECO,Diesel,Janeiro,2012,221 785 km,1 582 cm3,128 cv,Sim,Sim,Carrinha,Cinzento,,Manual,6,5,5,,,,,,18 Meses,,,,,,,Usados,8 350        EUR,8089585852,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen ECO,Diesel,Janeiro,2018,173 000 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Azul,,Manual,6,5,5,Classe 1,,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,14 490        EUR,8088710995,5 Julho 2023,Sim,,,01/01/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.6 E-HDi 7L Allure 2-Tronic,Diesel,Maio,2013,201 513 km,1 560 cm3,115 cv,Sim,Sim,Monovolume,Preto,,Automática,,5,7,,,,,,18 Meses,,,,,,,Usados,11 900        EUR,8089780952,5 Julho 2023,Sim,,,01/05/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.6 TDi Ecomotive Style,Diesel,Novembro,2012,174 500 km,1 598 cm3,105 cv,Sim,Sim,Utilitário,Preto,,Manual,,5,5,,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,12 950        EUR,8088184198,5 Julho 2023,Sim,,,29/11/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 e-HDi Executive CMP6,Diesel,Agosto,2011,309 000 km,1 560 cm3,112 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,"5,20 l/100km",Usados,9 950        EUR,8089859852,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line SS,Diesel,Setembro,2015,218 534 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Cinzento,,Manual,6,5,5,,,,,,18 Meses,,Nacional,Sim,,Sim,,Usados,11 450        EUR,8089906205,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,Dezembro,2017,247 911 km,1 598 cm3,120 cv,,Sim,Carrinha,Azul,,Manual,,5,5,,Tracção dianteira,107 g/km,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,13 790        EUR,8089616885,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,1.3 CDTi Enjoy EcoFLEX,Diesel,Novembro,2011,247 600 km,1 248 cm3,95 cv,,Sim,Utilitário,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,95 g/km,,,18 Meses,2,Nacional,,,Sim,"4,60 l/100km",Usados,6 400        EUR,8089923604,5 Julho 2023,,,"3,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,B-Max,1.6 TDCi Trend,Diesel,Maio,2013,174 000 km,1 560 cm3,95 cv,Sim,Sim,Monovolume,Branco,,Manual,,5,5,,,,,,36 Meses,,,,Sim,Sim,"4,70 l/100km",Usados,11 500        EUR,8089861544,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.6 TDCi Trend Easy,Diesel,Março,2014,134 399 km,1 560 cm3,115 cv,Sim,,Carrinha,Preto,,Manual,,5,5,,,,,Sim,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,10 790        EUR,8089963352,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.5 dCi N-Tec S/S 104g,Diesel,Abril,2014,175 000 km,1 461 cm3,110 cv,Sim,Sim,SUV / TT,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,104 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,6 l/100km,Usados,11 190        EUR,8089375030,5 Julho 2023,Sim,,5 l/100km,,5 l/100km,,901 km,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Up!,1.0 BlueMotion Move,Gasolina,Janeiro,2015,127 275 km,999 cm3,75 cv,Sim,Sim,Pequeno citadino,Branco,,Manual,5,5,4,,,,,,18 Meses,1,Nacional,,,Sim,,Usados,9 399        EUR,8089602218,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.0 Edition S/S,Gasolina,Junho,2019,100 120 km,999 cm3,105 cv,Sim,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,,,24 Meses,,Nacional,Sim,,Sim,,Usados,13 450        EUR,8089161256,5 Julho 2023,,,,01/06/2025,,Sim,,,,,,,,,,,StandVirtual,Yes
Particular,Peugeot,308 SW,1.6 BlueHDi Active J17,Diesel,Agosto,2016,180 000 km,1 560 cm3,120 cv,Sim,,Carrinha,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,85 g/km,,Sim,,2,Importado,Sim,Sim,Sim,"4,70 l/100km",Usados,14 000        EUR,8089102752,5 Julho 2023,,,,23/12/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,2,1.3 MZR Comfort,Gasolina,Fevereiro,2010,123 000 km,1 349 cm3,75 cv,Sim,Sim,Citadino,Preto,,Manual,,5,,,,,,,36 Meses,,,,,,"6,40 l/100km",Usados,6 250        EUR,8089967548,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Nissan,Micra,1.2 Acenta Plus Exterior White,Gasolina,Dezembro,2014,85 000 km,1 198 cm3,80 cv,,,Citadino,Branco,Pérola,Manual,,5,,,,,,,,,,,,,"6,10 l/100km",Usados,7 800        EUR,8089967542,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Toyota,Yaris,1.4 D-4D AC,Diesel,Julho,2012,230 000 km,1 364 cm3,90 cv,,,Utilitário,Cinzento,Metalizado,Manual,5,5,5,,Tracção dianteira,110 g/km,,,,2,Nacional,Sim,Sim,Sim,"5,10 l/100km",Usados,8 900        EUR,8089903451,5 Julho 2023,,,"3,60 l/100km",24/07/2024,,,,,,,,,,,,,StandVirtual,Yes
Particular,Honda,Civic,1.6 i-DTEC Comfort Black Edition,Diesel,Abril,2015,165 000 km,1 597 cm3,120 cv,,,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,98 g/km,,Sim,,1,Importado,Sim,Sim,Sim,4 l/100km,Usados,14 500        EUR,8089466034,5 Julho 2023,,,,10/07/2023,,,,,,,,,,,,,StandVirtual,Yes
Particular,Smart,ForTwo,Electric Drive Passion,Eléctrico,Março,2018,29 500 km,,82 cv,,,Cabrio,Cinzento,Metalizado,Automática,,2,2,Classe 1,Tracção traseira,,,,,,Nacional,Sim,Sim,Sim,,Usados,15 000        EUR,8088535149,5 Julho 2023,Sim,,,,,,130 km,,,,130 km,20 kWh/100km,22 kWh,Própria,,,StandVirtual,Yes
Particular,Peugeot,3008,BlueHDi 120 Stop & Start EAT6 Active,Diesel,Março,2016,115 000 km,1 560 cm3,120 cv,,,SUV / TT,Preto,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,108 g/km,,Sim,,,Importado,,Sim,Sim,"4,70 l/100km",Usados,14 250        EUR,8086734983,5 Julho 2023,,,"3,90 l/100km",30/03/2024,,,650 km,,,,,,,,,,StandVirtual,Yes
Profissional,Honda,Civic,1.6 i-DTEC Comfort Navi,Diesel,Fevereiro,2014,180 000 km,1 597 cm3,120 cv,Sim,Sim,Utilitário,Vermelho,,Manual,6,5,5,,,,,Sim,18 Meses,,Importado,Sim,Sim,Sim,4 l/100km,Usados,12 900        EUR,8089923581,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Countryman,Cooper D Park Lane,Diesel,Setembro,2015,148 300 km,1 598 cm3,112 cv,Sim,Sim,SUV / TT,Branco,,Manual,6,5,5,,Tracção dianteira,116 g/km,,Sim,18 Meses,,Importado,,Sim,Sim,"4,90 l/100km",Usados,14 999        EUR,8089859785,5 Julho 2023,Sim,,"4,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.3 16V MJ Lounge S&S,Diesel,Janeiro,2010,91 000 km,1 248 cm3,95 cv,,,Citadino,Branco,Metalizado,Manual,5,3,4,Classe 1,Tracção dianteira,95 g/km,"154,12 €",,18 Meses,1,Nacional,Sim,,,"4,70 l/100km",Usados,8 500        EUR,8089839495,5 Julho 2023,Sim,,"3,10 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,1.6 e-HDi Active 2-Tronic 105g,Diesel,Setembro,2013,210 000 km,1 560 cm3,115 cv,,,Carrinha,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,105 g/km,,Sim,18 Meses,2,,Sim,Sim,Sim,"4,60 l/100km",Usados,10 850        EUR,8089390814,5 Julho 2023,,,,23/09/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,(ENERGY) dCi 90 LIMITED,Diesel,Julho,2015,98 500 km,1 461 cm3,90 cv,,Sim,SUV / TT,Preto,,Manual,,5,,,,,,Sim,18 Meses,1,,Sim,Sim,Sim,4 l/100km,Usados,12 900        EUR,8089628062,5 Julho 2023,,,4 l/100km,,4 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-5,2.2 D Evolve HS Navi,Diesel,Fevereiro,2015,220 000 km,2 191 cm3,150 cv,,,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,154 g/km,,,18 Meses,,Nacional,Sim,Sim,Sim,"5,60 l/100km",Usados,14 950        EUR,8089551584,5 Julho 2023,,,"4,60 l/100km",22/02/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Agosto,2017,134 078 km,1 560 cm3,75 cv,,Sim,Utilitário,Branco,,Manual,,5,5,Classe 1,Tracção dianteira,90 g/km,150 €,,18 Meses,,Nacional,,,Sim,"4,20 l/100km",Usados,12 900        EUR,8089107061,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Karl,1.0,Gasolina,Agosto,2015,90 000 km,999 cm3,75 cv,Sim,Sim,Citadino,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,9 990        EUR,8089161273,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat,1.6 TDI Confortline,Diesel,Abril,2016,183 534 km,1 598 cm3,120 cv,,Sim,Sedan,Preto,,Manual,,4,5,,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,,,Usados,13 290        EUR,8087394489,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,,Gasolina,Fevereiro,2014,65 700 km,1 199 cm3,82 cv,Sim,Sim,Citadino,Preto,,Manual,5,5,5,Classe 1,,104 g/km,"108,32 €",,18 Meses,,Importado,,,Sim,,Usados,10 997        EUR,8089781191,5 Julho 2023,,,,01/02/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Intens,Eléctrico,Janeiro,2017,75 000 km,,88 cv,Sim,Sim,Citadino,Branco,,Automática,,5,5,,Tracção dianteira,,,,18 Meses,,Importado,,,Sim,,Usados,12 490        EUR,8089906869,5 Julho 2023,Sim,,,,,,,,,,170 km,,22 kWh,Própria,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Abril,2018,118 000 km,1 461 cm3,90 cv,Sim,Sim,Utilitário,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,127 g/km,,,18 Meses,1,Nacional,Sim,Sim,Sim,"4,30 l/100km",Usados,11 980        EUR,8089936807,5 Julho 2023,,,"3,60 l/100km",,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.6 TDCi Titanium,Diesel,Outubro,2010,144 000 km,1 560 cm3,90 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,5,3,5,,Tracção dianteira,,,Sim,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,8 990        EUR,8088327833,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
