Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Bateria,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Emissões CO2,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Número de Mudanças,Origem,Tipo de cor,Classe do veículo,Tracção,IUC,Não fumador,2º Chave,Livro de Revisões completo,IVA Discriminado,Registo(s),Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,ou até,Capacidade da bateria,Autonomia Máxima,Sub-modelo,Autonomia,Consumo Combinado,Consumo,Site,Portugal,Data
Profissional,BMW,420 Gran Coupé,Diesel,Junho,2018,142 000 km,1 995 cm3,190 cv,,Sim,Sim,Sedan,Cinzento,Automática,5,5,,18 Meses,Usados,31 750,8091800390,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PCmWv.html,d Pack M Auto,,Nacional,,Classe 1,,,Sim,Sim,Sim,,,,,,,,,,,Série 4,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,C 180,Gasolina,Junho,2017,97 056 km,1 595 cm3,156 cv,,Sim,,Coupé,Branco,Manual,2,4,,18 Meses,Usados,32 900,8091837319,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-standard-ID8PCvx9.html,Standard,6,Nacional,,Classe 1,,,Sim,Sim,Sim,,1,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,X1,Diesel,Dezembro,2019,36 000 km,1 496 cm3,116 cv,,Sim,Sim,SUV / TT,Preto,Automática,5,5,138 g/km,18 Meses,Usados,37 999,8091622861,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-auto-ID8PBCK9.html,16 d sDrive Pack M Auto,7,Nacional,,Classe 1,Tracção dianteira,,Sim,Sim,Sim,Sim,1,,,Mostrar VIN,,,,,,Série X,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,C 250,Diesel,Julho,2017,136 181 km,2 143 cm3,204 cv,,Sim,Sim,Carrinha,Branco,Automática,5,5,,18 Meses,Usados,32 250,8090586750,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-station-9g-tronic-amg-line-ID8PxhcG.html,d Station 9G-TRONIC AMG Line,9,Importado,,Classe 1,,,Sim,Sim,,,1,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,GLE 350,Diesel,Novembro,2016,145 000 km,2 987 cm3,258 cv,,Sim,Sim,SUV / TT,Preto,Automática,5,5,,18 Meses,Usados,43 999,8091679749,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gle-350-d-4-matic-ID8PBRxH.html,d 4-Matic,9,Nacional,Metalizado,,Integral,,Sim,Sim,Sim,,,"7,20 l/100km","5,90 l/100km",,,,,,,Classe GLE,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,520,Diesel,Abril,2019,92 700 km,1 995 cm3,190 cv,,,Sim,Carrinha,Azul,Automática,5,5,,18 Meses,Usados,37 500,8089253958,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PrGu2.html,d Pack M Auto,7,Nacional,Metalizado,Classe 1,Tracção traseira,,Sim,Sim,Sim,,1,,,Mostrar VIN,,,,,,Série 5,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,X2,Diesel,Março,2018,48 000 km,1 995 cm3,190 cv,,Sim,,SUV / TT,Branco,Automática,5,5,142 g/km,18 Meses,Usados,36 999,8089625669,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-ID8Ptfbn.html,20 d xDrive Auto,8,Nacional,Pérola,Classe 1,Integral,,,Sim,Sim,Sim,1,,,Mostrar VIN,,,,,,Série X,,,,StandVirtual,Yes,2024-04-03
Profissional,Fiat,500e,Eléctrico,Janeiro,2023,12 190 km,,118 cv,,Sim,Sim,Citadino,Cinzento,Automática,3,4,,36 Meses,Usados,36 500,8090293567,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-la-prima-ID8Pv2WW.html,La Prima,,Nacional,,Classe 1,,,,Sim,,,1,,,,,1 Janeiro 0001,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Volvo,XC 60,Diesel,Agosto,2019,105 000 km,1 969 cm3,190 cv,,,Sim,SUV / TT,Preto,Manual,5,5,,18 Meses,Usados,38 900,8089662221,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-ID8PtoGW.html,2.0 D4 Momentum,6,,,,,,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
Profissional,Mercedes-Benz,A 200,Diesel,Junho,2021,30 000 km,1 950 cm3,150 cv,,Sim,Sim,Utilitário,Cinzento,Automática,5,5,,18 Meses,Usados,41 999,8089036801,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-d-amg-line-aut-ID8PqLZw.html,d AMG Line Aut.,8,Nacional,Metalizado,Classe 1,Tracção dianteira,,Sim,Sim,Sim,,,5 l/100km,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,530,Híbrido Plug-In,Abril,2019,55 376 km,1 998 cm3,252 cv,,,Sim,Sedan,Preto,Automática,4,5,,18 Meses,Usados,31 900,8092118259,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8PDHCr.html,e iPerformance Pack M,8,Nacional,Metalizado,Classe 1,Tracção traseira,,Sim,Sim,Sim,,,,,Mostrar VIN,,,,,,Série 5,,,,StandVirtual,Yes,2024-04-03
Profissional,BMW,116,Diesel,Fevereiro,2020,47 950 km,1 496 cm3,116 cv,,Sim,Sim,Utilitário,Preto,Automática,5,5,,36 Meses,Usados,31 950,8092180198,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PDXJs.html,d Pack M Auto,,Nacional,,,,,,Sim,,,,,,,,28 Fevereiro 2025,,,,Série 1,,,,StandVirtual,Yes,2024-04-03
Profissional,Tesla,Model Y,Eléctrico,Novembro,2022,20 121 km,,514 cv,,,Sim,SUV / TT,Branco,Automática,5,5,,18 Meses,Usados,43 599,8092100350,3 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-dual-motor-awd-ID8PDCXA.html,Long Range Dual Motor AWD,,Importado,,Classe 1,,,Sim,Sim,,Sim,5,,,,,,,,,,,,,StandVirtual,Yes,2024-04-03
