Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Garantia de Stand (incl. no preço),Condição,Preco,ID Anuncio,Data Anuncio,Versão,Possibilidade de financiamento,Tipo de cor,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Não fumador,2º Chave,Consumo Urbano,Registo(s),Consumo Extra Urbano,Valor Fixo,Aceita retoma,IUC,Livro de Revisões completo,Sub-modelo,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,ou até,Autonomia,Consumo,Bateria,Consumo Combinado,Capacidade da bateria,Site,Portugal
Profissional,Kia,Picanto,Gasolina,Maio,2022,15 000 km,998 cm3,67 cv,Citadino,Preto,Manual,36 Meses,Usados,14 750        EUR,8089980671,11 Setembro 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Scénic,Diesel,Setembro,2017,153 200 km,1 461 cm3,106 cv,SUV / TT,Branco,Manual,18 Meses,Usados,14 000        EUR,8089277616,3 Setembro 2023,dCi 110 FAP Dynamique,Sim,Metalizado,6,5,5,Classe 1,Tracção dianteira,100 g/km,Sim,01/09/2023,Importado,Sim,Sim,"6,10 l/100km",,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Honda,Jazz,Gasolina,Setembro,2013,148 000 km,1 339 cm3,100 cv,Utilitário,Cinzento,Manual,,Usados,8 400        EUR,8090176460,10 Setembro 2023,1.4 i-VTEC Trend,,Mate,5,5,5,Classe 1,Tracção dianteira,126 g/km,,30/09/2023,Nacional,Sim,Sim,"6,60 l/100km",1,"4,80 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,Diesel,Setembro,2017,198 583 km,1 499 cm3,120 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,12 189        EUR,8090535971,11 Setembro 2023,1.5 TDCi Trend+,Sim,Metalizado,,5,5,,,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Diesel,Agosto,2018,125 882 km,1 560 cm3,100 cv,Citadino,Preto,Manual,18 Meses,Usados,12 980        EUR,8088036330,11 Setembro 2023,1.6 BlueHDi Style,Sim,Metalizado,,5,5,Classe 1,Tracção dianteira,,Sim,,,Sim,Sim,,1,,Sim,Sim,"154,12 €",Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,Diesel,Janeiro,2013,218 000 km,1 560 cm3,115 cv,Carrinha,Preto,Automática,18 Meses,Usados,9 950        EUR,8090297344,11 Setembro 2023,1.6 HDi-e Allure 2-Tronic,Sim,Metalizado,,4,5,Classe 1,,,,,Importado,Sim,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,120,Diesel,Fevereiro,2015,305 000 km,1 995 cm3,184 cv,Sedan,Preto,Manual,,Usados,14 990        EUR,8089075760,11 Setembro 2023,d Sport Line,,Metalizado,6,5,5,Classe 1,Tracção traseira,,,20/03/2024,Nacional,Sim,Sim,,2,,,,,,Série 1,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Cabriolet,Diesel,Agosto,2011,113 000 km,1 598 cm3,105 cv,Cabrio,Preto,Manual,18 Meses,Usados,14 950        EUR,8087061396,11 Setembro 2023,1.6 TDi BlueMotion,Sim,,5,2,4,Classe 1,Tracção dianteira,,Sim,,Nacional,,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,Gasolina,Setembro,2017,124 000 km,1 242 cm3,69 cv,Citadino,Branco,Manual,36 Meses,Usados,8 750        EUR,8090584518,11 Setembro 2023,1.2 Lounge Start&Stop,Sim,,5,5,5,,Tracção dianteira,119 g/km,,,,,,"6,60 l/100km",,"4,30 l/100km",Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Pulsar,Diesel,Junho,2016,95 800 km,1 461 cm3,110 cv,Utilitário,Branco,Manual,18 Meses,Usados,13 900        EUR,8090412380,11 Setembro 2023,1.5 dCi Acenta,Sim,Metalizado,,5,5,,,94 g/km,Sim,,Nacional,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,Gasolina,Setembro,2017,75 727 km,998 cm3,69 cv,Pequeno citadino,Branco,Manual,18 Meses,Usados,11 370        EUR,8088035940,11 Setembro 2023,1.0 X-Play+AC+X-Touch,Sim,,5,3,4,Classe 1,,,,,Importado,,Sim,,1,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Up!,Gasolina,Abril,2016,62 000 km,999 cm3,60 cv,Citadino,Branco,Automática,18 Meses,Usados,12 900        EUR,8090493787,11 Setembro 2023,1.0 BlueMotion Move Auto,,,5,3,4,Classe 1,Tracção dianteira,93 g/km,,30/04/2024,Nacional,Sim,Sim,"4,60 l/100km",1,"3,70 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS3,Gasolina,Julho,2010,161 129 km,1 598 cm3,155 cv,Citadino,Branco,Manual,18 Meses,Usados,8 900        EUR,8089302258,11 Setembro 2023,,Sim,Metalizado,6,3,5,Classe 1,Tracção dianteira,,,,Importado,Sim,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Gasolina,Junho,2017,33 619 km,898 cm3,90 cv,Citadino,Cinzento,Manual,18 Meses,Usados,14 950        EUR,8089833582,11 Setembro 2023,0.9 TCe Limited Edition,Sim,Metalizado,5,5,5,Classe 1,Tracção dianteira,,,27/06/2025,Nacional,,Sim,,1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Maio,2018,99 870 km,1 461 cm3,90 cv,Citadino,Cinzento,Manual,18 Meses,Usados,14 950        EUR,8089702340,11 Setembro 2023,1.5 dCi Limited,Sim,Metalizado,5,5,5,Classe 1,Tracção dianteira,,,23/05/2024,Nacional,,Sim,,1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,Gasolina,Maio,2016,104 430 km,998 cm3,80 cv,Citadino,Preto,Manual,18 Meses,Usados,11 750        EUR,8089702347,11 Setembro 2023,1.0 Ti-VCT Titanium,Sim,Metalizado,5,5,5,Classe 1,Tracção dianteira,,,30/05/2024,Nacional,,Sim,,1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,206+,Gasolina,Fevereiro,2010,205 413 km,1 124 cm3,60 cv,Citadino,Cinzento,Manual,18 Meses,Usados,5 999        EUR,8089719700,11 Setembro 2023,1.1 Trendy,Sim,,5,5,5,,,,,,Nacional,,Sim,,1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,Diesel,Dezembro,2010,232 440 km,1 560 cm3,109 cv,Carrinha,Preto,Manual,18 Meses,Usados,5 750        EUR,8088887240,11 Setembro 2023,1.6 TDCi Titanium,,,,5,5,,,,,,,,Sim,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,Gasolina,Outubro,2020,64 900 km,998 cm3,72 cv,Citadino,Preto,Manual,18 Meses,Usados,12 500        EUR,8090584514,11 Setembro 2023,1.0 X-Play,Sim,Metalizado,5,5,4,Classe 1,Tracção dianteira,110 g/km,,,,Sim,Sim,,1,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Abril,2018,152 214 km,1 560 cm3,100 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,13 490        EUR,8088242976,11 Setembro 2023,1.6 BlueHDi Access,Sim,,6,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Diesel,Março,2019,115 194 km,1 499 cm3,102 cv,Citadino,Azul,Manual,18 Meses,Usados,11 990        EUR,8087357478,11 Setembro 2023,1.5 BlueHDi Signature,Sim,,6,5,5,Classe 1,,119 g/km,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,Diesel,Junho,2018,137 987 km,1 248 cm3,95 cv,Utilitário,Preto,Manual,18 Meses,Usados,12 990        EUR,8087962519,11 Setembro 2023,1.3 M-Jet Lounge,Sim,,,5,5,,Tracção dianteira,,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,Gasolina,Fevereiro,2016,115 385 km,1 242 cm3,69 cv,Citadino,Cinzento,Manual,18 Meses,Usados,12 950        EUR,8089702335,11 Setembro 2023,1.2 Lounge,Sim,Metalizado,5,3,4,Classe 1,Tracção dianteira,,,18/02/2024,Nacional,,Sim,,1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Diesel,Julho,2017,128 038 km,1 248 cm3,95 cv,Citadino,Branco,Manual,18 Meses,Usados,12 750        EUR,8089702327,11 Setembro 2023,1.3 CDTi Business Edition,Sim,Metalizado,5,5,5,Classe 1,Tracção dianteira,,,26/07/2023,Nacional,,Sim,,1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Agosto,2018,150 000 km,1 461 cm3,115 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,13 999        EUR,8090493682,11 Setembro 2023,1.5 Blue dCi Limited,Sim,Metalizado,6,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,,"4,60 l/100km",1,,,Sim,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Diesel,Setembro,2016,129 511 km,1 461 cm3,110 cv,Carrinha,Vermelho,Manual,18 Meses,Usados,13 500        EUR,8090298577,11 Setembro 2023,Energy dCi 110 Start & Stop INTENS,,,6,5,5,,Tracção dianteira,90 g/km,Sim,,,Sim,Sim,"3,60 l/100km",,"3,20 l/100km",,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,Diesel,Maio,2014,149 654 km,1 598 cm3,105 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,12 500        EUR,8087919779,11 Setembro 2023,1.6 TDi Style Ecomotive,Sim,Metalizado,5,5,5,,Tracção dianteira,,,,,Sim,Sim,"4,60 l/100km",,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,Diesel,Setembro,2015,103 905 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Manual,18 Meses,Usados,14 900        EUR,8088069566,11 Setembro 2023,1.5 dCi N-Connecta,Sim,Metalizado,6,5,5,Classe 1,Tracção dianteira,104 g/km,,,,Sim,Sim,"5,20 l/100km",,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Insignia,Diesel,Junho,2016,229 679 km,1 598 cm3,120 cv,Carrinha,Azul,Manual,18 Meses,Usados,12 999        EUR,8089186775,11 Setembro 2023,1.6 CDTI ecoFLEX S&S Business Edition,Sim,Metalizado,6,4,5,Classe 1,Tracção dianteira,,,,,Sim,Sim,"4,50 l/100km",,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Opel,Corsa,Gasolina,Outubro,2015,87 188 km,1 398 cm3,90 cv,Utilitário,Azul,Automática,,Usados,12 500        EUR,8090438268,11 Setembro 2023,1.4 Cosmo Easytronic,,,5,5,5,,Tracção dianteira,110 g/km,,,,,,"5,80 l/100km",,4 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,Gasolina,Março,2015,132 397 km,1 199 cm3,110 cv,SUV / TT,Branco,Manual,18 Meses,Usados,13 399        EUR,8089911781,11 Setembro 2023,1.2 PureTech Style,Sim,,5,5,5,,,,,,Nacional,,Sim,,1,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,Diesel,Setembro,2019,183 706 km,1 499 cm3,120 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,14 490        EUR,8089583482,11 Setembro 2023,1.5 TDCi EcoBlue Titanium,Sim,,,5,5,,Tracção dianteira,112 g/km,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Particular,Renault,Mégane Sport Tourer,Diesel,Dezembro,2015,250 000 km,1 461 cm3,110 cv,Carrinha,Preto,Manual,,Usados,7 850        EUR,8090355547,11 Setembro 2023,1.5 dCi Limited SS,,,,5,,,,,Sim,,,,,"3,90 l/100km",,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Gasolina,Março,2018,106 613 km,1 199 cm3,82 cv,Pequeno citadino,Cinzento,Manual,18 Meses,Usados,12 999        EUR,8090183745,11 Setembro 2023,,Sim,,5,5,5,Classe 1,,104 g/km,,,Nacional,,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,Gasolina,Junho,2015,99 000 km,998 cm3,69 cv,Citadino,Branco,Manual,18 Meses,Usados,9 750        EUR,8089145980,11 Setembro 2023,1.0 X-Play+AC,Sim,,5,5,5,,,,,01/06/2024,Nacional,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Zafira,Diesel,Maio,2010,215 192 km,1 686 cm3,125 cv,Monovolume,Preto,Manual,18 Meses,Usados,7 490        EUR,8090295955,11 Setembro 2023,,Sim,Metalizado,6,5,7,Classe 1,Tracção dianteira,152 g/km,,,Importado,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Citroën,C4,Diesel,Junho,2010,139 100 km,1 560 cm3,92 cv,Utilitário,Preto,Manual,,Usados,6 300        EUR,8089154141,10 Setembro 2023,1.6 HDi SX Airdream,,,5,5,5,Classe 1,,,Sim,,Nacional,Sim,Sim,"5,80 l/100km",2,,,,120 €,,,,900 km,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,Diesel,Agosto,2013,155 759 km,1 598 cm3,90 cv,Citadino,Prateado,Manual,18 Meses,Usados,14 990        EUR,8090464512,11 Setembro 2023,1.6 TDI S-line,Sim,Metalizado,,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,Sim,,1,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS3,Diesel,Dezembro,2015,146 000 km,1 560 cm3,100 cv,Citadino,Preto,Manual,18 Meses,Usados,13 749        EUR,8090411709,11 Setembro 2023,,Sim,,5,3,5,Classe 1,,,,,,Sim,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,A 180,Diesel,Fevereiro,2013,238 000 km,1 461 cm3,109 cv,Utilitário,Cinzento,Manual,,Usados,12 900        EUR,8090467241,11 Setembro 2023,CDi BE Edition Style,Sim,Metalizado,6,5,5,Classe 1,,,,,Importado,Sim,,"4,20 l/100km",2,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500L,Diesel,Maio,2019,101 801 km,1 248 cm3,95 cv,Utilitário,Preto,Manual,18 Meses,Usados,14 990        EUR,8090297131,11 Setembro 2023,1.3 MJ,,Metalizado,5,5,5,Classe 1,Tracção dianteira,130 g/km,,,Nacional,,,,1,,Sim,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Abril,2018,156 675 km,1 560 cm3,100 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,13 290        EUR,8088153169,11 Setembro 2023,1.6 BlueHDi Access,Sim,,,5,5,,Tracção dianteira,,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Março,2017,164 568 km,1 461 cm3,110 cv,Carrinha,Azul,Manual,18 Meses,Usados,11 490        EUR,8087356707,11 Setembro 2023,1.5 dCi Zen,Sim,,6,5,5,Classe 1,Tracção dianteira,95 g/km,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,Diesel,Março,2017,275 331 km,1 461 cm3,110 cv,Utilitário,Branco,Manual,18 Meses,Usados,11 490        EUR,8088541843,11 Setembro 2023,1.5 dCi Intens,Sim,,6,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,,,1,,Sim,,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Ford,B-Max,Gasolina,Fevereiro,2017,84 200 km,998 cm3,100 cv,Monovolume,Castanho,Manual,18 Meses,Usados,14 290        EUR,8088429972,11 Setembro 2023,1.0 EcoBoost Titanium,Sim,Metalizado,5,5,5,Classe 1,Tracção dianteira,,,,,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Gasolina,Agosto,2010,153 699 km,1 229 cm3,85 cv,Citadino,Preto,Manual,18 Meses,Usados,8 590        EUR,8088327806,11 Setembro 2023,1.2 Enjoy,Sim,Metalizado,5,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo Coupé,Gasolina,Janeiro,2015,61 565 km,999 cm3,71 cv,Pequeno citadino,Branco,Manual,18 Meses,Usados,10 550        EUR,8088438225,11 Setembro 2023,1.0 Passion 71,Sim,Metalizado,5,3,2,Classe 1,Tracção dianteira,,,,Nacional,Sim,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Meriva,Diesel,Março,2011,221 080 km,1 248 cm3,95 cv,Monovolume,Preto,Manual,18 Meses,Usados,8 900        EUR,8088707227,11 Setembro 2023,1.3 CDTi Cosmo S/S,Sim,,,5,5,Classe 1,,,,,,Sim,Sim,,2,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,Gasolina,Maio,2015,125 842 km,1 197 cm3,90 cv,Citadino,Preto,Manual,18 Meses,Usados,12 990        EUR,8088534452,11 Setembro 2023,1.2 TSi Lounge,Sim,,,5,5,,,,,,,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Gasolina,Março,2016,138 456 km,1 199 cm3,110 cv,Utilitário,Branco,Manual,18 Meses,Usados,13 690        EUR,8087935615,11 Setembro 2023,1.2 PureTech Allure,Sim,Pérola,5,3,5,Classe 1,Tracção dianteira,99 g/km,,,Nacional,Sim,Sim,,,,,Sim,"108,32 €",,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Gasolina,Novembro,2013,110 702 km,1 197 cm3,105 cv,Citadino,Branco,Manual,18 Meses,Usados,10 390        EUR,8088772573,11 Setembro 2023,SC 1.2 TSi Style,Sim,Metalizado,5,3,5,Classe 1,Tracção dianteira,,,,,Sim,Sim,,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,KA,Gasolina,Julho,2015,121 749 km,1 242 cm3,69 cv,Pequeno citadino,Vermelho,Manual,18 Meses,Usados,8 690        EUR,8088772592,11 Setembro 2023,1.2 Titanium X,Sim,,5,3,4,Classe 1,Tracção dianteira,,,,,,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo Coupé,Gasolina,Agosto,2013,91 206 km,999 cm3,71 cv,Pequeno citadino,Branco,Automática,18 Meses,Usados,9 350        EUR,8089353497,11 Setembro 2023,1.0 mhd Passion 71,Sim,Metalizado,,3,2,Classe 1,Tracção dianteira,99 g/km,,,Nacional,Sim,Sim,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,Diesel,Novembro,2014,135 641 km,1 560 cm3,92 cv,SUV / TT,Cinzento,Automática,18 Meses,Usados,13 890        EUR,8088677555,11 Setembro 2023,,Sim,Metalizado,6,5,5,Classe 1,Tracção dianteira,92 g/km,Sim,,Nacional,,Sim,,,,,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Ceed SW,Diesel,Janeiro,2014,133 224 km,1 582 cm3,128 cv,Carrinha,Branco,Manual,18 Meses,Usados,13 500        EUR,8088176441,11 Setembro 2023,,Sim,,6,5,5,Classe 1,Tracção dianteira,,,,Nacional,,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,Diesel,Janeiro,2014,205 118 km,1 598 cm3,105 cv,Utilitário,Preto,Manual,18 Meses,Usados,14 950        EUR,8089184358,11 Setembro 2023,1.6 TDI Style Ecomotive,Sim,,5,5,5,Classe 1,Tracção dianteira,,Sim,,,Sim,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Corsa,Gasolina,Junho,2015,59 870 km,999 cm3,90 cv,Citadino,Prateado,Manual,18 Meses,Usados,10 990        EUR,8090086464,11 Setembro 2023,1.0 T Edition,Sim,Metalizado,,5,5,,,,,,Nacional,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Gasolina,Março,2020,39 000 km,999 cm3,75 cv,Citadino,Branco,Manual,18 Meses,Usados,14 450        EUR,8090584430,11 Setembro 2023,1.0 SCe Zen,Sim,Metalizado,5,5,5,Classe 1,,,,,,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,Diesel,Setembro,2010,155 000 km,1 598 cm3,90 cv,Citadino,Vermelho,Manual,36 Meses,Usados,8 950        EUR,8090340919,11 Setembro 2023,1.6 TDI Confortline BlueMotion,,,5,5,5,Classe 1,Tracção dianteira,96 g/km,,,,,,"4,60 l/100km",,"3,20 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C1,Gasolina,Fevereiro,2011,95 000 km,998 cm3,68 cv,Citadino,Branco,Automática,36 Meses,Usados,8 550        EUR,8090340928,11 Setembro 2023,1.0 SX Airdream CMP5,,Metalizado,5,5,1,Classe 1,Tracção dianteira,103 g/km,,,,,,"5,40 l/100km",,4 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Novembro,2014,126 174 km,1 560 cm3,120 cv,Carrinha,Castanho,Manual,18 Meses,Usados,13 900        EUR,8089839415,11 Setembro 2023,1.6 BlueHDi Active,Sim,Metalizado,6,5,5,Classe 1,,,Sim,,,Sim,Sim,,1,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Fevereiro,2018,167 457 km,1 461 cm3,90 cv,Citadino,Branco,Manual,18 Meses,Usados,14 750        EUR,8089441144,11 Setembro 2023,1.5 dCi Zen,Sim,,,5,5,,,,,,Importado,,,,,,Sim,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,Diesel,Outubro,2016,242 425 km,1 499 cm3,120 cv,Carrinha,Cinzento,Automática,18 Meses,Usados,13 500        EUR,8088784239,11 Setembro 2023,1.5 TDCi Titanium DPS,Sim,Metalizado,,5,5,Classe 1,Tracção dianteira,,,,Nacional,Sim,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,Diesel,Abril,2014,155 213 km,1 398 cm3,68 cv,Utilitário,Prateado,Manual,18 Meses,Usados,11 000        EUR,8090109414,11 Setembro 2023,1.4 HDi Active,Sim,Metalizado,5,5,5,Classe 1,Tracção dianteira,,Sim,,Nacional,,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Dezembro,2018,154 666 km,1 461 cm3,90 cv,Citadino,Branco,Automática,18 Meses,Usados,14 950        EUR,8090326166,11 Setembro 2023,,Sim,,6,5,5,Classe 1,Tracção dianteira,105 g/km,Sim,,,Sim,Sim,,,,Sim,Sim,,Sim,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Diesel,Outubro,2018,158 706 km,1 461 cm3,90 cv,Citadino,Preto,Automática,18 Meses,Usados,14 950        EUR,8090326196,11 Setembro 2023,,Sim,,6,5,5,Classe 1,Tracção dianteira,105 g/km,Sim,,,Sim,Sim,,,,Sim,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,Diesel,Maio,2011,194 335 km,1 560 cm3,112 cv,Carrinha,Branco,Automática,18 Meses,Usados,11 950        EUR,8090237142,11 Setembro 2023,,Sim,Metalizado,,5,5,Classe 1,Tracção dianteira,,,,,,,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Dezembro,2015,122 517 km,1 560 cm3,120 cv,Carrinha,Cinzento,Manual,18 Meses,Usados,14 900        EUR,8088442224,11 Setembro 2023,1.6 BlueHDi Allure J17,Sim,,6,5,5,Classe 1,,,Sim,,,Sim,Sim,,1,,Sim,Sim,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,Diesel,Dezembro,2015,169 000 km,1 560 cm3,120 cv,Carrinha,Prateado,Manual,18 Meses,Usados,12 490        EUR,8090260233,11 Setembro 2023,1.6 BlueHDi Active,Sim,Metalizado,6,5,5,Classe 1,,,,,,Sim,Sim,,1,,Sim,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cooper,Diesel,Abril,2017,137 992 km,1 496 cm3,116 cv,Citadino,Cinzento,Manual,18 Meses,Usados,14 950        EUR,8088719438,11 Setembro 2023,D,Sim,Metalizado,6,3,3,Classe 1,Tracção dianteira,,,24/03/2025,,Sim,Sim,"4,40 l/100km",1,,,Sim,148 €,Sim,,,,,,,,,,,StandVirtual,Yes
Particular,Skoda,Fabia,Gasolina,Julho,2015,69 000 km,999 cm3,75 cv,Citadino,Branco,Manual,,Usados,13 490        EUR,8090192262,11 Setembro 2023,,,Metalizado,5,5,5,,Tracção dianteira,108 g/km,,29/07/2024,Nacional,Sim,Sim,,,,,,"108,32 €",,,,700 km,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Diesel,Junho,2011,198 690 km,1 199 cm3,75 cv,Citadino,Preto,Manual,36 Meses,Usados,6 580        EUR,8090138158,11 Setembro 2023,,Sim,Metalizado,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Clio Sport Tourer,Diesel,Abril,2018,134 000 km,1 461 cm3,90 cv,Carrinha,Cinzento,Manual,,Usados,11 990        EUR,8089898152,8 Setembro 2023,,,Metalizado,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Captur,Diesel,Setembro,2016,144 000 km,1 461 cm3,90 cv,Citadino,Bege,Manual,,Usados,14 750        EUR,8090449223,9 Setembro 2023,1.5 dCi,,,5,5,,,Tracção dianteira,95 g/km,,,,,,4 l/100km,,"3,40 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Chevrolet,Cruze SW,Diesel,Julho,2013,238 000 km,1 686 cm3,130 cv,Carrinha,Preto,Manual,18 Meses,Usados,8 950        EUR,8090154006,11 Setembro 2023,1.7 VCDi LT,Sim,Metalizado,6,5,5,Classe 1,,,Sim,,Nacional,Sim,Sim,,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes
