Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Número de Mudanças,Emissões CO2,Registo(s),Tipo de cor,Consumo Urbano,Consumo Extra Urbano,VIN,Inspecção válida até,Garantia de Fábrica até,Sub-modelo,Consumo Combinado,IUC,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Autonomia Máxima,Site,Portugal,Data
Profissional,Ford,Tourneo Courier,1.5 TDCi Titanium,Diesel,Janeiro,2016,154 529 km,1 499 cm3,95 cv,Sim,Sim,Carrinha,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,,Usados,12 690,8091775565,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-tourneo-courier-1-5-tdci-titanium-ID8PCgt7.html,Sim,5,99 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Space Star,1.2 Connect Edition,Gasolina,Abril,2023,15 700 km,1 193 cm3,71 cv,,,Monovolume,Azul,Manual,5,5,,Tracção dianteira,36 Meses,Nacional,Sim,,Sim,Usados,12 990,8091601741,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-connect-edition-ID8PBxfw.html,,5,116 g/km,,Metalizado,,,Mostrar VIN,,15 Abril 2028,,,,,,,,100 000 km,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Space Star,1.2 Connect Edition,Gasolina,Abril,2023,24 000 km,1 193 cm3,71 cv,,,Monovolume,Preto,Manual,5,5,,Tracção dianteira,36 Meses,Nacional,Sim,,Sim,Usados,12 990,8091601744,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-connect-edition-ID8PBxfy.html,,5,116 g/km,,Metalizado,,,Mostrar VIN,,15 Abril 2028,,,,,,,,100 000 km,,StandVirtual,Yes,2024-02-27
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,Abril,2017,140 351 km,999 cm3,71 cv,Sim,Sim,Pequeno citadino,Preto,Manual,5,4,,,18 Meses,Nacional,,,,Usados,9 850,8091871878,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-ID8PCFvy.html,,5,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,500X,1.0 FireFly Lounge,Gasolina,Março,2021,98 411 km,999 cm3,120 cv,Sim,Sim,Utilitário,Prateado,Manual,5,5,,,18 Meses,Importado,,,,Usados,14 990,8091871879,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-0-firefly-lounge-ID8PCFvz.html,,6,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,108,1.0 VTi Active,Gasolina,Novembro,2014,79 901 km,998 cm3,69 cv,Sim,Sim,Pequeno citadino,Prateado,Manual,5,4,,,18 Meses,Nacional,,,Sim,Usados,9 990,8091871442,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-active-ID8PCFpv.html,,5,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Shine,Diesel,Janeiro,2020,161 240 km,1 499 cm3,102 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,,,18 Meses,Importado,,,,Usados,13 990,8091870589,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-shine-ID8PCFbL.html,,6,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Junho,2020,56 825 km,1 199 cm3,101 cv,Sim,Sim,Citadino,Branco,Manual,5,5,,,36 Meses,Importado,,,Sim,Usados,13 990,8091870588,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-ID8PCFbK.html,,6,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Toyota,Aygo,1.0 X-Play+AC,Gasolina,Abril,2017,148 235 km,998 cm3,69 cv,Sim,Sim,Citadino,Branco,Manual,5,4,,,18 Meses,,,,,Usados,8 990,8091867577,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-play-ac-ID8PCEpb.html,,5,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,208,1.2 PureTech Active,Gasolina,Fevereiro,2016,178 409 km,1 199 cm3,82 cv,Sim,Sim,Pequeno citadino,Prateado,Manual,5,5,,,18 Meses,,,,,Usados,8 990,8091867574,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-ID8PCEp8.html,,5,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Ford,Focus,1.0 EcoBoost S&S COOL&CONNECT DESIGN,Gasolina,Abril,2021,104 507 km,999 cm3,100 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,,,18 Meses,Importado,,,Sim,Usados,14 990,8091860266,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-1-0-ecoboost-s-s-cool-connect-design-ID8PCCwg.html,,6,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Citroën,C3,Pure Tech S&S EAT6 Shine Pack,Gasolina,Maio,2021,81 134 km,1 199 cm3,110 cv,Sim,Sim,Citadino,Vermelho,Automática,5,5,,,18 Meses,Importado,,,Sim,Usados,14 990,8091866706,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-pure-tech-s-s-eat6-shine-pack-ID8PCEb8.html,,,,,Metalizado,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308 SW,1.6 BlueHDi Allure J17 EAT6,Diesel,Dezembro,2017,153 956 km,1 560 cm3,120 cv,Sim,Sim,Carrinha,Preto,Automática,5,5,Classe 1,,18 Meses,,Sim,Sim,Sim,Usados,13 900,8090901699,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-allure-j17-eat6-ID8PyB8w.html,Sim,6,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,208,PureTech 68 Active,Gasolina,Dezembro,2014,109 000 km,999 cm3,68 cv,Sim,Sim,Citadino,Cinzento,Manual,3,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,8 500,8090817906,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-puretech-68-active-ID8Pyfl0.html,,5,102 g/km,,,"5,20 l/100km","3,90 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Novembro,2017,133 570 km,1 461 cm3,90 cv,Sim,,SUV / TT,Preto,Manual,5,3,,,18 Meses,Nacional,,,,Usados,14 000,8091477767,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PB0ZW.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308 SW,1.2 PureTech Allure J17,Gasolina,Dezembro,2016,65 370 km,1 199 cm3,130 cv,Sim,Sim,Carrinha,Preto,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,14 900,8090515233,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-2-puretech-allure-j17-ID8PvYBb.html,,6,,,Metalizado,,,,1 Dezembro 2024,,,"4,10 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Citroën,DS5,1.6 e-HDi Air.So Chic CMP6,Diesel,Abril,2014,155 121 km,1 560 cm3,115 cv,,,Utilitário,Preto,Automática,5,5,,Tracção dianteira,,,,,,Usados,12 000,8091849431,25 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-ds5-1-6-e-hdi-air-so-chic-cmp6-ID8PCzGw.html,,6,112 g/km,,Pérola,"4,80 l/100km","4,20 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,500,1.0 Hybrid Club,Gasolina,Julho,2022,8 900 km,999 cm3,70 cv,,Sim,Citadino,Vermelho,Manual,3,4,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,14 500,8091299283,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-club-ID8PAgz9.html,Sim,6,105 g/km,1,,,,,29 Julho 2026,29 Julho 2025,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Clio,0.9 TCe Limited Bi-Fuel,GPL,Março,2019,137 000 km,898 cm3,90 cv,,Sim,Utilitário,Cinzento,Manual,5,5,,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,11 980,8091749099,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-bi-fuel-ID8PC9Af.html,,5,132 g/km,1,,,,Mostrar VIN,27 Março 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Space Star,1.2 Intense Connect Edition,Gasolina,Março,2023,20 971 km,1 193 cm3,80 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,Classe 1,,18 Meses,Nacional,,Sim,Sim,Usados,15 000,8091738492,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-connect-edition-ID8PC6Pa.html,,5,,,Metalizado,,,,1 Março 2027,31 Março 2026,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Novembro,2017,133 570 km,1 461 cm3,90 cv,Sim,,SUV / TT,Preto,Manual,5,3,,,18 Meses,Nacional,,,,Usados,14 000,8091477767,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PB0ZW.html,,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308 SW,1.2 PureTech Allure J17,Gasolina,Dezembro,2016,65 370 km,1 199 cm3,130 cv,Sim,Sim,Carrinha,Preto,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,14 900,8090515233,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-2-puretech-allure-j17-ID8PvYBb.html,,6,,,Metalizado,,,,1 Dezembro 2024,,,"4,10 l/100km",,,,,,,,StandVirtual,Yes,2024-02-27
Particular,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Outubro,2017,177 500 km,1 560 cm3,120 cv,Sim,,Carrinha,Cinzento,Manual,5,,,Tracção dianteira,,,,,,Usados,12 649,8091385976,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8PAD7q.html,,6,102 g/km,,,"4,70 l/100km","3,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Dacia,Sandero,0.9 TCe Stepway,Gasolina,Outubro,2017,114 000 km,898 cm3,90 cv,,,Citadino,Preto,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,10 950,8090947311,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-sandero-0-9-tce-stepway-ID8PyN0b.html,,5,115 g/km,,,"6,60 l/100km","4,50 l/100km",Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308,1.6 BlueHDi GT Line,Diesel,Maio,2017,133 500 km,1 560 cm3,120 cv,,Sim,Utilitário,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,36 Meses,,Sim,Sim,Sim,Usados,14 900,8091601822,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-gt-line-ID8PBxgO.html,,6,,1,Metalizado,"4,40 l/100km",,,,,,,,,,,,,950 km,StandVirtual,Yes,2024-02-27
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Fevereiro,2019,70 166 km,1 199 cm3,82 cv,Sim,,Citadino,Branco,Manual,5,5,,,18 Meses,Importado,,,,Usados,14 900,8088470189,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PooAB.html,Sim,,,,,,,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Captur,ENERGY dCi 110 Intens,Diesel,Maio,2016,147 500 km,1 461 cm3,110 cv,,Sim,SUV / TT,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,36 Meses,,Sim,Sim,Sim,Usados,13 500,8091641112,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-energy-dci-110-intens-ID8PBHuv.html,,6,,,Metalizado,4 l/100km,,,,,,,,,,,,,950 km,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308,PureTech 110 Stop & Start Allure,Gasolina,Março,2016,87 000 km,1 199 cm3,110 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,11 950,8091411733,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-puretech-110-stop-start-allure-ID8PAJOR.html,,5,107 g/km,,Metalizado,"5,80 l/100km",4 l/100km,Mostrar VIN,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Mégane Sport Tourer,1.2 TCE Zen,Gasolina,Janeiro,2018,125 060 km,1 197 cm3,100 cv,,Sim,Carrinha,Preto,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,,Sim,Sim,Usados,12 499,8089710652,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-2-tce-zen-ID8PtBi4.html,,6,92 g/km,1,Metalizado,"6,70 l/100km",,,1 Abril 2024,,,,108 €,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Nissan,Micra,,Gasolina,Fevereiro,2019,90 111 km,999 cm3,101 cv,Sim,Sim,Utilitário,Vermelho,Manual,5,5,Classe 1,,18 Meses,,Sim,Sim,Sim,Usados,12 990,8090901704,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-ID8PyB8A.html,,5,,,Metalizado,,,Mostrar VIN,1 Fevereiro 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Opel,Karl,1.0 ECOFLEX S&S Rocks,Gasolina,Julho,2019,149 260 km,999 cm3,75 cv,,Sim,Citadino,Branco,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,Sim,Sim,Sim,Usados,10 499,8091250444,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-karl-1-0-ecoflex-s-s-rocks-ID8PA3Rq.html,,6,,1,Metalizado,"5,20 l/100km",,,17 Julho 2024,,,,126 €,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Space Star,1.0 Diamant Edition,Gasolina,Janeiro,2017,134 400 km,999 cm3,71 cv,,Sim,Pequeno citadino,Branco,Manual,5,5,,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,8 400,8090472975,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-0-diamant-edition-ID8PvNBB.html,,5,,1,Metalizado,"5,20 l/100km",,,1 Maio 2024,,,,100 €,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,SEAT,Ibiza,1.0 Reference,Gasolina,Novembro,2017,105 000 km,999 cm3,95 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Sim,Usados,11 750,8091852374,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-reference-ID8PCArY.html,Sim,5,,1,Metalizado,"5,80 l/100km",,,31 Dezembro 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Kia,Ceed SW,1.0 T-GDI 120 OPF Edition 7,Gasolina,Novembro,2019,151 060 km,998 cm3,120 cv,,Sim,Carrinha,Azul,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,Sim,Sim,Sim,Usados,13 900,8091250448,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-0-t-gdi-120-opf-edition-7-ID8PA3Ru.html,,6,126 g/km,1,Metalizado,"6,30 l/100km",,,11 Novembro 2024,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Clio Sport Tourer,0.9 TCe Limited Edition,Gasolina,Janeiro,2020,104 905 km,898 cm3,90 cv,,Sim,Carrinha,Branco,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,11 000,8091620628,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-0-9-tce-limited-edition-ID8PBCa8.html,,5,102 g/km,1,Metalizado,"5,70 l/100km",,,1 Janeiro 2026,,,,126 €,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,Tipo Cross,1.0 GSE T3,Gasolina,Maio,2021,85 303 km,999 cm3,101 cv,Sim,Sim,Carrinha,Cinzento,Manual,5,5,,,18 Meses,Importado,Sim,Sim,Sim,Usados,14 990,8091407459,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-cross-1-0-gse-t3-ID8PAIHW.html,Sim,5,,,Metalizado,,,Mostrar VIN,1 Maio 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Kadjar,1.5 dCi Exclusive,Diesel,Março,2017,154 206 km,1 461 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,5,Classe 1,,18 Meses,,Sim,Sim,Sim,Usados,14 990,8089765071,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kadjar-1-5-dci-exclusive-ID8PtPrN.html,,6,99 g/km,,Metalizado,,,Mostrar VIN,1 Março 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Citroën,C3,1.6 BlueHDi Feel,Diesel,Outubro,2017,127 000 km,1 560 cm3,100 cv,Sim,Sim,Citadino,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,,Sim,Sim,Usados,14 950,8089028094,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-6-bluehdi-feel-ID8PqJJ4.html,,6,,,Metalizado,"4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,Panda,1.2 Lounge J15 S&S,Gasolina,Abril,2018,66 241 km,1 242 cm3,69 cv,Sim,Sim,Pequeno citadino,Preto,Manual,5,5,Classe 1,,18 Meses,Nacional,,,,Usados,7 900,8091843889,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-j15-s-s-ID8PCyf7.html,Sim,5,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,Up!,,Gasolina,Março,2018,82 107 km,999 cm3,60 cv,Sim,Sim,Pequeno citadino,Branco,Manual,5,4,Classe 1,,18 Meses,Nacional,,Sim,,Usados,8 900,8091843885,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-up-ID8PCyf3.html,Sim,5,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,Panda,1.2 Lounge J15 S&S,Gasolina,Abril,2018,76 199 km,1 242 cm3,69 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,Classe 1,,18 Meses,Nacional,,,,Usados,7 900,8091843887,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-j15-s-s-ID8PCyf5.html,Sim,5,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,Panda,1.2 Lounge J15 S&S,Gasolina,Abril,2018,65 568 km,1 242 cm3,69 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,Classe 1,,18 Meses,Nacional,,,,Usados,7 900,8091843883,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-j15-s-s-ID8PCyf1.html,Sim,5,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,VW,Golf Variant,1.6 TDi Confortline,Diesel,Setembro,2017,166 118 km,1 598 cm3,115 cv,Sim,Sim,Utilitário,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Sim,Usados,14 900,8091674556,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PBQbV.html,,5,,,Metalizado,,,Mostrar VIN,28 Setembro 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Maio,2018,123 755 km,898 cm3,90 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,Classe 1,,18 Meses,,,,,Usados,14 990,8091407470,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PAII6.html,Sim,5,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Toyota,Auris Touring Sports,,Diesel,Maio,2014,187 947 km,1 364 cm3,90 cv,Sim,Sim,Carrinha,Cinzento,Manual,5,5,Classe 1,,18 Meses,Nacional,,,,Usados,12 990,8089765073,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-auris-touring-sports-ID8PtPrP.html,,6,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Setembro,2016,153 682 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Preto,Manual,5,5,Classe 1,,36 Meses,Nacional,,,Sim,Usados,13 990,8091537220,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PBgsQ.html,,6,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Citroën,C3,1.2 PureTech Shine EAT6,Gasolina,Maio,2021,111 925 km,1 199 cm3,110 cv,Sim,Sim,Citadino,Preto,Automática,5,5,Classe 1,,18 Meses,,Sim,Sim,Sim,Usados,14 990,8090215859,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-shine-eat6-ID8PwIIz.html,Sim,,,,Metalizado,,,Mostrar VIN,1 Maio 2025,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Fiat,Panda,1.2 Lounge J15 S&S,Gasolina,Abril,2018,59 854 km,1 242 cm3,69 cv,Sim,Sim,Utilitário,Preto,Manual,5,5,Classe 1,,18 Meses,Nacional,,Sim,,Usados,7 900,8091843881,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-2-lounge-j15-s-s-ID8PCyeZ.html,Sim,5,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Mitsubishi,Space Star,1.2 Intense Connect Edition,Gasolina,Março,2023,22 600 km,1 193 cm3,71 cv,,,Monovolume,Cinzento,Manual,5,5,,Tracção dianteira,36 Meses,Nacional,Sim,,Sim,Usados,14 250,8091601736,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-connect-edition-ID8PBxfq.html,,5,116 g/km,,Metalizado,"5,30 l/100km","4,40 l/100km",Mostrar VIN,,15 Março 2029,,,,,,,,100 000 km,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308 SW,1.5 BlueHDi Style,Diesel,Setembro,2018,105 000 km,1 499 cm3,130 cv,,Sim,Carrinha,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,,Sim,Sim,Usados,14 900,8089526752,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-style-ID8PsPrV.html,Sim,6,95 g/km,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Janeiro,2018,140 215 km,1 199 cm3,82 cv,Sim,Sim,Citadino,Branco,Manual,5,5,,,18 Meses,,,,,Usados,11 900,8091206749,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PzSuF.html,,6,,,Metalizado,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Peugeot,308,1.6 BlueHDi Active,Diesel,Fevereiro,2018,163 150 km,1 560 cm3,120 cv,Sim,Sim,Utilitário,Branco,Manual,5,5,,,18 Meses,,,,,Usados,12 990,8091153701,27 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-active-ID8PzEH3.html,Sim,6,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Zen,Diesel,Setembro,2017,110 000 km,1 461 cm3,110 cv,Sim,,Carrinha,Cinzento,Manual,5,5,Classe 1,Tracção dianteira,18 Meses,,Sim,Sim,Sim,Usados,13 800,8091874738,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-zen-ID8PCGgG.html,Sim,6,95 g/km,1,Metalizado,"4,20 l/100km","3,40 l/100km",Mostrar VIN,13 Setembro 2025,,,,154 €,,,,,,1 000 km,StandVirtual,Yes,2024-02-27
Profissional,Opel,Astra Sports Tourer,1.4 T Innovation Act.S/S,Gasolina,Junho,2018,160 000 km,1 399 cm3,150 cv,,Sim,Carrinha,Preto,Automática,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,,,,Usados,10 980,8091867778,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-4-t-innovation-act-s-s-ID8PCEsq.html,,6,125 g/km,,,,,Mostrar VIN,11 Junho 2024,,,,,,,,,,,StandVirtual,Yes,2024-02-27
Profissional,Smart,ForFour,1.0 Passion 71 Aut.,Gasolina,Outubro,2018,108 328 km,999 cm3,71 cv,Sim,Sim,Citadino,Preto,Automática,5,4,Classe 1,Tracção traseira,18 Meses,Nacional,Sim,Sim,Sim,Usados,11 960,8091013094,24 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-aut-ID8Pz47c.html,Sim,6,113 g/km,1,,,,Mostrar VIN,25 Outubro 2024,,,,,,,,,,,StandVirtual,Yes,2024-02-27
