Anunciante,Marca,Modelo,Sub-modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,IUC,Filtro de partículas,Registo(s),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Garantia de Fábrica até,Gancho de Reboque,Consumo Combinado,Autonomia,Bateria,Consumo,Capacidade da bateria,Clássico,ou até,Site,Portugal,Data
Profissional,SEAT,Ibiza,,1.0 EcoTSI Reference,Gasolina,Março,2018,63 787 km,999 cm3,95 cv,Utilitário,Prateado,,Manual,,5,5,Classe 1,Tracção dianteira,,106 g/km,"108,32 €",,,Nacional,Sim,Sim,Usados,12 900        EUR,8090701031,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-ecotsi-reference-ID8PxKWW.html,Sim,,Sim,Sim,,18 Meses,,"5,80 l/100km","4,10 l/100km",,,"4,70 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Volvo,V40,,2.0 D3 Momentum,Diesel,Dezembro,2018,216 000 km,1 969 cm3,150 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,Tracção dianteira,,134 g/km,,,1,Nacional,Sim,,Usados,14 990        EUR,8089554406,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8PsVDY.html,Sim,,Sim,Sim,,18 Meses,Sim,"5,70 l/100km",4 l/100km,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Toyota,Aygo,,1.0 X-Cite,Gasolina,Agosto,2016,21 650 km,998 cm3,69 cv,Pequeno citadino,Branco,,Manual,5,5,4,Classe 1,Tracção dianteira,,,,,1,Nacional,Sim,Sim,Usados,11 750        EUR,8090789250,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-cite-ID8Py7SO.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C4,,1.6 BlueHDi Feel Edtion,Diesel,Setembro,2016,198 290 km,1 560 cm3,120 cv,Sedan,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,89 g/km,,Sim,2,Nacional,,Sim,Usados,11 950        EUR,8090789245,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-1-6-bluehdi-feel-edtion-ID8Py7SJ.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio,,1.5 dCi Zen,Diesel,Fevereiro,2019,118 100 km,1 461 cm3,75 cv,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,104 g/km,153 €,Sim,2,,Sim,Sim,Usados,14 900        EUR,8090700648,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PxKPK.html,Sim,,Sim,Sim,,18 Meses,Sim,"4,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Captur,,0.9 TCE Exclusive,Gasolina,Novembro,2017,82 289 km,898 cm3,90 cv,SUV / TT,Dourado,Metalizado,Manual,5,5,5,,,,,,,,,Sim,Sim,Usados,14 600        EUR,8090789223,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8Py7Sn.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,"4,10 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Corsa,,1.3 CDTI DPF ecoFLEX S&S Navi,Diesel,Março,2014,180 000 km,1 248 cm3,95 cv,Citadino,Cinzento,Metalizado,Manual,5,5,5,,,,,,Sim,,,Sim,Sim,Usados,8 200        EUR,8090610846,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-dpf-ecoflex-s-s-navi-ID8Pxntk.html,,,,Sim,,18 Meses,Sim,"4,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio,,0.9 TCe Limited Edition,Gasolina,Julho,2018,104 810 km,898 cm3,90 cv,Utilitário,Cinzento,,Manual,5,5,5,Classe 1,,,,,,1,Importado,,Sim,Usados,13 970        EUR,8090425464,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-edition-ID8PvBfi.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio,,0.9 TCe Limited,Gasolina,Junho,2018,34 230 km,898 cm3,90 cv,Citadino,Branco,,Manual,5,5,5,Classe 1,,,105 g/km,,,1,Nacional,,Sim,Usados,13 750        EUR,8090746879,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-ID8PxVRp.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Peugeot,308 SW,,1.6 HDi SE Navteq CVM6,Diesel,Janeiro,2012,160 000 km,1 560 cm3,112 cv,Carrinha,Preto,Metalizado,Manual,6,5,,,,,,,,,Nacional,Sim,Sim,Usados,8 750        EUR,8090781463,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-hdi-se-navteq-cvm6-ID8Py5Rd.html,,,,,28/01/2024,,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,2008,,1.2 VTi Active,Gasolina,Setembro,2017,105 623 km,1 199 cm3,82 cv,SUV / TT,Branco,Metalizado,Manual,,5,5,,,,,,,,,,,Usados,13 499        EUR,8090168367,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-vti-active-ID8Pwvmz.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,116,Série 1,d EDynamics Line Urban,Diesel,Setembro,2014,188 000 km,1 598 cm3,116 cv,Utilitário,Preto,Metalizado,Manual,6,5,,Classe 1,,,,148 €,Sim,,,Sim,Sim,Usados,12 990        EUR,8090777153,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-urban-ID8Py4JH.html,,,Sim,Sim,,18 Meses,,"4,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Chevrolet,Captiva,,2.2 VCDi Seven Xtreme 164g 7L,Diesel,Outubro,2013,136 695 km,2 231 cm3,163 cv,SUV / TT,Branco,Pérola,Manual,6,5,7,Classe 1,Tracção dianteira,,164 g/km,"271,56 €",,1,Nacional,Sim,Sim,Usados,14 900        EUR,8090478929,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/chevrolet-captiva-2-2-vcdi-seven-xtreme-164g-7l-ID8PvP9D.html,,,,,,,Sim,"7,80 l/100km","5,30 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Karl,,1.0 FlexFuel,Gasolina,Agosto,2017,116 000 km,999 cm3,75 cv,Citadino,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,,106 g/km,,,1,Nacional,Sim,Sim,Usados,9 900        EUR,8090724368,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-karl-1-0-flexfuel-ID8PxR0k.html,,,,,,18 Meses,Sim,"5,70 l/100km","3,90 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Fiat,500,,1.3 16V MJ New Lounge S&S,Diesel,Setembro,2015,97 000 km,1 248 cm3,95 cv,Pequeno citadino,Preto,Metalizado,Manual,5,3,4,Classe 1,Tracção dianteira,,,,,1,Nacional,Sim,Sim,Usados,12 500        EUR,8087290228,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-3-16v-mj-new-lounge-s-s-ID8PjrCY.html,,,Sim,Sim,,18 Meses,Sim,"4,60 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,308 SW,,1.6 e-HDi Sportium CVM6,Diesel,Junho,2012,213 750 km,1 560 cm3,112 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,,Nacional,Sim,Sim,Usados,8 800        EUR,8090747330,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-e-hdi-sportium-cvm6-ID8PxVYG.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C5 Tourer,,,Diesel,Fevereiro,2013,165 000 km,1 560 cm3,115 cv,Carrinha,Cinzento,Metalizado,Automática,,5,5,,,,,,,,,,,Usados,10 500        EUR,8089847473,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-tourer-ID8PuaSR.html,Sim,,,Sim,,18 Meses,,"5,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Ford,Fiesta,,1.0 T EcoBoost Titanium,Gasolina,Fevereiro,2014,67 109 km,998 cm3,100 cv,Utilitário,Cinzento,,Manual,,5,5,,,,,,,1,Nacional,Sim,Sim,Usados,11 490        EUR,8090787884,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-t-ecoboost-titanium-ID8Py7vM.html,,,Sim,,27/02/2024,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Ford,Fiesta,,1.0 Ti-VCT Titanium,Gasolina,Dezembro,2014,57 224 km,998 cm3,80 cv,Utilitário,Branco,,Manual,,5,5,,,,,,,2,Nacional,Sim,Sim,Usados,11 490        EUR,8090787873,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ti-vct-titanium-ID8Py7vB.html,,,Sim,,29/12/2023,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,308,,1.6 BlueHDi Active,Diesel,Março,2015,205 810 km,1 560 cm3,100 cv,Utilitário,Cinzento,,Manual,,5,5,,,,,,,,Nacional,,Sim,Usados,12 840        EUR,8090746375,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-active-ID8PxVJh.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,VW,Polo,,1.4 TDI (Blue Motion ) Comfortline,Diesel,Janeiro,2016,162 500 km,1 422 cm3,90 cv,Citadino,Branco,,Manual,,5,,,,,,,,,,,,Usados,11 950        EUR,8090633854,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-blue-motion-comfortline-ID8Pxtsq.html,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Captur,,0.9 TCE Expression,Gasolina,Março,2016,93 000 km,898 cm3,90 cv,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,,Tracção dianteira,120 000 km,,,,,,,,Usados,13 700        EUR,8090253228,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-expression-ID8PwSri.html,,,Sim,Sim,,36 Meses,,6 l/100km,"4,30 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Kia,Rio,,1.2 CVVT LX,Gasolina,Janeiro,2016,85 094 km,1 248 cm3,85 cv,Citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,,,,,,1,Nacional,,Sim,Usados,12 870        EUR,8090298657,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-lx-ID8Pv4g1.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Fiat,500,,1.2 Lounge,Gasolina,Abril,2014,103 302 km,1 242 cm3,69 cv,Citadino,Preto,,Manual,5,3,4,,Tracção dianteira,,129 g/km,,,,Importado,,,Usados,10 370        EUR,8090581592,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PxfRu.html,,,Sim,,,18 Meses,,"5,90 l/100km","4,40 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Insignia Sports Tourer,,2.0 CDTi Cosmo S/S,Diesel,Maio,2010,187 000 km,1 956 cm3,130 cv,Carrinha,Branco,,Manual,,5,5,,,,,,,,Nacional,,,Usados,11 990        EUR,8090789039,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-2-0-cdti-cosmo-s-s-ID8Py7Pp.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 220,Classe C,CDi Avantgarde BlueEfficiency Aut.,Diesel,Março,2012,346 000 km,2 143 cm3,170 cv,Carrinha,Preto,Metalizado,Automática,6,5,5,Classe 1,Tracção traseira,,157 g/km,,,1,,Sim,Sim,Usados,13 990        EUR,8090641323,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-avantgarde-blueefficiency-aut-ID8PxwoT.html,,,Sim,Sim,14/03/2024,18 Meses,,"8,20 l/100km","4,70 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Fiat,500,,1.2 8V Lounge,Gasolina,Janeiro,2016,135 500 km,1 242 cm3,69 cv,Citadino,Cinzento,Metalizado,Manual,5,3,4,Classe 1,Tracção dianteira,,115 g/km,,,,,Sim,Sim,Usados,11 500        EUR,8089700572,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-8v-lounge-ID8PtyFu.html,Sim,,Sim,,,18 Meses,Sim,"6,20 l/100km","4,20 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio Sport Tourer,,1.2 TCE GT EDC,Gasolina,Outubro,2014,76 366 km,1 197 cm3,120 cv,Carrinha,Preto,,Automática,,5,5,,,,,,,,Nacional,Sim,Sim,Usados,13 950        EUR,8090633546,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-2-tce-gt-edc-ID8Pxtns.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Dacia,Duster,,1.2 TCe SL Best Choice,Gasolina,Outubro,2016,115 000 km,1 197 cm3,125 cv,SUV / TT,Preto,,Manual,,5,5,,,,,,,,Nacional,,,Usados,14 990        EUR,8090492735,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-2-tce-sl-best-choice-ID8PvSKj.html,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Crossland X,,1.2 Edition FlexFuel,GPL,Março,2018,147 000 km,1 199 cm3,81 cv,SUV / TT,Branco,,Manual,,5,5,,,,,,,,Nacional,,,Usados,14 990        EUR,8088667005,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-edition-flexfuel-ID8PpdN3.html,Sim,,,,,18 Meses,,"6,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Fiat,500C,,1.2 Lounge,Gasolina,Março,2013,125 000 km,1 242 cm3,69 cv,Cabrio,Branco,,Manual,5,2,4,Classe 1,Tracção dianteira,,119 g/km,,,1,Nacional,Sim,,Usados,10 300        EUR,8090045755,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-ID8Pw0sX.html,Sim,,Sim,,,18 Meses,,"5,90 l/100km","4,40 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Audi,A1 Sportback,,1.6 TDI Advance,Diesel,Outubro,2013,131 000 km,1 598 cm3,90 cv,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,Sim,,,Sim,Sim,Usados,13 500        EUR,8088956247,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-6-tdi-advance-ID8Pqr2f.html,Sim,,Sim,,,18 Meses,Sim,"4,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,208,,1.2 VTi Active,Gasolina,Março,2014,146 000 km,1 199 cm3,82 cv,Citadino,Cinzento,Metalizado,Manual,,3,5,,,,,,,,,,,Usados,9 480        EUR,8090703901,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-vti-active-ID8PxLGd.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Volvo,V50,,1.6 D Drive Business Ed.Start/Stop,Diesel,Dezembro,2011,162 000 km,1 560 cm3,115 cv,Carrinha,Preto,,Manual,6,5,5,Classe 1,,,,,,1,Importado,Sim,Sim,Usados,9 999        EUR,8090103119,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v50-1-6-d-drive-business-ed-start-stop-ID8Pwfob.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Dacia,Logan MCV,,,Diesel,Junho,2017,86 000 km,1 461 cm3,90 cv,Carrinha,Preto,Metalizado,Automática,,5,5,,,,,,,1,Importado,Sim,Sim,Usados,12 900        EUR,8090787547,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-ID8Py7rl.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Skoda,Fabia,,1.6 TDi Monte Carlo,Diesel,Fevereiro,2014,182 929 km,1 598 cm3,90 cv,Citadino,Vermelho,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,109 g/km,,Sim,1,,,Sim,Usados,12 900        EUR,8090747298,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/skoda-fabia-1-6-tdi-monte-carlo-ID8PxVYa.html,,,Sim,Sim,,18 Meses,Sim,"5,10 l/100km","3,60 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,5008,,1.6 BlueHDi Allure EAT6,Diesel,Abril,2016,199 000 km,1 560 cm3,120 cv,Monovolume,Preto,Metalizado,Automática,6,5,7,Classe 1,,,,,,1,,,Sim,Usados,14 500        EUR,8089231821,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-allure-eat6-ID8PrAIZ.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 220,Classe C,CDI Elegance,Diesel,Dezembro,2010,190 000 km,2 148 cm3,170 cv,Sedan,Cinzento,Metalizado,Manual,,4,5,,,,,,,,,,,Usados,14 999        EUR,8086201331,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-elegance-ID8PeSm7.html,,,Sim,,,18 Meses,,"8,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Audi,A4 Avant,,2.0 TDI Multitronic Business Line Sport,Diesel,Março,2012,260 000 km,1 968 cm3,143 cv,Carrinha,Outra,,Automática,,5,5,,,,,,,,Nacional,Sim,Sim,Usados,14 750        EUR,8090608293,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-2-0-tdi-multitronic-business-line-sport-ID8PxmO9.html,,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C1 Airscape,,1.2 VTi Feel Edition,Gasolina,Outubro,2014,110 000 km,1 199 cm3,82 cv,Cabrio,Preto,Metalizado,Manual,5,5,4,Classe 1,Tracção dianteira,,,,,1,Nacional,Sim,Sim,Usados,8 800        EUR,8088031048,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c1-airscape-1-2-vti-feel-edition-ID8PmylG.html,Sim,,Sim,Sim,,18 Meses,Sim,"5,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Grand Scénic,,,Diesel,Outubro,2017,129 000 km,1 461 cm3,110 cv,Monovolume,Preto,,Manual,6,5,7,Classe 1,,,,,,,,Sim,Sim,Usados,19 990        EUR,8090660098,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-ID8PxAhI.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,MINI,One,,Sport Edition,Gasolina,Fevereiro,2022,10 000 km,1 499 cm3,102 cv,Utilitário,Azul,Metalizado,Manual,6,3,4,Classe 1,Tracção dianteira,,124 g/km,"103,12 €",Sim,1,Nacional,Sim,Sim,Usados,27 950        EUR,8089156766,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-sport-edition-ID8Prhcq.html,Sim,,Sim,Sim,,18 Meses,Sim,6 l/100km,5 l/100km,,,"5,50 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 200,Classe C,,Diesel,Janeiro,2017,101 542 km,2 143 cm3,136 cv,Carrinha,Azul,Metalizado,Automática,,5,5,Classe 1,,,,,,1,,Sim,Sim,Usados,29 900        EUR,8089439699,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PssNR.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,SEAT,Ibiza,,1.0 Style,Gasolina,Abril,2019,39 295 km,999 cm3,80 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,122 g/km,"108,32 €",,,,,,Usados,15 990        EUR,8090217147,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PwJ3l.html,Sim,,Sim,Sim,,36 Meses,,"6,10 l/100km","4,30 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,SEAT,Leon ST,,1.4 e-Hybrid FR DSG,Híbrido (Gasolina),Abril,2021,56 000 km,1 395 cm3,204 cv,Carrinha,Cinzento,,Automática,,5,5,Classe 1,,,,144 €,,1,Nacional,Sim,Sim,Usados,27 900        EUR,8089252547,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-4-e-hybrid-fr-dsg-ID8PrG7h.html,Sim,Sim,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Talisman Sport Tourer,,1.7 Blue dCi Executive,Diesel,Maio,2019,75 000 km,1 749 cm3,120 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,147 g/km,,,1,Nacional,,Sim,Usados,21 980        EUR,8090256396,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-sport-tourer-1-7-blue-dci-executive-ID8PwTgo.html,,,Sim,Sim,,18 Meses,Sim,"5,80 l/100km","4,50 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Infiniti,Q30,,,Diesel,Janeiro,2017,125 290 km,1 461 cm3,109 cv,Utilitário,Cinzento,Metalizado,Automática,6,5,5,Classe 1,,,,,,,Importado,,Sim,Usados,20 950        EUR,8087798341,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/infiniti-q30-ID8PlzOl.html,,,Sim,Sim,,24 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Volvo,V40,,2.0 D2 Kinetic,Diesel,Dezembro,2017,83 000 km,1 969 cm3,120 cv,Utilitário,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,,Nacional,,,Usados,20 700        EUR,8087799012,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-kinetic-ID8PlzZa.html,,,Sim,Sim,,18 Meses,,"4,10 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mazda,CX-3,,1.5 Sky.Excellence Navi,Diesel,Março,2019,60 000 km,1 499 cm3,105 cv,SUV / TT,Preto,,Manual,,5,5,Classe 1,Tracção dianteira,,,,,1,Nacional,Sim,Sim,Usados,20 990        EUR,8088202223,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-navi-ID8PngSz.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Captur,,0.9 TCE Exclusive,Gasolina,Junho,2019,50 000 km,898 cm3,90 cv,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,,1,Nacional,,Sim,Usados,16 450        EUR,8090326092,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8Pvbov.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C3 Aircross,,1.2 PureTech Shine,Gasolina,Fevereiro,2021,46 000 km,1 199 cm3,110 cv,SUV / TT,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,,Nacional,,,Usados,18 900        EUR,8090326091,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-shine-ID8Pvbow.html,Sim,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,120,Série 1,d Pack M Auto,Diesel,Novembro,2017,142 762 km,1 995 cm3,190 cv,Utilitário,Branco,,Automática,8,5,5,Classe 1,Tracção traseira,,151 g/km,,Sim,,,,Sim,Usados,24 900        EUR,8090106963,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-120-d-pack-m-auto-ID8Pwgob.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,320,Série 3,d Touring Aut. M Sport,Diesel,Dezembro,2018,88 272 km,1 995 cm3,190 cv,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,Sim,,,,Sim,Usados,29 900        EUR,8090107369,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-aut-m-sport-ID8PwguJ.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Hyundai,Bayon,,1.0 T-GDi Premium TT,Gasolina,Março,2022,35 658 km,998 cm3,102 cv,SUV / TT,Branco,,Manual,,5,5,,,,,,,,Nacional,,,Usados,20 980        EUR,8090790647,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-bayon-1-0-t-gdi-premium-tt-ID8Py8fl.html,Sim,,,,,36 Meses,,,,,,"5,50 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 180,Classe C,d Avantgarde Aut.,Diesel,Fevereiro,2019,136 508 km,1 598 cm3,122 cv,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,,,,,,1,,Sim,Sim,Usados,25 750        EUR,8090634935,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-avantgarde-aut-ID8PxtJR.html,Sim,,Sim,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
