Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Sub-modelo,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),IUC,Registo(s),Garantia de Fábrica até,IVA Discriminado,Consumo Combinado,ou até,Autonomia Máxima,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,Site,Portugal,Data
Profissional,VW,Golf,1.4 TSI e-Hybrid DSG,Híbrido (Gasolina),Setembro,2022,7 788 km,1 395 cm3,204 cv,Citadino,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,41 490        EUR,8090594485,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-4-tsi-e-hybrid-dsg-ID8Pxjdr.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A4 Allroad,2.0 TDI quattro S tronic,Diesel,Maio,2018,62 000 km,1 968 cm3,190 cv,Carrinha,Azul,Automática,,5,5,,118 g/km,Sim,,,Sim,Sim,Sim,,,Usados,41 490        EUR,8090186837,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-allroad-2-0-tdi-quattro-s-tronic-ID8PwBat.html,,Sim,Sim,Sim,Metalizado,Classe 1,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,Kauai,EV 64kWh Premium,Eléctrico,Julho,2019,45 582 km,,204 cv,Citadino,Azul,Automática,,5,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090594288,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-premium-ID8Pxjag.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Toyota,C-HR,1.8 Hybrid Comfort,Híbrido (Gasolina),Julho,2022,23 833 km,1 798 cm3,122 cv,Citadino,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,36 990        EUR,8090012937,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-comfort-ID8PuRWD.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,318,d Touring Auto,Diesel,Fevereiro,2020,167 000 km,1 995 cm3,150 cv,Carrinha,Branco,Automática,,5,5,,,,,,,,,,,Usados,30 999        EUR,8088904024,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8PqdrV.html,Série 3,,Sim,Sim,Pérola,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,320,d Touring Line Sport Auto,Diesel,Novembro,2019,108 000 km,1 995 cm3,190 cv,Carrinha,Preto,Automática,,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,35 000        EUR,8088868101,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-line-sport-auto-ID8Pq46x.html,Série 3,,Sim,Sim,Metalizado,,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Citroën,e-C4,,Eléctrico,Março,2022,17 797 km,,136 cv,Citadino,Outra,Automática,,5,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090594152,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-ID8Pxj84.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 250,e Shooting Brake AMG Line,Híbrido (Gasolina),Janeiro,2021,76 500 km,1 332 cm3,218 cv,Carrinha,Preto,Automática,8,5,5,Tracção dianteira,26 g/km,,,,Sim,Sim,Sim,,,Usados,44 600        EUR,8089819127,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8Pu3wF.html,Classe CLA,,Sim,Sim,Metalizado,Classe 1,18 Meses,120 €,1,,,,,800 km,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,508 SW,1.5 BlueHDi GT Line,Diesel,Junho,2019,44 388 km,1 499 cm3,130 cv,Carrinha,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,30 490        EUR,8090593963,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-gt-line-ID8Pxj51.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Mercedes-Benz,A 250 Limousine,e AMG Line,Híbrido (Gasolina),Dezembro,2020,38 500 km,1 332 cm3,218 cv,Sedan,Branco,Automática,,4,5,,,,22/12/2024,Nacional,,Sim,Sim,,,Usados,37 500        EUR,8090761326,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-amg-line-ID8Py0Cq.html,Classe A,,,Sim,,Classe 1,,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 180,,Diesel,Junho,2022,27 000 km,1 950 cm3,116 cv,Sedan,Preto,Automática,,4,,,,,,Nacional,,,,,,Usados,43 900        EUR,8090593818,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8Pxj2G.html,Classe A,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,MINI,Electric,Cooper SE,Eléctrico,Abril,2021,18 000 km,,184 cv,Utilitário,Cinzento,Automática,,3,5,Tracção dianteira,,,25/04/2025,,,Sim,Sim,,,Usados,33 000        EUR,8088059460,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PmFJV.html,,,,Sim,Mate,Classe 1,18 Meses,,1,25/04/2023,,,,230 km,,230 km,"15,50 kWh/100km",230 kWh,Própria,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,d Progressive Aut.,Diesel,Fevereiro,2020,108 160 km,1 461 cm3,116 cv,Sedan,Cinzento,Automática,,4,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090593709,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-progressive-aut-ID8Pxj0W.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A5 Sportback,35 TDI Sport S tronic,Diesel,Abril,2019,65 096 km,1 968 cm3,150 cv,Citadino,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,39 990        EUR,8090593658,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-35-tdi-sport-s-tronic-ID8Pxj06.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,318,d Line Sport Auto,Diesel,Março,2021,31 938 km,1 995 cm3,150 cv,Sedan,Branco,Automática,8,4,5,Tracção traseira,120 g/km,,,Importado,Sim,Sim,Sim,,,Usados,40 800        EUR,8090193396,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-line-sport-auto-ID8PwCSg.html,Série 3,,Sim,Sim,Pérola,Classe 1,18 Meses,"235,26 €",,25/03/2024,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,GLC 250,d Exclusive 4-Matic,Diesel,Julho,2018,123 131 km,2 143 cm3,204 cv,SUV / TT,Azul,Automática,,5,,,,,,Nacional,,,,,,Usados,43 900        EUR,8090593492,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-exclusive-4-matic-ID8PxiXq.html,Classe GLC,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,X1,16 d sDrive,Diesel,Fevereiro,2020,75 558 km,1 496 cm3,116 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,33 990        EUR,8090593405,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-ID8PxiV1.html,Série X,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,Tucson,1.6 CRDi Premium,Diesel,Fevereiro,2022,31 133 km,1 598 cm3,116 cv,SUV / TT,Vermelho,Manual,,5,,,,,,Nacional,,,,,,Usados,34 490        EUR,8090593392,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-premium-ID8PxiWO.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Skoda,Octavia Break,2.0 TDI Ambition DSG,Diesel,Março,2022,17 219 km,1 968 cm3,150 cv,Carrinha,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090593350,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-2-0-tdi-ambition-dsg-ID8PxiW8.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Skoda,Octavia Break,2.0 TDI Ambition DSG,Diesel,Fevereiro,2022,17 970 km,1 968 cm3,150 cv,Carrinha,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090593331,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-2-0-tdi-ambition-dsg-ID8PxiUP.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,Março,2019,60 517 km,1 969 cm3,190 cv,SUV / TT,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,44 990        EUR,8090593154,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-r-design-geartronic-ID8PxiRY.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,CDi AMG Line,Diesel,Agosto,2016,26 595 km,1 461 cm3,109 cv,Sedan,Cinzento,Manual,6,4,5,,,,30/08/2024,Nacional,Sim,Sim,Sim,,,Usados,32 000        EUR,8090192977,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-cdi-amg-line-ID8PwCLw.html,Classe CLA,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Setembro,2021,30 100 km,1 950 cm3,116 cv,Sedan,Cinzento,Automática,,4,,,,,,Nacional,,,,,,Usados,39 900        EUR,8090593116,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PxiRm.html,Classe CLA,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,Niro,1.6 GDi PHEV Urban,Híbrido (Gasolina),Julho,2021,36 213 km,1 580 cm3,141 cv,Citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090593091,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-niro-1-6-gdi-phev-urban-ID8PxiQX.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,Niro,1.6 GDi PHEV Urban,Híbrido (Gasolina),Julho,2021,40 928 km,1 580 cm3,141 cv,Citadino,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,31 990        EUR,8090593073,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-niro-1-6-gdi-phev-urban-ID8PxiQF.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,SEAT,Alhambra,2.0 TDi Xcellence DSG,Diesel,Abril,2019,63 318 km,1 968 cm3,150 cv,Monovolume,Preto,Automática,8,5,7,,,,01/04/2025,Nacional,Sim,Sim,Sim,,,Usados,34 000        EUR,8089051190,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-alhambra-2-0-tdi-xcellence-dsg-ID8PqPJA.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Volvo,V90,2.0 D4 Momentum,Diesel,Maio,2018,93 894 km,1 969 cm3,190 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,35 400        EUR,8089773801,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-momentum-ID8PtRIB.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2022,20 770 km,1 950 cm3,116 cv,Citadino,Branco,Automática,,5,,,,,,Nacional,,,,,,Usados,42 900        EUR,8090593007,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxiPB.html,Classe A,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,520,d Pack M Auto,Diesel,Agosto,2017,170 000 km,1 995 cm3,190 cv,Sedan,Branco,Automática,,4,,,,,,,,,,,,Usados,34 900        EUR,8089944631,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PuA9W.html,Série 5,,,,Metalizado,,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,41 277 km,1 950 cm3,116 cv,Utilitário,Cinzento,Automática,,5,5,Tracção dianteira,123 g/km,,,Nacional,,Sim,Sim,"5,30 l/100km",,Usados,34 900        EUR,8087638791,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PkUiX.html,Classe A,Sim,Sim,Sim,Metalizado,Classe 1,24 Meses,"226,98 €",1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A4 Avant,35 TDI Advanced S tronic,Diesel,Abril,2022,59 000 km,1 968 cm3,163 cv,Carrinha,Preto,Automática,7,5,5,Tracção dianteira,129 g/km,,,Nacional,Sim,,Sim,"4,30 l/100km","3,60 l/100km",Usados,41 750        EUR,8090727948,6 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-35-tdi-advanced-s-tronic-ID8PxRV4.html,,,,Sim,,Classe 1,18 Meses,215 €,,01/04/2024,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Mercedes-Benz,CLA 45 AMG,4Matic Shooting Brake Speedshift 7G-DCT,Gasolina,Novembro,2015,120 000 km,1 991 cm3,381 cv,Carrinha,Branco,Automática,7,5,5,Integral,,Sim,,Importado,Sim,Sim,Sim,"11,70 l/100km",,Usados,39 999        EUR,8090680480,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4matic-shooting-brake-speedshift-7g-dct-ID8PxFAs.html,Classe CLA,,,,Metalizado,Classe 1,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Tesla,Model 3,Long Range AWD Dual Motor,Eléctrico,Junho,2021,68 126 km,,497 cv,Sedan,Cinzento,Automática,1,4,5,Integral,,,30/06/2025,Importado,Sim,Sim,Sim,,,Usados,35 900        EUR,8090717266,5 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-awd-dual-motor-ID8PxP9M.html,,Sim,,,Metalizado,Classe 1,,,1,29/06/2029,,,192 000 km,614 km,,490 km,"15,50 kWh/100km",76 kWh,Própria,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 300,BlueTEC Hybrid AMG Line,Híbrido (Diesel),Junho,2017,54 465 km,2 143 cm3,231 cv,Sedan,Preto,Automática,,4,,,,,,Nacional,,,,,,Usados,36 990        EUR,8090592979,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-bluetec-hybrid-amg-line-ID8PxiP9.html,Classe C,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2021,40 467 km,1 499 cm3,130 cv,Carrinha,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,33 000        EUR,8090592967,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PxiOX.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Volvo,XC 40,2.0 D3 Momentum,Diesel,Julho,2019,99 834 km,1 969 cm3,150 cv,SUV / TT,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,34 900        EUR,8090592883,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-ID8PxiNB.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Fevereiro,2019,76 000 km,1 950 cm3,194 cv,Carrinha,Cinzento,Automática,,5,5,,,Sim,,Nacional,Sim,Sim,Sim,,,Usados,36 990        EUR,8090583820,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8Pxgrq.html,Classe C,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Dezembro,2021,97 000 km,,204 cv,SUV / TT,Cinzento,Automática,,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,33 990        EUR,8089584806,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-ID8Pt4yi.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus Aut.,Diesel,Setembro,2021,39 441 km,1 950 cm3,116 cv,Carrinha,Cinzento,Automática,8,5,5,Tracção dianteira,134 g/km,,,Nacional,Sim,,Sim,"5,50 l/100km","3,90 l/100km",Usados,34 990        EUR,8090705276,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-aut-ID8PxM2o.html,Classe CLA,Sim,Sim,Sim,Metalizado,Classe 1,24 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Novembro,2016,53 300 km,2 143 cm3,170 cv,Coupé,Preto,Automática,,3,,,,,,Nacional,,,,,,Usados,37 490        EUR,8090592724,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PxiL2.html,Classe C,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Fevereiro,2019,80 256 km,1 461 cm3,116 cv,Citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090592711,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PxiKP.html,Classe A,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2019,135 280 km,1 995 cm3,190 cv,Carrinha,Cinzento,Automática,8,5,5,,155 g/km,,27/11/2025,Nacional,Sim,Sim,Sim,,,Usados,34 990        EUR,8089608724,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtaM4.html,Série 5,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,"271,56 €",1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2021,42 890 km,1 499 cm3,130 cv,Carrinha,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,33 000        EUR,8090592666,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PxiK6.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Cupra,Leon,1.4 e-Hybrid VZ DSG,Híbrido (Gasolina),Junho,2021,20 357 km,1 395 cm3,245 cv,Utilitário,Branco,Automática,,5,5,,,,,,,,,,,Usados,32 900        EUR,8090691263,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/cupra-leon-1-4-e-hybrid-vz-dsg-ID8PxIon.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,Sim,"1,60 l/100km",,68 km,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Janeiro,2021,36 843 km,1 499 cm3,130 cv,Carrinha,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,34 990        EUR,8090592649,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PxiJP.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,MINI,Clubman,John Cooper Works Plus ALL4,Gasolina,Junho,2022,33 000 km,1 998 cm3,306 cv,Carrinha,Verde,Automática,8,6,5,Integral,169 g/km,,,,,,,,,Usados,42 490        EUR,8090731537,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-john-cooper-works-plus-all4-ID8PxSRX.html,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Sharan,2.0 TDI Blue Confortline DSG,Diesel,Maio,2018,98 688 km,1 968 cm3,150 cv,SUV / TT,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,37 990        EUR,8090592629,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-blue-confortline-dsg-ID8PxiJw.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Março,2020,61 600 km,1 332 cm3,218 cv,Utilitário,Branco,Automática,,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,34 800        EUR,8090185749,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PwASW.html,Classe A,Sim,,Sim,,Classe 1,18 Meses,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 250,e Progressive,Híbrido (Gasolina),Março,2021,28 384 km,1 332 cm3,218 cv,Citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,43 900        EUR,8090592601,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-progressive-ID8PxiJ3.html,Classe A,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,,Diesel,Agosto,2020,79 000 km,1 461 cm3,116 cv,Carrinha,Cinzento,Automática,,5,5,,121 g/km,Sim,,,Sim,Sim,Sim,,,Usados,35 900        EUR,8088874356,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8Pq5Jq.html,Classe CLA,,Sim,Sim,Metalizado,Classe 1,36 Meses,,1,01/01/0001,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Junho,2022,10 157 km,1 499 cm3,130 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,33 900        EUR,8090592573,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8PxiIB.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Outubro,2021,24 000 km,,136 cv,SUV / TT,Preto,Automática,,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,32 900        EUR,8088378748,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8Po0NK.html,,,,Sim,Metalizado,Classe 1,24 Meses,,1,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,1.6 BlueHDi Allure,Diesel,Janeiro,2018,106 343 km,1 560 cm3,120 cv,SUV / TT,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,32 990        EUR,8090592542,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-allure-ID8PxiI6.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Volvo,XC 40,2.0 D4 R-Design Intro AWD,Diesel,Março,2018,48 562 km,1 969 cm3,190 cv,SUV / TT,Vermelho,Automática,,5,,,,,,Nacional,,,,,,Usados,42 900        EUR,8090592529,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d4-r-design-intro-awd-ID8PxiHT.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Cupra,Born,58 kWh,Eléctrico,Outubro,2022,14 407 km,,204 cv,Citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,40 990        EUR,8090592505,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8PxiHw.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 200,d Avantgarde Aut.,Diesel,Outubro,2020,44 263 km,1 598 cm3,160 cv,Carrinha,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,42 990        EUR,8090592493,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PxiHj.html,Classe C,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 250,e Style Plus,Híbrido (Gasolina),Março,2020,76 400 km,1 332 cm3,218 cv,Utilitário,Preto,Automática,,5,5,,,,,Nacional,,,,,,Usados,33 800        EUR,8090306756,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8Pv6mE.html,Classe A,Sim,,,,,24 Meses,,,,,"1,10 l/100km",,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,Kauai,EV 64kWh Vanguard,Eléctrico,Maio,2021,60 800 km,,204 cv,Citadino,Cinzento,Automática,,5,,,,,,Nacional,,,,,,Usados,35 490        EUR,8090592416,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-vanguard-ID8PxiG4.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
