Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Inspecção válida até,Registo(s),Origem,Não fumador,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Aceita retoma,Possibilidade de financiamento,Garantia de Stand (incl. no preço),Classe do veículo,Livro de Revisões completo,2º Chave,IVA Discriminado,IVA dedutível,Autonomia Máxima,Consumo Combinado,Autonomia,Capacidade da bateria,Bateria,IUC,Filtro de partículas,Clássico,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Valor sem ISV,Site,Portugal
Profissional,Peugeot,308 SW,,Gasolina,Abril,2017,144 000 km,1 199 cm3,110 cv,,Carrinha,Preto,,Manual,5,5,5,,,01/04/2025,,,Sim,,,Usados,13 990        EUR,8089635544,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.1 Ti-VCT Titanium,Gasolina,Maio,2018,145 981 km,1 084 cm3,85 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,5,,,,,Nacional,,,,Usados,11 990        EUR,8089894495,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Cabrio,One,Gasolina,Julho,2011,157 257 km,1 598 cm3,98 cv,Sim,Cabrio,Bege,Metalizado,Manual,6,3,4,,,,,,,,,Usados,11 990        EUR,8089390239,13 Julho 2023,Sim,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,Electric Drive Prime,Eléctrico,Dezembro,2019,13 500 km,,82 cv,Sim,Pequeno citadino,Prateado,Metalizado,Automática,,2,2,,,,,,,,,Usados,13 990        EUR,8089390133,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Punto,1.2 Easy S&S,Gasolina,Junho,2018,127 276 km,1 242 cm3,69 cv,Sim,Utilitário,Branco,,Manual,5,5,5,,,,,Nacional,,,,Usados,9 900        EUR,8089894483,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Allure EAT6,Gasolina,Outubro,2016,137 420 km,1 199 cm3,110 cv,Sim,Utilitário,Branco,,Automática,6,5,5,,,,,,,,,Usados,14 900        EUR,8089390132,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 e-HDi Allure 2-Tronic,Diesel,Julho,2014,169 267 km,1 560 cm3,115 cv,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,,,Importado,,,,Usados,13 990        EUR,8089580109,13 Julho 2023,Sim,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra,1.0 Edition S/S,Gasolina,Outubro,2015,94 955 km,999 cm3,105 cv,Sim,Utilitário,Prateado,Metalizado,Manual,5,5,5,,,,,,,,,Usados,12 990        EUR,8088488088,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.0 IG-T Tekna,Gasolina,Março,2019,90 714 km,999 cm3,100 cv,Sim,Utilitário,Preto,,Manual,5,5,5,,,,,,,,,Usados,14 990        EUR,8089390142,13 Julho 2023,Sim,,18 Meses,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Style,Gasolina,Janeiro,2015,132 314 km,1 199 cm3,82 cv,,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Tracção dianteira,,13/01/2024,1,,Sim,,,Usados,12 850        EUR,8089491233,10 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Business Edition S/S,Diesel,Outubro,2017,110 280 km,1 598 cm3,110 cv,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,Nacional,,"5,70 l/100km",,Usados,13 900        EUR,8088732003,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Active,Diesel,Novembro,2018,125 180 km,1 499 cm3,102 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,97 g/km,21/11/2024,1,Nacional,Sim,"4,30 l/100km",,Usados,13 990        EUR,8089342045,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,"154,12 €",,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe GT Line,Gasolina,Janeiro,2019,74 138 km,898 cm3,90 cv,Sim,Citadino,Cinzento,,Manual,5,5,5,,113 g/km,,,,,,,Usados,13 950        EUR,8089607664,12 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.6 BlueHDi Feel,Diesel,Julho,2018,99 000 km,1 560 cm3,75 cv,Sim,Citadino,Cinzento,Metalizado,Manual,,5,5,,,,,,Sim,,,Usados,13 450        EUR,8087852206,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.2 PureTech Business Line,Gasolina,Abril,2019,150 891 km,1 199 cm3,110 cv,Sim,Utilitário,Cinzento,,Manual,6,5,5,,,,1,,,,,Usados,13 550        EUR,8089772589,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe GT Line,Gasolina,Maio,2019,92 016 km,898 cm3,90 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,,,,,,,"6,30 l/100km",,Usados,13 990        EUR,8088915242,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,1.6 HDi Access,Diesel,Abril,2012,170 139 km,1 560 cm3,115 cv,Sim,Sedan,Azul,,Manual,,4,5,Tracção dianteira,119 g/km,,,,,"5,70 l/100km",4 l/100km,Usados,9 990        EUR,8089580125,13 Julho 2023,Sim,,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Novembro,2020,86 482 km,999 cm3,100 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,,,,,,,,,Usados,14 990        EUR,8089772586,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.5 BlueHDi Allure,Diesel,Junho,2018,147 812 km,1 499 cm3,130 cv,Sim,Utilitário,Cinzento,,Manual,6,5,5,,,,1,,,,,Usados,14 990        EUR,8089390502,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.6 M-Jet Lounge J17,Diesel,Março,2017,121 906 km,1 598 cm3,120 cv,Sim,Utilitário,Branco,,Manual,,5,5,Tracção dianteira,98 g/km,,,,,"5,50 l/100km","4,10 l/100km",Usados,13 990        EUR,8089580123,13 Julho 2023,Sim,,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Up!,1.0 BMT Move,Gasolina,Janeiro,2019,23 616 km,999 cm3,60 cv,Sim,Citadino,Cinzento,,Manual,,5,,,,,,Nacional,,,,Usados,14 490        EUR,8089773810,13 Julho 2023,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Active,Diesel,Janeiro,2019,118 000 km,1 499 cm3,102 cv,,Citadino,Branco,,Manual,6,5,5,,,01/01/2025,,,Sim,,,Usados,14 990        EUR,8089624691,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,,Diesel,Abril,2018,114 000 km,1 560 cm3,100 cv,,Citadino,Branco,,Manual,5,5,5,,,01/04/2024,,,Sim,,,Usados,13 490        EUR,8089602750,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,,Gasolina,Abril,2015,125 000 km,1 199 cm3,82 cv,,Utilitário,Cinzento,,Manual,5,5,5,,,01/04/2024,,,Sim,,,Usados,12 890        EUR,8089232295,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.0 IG-T Acenta,Gasolina,Julho,2019,52 800 km,999 cm3,100 cv,,Utilitário,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,,20/07/2025,1,Nacional,Sim,"5,60 l/100km",,Usados,14 490        EUR,8089510396,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,,Diesel,Dezembro,2015,146 000 km,1 560 cm3,120 cv,,Carrinha,Azul,,Manual,6,5,5,,,01/12/2023,,,Sim,,,Usados,12 990        EUR,8089805379,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,Fevereiro,2019,137 000 km,1 499 cm3,102 cv,,Utilitário,Preto,Metalizado,Manual,5,5,5,Tracção dianteira,122 g/km,25/02/2025,1,Nacional,Sim,"4,30 l/100km","3,30 l/100km",Usados,13 500        EUR,8089633232,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,,Gasolina,Abril,2016,118 000 km,1 200 cm3,110 cv,,Utilitário,Cinzento,,Manual,5,5,5,,,01/04/2024,,,Sim,,,Usados,13 890        EUR,8088826688,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,,Gasolina,Setembro,2016,156 000 km,1 200 cm3,110 cv,,Utilitário,Branco,,Manual,6,5,5,,,01/09/2024,,,Sim,,,Usados,13 990        EUR,8089507862,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,,Diesel,Dezembro,2015,113 000 km,1 560 cm3,120 cv,,Carrinha,Preto,,Manual,6,5,5,,,01/12/2023,,,Sim,,,Usados,13 490        EUR,8089371706,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,,Gasolina,Maio,2015,141 000 km,1 199 cm3,110 cv,,SUV / TT,Branco,,Automática,7,5,5,,,01/05/2024,,,Sim,,,Usados,13 990        EUR,8088546362,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,MINI,One,D,Diesel,Dezembro,2012,140 312 km,1 598 cm3,90 cv,Sim,Utilitário,Preto,,Manual,6,3,4,,,,,,,,,Usados,11 850        EUR,8089390199,13 Julho 2023,Sim,,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.0 Hybrid Lounge,Gasolina,Março,2021,43 603 km,999 cm3,70 cv,Sim,Utilitário,Branco,,Manual,6,3,4,,,,,Importado,,,,Usados,14 990        EUR,8089390238,13 Julho 2023,,Sim,18 Meses,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Zen,Diesel,Setembro,2016,149 433 km,1 461 cm3,90 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,,,,,,,,,Usados,10 990        EUR,8089390127,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.2 TDi Confortline,Diesel,Outubro,2013,147 659 km,1 199 cm3,75 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,5,5,,,,,Importado,,,,Usados,9 990        EUR,8089390221,13 Julho 2023,Sim,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Micra,1.5 DCi Tekna S/S,Diesel,Setembro,2017,124 475 km,1 461 cm3,90 cv,Sim,Utilitário,Laranja,Metalizado,Manual,5,5,5,,,,,Importado,,,,Usados,14 980        EUR,8088496655,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 EcoBoost Connected,Gasolina,Agosto,2020,55 608 km,998 cm3,95 cv,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,,,,,,,,,Usados,14 990        EUR,8088720660,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Sportback,1.6 TDI Sport,Diesel,Janeiro,2014,139 440 km,1 598 cm3,105 cv,Sim,Citadino,Preto,Metalizado,Manual,5,5,5,,,,,,,,,Usados,14 990        EUR,8088913075,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308,1.2 PureTech Active Pack,Gasolina,Agosto,2020,135 800 km,1 199 cm3,110 cv,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,,,,,,,,,Usados,14 990        EUR,8088488086,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,,Sim,,Sim,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,MINI,Cooper,SD,Diesel,Fevereiro,2011,172 295 km,1 995 cm3,143 cv,Sim,Citadino,Laranja,Metalizado,Manual,6,3,4,,,,,,,,,Usados,12 990        EUR,8088915257,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A3 Sportback,1.6 TDI S-line,Diesel,Junho,2012,222 000 km,1 598 cm3,105 cv,,Utilitário,Preto,Metalizado,Manual,,5,5,,,,,,,"4,60 l/100km",,Usados,9 900        EUR,8089584853,12 Julho 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 e-HDi Active,Diesel,Novembro,2014,171 000 km,1 560 cm3,115 cv,,Carrinha,Preto,Metalizado,Manual,6,5,5,Tracção dianteira,100 g/km,,2,Nacional,,"4,20 l/100km",,Usados,14 000        EUR,8089390416,12 Julho 2023,,,18 Meses,Classe 1,,,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Particular,Kia,Carens,2.0 CRDi EX,Diesel,Abril,2010,285 000 km,1 991 cm3,140 cv,,Monovolume,Cinzento,Metalizado,Manual,,5,7,Tracção dianteira,,,,,,"7,80 l/100km",,Usados,5 500        EUR,8090011393,10 Julho 2023,,,,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Novembro,2015,147 317 km,1 560 cm3,120 cv,,Carrinha,Branco,,Manual,6,5,5,,,01/11/2023,,,,,,Usados,12 990        EUR,8089805349,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,,Diesel,Dezembro,2015,132 000 km,1 560 cm3,120 cv,,Carrinha,Azul,,Manual,6,5,5,,,01/12/2023,,,Sim,,,Usados,12 990        EUR,8088008350,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 EcoBoost Titanium,Gasolina,Março,2019,76 655 km,998 cm3,100 cv,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,,,,,,,,,Usados,13 990        EUR,8089754250,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,DS3,1.6 e-HDi So Chic,Diesel,Abril,2014,145 412 km,1 560 cm3,92 cv,Sim,Pequeno citadino,Branco,,Manual,5,3,5,,,,,,,,,Usados,12 990        EUR,8088720668,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Juke,1.6 Eco Tekna Sport,Gasolina,Outubro,2010,211 688 km,1 598 cm3,117 cv,Sim,Utilitário,Vermelho,Metalizado,Manual,5,5,5,,,,,Nacional,,,,Usados,9 900        EUR,8089120434,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Sandero,0.9 TCe Stepway,Gasolina,Março,2017,96 997 km,898 cm3,90 cv,Sim,Utilitário,Castanho,Metalizado,Manual,5,5,5,,,,,,,,,Usados,12 990        EUR,8089390187,13 Julho 2023,Sim,,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech Shine,Gasolina,Dezembro,2019,63 939 km,1 199 cm3,110 cv,Sim,Utilitário,Vermelho,Metalizado,Manual,6,5,5,,,,,,,,,Usados,14 450        EUR,8089390121,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Confort,Diesel,Abril,2017,149 755 km,1 461 cm3,75 cv,Sim,Citadino,Preto,,Manual,5,5,5,,,,,,,,,Usados,12 550        EUR,8089390165,13 Julho 2023,Sim,,18 Meses,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,+Comfort Package Advance,Eléctrico,Dezembro,2013,145 837 km,,170 cv,Sim,Citadino,Cinzento,,Automática,,5,4,,,,,,,,,Usados,14 990        EUR,8088720252,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,Sim,,,,,Própria,,,,Série i,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 EcoBoost Active,Gasolina,Abril,2019,93 843 km,998 cm3,85 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,,,,,,,,Usados,14 990        EUR,8088488082,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Signature,Gasolina,Fevereiro,2019,51 300 km,1 199 cm3,82 cv,,Utilitário,Preto,Metalizado,Manual,,5,5,,,01/02/2025,,,Sim,,,Usados,13 990        EUR,8088773105,13 Julho 2023,Sim,Sim,18 Meses,,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Verso-S,,Diesel,Fevereiro,2011,90 000 km,1 464 cm3,90 cv,Sim,Utilitário,Cinzento,,Manual,5,5,5,,,,1,Nacional,Sim,,,Usados,13 950        EUR,8087358405,13 Julho 2023,,,18 Meses,Classe 1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,,Diesel,Outubro,2017,122 000 km,1 560 cm3,120 cv,,Carrinha,Preto,,Manual,6,5,5,,,01/10/2023,,,Sim,,,Usados,14 990        EUR,8089629699,13 Julho 2023,Sim,Sim,18 Meses,Classe 2,Sim,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,BMW,118,d Line Urban,Diesel,Março,2012,225 000 km,1 995 cm3,143 cv,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,,,,1,,Sim,,,Usados,14 950        EUR,8088555685,13 Julho 2023,,,18 Meses,Classe 1,,Sim,,,,,,,,,,,Série 1,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Outubro,2021,31 885 km,999 cm3,70 cv,,Pequeno citadino,Preto,Metalizado,Manual,,3,5,,,,,,Sim,,,Usados,14 480        EUR,8089988778,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,Sim,Sim,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Março,2016,78 839 km,898 cm3,90 cv,Sim,Citadino,Vermelho,Metalizado,Manual,5,5,5,,,,,Importado,,,,Usados,12 670        EUR,8089779978,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,,Diesel,Dezembro,2015,122 770 km,1 560 cm3,120 cv,,Carrinha,Preto,,Manual,6,5,5,,,01/12/2023,,,,,,Usados,13 990        EUR,8088826250,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Dezembro,2015,141 000 km,1 560 cm3,120 cv,,Carrinha,Azul,,Manual,6,5,5,,,01/12/2023,1,,Sim,,,Usados,13 990        EUR,8089805324,13 Julho 2023,Sim,,18 Meses,Classe 1,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,308 SW,,Diesel,Dezembro,2015,131 000 km,1 560 cm3,120 cv,,Carrinha,Cinzento,,Manual,6,5,5,,,01/12/2023,,,Sim,,,Usados,13 990        EUR,8089805321,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,Sim,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d EDynamics Line Sport,Diesel,Janeiro,2013,239 000 km,1 598 cm3,116 cv,,Utilitário,Branco,Metalizado,Manual,6,5,5,Tracção traseira,99 g/km,,,,Sim,"4,40 l/100km","3,40 l/100km",Usados,12 950        EUR,8089996184,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,Sim,,,,,,,,,Sim,,Série 1,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.6 TDCi Titanium,Diesel,Maio,2013,159 971 km,1 560 cm3,115 cv,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,,,,,Nacional,,,,Usados,10 950        EUR,8089772585,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Allure,Gasolina,Novembro,2017,121 708 km,1 199 cm3,110 cv,Sim,Citadino,Prateado,Metalizado,Manual,5,5,5,,,,,,,,,Usados,12 990        EUR,8089390184,13 Julho 2023,Sim,,18 Meses,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForTwo,1.0 71 Passion Aut.,Gasolina,Maio,2017,123 286 km,999 cm3,71 cv,Sim,Pequeno citadino,Azul,Metalizado,Automática,6,2,2,,,,,Nacional,,,,Usados,9 990        EUR,8089895183,13 Julho 2023,Sim,Sim,36 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Giulietta,1.6 JTDm Distinctive,Diesel,Julho,2014,126 098 km,1 598 cm3,105 cv,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,,,,1,Importado,,,,Usados,13 970        EUR,8087074131,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 X-Play,Gasolina,Fevereiro,2020,36 000 km,998 cm3,72 cv,Sim,Citadino,Branco,Metalizado,Manual,5,5,4,Tracção dianteira,113 g/km,,,,Sim,"4,90 l/100km","3,60 l/100km",Usados,12 780        EUR,8089602556,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,108 €,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Confort,Diesel,Maio,2013,137 235 km,1 461 cm3,90 cv,,Utilitário,Cinzento,,Manual,,5,5,,,,,Nacional,,,,Usados,10 990        EUR,8090035854,13 Julho 2023,Sim,Sim,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.3 16V MJ Lounge S&S,Diesel,Setembro,2011,135 000 km,1 248 cm3,95 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,3,5,,,01/09/2023,,Nacional,,,,Usados,9 450        EUR,8089508051,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Yaris,1.0 VVT-i AC,Gasolina,Julho,2011,132 000 km,998 cm3,70 cv,Sim,Utilitário,Preto,Metalizado,Manual,5,3,5,,,01/07/2023,,Nacional,,,,Usados,8 750        EUR,8089507953,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Confort,Diesel,Abril,2010,190 000 km,1 461 cm3,68 cv,Sim,Utilitário,Prateado,Metalizado,Manual,5,5,5,,,01/04/2024,,Nacional,,,,Usados,6 950        EUR,8089507993,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 X-Play+X-Touch,Gasolina,Outubro,2019,72 309 km,998 cm3,72 cv,,Citadino,Vermelho,,Manual,,5,4,,92 g/km,23/10/2023,1,Importado,Sim,,,Usados,12 450        EUR,8089989017,13 Julho 2023,Sim,Sim,18 Meses,,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Smart,ForTwo,0.8 cdi Passion 54,Diesel,Abril,2014,176 000 km,799 cm3,54 cv,,Pequeno citadino,Amarelo,Metalizado,Automática,5,3,2,Tracção traseira,86 g/km,,1,Nacional,Sim,"3,30 l/100km","3,30 l/100km",Usados,6 900        EUR,8089965623,12 Julho 2023,,,,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,MINI,Cabrio,Cooper D,Diesel,Março,2012,143 351 km,1 598 cm3,112 cv,Sim,Cabrio,Preto,Metalizado,Manual,6,3,4,Tracção dianteira,105 g/km,06/03/2024,,,Sim,"4,50 l/100km","3,70 l/100km",Usados,12 900        EUR,8090000382,13 Julho 2023,,,,Classe 1,Sim,Sim,,,,,,,,"148,58 €",,,,,,,,StandVirtual,Yes
Particular,SEAT,Ibiza,,Diesel,Março,2018,45 000 km,1 598 cm3,90 cv,,Sedan,Branco,Pérola,Manual,,5,,,,,,,,,,Usados,13 500        EUR,8089580410,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Março,2017,135 000 km,1 461 cm3,90 cv,Sim,Carrinha,Cinzento,,Manual,,5,5,,,,,Nacional,,,,Usados,14 990        EUR,8089237081,13 Julho 2023,Sim,Sim,18 Meses,Classe 1,Sim,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 VTi Active,Gasolina,Outubro,2013,119 015 km,1 199 cm3,82 cv,Sim,Citadino,Cinzento,,Manual,,3,,,,,,Nacional,,,,Usados,11 990        EUR,8089773804,13 Julho 2023,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
