Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Garantia de Stand (incl. no preço),Possibilidade de financiamento,Tipo de cor,Não fumador,Inspecção válida até,Autonomia,Consumo,Capacidade da bateria,Bateria,IVA Discriminado,IUC,Autonomia Máxima,Sub-modelo,Consumo Combinado,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard,Diesel,Janeiro,2022,32 320 km,1 598 cm3,116 cv,SUV / TT,Cinzento,Manual,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,36 900,8092054242,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-ID8PDqXU.html,Sim,60 Meses,,,,,,,,,Sim,,,,"5,50 l/100km",15 Abril 2029,,StandVirtual,Yes,2024-04-14
Particular,Porsche,Panamera,Diesel,Diesel,Fevereiro,2014,255 000 km,2 967 cm3,300 cv,Utilitário,Outra,Automática,8,5,4,,Tracção traseira,169 g/km,,,,,"7,70 l/100km","5,60 l/100km",Usados,Mostrar VIN,38 000,8092088070,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8PDzLv.html,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,C-HR,1.8 Hybrid Exclusive+P.Luxury,Híbrido (Gasolina),Março,2022,34 000 km,1 798 cm3,122 cv,SUV / TT,Preto,Automática,,5,5,,,112 g/km,,Nacional,,,,,Usados,Mostrar VIN,34 750,8092156844,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-exclusive-p-luxury-ID8PDREM.html,Sim,36 Meses,Sim,,,,,,,,,,,,,15 Abril 2027,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,Corolla,1.8 Hybrid Square Collection,Híbrido (Gasolina),Setembro,2022,10 000 km,1 798 cm3,122 cv,Utilitário,Branco,Automática,,5,,,,,,Nacional,,,,,Usados,Mostrar VIN,36 000,8092156829,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-corolla-1-8-hybrid-square-collection-ID8PDREx.html,Sim,36 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,C-HR,1.8 Hybrid Exclusive,Híbrido (Gasolina),Março,2022,34 000 km,1 798 cm3,122 cv,SUV / TT,Cinzento,Automática,,5,5,,,111 g/km,,Nacional,,,,,Usados,Mostrar VIN,33 500,8092156843,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-exclusive-ID8PDREL.html,Sim,36 Meses,Sim,,,,,,,,,,,,,15 Abril 2027,,StandVirtual,Yes,2024-04-14
Profissional,Toyota,C-HR,1.8 Hybrid Exclusive+P.Luxury,Híbrido (Gasolina),Julho,2022,12 865 km,1 798 cm3,122 cv,SUV / TT,Dourado,Automática,,5,,,,112 g/km,,Nacional,,,,,Usados,Mostrar VIN,34 750,8092156859,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-exclusive-p-luxury-ID8PDRF1.html,Sim,98 Meses,Sim,,,,,,,,,,,,,7 Julho 2032,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,C 250,,Diesel,Dezembro,2018,107 000 km,2 143 cm3,204 cv,Coupé,Branco,Automática,,2,4,Classe 1,,,,,,,,,Usados,,35 990,8090541772,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-ID8Px5we.html,Sim,18 Meses,,,Sim,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,CLA 180,,Diesel,Maio,2023,24 656 km,1 950 cm3,116 cv,Coupé,Cinzento,Automática,,5,,,,,,Nacional,Sim,,,,Usados,,35 490,8092219353,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PE7UZ.html,Sim,24 Meses,Sim,Metalizado,,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,GLC 300,e 4Matic,Híbrido (Gasolina),Agosto,2020,84 500 km,1 991 cm3,320 cv,SUV / TT,Preto,Automática,,5,,Classe 1,,,,,,,,,Usados,,40 750,8091544052,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-300-e-4matic-ID8PBif2.html,,,,Metalizado,,,,,,,,,,Classe GLC,,,,StandVirtual,Yes,2024-04-14
Profissional,Tesla,Model 3,Standard Range Plus RWD,Eléctrico,Agosto,2021,19 500 km,,283 cv,Sedan,Branco,Automática,,4,,,Tracção traseira,,,,Sim,Sim,,,Usados,Mostrar VIN,32 500,8092274186,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-range-plus-rwd-ID8PEmbo.html,Sim,18 Meses,Sim,Pérola,,,,,55 kWh,Própria,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Honda,Civic,2.0 VTEC Turbo Type R GT,Gasolina,Julho,2018,90 000 km,1 996 cm3,320 cv,Utilitário,Cinzento,Manual,6,5,4,Classe 1,Tracção dianteira,,1,Importado,Sim,Sim,"9,70 l/100km",,Usados,,41 900,8090573424,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-vtec-turbo-type-r-gt-ID8PxdJK.html,,18 Meses,Sim,Pérola,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,X2,18 i SDrive Auto Line Sport,Gasolina,Fevereiro,2020,69 267 km,1 499 cm3,140 cv,SUV / TT,Bege,Automática,7,5,5,Classe 1,Tracção dianteira,,1,,Sim,Sim,,,Usados,,34 900,8087430314,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-i-sdrive-auto-line-sport-ID8Pk24q.html,Sim,18 Meses,Sim,,Sim,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-14
Particular,Jaguar,F-Pace,2.0 i4D Prestige Aut.,Diesel,Setembro,2019,148 000 km,1 999 cm3,180 cv,SUV / TT,Cinzento,Automática,,5,5,,Integral,,,Importado,,Sim,,,Usados,,32 900,8088508294,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-prestige-aut-ID8Poywc.html,Sim,,,Metalizado,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,C 250,(BlueTEC) d 4Matic Station 7G-TRONIC,Diesel,Maio,2016,87 000 km,2 143 cm3,204 cv,Carrinha,Preto,Automática,7,5,5,Classe 1,Integral,129 g/km,,Importado,,Sim,6 l/100km,"4,40 l/100km",Usados,Mostrar VIN,31 500,8092182283,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-bluetec-d-4matic-station-7g-tronic-ID8PDYh5.html,,,,,Sim,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC Exclusive,Diesel,Janeiro,2020,161 000 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,9,5,5,Classe 1,Tracção traseira,128 g/km,1,,Sim,Sim,"5,80 l/100km","4,30 l/100km",Usados,Mostrar VIN,39 400,8090646214,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-exclusive-ID8PxvFM.html,Sim,18 Meses,Sim,Metalizado,,31 Janeiro 2025,,,,,Sim,,,Classe E,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,E 220,d T 9G-TRONIC Exclusive,Diesel,Janeiro,2020,161 000 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,9,5,5,Classe 1,Tracção traseira,128 g/km,1,,Sim,Sim,"5,80 l/100km","4,30 l/100km",Usados,Mostrar VIN,39 400,8090646214,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-t-9g-tronic-exclusive-ID8PxvFM.html,Sim,18 Meses,Sim,Metalizado,,31 Janeiro 2025,,,,,Sim,,,Classe E,,,,StandVirtual,Yes,2024-04-14
Profissional,Maserati,Ghibli,3.0 V6,Diesel,Agosto,2014,277 000 km,2 987 cm3,275 cv,Sedan,Preto,Automática,8,4,5,Classe 1,Tracção traseira,158 g/km,,,,Sim,"7,70 l/100km","4,90 l/100km",Usados,,41 990,8090730894,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/maserati-ghibli-3-0-v6-ID8PxSHA.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2019,135 280 km,1 995 cm3,190 cv,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,155 g/km,1,Nacional,Sim,Sim,,,Usados,Mostrar VIN,31 990,8089608724,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtaM4.html,Sim,18 Meses,Sim,Metalizado,Sim,27 Novembro 2025,,,,,Sim,"271,56 €",,Série 5,,,,StandVirtual,Yes,2024-04-14
Particular,Land Rover,Range Rover Sport,3.0 SDV6 HSE Dynamic,Diesel,Janeiro,2014,181 000 km,2 993 cm3,292 cv,SUV / TT,Preto,Automática,8,5,,,Integral,199 g/km,,,,,"8,70 l/100km","6,80 l/100km",Usados,Mostrar VIN,37 500,8092085654,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-sport-3-0-sdv6-hse-dynamic-ID8PDz8y.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Tesla,Model Y,Tração Traseira,Eléctrico,Setembro,2023,39 000 km,,299 cv,SUV / TT,Preto,Automática,,5,,,,,,,,,,,Usados,Mostrar VIN,38 900,8092225923,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-trao-traseira-ID8PE9CX.html,Sim,18 Meses,Sim,,,,,,60 kWh,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Cupra,Formentor,1.4 e-Hybrid DSG VZ,Híbrido Plug-In,Junho,2021,35 789 km,1 395 cm3,245 cv,SUV / TT,Branco,Automática,,5,,,,,,,,,,,Usados,,31 450,8091820973,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-4-e-hybrid-dsg-vz-ID8PCshw.html,,,,,,,53 km,"15,70 kWh/100km",,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,VW,Golf,2.0 TSI GTI Clubsport DSG,Gasolina,Agosto,2021,30 360 km,1 984 cm3,300 cv,Utilitário,Cinzento,Automática,7,5,5,Classe 1,Tracção dianteira,,1,Importado,Sim,Sim,"8,40 l/100km","5,60 l/100km",Usados,Mostrar VIN,40 950,8092165121,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-clubsport-dsg-ID8PDTOh.html,Sim,18 Meses,Sim,Metalizado,Sim,10 Agosto 2025,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),Setembro,2022,41 530 km,1 332 cm3,218 cv,Utilitário,Branco,Automática,8,5,5,,Tracção dianteira,,,Nacional,,Sim,,,Usados,,36 700,8091250815,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-ID8PA3Xp.html,Sim,24 Meses,,Metalizado,Sim,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Abril,2023,10 500 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,,5,7,,,,,Nacional,,,,,Usados,Mostrar VIN,34 990,8091086826,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-active-pack-eat8-ID8Pzniq.html,Sim,18 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,C 250,d,Diesel,Julho,2017,123 000 km,2 143 cm3,204 cv,Coupé,Branco,Automática,9,3,,,,,1,Nacional,,Sim,,,Usados,,38 000,8092274158,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-ID8PEmaV.html,,,,,,,,,,,,,,Classe C,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Fevereiro,2023,10 513 km,1 332 cm3,163 cv,Utilitário,Preto,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,36 500,8090816928,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8Pyf5e.html,Sim,24 Meses,,,,,,,,,,,,Classe A,"5,90 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,Mitsubishi,L200,2.3 DI-D CD Invite 2WD,Diesel,Outubro,2022,44 500 km,2 268 cm3,150 cv,SUV / TT,Branco,Manual,,4,3,,,,,Nacional,,,,,Usados,Mostrar VIN,34 990,8090342882,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-2-3-di-d-cd-invite-2wd-ID8PvfLk.html,Sim,18 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,3008,,Híbrido (Gasolina),Agosto,2023,100 km,1 199 cm3,136 cv,SUV / TT,Preto,Automática,,5,5,,,,,,,,,,Usados,Mostrar VIN,37 000,8092196945,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PE25z.html,Sim,36 Meses,Sim,,,,,,,,Sim,,,,7 l/100km,,,StandVirtual,Yes,2024-04-14
Profissional,MINI,Electric,Cooper SE Premium Resolute Edition,Eléctrico,Abril,2022,14 208 km,,184 cv,Utilitário,Verde,Automática,,3,4,,,,,,,,,,Usados,Mostrar VIN,31 750,8090000194,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-premium-resolute-edition-ID8PuOC6.html,Sim,36 Meses,Sim,,,,,,,,,,,,,14 Abril 2027,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),Setembro,2022,13 829 km,1 332 cm3,218 cv,Utilitário,Branco,Automática,8,5,5,,Tracção dianteira,,,Nacional,,Sim,,,Usados,,36 800,8091250794,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-ID8PA3X4.html,Sim,24 Meses,Sim,Metalizado,Sim,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Março,2023,15 000 km,1 332 cm3,163 cv,Utilitário,Branco,Automática,,5,5,,,,,Nacional,,,,,Usados,Mostrar VIN,38 000,8091288060,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PAdE8.html,Sim,24 Meses,,,,,,,,,,,,Classe A,"5,90 l/100km",,,StandVirtual,Yes,2024-04-14
Profissional,Citroën,Spacetourer,1.5 BlueHDi M Business,Diesel,Maio,2021,81 500 km,1 499 cm3,120 cv,Carrinha,Cinzento,Manual,,4,9,,,,,Nacional,,,,,Usados,Mostrar VIN,40 990,8090518378,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-spacetourer-1-5-bluehdi-m-business-ID8PvZpU.html,Sim,18 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Citroën,Spacetourer,1.5 BlueHDi M Business,Diesel,Maio,2021,90 500 km,1 499 cm3,120 cv,Carrinha,Cinzento,Manual,,4,9,,,,,Nacional,,,,,Usados,Mostrar VIN,40 990,8090518372,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-spacetourer-1-5-bluehdi-m-business-ID8PvZpO.html,Sim,18 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,VW,Golf,2.0 TSI GTi TCR DSG,Gasolina,Setembro,2019,92 381 km,1 984 cm3,290 cv,Utilitário,Preto,Automática,7,5,5,Classe 1,Tracção dianteira,,1,Importado,Sim,Sim,"8,30 l/100km","5,70 l/100km",Usados,Mostrar VIN,34 950,8092164965,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-tcr-dsg-ID8PDTLL.html,Sim,18 Meses,Sim,Metalizado,Sim,10 Setembro 2025,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Volvo,V60,2.0 T6 AWD TE Inscription Expression,Híbrido Plug-In,Novembro,2021,24 907 km,1 969 cm3,340 cv,Carrinha,Azul,Automática,8,5,5,Classe 1,Integral,41 g/km,1,Nacional,Sim,Sim,,,Usados,,37 200,8092049490,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t6-awd-te-inscription-expression-ID8PDpJg.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,A 250,e Style Plus,Híbrido Plug-In,Dezembro,2022,7 808 km,1 332 cm3,218 cv,Citadino,Castanho,Automática,8,5,,,Tracção dianteira,22 g/km,,,,,,,Usados,Mostrar VIN,30 950,8092224480,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8PE9fG.html,,,,,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-14
Particular,Skoda,Superb Break,1.4 TSI iV Laurin&Klement DSG,Híbrido Plug-In,Maio,2021,32 000 km,1 395 cm3,218 cv,Carrinha,Cinzento,Automática,6,5,5,,Tracção dianteira,27 g/km,,,Sim,Sim,,,Usados,Mostrar VIN,30 990,8091920150,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-superb-break-1-4-tsi-iv-laurin-klement-dsg-ID8PCS58.html,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Volvo,XC 60,2.0 T8 PHEV Inscription AWD,Híbrido Plug-In,Março,2018,154 000 km,1 969 cm3,408 cv,SUV / TT,Branco,Automática,8,5,5,,Integral,54 g/km,,,,,,,Usados,Mostrar VIN,31 000,8092274149,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-t8-phev-inscription-awd-ID8PEmaN.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Audi,A5 Sportback,2.0 TDI S-line S tronic,Diesel,Agosto,2019,120 000 km,1 968 cm3,190 cv,Sedan,Preto,Automática,,5,5,,,,,,,Sim,,,Usados,,42 990,8092100453,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-s-line-s-tronic-ID8PDCZf.html,,36 Meses,Sim,Metalizado,,,,,,,,,,,,1 Janeiro 0001,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 200 Limousine,AMG Line Aut.,Gasolina,Fevereiro,2023,7 566 km,1 332 cm3,163 cv,Sedan,Preto,Automática,7,4,5,Classe 1,Tracção dianteira,136 g/km,,Nacional,Sim,Sim,,"4,70 l/100km",Usados,Mostrar VIN,38 990,8090533329,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-limousine-amg-line-aut-ID8Px3j3.html,Sim,24 Meses,Sim,,Sim,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-14
Particular,BMW,420,d Cabrio Aut.,Diesel,Março,2017,70 000 km,1 995 cm3,190 cv,Cabrio,Branco,Automática,8,2,4,Classe 1,Tracção traseira,116 g/km,2,Importado,Sim,Sim,"5,20 l/100km","3,90 l/100km",Usados,Mostrar VIN,31 000,8092274106,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-cabrio-aut-ID8PEma6.html,,,,Metalizado,Sim,20 Março 2025,,,,,,,560 km,Série 4,,,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,408,1.6 Hybrid GT e-EAT8,Híbrido Plug-In,Junho,2023,7 500 km,1 598 cm3,180 cv,SUV / TT,Cinzento,Automática,,5,5,,Tracção dianteira,,,Importado,Sim,Sim,,,Usados,,42 900,8091623107,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-408-1-6-hybrid-gt-e-eat8-ID8PBCO7.html,,18 Meses,Sim,Metalizado,Sim,1 Junho 2027,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,MINI,Countryman,Cooper S E ALL4 Auto,Híbrido (Gasolina),Janeiro,2021,50 000 km,1 499 cm3,224 cv,SUV / TT,Verde,Automática,,5,5,,,,,,,,,,Usados,,36 000,8092064322,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-s-e-all4-auto-ID8PDtAu.html,,36 Meses,Sim,Metalizado,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Tesla,Model Y,Long Range Dual Motor AWD,Eléctrico,Novembro,2022,31 626 km,,514 cv,SUV / TT,Branco,Automática,,5,5,Classe 1,,,1,Importado,,Sim,,,Usados,,42 899,8092100528,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-dual-motor-awd-ID8PDD0s.html,Sim,18 Meses,Sim,,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Tesla,Model Y,Long Range Dual Motor AWD,Eléctrico,Novembro,2022,28 249 km,,514 cv,SUV / TT,Branco,Automática,,5,5,Classe 1,,,1,Importado,,Sim,,,Usados,,42 999,8092100526,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-dual-motor-awd-ID8PDD0q.html,Sim,18 Meses,Sim,,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Hyundai,Tucson,1.6 T-GDI PHEV Vanguard+TA,Híbrido Plug-In,Setembro,2021,63 160 km,1 598 cm3,266 cv,SUV / TT,Azul,Automática,,5,5,Classe 1,Integral,33 g/km,1,,Sim,Sim,,,Usados,,35 900,8092209053,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-phev-vanguard-ta-ID8PE5eR.html,Sim,18 Meses,Sim,Metalizado,Sim,10 Setembro 2025,,,,,Sim,,53 km,,2 l/100km,10 Setembro 2026,,StandVirtual,Yes,2024-04-14
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Setembro,2019,112 140 km,,351 cv,Sedan,Preto,Automática,,4,5,Classe 1,,,1,,,Sim,,,Usados,,31 900,8092036592,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8PDmne.html,Sim,36 Meses,Sim,,,,,,,Própria,,,,,,1 Janeiro 0001,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,EQA,250 AMG Line,Eléctrico,Dezembro,2021,34 973 km,,190 cv,SUV / TT,Preto,Automática,1,5,5,Classe 1,Tracção dianteira,,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,44 990,8091389441,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-eqa-250-amg-line-ID8PAE1j.html,Sim,24 Meses,Sim,Metalizado,,,426 km,"17,70 kWh/100km",,Própria,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Abril,2018,158 000 km,2 143 cm3,150 cv,SUV / TT,Cinzento,Automática,8,5,5,,,,,Importado,Sim,Sim,,,Usados,Mostrar VIN,33 500,8087852533,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PlNUp.html,,18 Meses,Sim,Metalizado,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Ford,Kuga,2.5 PHEV ST-Line X,Híbrido Plug-In,Julho,2023,3 500 km,2 488 cm3,225 cv,SUV / TT,Branco,Automática,1,5,5,,Tracção dianteira,22 g/km,,Nacional,,Sim,,,Novos,Mostrar VIN,38 900,8091805586,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-kuga-2-5-phev-st-line-x-ID8PCohk.html,,36 Meses,Sim,,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Mazda,CX-30,2.0 e-Skyactiv-G Homura,Gasolina,Março,2023,7 000 km,1 998 cm3,150 cv,SUV / TT,Dourado,Manual,6,5,5,Classe 1,Tracção dianteira,134 g/km,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,32 990,8091643939,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mazda-cx-30-2-0-e-skyactiv-g-homura-ID8PBIe7.html,,60 Meses,Sim,,Sim,,,,,,,,,,,21 Março 2029,150 000 km,StandVirtual,Yes,2024-04-14
Profissional,Volvo,XC 90,2.0 D4 Momentum,Diesel,Outubro,2016,188 711 km,1 969 cm3,190 cv,SUV / TT,Cinzento,Automática,7,5,7,Classe 1,,,1,Nacional,Sim,Sim,,,Usados,,34 750,8090855525,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-momentum-ID8Pyp7L.html,,18 Meses,Sim,Metalizado,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Audi,A5 Cabrio,2.0 TDi quattro S-line S tronic,Diesel,Julho,2017,80 000 km,1 968 cm3,190 cv,Cabrio,Cinzento,Automática,7,2,,,Integral,127 g/km,,,,,"5,50 l/100km","4,50 l/100km",Usados,Mostrar VIN,41 000,8091561228,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a5-cabrio-2-0-tdi-quattro-s-line-s-tronic-ID8PBmI4.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,CLS 250,d,Diesel,Março,2017,82 500 km,2 143 cm3,204 cv,Sedan,Cinzento,Automática,9,4,4,Classe 1,Tracção traseira,120 g/km,1,Nacional,Sim,Sim,"5,50 l/100km","4,10 l/100km",Usados,,34 990,8092274114,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-250-d-ID8PEmae.html,,,,Metalizado,Sim,25 Março 2025,,,,,,,,Classe CLS,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Dezembro,2021,3 600 km,1 950 cm3,116 cv,Carrinha,Branco,Automática,,5,,,,,1,Nacional,Sim,Sim,"5,50 l/100km",,Usados,,43 900,8091101363,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8Pzr4T.html,,18 Meses,Sim,Metalizado,Sim,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-04-14
