Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Filtro de partículas,Garantia de Fábrica até,ou até,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Não fumador,Emissões CO2,Consumo Extra Urbano,Autonomia,Valor Fixo,IUC,Consumo Combinado,Sub-modelo,Autonomia Máxima,Bateria,Consumo,Capacidade da bateria,Gancho de Reboque,Clássico,Site,Portugal,Data
Profissional,Peugeot,3008,1.5 BlueHDi Allure EAT8,Diesel,Agosto,2018,80 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,,Sim,,,Usados,24 900        EUR,8089687186,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-eat8-ID8PtwbA.html,,Sim,Sim,101 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Abril,2018,110 000 km,1 461 cm3,110 cv,Sim,Carrinha,Preto,,Manual,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,16 900        EUR,8089748319,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PtL5B.html,,Sim,Sim,95 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban,Diesel,Janeiro,2018,175 000 km,1 461 cm3,109 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,,5,5,,,,,,,18 Meses,,,Sim,Sim,"4,60 l/100km",Usados,20 000        EUR,8090491726,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PvSu2.html,,,Sim,,,,Sim,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,420 Gran Coupé,d Advantage Auto,Diesel,Março,2016,129 000 km,1 995 cm3,190 cv,Sim,Sedan,Azul,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,26 900        EUR,8089778214,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-advantage-auto-ID8PtSRM.html,,Sim,Sim,106 g/km,,,,,,Série 4,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Skoda,Scala,1.0 TSI Ambition,Gasolina,Julho,2021,38 987 km,999 cm3,95 cv,Sim,Utilitário,Cinzento,,Manual,5,5,5,,Tracção dianteira,,,,,36 Meses,,,,,,Usados,17 980        EUR,8090545825,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-scala-1-0-tsi-ambition-ID8Px6yB.html,,Sim,,119 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Fiat,500,1.2 Lounge S&S,Gasolina,Julho,2019,93 143 km,1 242 cm3,69 cv,Sim,Citadino,Cinzento,Metalizado,Manual,5,3,4,Classe 1,,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,15 990        EUR,8089188697,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-s-s-ID8Prpwr.html,,Sim,Sim,89 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,508,1.5 BlueHDi Allure EAT8,Diesel,Fevereiro,2018,126 624 km,1 499 cm3,130 cv,Sim,Sedan,Preto,Metalizado,Automática,,5,5,Classe 1,,,,,,18 Meses,1,,Sim,Sim,,Usados,24 900        EUR,8089289366,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-allure-eat8-ID8PrPH8.html,,Sim,Sim,99 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 180,BlueTEC Avantgarde+ Aut.,Diesel,Novembro,2015,174 500 km,1 598 cm3,116 cv,Sim,Sedan,Prateado,,Automática,,4,5,Classe 1,,,,,,18 Meses,2,Nacional,,Sim,,Usados,21 990        EUR,8090337163,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-bluetec-avantgarde-aut-ID8Pveh5.html,,Sim,Sim,98 g/km,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta,Diesel,Junho,2018,103 400 km,1 461 cm3,110 cv,Sim,SUV / TT,Cinzento,,Manual,6,5,5,,,Sim,,,,18 Meses,,Importado,,,,Usados,19 900        EUR,8090327791,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-ID8PvbPW.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Junho,2022,10 800 km,999 cm3,110 cv,Sim,SUV / TT,Branco,,Manual,,5,5,,,,,,,36 Meses,,Nacional,Sim,,,Usados,24 000        EUR,8089160570,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-fr-ID8PribM.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Fiat,500,1.0 GSE Hybrid Dolcevita,Gasolina,Julho,2022,6 900 km,999 cm3,70 cv,,Citadino,Branco,,Manual,,3,,,,,,,,,,,,,,Usados,15 900        EUR,8090170068,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-gse-hybrid-dolcevita-ID8PwvO0.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Junho,2021,49 000 km,999 cm3,80 cv,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,,,,18 Meses,,Nacional,Sim,Sim,,Usados,15 750        EUR,8088284771,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PnClZ.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Smart,ForFour,1.0 Passion 71 Aut.,Gasolina,Fevereiro,2019,90 360 km,999 cm3,71 cv,Sim,Citadino,Laranja,,Automática,6,5,,,Tracção traseira,,,,,24 Meses,,Nacional,,,5 l/100km,Usados,16 490        EUR,8090308585,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-aut-ID8Pv6Q9.html,,Sim,,96 g/km,"3,60 l/100km",,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Smart,ForFour,EQ Passion,Eléctrico,Março,2019,39 600 km,,82 cv,Sim,Citadino,Preto,,Automática,,5,,,,,,,,24 Meses,,Importado,,,,Usados,22 990        EUR,8090308543,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-eq-passion-ID8Pv6Pt.html,,Sim,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X4,20 d xDrive Auto,Diesel,Julho,2016,135 000 km,1 995 cm3,190 cv,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,36 900        EUR,8090048432,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-auto-ID8Pw1a8.html,,Sim,Sim,136 g/km,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLC 350,e Exclusive 4-Matic,Híbrido (Gasolina),Janeiro,2018,119 225 km,1 991 cm3,320 cv,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,,Integral,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,38 990        EUR,8090595078,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-exclusive-4-matic-ID8Pxjn0.html,,Sim,Sim,,,,Sim,,,Classe GLC,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X3,18 d sDrive,Diesel,Maio,2019,92 263 km,1 995 cm3,150 cv,,SUV / TT,Cinzento,,Manual,,5,5,,,Sim,,,,18 Meses,,Importado,,Sim,,Usados,37 500        EUR,8090141022,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ID8Pwpfv.html,,Sim,Sim,,,,Sim,,,Série X,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X2,16 d sDrive Auto X Pack M,Diesel,Maio,2019,52 000 km,1 496 cm3,116 cv,Sim,SUV / TT,Dourado,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,32 950        EUR,8090114088,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-x-pack-m-ID8Pwif6.html,,Sim,Sim,134 g/km,,,Sim,"148,58 €",,Série X,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLC 220,d 4Matic 9G-TRONIC Exclusive,Diesel,Setembro,2017,109 014 km,2 143 cm3,170 cv,Sim,SUV / TT,Azul,Metalizado,Automática,9,5,5,,Integral,Sim,,,,18 Meses,,Nacional,Sim,Sim,"6,80 l/100km",Usados,41 600        EUR,8090056220,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-4matic-9g-tronic-exclusive-ID8Pw3bK.html,Sim,Sim,Sim,156 g/km,"5,40 l/100km",,Sim,,,Classe GLC,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Grand Scénic,1.3 TCe Bose Edition EDC,Gasolina,Março,2023,45 km,1 332 cm3,160 cv,Sim,Monovolume,Preto,,Automática,7,5,7,Classe 1,Tracção dianteira,,,,,36 Meses,,Nacional,,Sim,"7,40 l/100km",Usados,40 000        EUR,8089830898,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-3-tce-bose-edition-edc-ID8Pu6zv.html,,Sim,Sim,162 g/km,5 l/100km,,,"180,34 €",,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Abril,2021,41 012 km,,136 cv,Sim,SUV / TT,Cinzento,,Automática,,5,5,,Tracção dianteira,,,,,36 Meses,,,,,,Usados,30 980        EUR,8089805921,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8Pu04F.html,,Sim,,,,350 km,,,,,,,"16,60 kWh/100km",,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,5008,1.5 BlueHDi GT Line,Diesel,Março,2020,25 000 km,1 499 cm3,130 cv,Sim,SUV / TT,Branco,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,,,,,36 Meses,1,Nacional,Sim,Sim,"4,70 l/100km",Usados,34 990        EUR,8089828455,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-ID8Pu5V7.html,,Sim,,141 g/km,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Cupra,Formentor,1.5 TSI,Gasolina,Março,2022,2 500 km,1 498 cm3,150 cv,Sim,SUV / TT,Preto,,Manual,6,5,5,,,,,,,36 Meses,,,,,"6,30 l/100km",Usados,33 980        EUR,8089334632,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-ID8Ps1te.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Outubro,2022,10 700 km,1 950 cm3,116 cv,Sim,Utilitário,Branco,,Automática,,5,5,,,Sim,01/01/0001,,,36 Meses,,Nacional,Sim,Sim,,Usados,39 500        EUR,8090546733,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Px6Nf.html,,Sim,,133 g/km,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Porsche,Cayenne,II Platinum Edition,Diesel,Janeiro,2013,185 000 km,2 967 cm3,245 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 2,Tracção traseira,,,,14/01/2024,24 Meses,2,Importado,Sim,Sim,"8,40 l/100km",Usados,36 490        EUR,8088351108,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-ii-platinum-edition-ID8PnTBV.html,,Sim,Sim,,,,,,,,,,,,,Sim,StandVirtual,Yes,2023-09-16
Profissional,Volvo,V60,2.0 D4 Momentum Geartronic,Diesel,Abril,2020,71 000 km,1 969 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,01/04/2024,18 Meses,1,Nacional,Sim,Sim,"5,50 l/100km",Usados,34 980        EUR,8090058546,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-momentum-geartronic-ID8Pw3Ng.html,,Sim,Sim,145 g/km,4 l/100km,,Sim,224 €,,,1 000 km,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 220,d 8G-DCT AMG Line,Diesel,Maio,2019,96 700 km,1 950 cm3,190 cv,Sim,Sedan,Preto,Metalizado,Automática,8,5,5,Classe 1,,Sim,,,15/05/2025,18 Meses,1,Importado,Sim,Sim,,Usados,40 500        EUR,8090610726,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-220-d-8g-dct-amg-line-ID8Pxnro.html,,Sim,Sim,,,,Sim,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A6 Avant,2.0 TDi S-line S tronic,Diesel,Agosto,2018,90 000 km,1 968 cm3,190 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,,,Sim,01/01/0001,,,36 Meses,,,Sim,Sim,,Usados,39 990        EUR,8090045803,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-s-line-s-tronic-ID8Pw0tJ.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLA 200,d Progressive,Diesel,Novembro,2020,42 296 km,1 950 cm3,150 cv,Sim,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,44 000        EUR,8090048250,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-d-progressive-ID8Pw17c.html,,Sim,Sim,153 g/km,,,Sim,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Abril,2017,71 600 km,1 950 cm3,194 cv,Sim,Carrinha,Branco,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,Sim,"6,10 l/100km",Usados,38 500        EUR,8088706707,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8Ppo7p.html,,Sim,Sim,,,,Sim,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,E 220,,Diesel,Julho,2018,140 000 km,1 950 cm3,194 cv,,Coupé,Cinzento,Metalizado,Automática,9,2,4,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,38 500        EUR,8089835030,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8Pu7Ea.html,,Sim,Sim,,,,Sim,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 200,d AMG Line Aut.,Diesel,Maio,2019,90 000 km,1 598 cm3,160 cv,Sim,Sedan,Branco,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,35 900        EUR,8090299016,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-amg-line-aut-ID8Pv4lO.html,,Sim,Sim,,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 220,d AMG Line Aut.,Diesel,Janeiro,2017,93 500 km,2 143 cm3,170 cv,Sim,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,Sim,,,,18 Meses,1,Nacional,Sim,Sim,"5,30 l/100km",Usados,32 500        EUR,8088230757,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-aut-ID8PnoiN.html,,Sim,,,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna,Gasolina,Maio,2022,3 900 km,1 332 cm3,140 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,,,,,,36 Meses,1,Nacional,,Sim,7 l/100km,Usados,38 990        EUR,8086917826,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-tekna-ID8PhSKu.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Outubro,2018,24 000 km,1 950 cm3,194 cv,Sim,Sedan,Cinzento,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,Sim,"5,70 l/100km",Usados,39 900        EUR,8090410941,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8Pvxt3.html,,Sim,Sim,138 g/km,"4,10 l/100km",,Sim,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,520,d Pack M Auto,Diesel,Junho,2020,69 000 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,Sim,,,01/06/2024,36 Meses,,Nacional,Sim,Sim,"4,90 l/100km",Usados,41 900        EUR,8089850248,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PubBC.html,,Sim,,,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Golf,2.0 TSI GTI DSG,Gasolina,Abril,2021,1 000 km,1 984 cm3,245 cv,Sim,Utilitário,Preto,,Automática,,5,5,,,,,,,18 Meses,,Importado,Sim,Sim,,Usados,40 900        EUR,8089799318,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8PtYma.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Volvo,XC 60,2.0 D3 Momentum,Diesel,Julho,2018,69 000 km,1 969 cm3,150 cv,Sim,SUV / TT,Preto,,Manual,,5,5,Classe 1,,Sim,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,33 750        EUR,8089999443,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d3-momentum-ID8PuOpZ.html,,Sim,Sim,,,,Sim,"235,26 €",,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,Q5,2.0 TDI quattro Design S-tronic,Diesel,Novembro,2017,219 000 km,1 968 cm3,190 cv,Sim,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,Sim,01/01/0001,,,36 Meses,,Nacional,,Sim,,Usados,33 250        EUR,8090309519,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-quattro-design-s-tronic-ID8Pv75d.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 300,de Avantgarde,Híbrido (Diesel),Outubro,2020,112 869 km,1 950 cm3,306 cv,Sim,Sedan,Branco,,Automática,,4,5,,Tracção traseira,,,,,18 Meses,1,Nacional,Sim,,,Usados,38 990        EUR,8089820391,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8Pu3Q3.html,Sim,,Sim,33 g/km,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,Traveller,1.6 BlueHDi L1H1 Business Compact,Diesel,Julho,2018,122 965 km,1 560 cm3,115 cv,Sim,Carrinha,Cinzento,,Manual,,4,8,,Tracção dianteira,,,,,18 Meses,,Nacional,Sim,,,Usados,38 490        EUR,8090183993,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-1-6-bluehdi-l1h1-business-compact-ID8PwAqB.html,Sim,,Sim,137 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,640 Gran Coupé,d Pack M,Diesel,Junho,2013,116 000 km,2 993 cm3,313 cv,Sim,Sedan,Cinzento,Metalizado,Automática,8,4,5,Classe 1,,,,,,18 Meses,,Nacional,,Sim,,Usados,33 950        EUR,8090229080,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-gran-coup-d-pack-m-ID8PwM9O.html,,Sim,Sim,,,,Sim,,,Série 6,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Outubro,2016,97 864 km,2 143 cm3,170 cv,Sim,Cabrio,Azul,,Automática,,2,4,Classe 1,Tracção traseira,,,,,18 Meses,,Importado,,,,Usados,33 490        EUR,8089390086,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PsfTE.html,,,Sim,,,,Sim,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,148 300 km,1 995 cm3,231 cv,Sim,Carrinha,Cinzento,,Automática,,5,5,,,,,,01/09/2023,18 Meses,,Nacional,,,,Usados,34 800        EUR,8084682925,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8P8wlH.html,,Sim,,,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLE 250,d,Diesel,Fevereiro,2016,159 567 km,2 143 cm3,204 cv,Sim,SUV / TT,Preto,,Automática,9,5,5,Classe 1,,,,,,18 Meses,1,Nacional,Sim,,,Usados,43 490        EUR,8088015023,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gle-250-d-ID8Pmubd.html,Sim,,Sim,,,,Sim,,,Classe GLE,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A5 Sportback,2.0 TDI Sport S tronic,Diesel,Maio,2018,72 329 km,1 968 cm3,190 cv,Sim,Sedan,Cinzento,Metalizado,Automática,,5,5,,,,,,,36 Meses,1,Nacional,Sim,Sim,,Usados,33 500        EUR,8090482056,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-sport-s-tronic-ID8PvPY4.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),Abril,2020,84 500 km,1 332 cm3,218 cv,Sim,Utilitário,Preto,,Automática,,4,5,,,,,,01/04/2024,18 Meses,,,,,,Usados,32 800        EUR,8089657453,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-ID8Ptns1.html,,Sim,,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Outubro,2019,129 000 km,1 950 cm3,306 cv,Sim,Carrinha,Preto,,Automática,,5,5,,,,,,01/10/2023,18 Meses,,,,,,Usados,41 800        EUR,8088841974,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PpXj8.html,Sim,Sim,,,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Jeep,Compass,1.3 T Limited,Gasolina,Março,2022,31 250 km,1 332 cm3,130 cv,Sim,SUV / TT,Prateado,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,,36 Meses,,Nacional,Sim,Sim,"7,80 l/100km",Usados,33 990        EUR,8090018879,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-t-limited-ID8PuTtt.html,Sim,Sim,,158 g/km,"5,10 l/100km",,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Exclusive,Híbrido (Gasolina),Janeiro,2021,43 500 km,1 798 cm3,122 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,,,,36 Meses,,,Sim,Sim,,Usados,30 490        EUR,8089914730,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-corolla-touring-sports-1-8-hybrid-exclusive-ID8PusnE.html,Sim,Sim,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,BMW,330,e Touring Corporate Edition Auto,Híbrido (Gasolina),Julho,2021,89 000 km,1 998 cm3,292 cv,,Carrinha,Cinzento,,Automática,8,5,5,,Tracção traseira,,,,,,,,,,,Usados,39 900        EUR,8090195133,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-touring-corporate-edition-auto-ID8PwDkh.html,,,,31 g/km,,,Sim,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Julho,2020,61 032 km,1 496 cm3,116 cv,Sim,Sedan,Cinzento,,Automática,7,4,5,Classe 1,,,,,,18 Meses,1,Nacional,Sim,,,Usados,31 990        EUR,8088706863,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8Ppo9W.html,Sim,,Sim,,,,Sim,,,Série 2,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,3008,1.6 Hybrid Allure Pack e-EAT8,Híbrido (Gasolina),Julho,2021,46 815 km,1 598 cm3,225 cv,Sim,SUV / TT,Cinzento,,Automática,,5,5,,,Sim,,,,18 Meses,,Nacional,,,,Usados,36 750        EUR,8090496516,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-allure-pack-e-eat8-ID8PvTJi.html,Sim,Sim,,29 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Novembro,2020,30 000 km,1 950 cm3,190 cv,,Carrinha,Cinzento,Metalizado,Automática,1,5,5,Classe 1,Tracção dianteira,,,,,,1,Nacional,Sim,Sim,,Usados,44 000        EUR,8090481968,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-d-shooting-brake-amg-line-aut-ID8PvPVE.html,,,Sim,134 g/km,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,MINI,Clubman,Cooper D,Diesel,Janeiro,2020,53 900 km,1 995 cm3,150 cv,Sim,Carrinha,Cinzento,,Manual,6,6,5,,Tracção dianteira,Sim,,,,36 Meses,,Nacional,Sim,Sim,,Usados,32 490        EUR,8089914721,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-ID8Pusnw.html,Sim,Sim,,125 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
