Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,IVA dedutível,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Aceita retoma,Tipo de cor,Número de Mudanças,Classe do veículo,IUC,Filtro de partículas,2º Chave,Consumo Urbano,Inspecção válida até,Consumo Extra Urbano,Sub-modelo,Consumo Combinado,Autonomia,Bateria,Autonomia Máxima,Clássico,Garantia de Fábrica até,ou até,Consumo,Capacidade da bateria,Site,Portugal
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Março,2019,122 156 km,2 143 cm3,180 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,5,,,18 Meses,1,Nacional,Sim,,Usados,34 990        EUR,8089095195,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2021,45 953 km,1 461 cm3,116 cv,,,,,Utilitário,Preto,Automática,5,5,,,36 Meses,,Nacional,,,Usados,37 900        EUR,8090086943,30 Julho 2023,,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG Line 7L,Diesel,Maio,2019,112 000 km,1 950 cm3,194 cv,Sim,,,Sim,Carrinha,Preto,Automática,5,7,,,18 Meses,,Nacional,Sim,Sim,Usados,44 950        EUR,8089965490,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,,Eléctrico,Junho,2020,29 520 km,,136 cv,Sim,,Sim,Sim,SUV / TT,Azul,Automática,5,5,,,18 Meses,,,,,Usados,30 700        EUR,8088240590,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5,2.0 TDI S-line S tronic,Diesel,Outubro,2017,135 069 km,1 968 cm3,190 cv,Sim,,,Sim,Coupé,Cinzento,Automática,2,4,,,24 Meses,,,,,Usados,33 500        EUR,8090170105,30 Julho 2023,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Maio,2021,55 000 km,1 950 cm3,306 cv,Sim,Sim,Sim,Sim,Carrinha,Branco,Automática,5,5,Tracção traseira,,18 Meses,,,Sim,Sim,Usados,43 990        EUR,8089628116,30 Julho 2023,,,9,Classe 1,,,Sim,,,,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X6,xDrive40d,Diesel,Agosto,2010,145 000 km,2 993 cm3,306 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,4,,,18 Meses,,Nacional,,Sim,Usados,31 000        EUR,8090115083,30 Julho 2023,,Metalizado,,,,Sim,Sim,"8,80 l/100km",,,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,1.5 BlueHDi Allure EAT8,Diesel,Dezembro,2019,100 000 km,1 499 cm3,130 cv,Sim,,,Sim,Carrinha,Preto,Automática,5,5,,,24 Meses,,,Sim,Sim,Usados,30 950        EUR,8087435896,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Junho,2019,145 092 km,,351 cv,Sim,,Sim,Sim,Sedan,Preto,Automática,4,5,Integral,,18 Meses,1,Nacional,Sim,,Usados,35 200        EUR,8090170103,30 Julho 2023,,Metalizado,,Classe 1,,,,,30/06/2025,,,,560 km,Própria,,,,,16 kWh/100km,,StandVirtual,Yes
Profissional,Jeep,Compass,1.3 T Limited DCT,Gasolina,Agosto,2020,14 400 km,1 332 cm3,150 cv,Sim,,,Sim,SUV / TT,Cinzento,Automática,5,5,,,18 Meses,,Nacional,,,Usados,33 900        EUR,8089933384,30 Julho 2023,Sim,,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,DS,DS7 Crossback,1.5 BlueHDi Performance Line EAT8,Diesel,Dezembro,2020,122 965 km,1 499 cm3,130 cv,,,,Sim,SUV / TT,Branco,Automática,5,,Tracção dianteira,138 g/km,18 Meses,,Importado,,,Usados,30 850        EUR,8089735843,30 Julho 2023,Sim,Pérola,8,,,,,"4,20 l/100km",,"3,80 l/100km",,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8 Q4,Diesel,Março,2018,69 000 km,2 143 cm3,210 cv,,,,Sim,SUV / TT,Azul,Automática,5,5,,,24 Meses,1,Nacional,Sim,,Usados,37 900        EUR,8090053540,30 Julho 2023,Sim,Metalizado,8,,,Sim,Sim,"6,70 l/100km",,,,,,,,,01/08/2025,200 000 km,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard,Diesel,Abril,2022,46 000 km,1 598 cm3,116 cv,Sim,,,Sim,SUV / TT,Cinzento,Manual,5,5,,,18 Meses,,Nacional,Sim,Sim,Usados,35 450        EUR,8089966973,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Advantage Auto,Diesel,Janeiro,2020,50 000 km,1 995 cm3,150 cv,Sim,,,Sim,Carrinha,Cinzento,Automática,5,5,,,24 Meses,,,Sim,Sim,Usados,37 950        EUR,8087617790,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,,Eléctrico,Abril,2021,29 560 km,,218 cv,Sim,,,,Sedan,Branco,,5,,,,36 Meses,,Nacional,,,Usados,31 650        EUR,8089913680,30 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,,Híbrido (Gasolina),Julho,2022,9 182 km,1 332 cm3,158 cv,Sim,,,,Sedan,Branco,,5,,,,36 Meses,,Nacional,,,Usados,32 500        EUR,8089854959,30 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Style,Diesel,Junho,2022,1 km,1 950 cm3,116 cv,Sim,,,Sim,Utilitário,Preto,Manual,5,5,,,36 Meses,,Nacional,,Sim,Novos,34 900        EUR,8089391910,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,,,Classe A,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Fevereiro,2020,83 299 km,1 995 cm3,190 cv,Sim,,,Sim,Carrinha,Cinzento,Automática,5,5,,,24 Meses,1,Nacional,,Sim,Usados,42 900        EUR,8088835553,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Abril,2018,85 000 km,1 950 cm3,194 cv,Sim,,,Sim,Carrinha,Preto,Automática,5,5,,,18 Meses,,,,Sim,Usados,43 450        EUR,8088137579,30 Julho 2023,Sim,,,,,,Sim,,,,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,,Eléctrico,Abril,2021,61 991 km,,218 cv,Sim,,,,Sedan,Cinzento,,5,,,,36 Meses,,Nacional,,,Usados,30 500        EUR,8089854931,30 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 350,,Híbrido (Gasolina),Março,2017,99 870 km,2 000 cm3,320 cv,,,,Sim,SUV / TT,Preto,Automática,5,5,,,18 Meses,,,,Sim,Usados,39 990        EUR,8089630942,30 Julho 2023,Sim,,8,Classe 1,,,Sim,,01/03/2025,,Classe GLC,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Touring Line Luxury Auto,Diesel,Abril,2021,126 000 km,1 995 cm3,150 cv,Sim,,Sim,Sim,Carrinha,Preto,Automática,5,5,,,18 Meses,1,Nacional,Sim,Sim,Usados,32 450        EUR,8089989156,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring Auto,Diesel,Fevereiro,2020,52 083 km,1 995 cm3,190 cv,Sim,,,Sim,Carrinha,Prateado,Automática,5,5,,,36 Meses,1,Nacional,,,Usados,36 500        EUR,8089957448,29 Julho 2023,Sim,,,,,,,,,,Série 3,,,,,,01/01/0001,,,,StandVirtual,Yes
Particular,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Setembro,2018,85 034 km,1 995 cm3,190 cv,Sim,,,Sim,Sedan,Cinzento,Automática,5,,,,,1,Nacional,Sim,Sim,Usados,32 990        EUR,8090085577,27 Julho 2023,Sim,,,,,,Sim,,,,Série 4,,,,,,,,,,StandVirtual,Yes
Particular,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Março,2021,16 500 km,1 395 cm3,245 cv,Sim,Sim,Sim,Sim,Utilitário,Preto,Automática,5,5,Tracção dianteira,27 g/km,,,,Sim,Sim,Usados,36 500        EUR,8089861008,27 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 45 AMG,,Gasolina,Janeiro,2014,114 748 km,1 991 cm3,360 cv,Sim,,,Sim,Sedan,Branco,Automática,5,5,,,24 Meses,1,,,Sim,Usados,34 900        EUR,8088835551,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D3 Momentum,Diesel,Abril,2019,100 000 km,1 969 cm3,150 cv,Sim,,,Sim,Carrinha,Preto,Manual,5,5,,,36 Meses,,Nacional,,,Usados,33 750        EUR,8085589300,30 Julho 2023,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,530,e iPerformance Line Sport,Híbrido (Gasolina),Agosto,2018,50 000 km,1 998 cm3,252 cv,Sim,,Sim,Sim,Sedan,Cinzento,Automática,4,5,,,18 Meses,,Nacional,,Sim,Usados,34 250        EUR,8090016851,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Style,Diesel,Fevereiro,2022,40 000 km,1 950 cm3,116 cv,Sim,,,Sim,Sedan,Preto,Manual,5,5,,,18 Meses,,Nacional,,Sim,Usados,32 450        EUR,8089652511,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,2.0 TDi Conceptline,Diesel,Fevereiro,2023,1 km,1 968 cm3,115 cv,Sim,,Sim,Sim,Carrinha,Azul,Manual,5,5,,,36 Meses,,Nacional,,Sim,Novos,33 900        EUR,8088836521,30 Julho 2023,Sim,,6,Classe 1,,,Sim,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Particular,Volvo,XC 60,2.0 D4 Dynamic Edition Geartronic,Diesel,Julho,2018,135 000 km,1 969 cm3,190 cv,,,,,SUV / TT,Branco,Automática,5,5,Tracção dianteira,124 g/km,,,,Sim,Sim,Usados,36 900        EUR,8090013457,30 Julho 2023,,Metalizado,8,,,,Sim,"5,50 l/100km",,"4,30 l/100km",,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line Aut.,Diesel,Janeiro,2019,70 000 km,1 950 cm3,194 cv,Sim,,,Sim,Coupé,Cinzento,Automática,2,4,,,18 Meses,,Nacional,Sim,Sim,Usados,42 500        EUR,8090016834,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180 Limousine,d Style Aut.,Diesel,Julho,2019,40 000 km,1 461 cm3,116 cv,Sim,,,Sim,Sedan,Preto,Automática,4,5,,,18 Meses,,Nacional,Sim,Sim,Usados,31 950        EUR,8089311860,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Style,Diesel,Junho,2022,1 km,1 950 cm3,116 cv,Sim,,,,Utilitário,Preto,Manual,5,5,,,36 Meses,,Nacional,,Sim,Novos,32 900        EUR,8088836519,30 Julho 2023,,,6,Classe 1,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,,Diesel,Março,2021,10 869 km,1 950 cm3,115 cv,,,,Sim,Utilitário,Preto,Automática,5,5,Tracção dianteira,,24 Meses,,,Sim,Sim,Usados,38 500        EUR,8089550640,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Geartronic,Diesel,Abril,2019,11 000 km,1 969 cm3,150 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,5,Tracção dianteira,157 g/km,18 Meses,1,Nacional,Sim,,Usados,36 950        EUR,8089988760,30 Julho 2023,Sim,Metalizado,8,Classe 1,258 €,,Sim,"5,90 l/100km",03/04/2025,"4,80 l/100km",,,,,1 000 km,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Julho,2021,51 700 km,1 950 cm3,116 cv,,,,Sim,Utilitário,Cinzento,Automática,5,5,,,18 Meses,,Nacional,Sim,,Usados,35 900        EUR,8088810152,30 Julho 2023,Sim,Metalizado,,,"235,26 €",Sim,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure,Diesel,Julho,2022,24 783 km,1 499 cm3,130 cv,,,,Sim,SUV / TT,Branco,Manual,5,7,,,36 Meses,,Nacional,Sim,,Usados,37 500        EUR,8089781750,30 Julho 2023,Sim,Metalizado,6,,,Sim,Sim,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,Kia,Niro,1.6 GDi HEV Tech,Híbrido (Gasolina),Janeiro,2022,1 000 km,1 580 cm3,141 cv,Sim,,,Sim,Utilitário,Cinzento,Automática,5,5,,105 g/km,36 Meses,,Nacional,Sim,,Usados,35 900        EUR,8088810158,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Julho,2018,57 919 km,1 998 cm3,252 cv,,,,Sim,Sedan,Cinzento,Automática,4,5,,,18 Meses,,Nacional,Sim,,Usados,40 900        EUR,8089781752,30 Julho 2023,Sim,Metalizado,,,"215,14 €",,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.6 Hybrid GT e-EAT8,Híbrido (Gasolina),Fevereiro,2022,36 362 km,1 598 cm3,225 cv,,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,,,36 Meses,,Nacional,,,Usados,40 900        EUR,8089790554,30 Julho 2023,Sim,,,,,,Sim,,,,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,BMW,520,d Auto,Diesel,Setembro,2017,95 200 km,1 995 cm3,190 cv,,Sim,,Sim,Carrinha,Preto,Automática,5,5,Tracção traseira,114 g/km,18 Meses,,Nacional,,,Usados,34 900        EUR,8089053758,30 Julho 2023,Sim,,8,Classe 1,,Sim,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat,2.0 TDI Business DSG,Diesel,Fevereiro,2021,28 658 km,1 968 cm3,150 cv,,Sim,,Sim,Sedan,Preto,Automática,4,5,,134 g/km,18 Meses,,Nacional,,,Usados,35 700        EUR,8086505268,30 Julho 2023,Sim,,7,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Maio,2020,115 800 km,1 395 cm3,218 cv,,,,Sim,Carrinha,Preto,Automática,5,5,Tracção dianteira,27 g/km,18 Meses,,Importado,,,Usados,34 500        EUR,8089890865,30 Julho 2023,Sim,,6,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Zafira Life,1.5 CDTi L2H1 Enjoy,Diesel,Abril,2021,91 000 km,1 499 cm3,120 cv,Sim,Sim,Sim,Sim,Monovolume,Cinzento,Manual,5,9,,,18 Meses,1,Nacional,Sim,Sim,Usados,41 990        EUR,8087777837,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,5 l/100km,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Discovery Sport,,Diesel,Janeiro,2018,162 042 km,1 999 cm3,150 cv,Sim,,,Sim,SUV / TT,Preto,Manual,5,5,,,18 Meses,,Importado,,Sim,Usados,33 800        EUR,8089141454,30 Julho 2023,Sim,,,,,,,,01/01/2024,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model S,75D AWD,Eléctrico,Junho,2018,121 000 km,,332 cv,Sim,Sim,Sim,Sim,Sedan,Preto,Automática,5,5,Integral,,18 Meses,1,Importado,Sim,Sim,Usados,38 500        EUR,8090170091,30 Julho 2023,,Metalizado,10,Classe 1,,,Sim,,,,,,430 km,Própria,400 km,,,,17 kWh/100km,75 kWh,StandVirtual,Yes
Profissional,BMW,520,d Auto,Diesel,Abril,2019,44 000 km,1 995 cm3,190 cv,Sim,,Sim,Sim,Sedan,Azul,Automática,4,5,,,18 Meses,1,Nacional,Sim,Sim,Usados,34 700        EUR,8089236616,30 Julho 2023,Sim,Metalizado,8,Classe 1,,,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,25 d sDrive Comfort 7L,Diesel,Novembro,2014,113 000 km,1 995 cm3,218 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,7,,,18 Meses,,Nacional,,Sim,Usados,35 750        EUR,8089924353,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,Série X,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Discovery Sport,2.0 eD4,Diesel,Abril,2018,102 355 km,1 999 cm3,150 cv,,,,Sim,SUV / TT,Preto,Manual,5,5,Tracção dianteira,164 g/km,18 Meses,,,,,Usados,30 990        EUR,8089780037,30 Julho 2023,Sim,Metalizado,6,,,,,"6,30 l/100km",,"4,70 l/100km",,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 D4 R-Design,Diesel,Fevereiro,2016,243 000 km,1 969 cm3,190 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,7,,,18 Meses,,Nacional,,Sim,Usados,35 500        EUR,8089531086,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Março,2020,144 000 km,1 461 cm3,116 cv,,,,,Citadino,Preto,Automática,5,5,,,18 Meses,,Nacional,,,Usados,30 500        EUR,8088709146,30 Julho 2023,,,,,,,,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 180,,Gasolina,Maio,2018,67 200 km,1 595 cm3,156 cv,,,,,Coupé,Preto,Automática,2,4,,,18 Meses,,Importado,,Sim,Usados,39 500        EUR,8089273104,30 Julho 2023,Sim,,,,,,Sim,,,,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Active Pack EAT8,Diesel,Dezembro,2020,89 000 km,1 499 cm3,130 cv,,,,,Monovolume,Cinzento,Automática,5,7,,,18 Meses,,Importado,,,Usados,32 500        EUR,8089490329,30 Julho 2023,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Abril,2020,129 900 km,1 950 cm3,194 cv,,,,,Carrinha,Outra,Automática,5,5,,,18 Meses,,Nacional,,,Usados,39 900        EUR,8089937963,29 Julho 2023,,,,,,,Sim,,,,Classe C,,,,,Sim,,,,,StandVirtual,Yes
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,Sim,,Sim,Sedan,Preto,Automática,4,5,,,18 Meses,,Nacional,,,Usados,44 990        EUR,8087526999,30 Julho 2023,Sim,Metalizado,8,Classe 1,,,Sim,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A7 Sportback,3.0 TDI V6 S-line S tronic,Diesel,Janeiro,2016,169 877 km,2 967 cm3,218 cv,,Sim,,Sim,Sedan,Cinzento,Automática,5,5,,,18 Meses,,Nacional,,Sim,Usados,35 490        EUR,8088416007,19 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Golf,1.4 TSI GTE+ DSG,Híbrido (Gasolina),Novembro,2020,30 148 km,1 395 cm3,245 cv,,,,,Utilitário,Branco,Automática,5,5,Tracção dianteira,26 g/km,,1,Importado,Sim,Sim,Usados,33 990        EUR,8090120569,28 Julho 2023,,,6,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 160,Progressive,Gasolina,Maio,2022,10 100 km,1 332 cm3,109 cv,Sim,,,Sim,Utilitário,Cinzento,Manual,5,5,,,36 Meses,,Nacional,,Sim,Usados,30 990        EUR,8089139897,30 Julho 2023,Sim,Metalizado,6,,,,Sim,,,,Classe A,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Junho,2020,54 400 km,1 968 cm3,150 cv,,,,Sim,Sedan,Preto,Automática,4,5,,,18 Meses,1,Nacional,Sim,Sim,Usados,33 900        EUR,8089237345,30 Julho 2023,Sim,Metalizado,8,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Abril,2018,151 500 km,2 143 cm3,180 cv,,,,Sim,SUV / TT,Cinzento,Automática,5,5,Tracção traseira,124 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,30 950        EUR,8089917511,30 Julho 2023,Sim,Pérola,8,Classe 1,,,Sim,"5,50 l/100km",,"4,30 l/100km",,,,,,,,,,,StandVirtual,Yes
Profissional,Alfa Romeo,Giulia,2.0 T Veloce Q4 AT8,Gasolina,Janeiro,2017,148 000 km,1 995 cm3,280 cv,Sim,,,Sim,Sedan,Azul,Automática,4,5,,,18 Meses,,Nacional,,Sim,Usados,37 500        EUR,8089784265,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e iPerformance Pack M Shadow,Híbrido (Gasolina),Julho,2018,49 000 km,1 998 cm3,252 cv,,,,Sim,Sedan,Preto,Automática,4,5,Tracção traseira,45 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,33 490        EUR,8089435257,30 Julho 2023,Sim,Metalizado,8,Classe 1,,,Sim,,01/07/2024,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X2,25 e xDrive X Pack M,Híbrido (Gasolina),Janeiro,2021,41 000 km,1 499 cm3,220 cv,,,,Sim,SUV / TT,Branco,Automática,5,5,Integral,43 g/km,18 Meses,1,,Sim,Sim,Usados,43 890        EUR,8088826964,30 Julho 2023,Sim,Metalizado,6,Classe 1,145 €,,Sim,,15/12/2024,,Série X,,,,,,01/02/2024,,,,StandVirtual,Yes
Profissional,Tesla,Model S,,Eléctrico,Junho,2018,94 000 km,,525 cv,Sim,,Sim,Sim,Sedan,Cinzento,Automática,5,5,,,18 Meses,1,Nacional,,Sim,Usados,44 500        EUR,8089066129,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,X1,18 d sDrive xLine,Diesel,Setembro,2018,74 000 km,1 995 cm3,150 cv,,,,,SUV / TT,Branco,Manual,5,5,Tracção traseira,142 g/km,,1,Nacional,Sim,Sim,Usados,30 900        EUR,8089993694,30 Julho 2023,,,6,,,,Sim,,,,Série X,,,,,,21/09/2023,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,AMG Line Aut.,Gasolina,Novembro,2019,60 000 km,1 332 cm3,163 cv,,,,Sim,Sedan,Cinzento,Automática,4,,,,18 Meses,,,Sim,,Usados,37 990        EUR,8088957832,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,,Híbrido (Gasolina),Março,2021,102 300 km,1 332 cm3,218 cv,Sim,,,,Utilitário,Preto,Automática,5,5,,,18 Meses,,,,Sim,Usados,36 900        EUR,8089566300,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,S,Gasolina,Julho,2011,90 000 km,4 806 cm3,400 cv,Sim,,,Sim,SUV / TT,Preto,Automática,5,5,Integral,,18 Meses,,Nacional,Sim,Sim,Usados,38 999        EUR,8089537222,30 Julho 2023,Sim,Metalizado,7,,,,Sim,"14,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Abarth,695,1.4 T-Jet Tributo Ferrari MTA,Gasolina,Dezembro,2010,35 000 km,1 368 cm3,180 cv,Sim,,,Sim,Pequeno citadino,Vermelho,Automática,3,4,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,Usados,35 999        EUR,8074060673,30 Julho 2023,Sim,,5,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,1.5 T2 Essential Auto,Gasolina,Outubro,2022,23 000 km,1 477 cm3,129 cv,Sim,Sim,Sim,Sim,SUV / TT,Preto,Automática,5,5,Tracção dianteira,165 g/km,36 Meses,,Nacional,Sim,,Usados,39 990        EUR,8090032347,30 Julho 2023,Sim,Metalizado,8,,,,Sim,"7,90 l/100km",,"5,30 l/100km",,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Exclusive,Híbrido (Gasolina),Janeiro,2022,41 000 km,1 798 cm3,122 cv,Sim,Sim,Sim,Sim,Carrinha,Branco,Automática,5,5,Tracção dianteira,,36 Meses,,,Sim,,Usados,32 950        EUR,8087596960,30 Julho 2023,Sim,,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Outubro,2017,139 000 km,2 143 cm3,204 cv,,,,Sim,SUV / TT,Cinzento,Automática,5,5,,129 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,43 900        EUR,8089710904,30 Julho 2023,Sim,Metalizado,,,,,,,,,Classe GLC,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Line Luxury Auto,Diesel,Setembro,2017,99 000 km,1 995 cm3,190 cv,Sim,Sim,,Sim,Carrinha,Azul,Automática,5,5,,119 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,34 900        EUR,8089710908,30 Julho 2023,Sim,Metalizado,,,,,,,,,Série 5,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Março,2017,90 890 km,2 143 cm3,177 cv,,,,Sim,Carrinha,Branco,Automática,5,5,,,18 Meses,,,,,Usados,33 990        EUR,8088499320,30 Julho 2023,Sim,,7,Classe 1,,,,,01/03/2025,,Classe CLA,,,,,,,,,,StandVirtual,Yes
