Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Potência,Autonomia,Capacidade da bateria,Bateria,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Autonomia Máxima,Condição,Preco,ID Anuncio,Data Anuncio,Link,Cilindrada,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Valor Fixo,Emissões CO2,Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Registo(s),IVA Discriminado,Inspecção válida até,IUC,Filtro de partículas,Gancho de Reboque,Clássico,Consumo,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,VW,Polo,1.2 TSi Lounge,Gasolina,Maio,2015,125 842 km,90 cv,,,,Citadino,Preto,Manual,,5,5,,,Usados,12 990        EUR,8088534452,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-2-tsi-lounge-ID8PoFj6.html,1 197 cm3,Sim,Sim,,,18 Meses,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,KA,1.2 Titanium X,Gasolina,Julho,2015,121 749 km,69 cv,,,,Pequeno citadino,Vermelho,Manual,5,3,4,Tracção dianteira,,Usados,8 690        EUR,8088772592,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-2-titanium-x-ID8PpFg4.html,1 242 cm3,Sim,Sim,,Classe 1,18 Meses,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ibiza,SC 1.2 TSi Style,Gasolina,Novembro,2013,110 702 km,105 cv,,,,Citadino,Branco,Manual,5,3,5,Tracção dianteira,,Usados,10 390        EUR,8088772573,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-1-2-tsi-style-ID8PpFfL.html,1 197 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C4 Cactus,,Diesel,Novembro,2014,135 641 km,92 cv,,,,SUV / TT,Cinzento,Automática,6,5,5,Tracção dianteira,,Usados,13 890        EUR,8088677555,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-ID8Ppgxd.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,,92 g/km,Sim,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Smart,ForTwo Coupé,1.0 mhd Passion 71,Gasolina,Agosto,2013,91 206 km,71 cv,,,,Pequeno citadino,Branco,Automática,,3,2,Tracção dianteira,,Usados,9 350        EUR,8089353497,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-1-0-mhd-passion-71-ID8Ps6nw.html,999 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,,99 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Micra,1.5 DCi N-Connecta Lifestyle S/S,Diesel,Julho,2019,111 847 km,90 cv,,,,Utilitário,Prateado,Manual,5,5,5,,,Usados,14 750        EUR,8090478937,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-5-dci-n-connecta-lifestyle-s-s-ID8PvP9L.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,,Sim,85 g/km,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Pulsar,1.5 dCi Acenta J17,Diesel,Agosto,2016,74 093 km,110 cv,,,,Sedan,Branco,Manual,6,5,5,,,Usados,13 900        EUR,8090478912,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-pulsar-1-5-dci-acenta-j17-ID8PvP9m.html,1 461 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,Sim,,Sim,94 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Mégane Sport Tourer,ENERGY dCi 110 LIMITED,Diesel,Abril,2016,200 000 km,110 cv,,,,Carrinha,Preto,Manual,6,5,5,Tracção dianteira,,Usados,9 650        EUR,8090197558,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-energy-dci-110-limited-ID8PwDXo.html,1 461 cm3,,,Metalizado,Classe 1,36 Meses,,,,,95 g/km,,"4,20 l/100km","3,40 l/100km",,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.2 PureTech GT Line,Gasolina,Janeiro,2016,110 389 km,110 cv,,,,Coupé,Vermelho,Manual,5,3,5,Tracção dianteira,,Usados,14 190        EUR,8088576814,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-gt-line-ID8PoQkm.html,1 199 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,99 g/km,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Nissan,Note,1.2 N-Tec,Gasolina,Maio,2015,104 241 km,80 cv,,,,Utilitário,Preto,Manual,5,5,5,,,Usados,12 690        EUR,8088576888,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-note-1-2-n-tec-ID8PoQly.html,1 198 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,,109 g/km,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Fiesta,1.0 T EcoBoost Trend,Gasolina,Maio,2015,134 674 km,100 cv,,,,Citadino,Azul,Manual,5,5,5,Tracção dianteira,,Usados,10 590        EUR,8089077587,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-t-ecoboost-trend-ID8PqVBl.html,998 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,,Sim,,105 g/km,,,,,,,"108,32 €",,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ibiza ST,1.4 TDi Reference,Diesel,Abril,2016,116 729 km,90 cv,,,,Carrinha,Cinzento,Manual,,5,5,,,Usados,11 490        EUR,8089960137,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-4-tdi-reference-ID8PuEc1.html,1 422 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,,,Sim,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Hyundai,i20,1.1 CRDi Urban,Diesel,Fevereiro,2013,97 768 km,75 cv,,,,Citadino,Bege,Manual,6,5,5,,,Usados,9 190        EUR,8089077103,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-1-crdi-urban-ID8PqVtx.html,1 120 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,Sim,Sim,,,,,,,,28/02/2024,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Renault,Zoe,Intens,Eléctrico,Dezembro,2016,82 000 km,88 cv,147 km,,,Citadino,Branco,Automática,,5,5,,150 km,Usados,12 000        EUR,8088403971,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-ID8Po7mz.html,,,,,,,,,Sim,,,,,,,,,,,,,"12,20 kWh/100km",,,,,StandVirtual,Yes,2023-09-17
Particular,Smart,ForTwo Coupé,,Gasolina,Fevereiro,2012,120 000 km,71 cv,,,,Coupé,Preto,Automática,5,2,2,Tracção traseira,,Usados,6 700        EUR,8090340842,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-ID8Pvfeq.html,999 cm3,,,,,,,,,,99 g/km,,"4,60 l/100km",4 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Logan MCV,1.5 dCi Comfort,Diesel,Julho,2016,72 000 km,90 cv,,,,Carrinha,Cinzento,Manual,,5,5,,,Usados,12 500        EUR,8090193005,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-1-5-dci-comfort-ID8PwCLX.html,1 461 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,Sim,,,Sim,,,,,14/07/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,Citan,109 CDi/27,Diesel,Agosto,2014,111 000 km,90 cv,,,,Carrinha,Branco,Manual,5,5,2,,,Usados,10 950        EUR,8090255181,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-citan-109-cdi-27-ID8PwSVN.html,1 461 cm3,,,,Classe 1,18 Meses,Nacional,Sim,Sim,,119 g/km,Sim,,,,,,42 €,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Hyundai,i20,,Diesel,Junho,2018,60 000 km,75 cv,,,,Utilitário,Branco,Manual,6,5,5,,,Usados,14 900        EUR,8087511306,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i20-ID8Pkn8K.html,1 120 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,Sim,Sim,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Lancia,Ypsilon,1.2 Oro S&S,Gasolina,Abril,2011,64 715 km,69 cv,,,,Citadino,Cinzento,Manual,5,3,5,Tracção dianteira,,Usados,8 500        EUR,8090378817,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lancia-ypsilon-1-2-oro-s-s-ID8Pvp6W.html,1 242 cm3,,,Metalizado,,18 Meses,,,Sim,,114 g/km,,"6,50 l/100km",4 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,308,PureTech 130 Stop & Start GT-Line Edition,Gasolina,Fevereiro,2016,80 000 km,130 cv,,,,Citadino,Preto,Manual,,5,,,,Usados,14 900        EUR,8089289539,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-puretech-130-stop-start-gt-line-edition-ID8PrPJW.html,1 199 cm3,,Sim,,,18 Meses,,Sim,Sim,,,Sim,5 l/100km,4 l/100km,1,,,,,,,,4 l/100km,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ibiza,,Diesel,Junho,2011,198 690 km,75 cv,,,,Citadino,Preto,Manual,,5,5,,,Usados,6 580        EUR,8090138158,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-ID8Pwowk.html,1 199 cm3,,Sim,Metalizado,,36 Meses,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Sandero,1.0 SCe Comfort,Gasolina,Julho,2018,91 200 km,75 cv,,,,Utilitário,Branco,Manual,5,5,5,Tracção dianteira,,Usados,12 350        EUR,8090056378,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-sce-comfort-ID8Pw3ei.html,999 cm3,Sim,Sim,,Classe 1,36 Meses,Nacional,Sim,Sim,,130 g/km,,6 l/100km,"4,80 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Sandero,1.0 SCe Comfort,Gasolina,Outubro,2017,47 700 km,75 cv,,,,Utilitário,Preto,Manual,5,5,5,Tracção dianteira,,Usados,12 950        EUR,8090056424,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-1-0-sce-comfort-ID8Pw3f2.html,999 cm3,Sim,Sim,,Classe 1,36 Meses,Nacional,Sim,Sim,,130 g/km,,6 l/100km,"4,80 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,2008,1.6 BlueHDi Active,Diesel,Junho,2016,157 497 km,75 cv,,,,SUV / TT,Preto,Manual,5,5,5,Tracção dianteira,,Usados,13 900        EUR,8087841156,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-active-ID8PlKVU.html,1 560 cm3,Sim,Sim,,Classe 1,18 Meses,Importado,Sim,Sim,Sim,,Sim,"4,40 l/100km",,,,01/06/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Insignia Sports Tourer,,Diesel,Abril,2014,181 480 km,140 cv,,,,Carrinha,Cinzento,Manual,,5,5,,,Usados,12 860        EUR,8090153986,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-ID8PwsCC.html,1 956 cm3,,Sim,Metalizado,,36 Meses,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Mégane Sport Tourer,,Diesel,Março,2015,172 780 km,110 cv,,,,Carrinha,Branco,Manual,,5,5,,,Usados,12 380        EUR,8090153975,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-ID8PwsCr.html,1 461 cm3,,Sim,Metalizado,,36 Meses,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Volvo,V40,2.0 D3 Momentum,Diesel,Dezembro,2018,216 000 km,150 cv,,,,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,,Usados,14 990        EUR,8089554406,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8PsVDY.html,1 969 cm3,Sim,Sim,Metalizado,,18 Meses,Nacional,Sim,,Sim,134 g/km,Sim,"5,70 l/100km",4 l/100km,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Janeiro,2019,69 122 km,75 cv,,,,Citadino,Branco,Manual,5,5,5,,,Usados,13 900        EUR,8090611410,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8PxnCq.html,999 cm3,Sim,Sim,Metalizado,Classe 1,24 Meses,Nacional,Sim,Sim,Sim,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Astra,1.6 CDTI DPF ecoFLEX S&S Style,Diesel,Abril,2014,151 707 km,136 cv,,,,Utilitário,Cinzento,Manual,6,5,5,Tracção dianteira,900 km,Usados,12 500        EUR,8090438672,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-cdti-dpf-ecoflex-s-s-style-ID8PvEGk.html,1 598 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Importado,Sim,,Sim,104 g/km,,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Golf,2.0 TDi Highline,Diesel,Junho,2012,172 062 km,140 cv,,,,Citadino,Vermelho,Manual,6,5,5,,,Usados,12 450        EUR,8090524875,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-highline-ID8Px16H.html,1 968 cm3,,,Metalizado,,18 Meses,,,Sim,Sim,,,,,,,01/06/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Dezembro,2016,60 271 km,70 cv,,,,Citadino,Preto,Manual,5,5,5,,,Usados,10 899        EUR,8090479981,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8PvPqB.html,1 229 cm3,Sim,Sim,,,18 Meses,Nacional,,Sim,,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,508 SW,1.6 BlueHDi Active,Diesel,Novembro,2016,200 943 km,120 cv,,,,Carrinha,Preto,Manual,6,5,5,,,Usados,11 899        EUR,8089601832,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-active-ID8Pt8YU.html,1 560 cm3,Sim,Sim,,,18 Meses,Nacional,,,,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,Janeiro,2019,79 000 km,102 cv,,,,Citadino,Branco,Manual,,5,5,,,Usados,14 290        EUR,8088680305,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-signature-ID8Pphfz.html,1 499 cm3,Sim,Sim,Metalizado,,18 Meses,Importado,Sim,Sim,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,VW,Polo,1.0 Confortline,Gasolina,Março,2017,105 169 km,75 cv,,,,Utilitário,Branco,Manual,5,5,5,,,Usados,11 450        EUR,8090467882,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PvMhs.html,999 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,,Sim,Sim,,Sim,,,,,31/03/2025,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Clio,1.5 dCi Limited EDition,Diesel,Dezembro,2017,149 000 km,90 cv,,,,Citadino,Branco,Manual,5,5,5,Tracção dianteira,,Usados,13 499        EUR,8089601920,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-edition-ID8Pt90k.html,1 461 cm3,Sim,Sim,Metalizado,,18 Meses,Importado,Sim,Sim,,82 g/km,Sim,"3,30 l/100km","3,10 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Smart,ForTwo Coupé,0.9 Passion 90 Aut.,Gasolina,Dezembro,2019,49 000 km,90 cv,,,,Pequeno citadino,Cinzento,Automática,6,3,2,Tracção traseira,,Usados,14 480        EUR,8090520732,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-0-9-passion-90-aut-ID8Px01S.html,898 cm3,Sim,Sim,,Classe 1,36 Meses,Nacional,,Sim,Sim,96 g/km,Sim,5 l/100km,"3,60 l/100km",,,,103 €,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Alfa Romeo,159 Sportwagon,2.0 JTDM 16V DPF,Diesel,Dezembro,2011,230 km,136 cv,,,,Carrinha,Preto,Manual,,5,,,,Usados,9 000        EUR,8090422385,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-159-sportwagon-2-0-jtdm-16v-dpf-ID8PvArD.html,1 956 cm3,,,,,,,,,,,,"6,80 l/100km",,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C1,1.0 Seduction,Gasolina,Abril,2014,80 617 km,68 cv,,,,Pequeno citadino,Cinzento,Manual,5,5,4,,,Usados,8 870        EUR,8088111938,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-seduction-ID8PmTom.html,998 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Importado,,Sim,Sim,,,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.2 New Lounge,Gasolina,Fevereiro,2016,106 319 km,69 cv,,,,Pequeno citadino,Branco,Manual,5,3,4,,,Usados,12 470        EUR,8088561350,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-new-lounge-ID8PoMiV.html,1 242 cm3,Sim,Sim,,Classe 1,18 Meses,Nacional,,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Fiat,500,1.2 Lounge,Gasolina,Fevereiro,2019,75 000 km,69 cv,,,,Pequeno citadino,Preto,Manual,5,3,4,Tracção dianteira,,Usados,12 950        EUR,8089675793,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PtsdP.html,1 242 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Nacional,Sim,Sim,,129 g/km,,"5,90 l/100km","4,40 l/100km",1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Opel,Karl,1.0 Rocks,Gasolina,Setembro,2018,54 103 km,73 cv,,,,Utilitário,Cinzento,Manual,5,5,5,Tracção dianteira,,Usados,12 850        EUR,8089951357,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-karl-1-0-rocks-ID8PuBUp.html,999 cm3,,,,,36 Meses,,,,,139 g/km,,6 l/100km,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Kia,Rio,1.2 CVVT LX,Gasolina,Janeiro,2016,85 094 km,85 cv,,,,Citadino,Prateado,Manual,5,5,5,,,Usados,12 870        EUR,8090298657,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-lx-ID8Pv4g1.html,1 248 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,Nacional,,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Particular,Mercedes-Benz,C 220,CDi Classic BlueEfficiency Aut.,Diesel,Dezembro,2011,419 000 km,170 cv,,,,Carrinha,Cinzento,Automática,5,5,,Tracção traseira,,Usados,11 900        EUR,8090573100,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-cdi-classic-blueefficiency-aut-ID8PxdEv.html,2 143 cm3,,,Metalizado,Classe 1,,Importado,Sim,Sim,,157 g/km,,"8,20 l/100km","4,70 l/100km",,,,,,,,,,Classe C,,,StandVirtual,Yes,2023-09-17
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Outubro,2017,92 854 km,90 cv,,,,Citadino,Branco,Manual,5,5,5,,,Usados,13 970        EUR,8088270080,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-ID8Pnyx2.html,898 cm3,Sim,Sim,,Classe 1,18 Meses,Importado,,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Hyundai,i20,1.2 Blue GO!,Gasolina,Abril,2018,38 542 km,84 cv,,,,Citadino,Azul,Manual,,5,5,,,Usados,14 670        EUR,8090293391,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-2-blue-go-ID8Pv2T5.html,1 248 cm3,Sim,Sim,,Classe 1,18 Meses,Importado,,Sim,Sim,,Sim,,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Mercedes-Benz,B 180,CDi BlueEfficiency,Diesel,Janeiro,2012,175 000 km,109 cv,,,,Utilitário,Preto,Manual,6,5,5,,,Usados,15 000        EUR,8088545607,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-cdi-blueefficiency-ID8PoId1.html,1 796 cm3,,Sim,,Classe 1,18 Meses,Importado,,Sim,Sim,,,"5,40 l/100km",,,,01/01/2024,,,,,,,Classe B,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,B-Max,1.0 EcoBoost Titanium,Gasolina,Maio,2017,75 691 km,125 cv,,,,Monovolume,Preto,Manual,,5,5,,,Usados,14 870        EUR,8088610396,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-b-max-1-0-ecoboost-titanium-ID8PoZ40.html,998 cm3,Sim,Sim,,Classe 1,18 Meses,Importado,,Sim,Sim,,Sim,6 l/100km,,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Volvo,V70,1.6 D2 Drive Momentum Powershift Start/Stop,Diesel,Fevereiro,2013,278 000 km,115 cv,,,,Carrinha,Preto,Automática,,5,5,Tracção dianteira,,Usados,9 950        EUR,8089333572,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v70-1-6-d2-drive-momentum-powershift-start-stop-ID8Ps1c8.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,18 Meses,,Sim,Sim,Sim,119 g/km,Sim,"5,10 l/100km",,1,,,"154,12 €",,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,KA+,1.2 Ti-VCT Ultimate,Gasolina,Maio,2019,23 009 km,85 cv,,,,Citadino,Branco,Manual,5,5,5,Tracção dianteira,,Usados,12 750        EUR,8090611393,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-2-ti-vct-ultimate-ID8PxnC9.html,1 196 cm3,,,Metalizado,Classe 1,18 Meses,,,Sim,,114 g/km,,"6,60 l/100km",4 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Audi,A3 Limousine,1.6 TDi,Diesel,Novembro,2017,234 473 km,116 cv,,,,Sedan,Azul,Manual,6,4,5,Tracção dianteira,,Usados,14 990        EUR,8090118889,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-6-tdi-ID8Pwjux.html,1 598 cm3,,Sim,,Classe 1,18 Meses,Nacional,Sim,,Sim,104 g/km,Sim,,,1,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Audi,A6,2.0 TDi Advance,Diesel,Fevereiro,2012,254 246 km,177 cv,,,,Sedan,Cinzento,Manual,,4,5,Tracção dianteira,,Usados,12 990        EUR,8090085096,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-2-0-tdi-advance-ID8PwaHu.html,1 968 cm3,,Sim,,,18 Meses,Nacional,Sim,,Sim,129 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Citroën,C3,1.6 BlueHDi Shine,Diesel,Fevereiro,2018,148 840 km,100 cv,,,,Citadino,Branco,Manual,5,5,5,Tracção dianteira,,Usados,12 990        EUR,8090595889,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-6-bluehdi-shine-ID8PxjA5.html,1 560 cm3,Sim,Sim,,Classe 1,18 Meses,Importado,,Sim,Sim,95 g/km,Sim,"4,40 l/100km","3,20 l/100km",,,01/02/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Maio,2018,91 000 km,75 cv,,,,Utilitário,Preto,Manual,5,5,5,Tracção dianteira,,Usados,14 950        EUR,8089829497,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8Pu6cW.html,1 560 cm3,Sim,Sim,Metalizado,Classe 1,36 Meses,Nacional,,Sim,,90 g/km,Sim,"4,20 l/100km",3 l/100km,1,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Dacia,Logan MCV,1.2 16V Confort Bi-Fuel,GPL,Maio,2015,170 000 km,75 cv,,,,Carrinha,Azul,Manual,5,5,5,,,Usados,10 000        EUR,8090611389,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-logan-mcv-1-2-16v-confort-bi-fuel-ID8PxnC5.html,1 149 cm3,,Sim,,Classe 1,18 Meses,Importado,,Sim,Sim,,,,,,,01/05/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Focus SW,1.5 TDCi DPF S&S Titanium,Diesel,Outubro,2015,185 000 km,120 cv,,,,Carrinha,Branco,Manual,6,5,5,,,Usados,13 000        EUR,8090611391,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-5-tdci-dpf-s-s-titanium-ID8PxnC7.html,1 498 cm3,,Sim,Metalizado,Classe 1,18 Meses,Importado,,Sim,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-17
Profissional,Ford,Focus SW,1.0 SCTi Trend,Gasolina,Março,2015,139 000 km,125 cv,,,,Carrinha,Cinzento,Manual,6,5,5,,,Usados,13 000        EUR,8090049862,17 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-0-scti-trend-ID8Pw1xc.html,998 cm3,,Sim,Metalizado,Classe 1,18 Meses,,,Sim,Sim,,,,,,,01/03/2024,,,,,,,,,,StandVirtual,Yes,2023-09-17
