Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Sub-modelo,Número de Mudanças,Tracção,Emissões CO2,Registo(s),Consumo Urbano,Consumo Extra Urbano,Tipo de cor,Filtro de partículas,IUC,Livro de Revisões completo,Possibilidade de financiamento,IVA Discriminado,Garantia de Fábrica até,Inspecção válida até,Autonomia Máxima,Clássico,Gancho de Reboque,ou até,Autonomia,Consumo,Capacidade da bateria,Bateria,Consumo Combinado,Site,Portugal,Data
Profissional,Mercedes-Benz,B 180,d Style Aut.,Diesel,Junho,2021,35 700 km,1 950 cm3,116 cv,Sim,,Monovolume,Preto,Automática,5,5,,24 Meses,Nacional,,,Usados,34 800        EUR,8089818919,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-style-aut-ID8Pu3sj.html,Classe B,,,,,,,,,,,,,,,,,,,,,,,"5,20 l/100km",StandVirtual,Yes,2023-10-21
Profissional,Peugeot,3008,1.5 BlueHDi GT,Diesel,Agosto,2021,46 920 km,1 499 cm3,130 cv,,Sim,SUV / TT,Preto,Manual,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,32 900        EUR,8090817750,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-ID8Pyfiu.html,,6,Tracção dianteira,,1,,,,,,Sim,Sim,,,04/08/2025,,,,,1 200 km,,,,"5,60 l/100km",StandVirtual,Yes,2023-10-21
Profissional,BMW,318,d Touring Auto,Diesel,Julho,2021,68 993 km,1 995 cm3,150 cv,,Sim,Carrinha,Preto,Automática,5,,Classe 1,36 Meses,,,Sim,Usados,40 500        EUR,8089588749,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8Pt5zT.html,Série 3,8,Tracção traseira,133 g/km,,,,Metalizado,,,,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Particular,DS,DS7 Crossback,E-Tense Grand Chic EAT8,Híbrido (Gasolina),Outubro,2020,51 000 km,1 598 cm3,300 cv,,,SUV / TT,Preto,Automática,5,5,Classe 1,,,,Sim,Usados,40 000        EUR,8090737941,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-e-tense-grand-chic-eat8-ID8PxUxf.html,,8,Integral,35 g/km,,,,Metalizado,,"144,05 €",Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,C 250,d 9G-TRONIC AMG Line,Diesel,Janeiro,2017,67 710 km,2 143 cm3,204 cv,,Sim,Cabrio,Cinzento,Automática,4,4,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,41 990        EUR,8090003382,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-9g-tronic-amg-line-ID8PuPrv.html,Classe C,9,Tracção traseira,,1,,,Metalizado,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,VW,ID.3,Pure Performance City,Eléctrico,Maio,2021,22 000 km,,150 cv,,Sim,Utilitário,Branco,Automática,5,5,Classe 1,24 Meses,,Sim,Sim,Usados,32 990        EUR,8087061235,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-3-pure-performance-city-ID8Piu3x.html,,,,,1,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,GLC 350,e Exclusive 4-Matic,Híbrido (Gasolina),Janeiro,2018,119 225 km,1 991 cm3,320 cv,Sim,Sim,SUV / TT,Azul,Automática,5,5,,18 Meses,Nacional,Sim,Sim,Usados,38 990        EUR,8090595078,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-exclusive-4-matic-ID8Pxjn0.html,Classe GLC,,Integral,,1,,,Metalizado,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,GLC 350,d Coupé AMG Line 4-Matic,Diesel,Junho,2018,178 572 km,2 987 cm3,258 cv,Sim,Sim,SUV / TT,Preto,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,43 990        EUR,8090788194,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-d-coup-amg-line-4-matic-ID8Py7BM.html,Classe GLC,,Integral,,1,,,Metalizado,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,DS,DS3 Crossback,E-Tense Performance Line,Eléctrico,Novembro,2022,17 923 km,,136 cv,,Sim,Utilitário,Cinzento,Automática,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Usados,34 999        EUR,8090325575,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-e-tense-performance-line-ID8Pvbgb.html,,,,,1,,,Metalizado,,,Sim,Sim,Sim,01/01/0001,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Land Rover,Range Rover Evoque,2.0 D150 AWD S Auto,Diesel,Junho,2019,58 000 km,1 999 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,44 500        EUR,8090325821,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-awd-s-auto-ID8Pvbk9.html,,9,Integral,134 g/km,,"6,10 l/100km","4,50 l/100km",,,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Volvo,XC 60,2.0 D4 Momentum Plus Geartronic,Diesel,Novembro,2019,77 960 km,1 969 cm3,190 cv,Sim,,SUV / TT,Cinzento,Automática,5,5,,36 Meses,Nacional,,Sim,Usados,38 850        EUR,8088364308,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-momentum-plus-geartronic-ID8PnX2Q.html,,8,,133 g/km,1,"5,60 l/100km",,Metalizado,Sim,,,Sim,,,,1 176 km,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Dezembro,2019,97 963 km,1 969 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Automática,5,,,18 Meses,,,,Usados,33 900        EUR,8090656114,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-geartronic-ID8Pxzfs.html,,,,,,"5,90 l/100km",,Metalizado,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,CLS 350,d,Diesel,Abril,2017,42 370 km,2 987 cm3,258 cv,Sim,,Sedan,Preto,Automática,4,4,,18 Meses,Nacional,,,Usados,39 900        EUR,8090224593,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-350-d-ID8PwKZr.html,Classe CLS,,,137 g/km,,"6,30 l/100km","4,70 l/100km",,,,,,,,,,,,,,,,,"5,30 l/100km",StandVirtual,Yes,2023-10-21
Particular,BMW,X5,40e xDrive Pack M,Híbrido (Gasolina),Abril,2017,109 458 km,1 997 cm3,313 cv,,,SUV / TT,Preto,Automática,5,5,Classe 2,,Importado,Sim,Sim,Usados,39 900        EUR,8090802559,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-pack-m-ID8Pyblt.html,Série X,8,Integral,78 g/km,2,,,Metalizado,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Particular,Land Rover,Range Rover Evoque,,Diesel,Fevereiro,2017,82 000 km,1 999 cm3,150 cv,,,SUV / TT,Castanho,Automática,5,,Classe 1,,,,,Usados,31 990        EUR,8090817641,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-ID8PyfgJ.html,,9,,,,,,Metalizado,,"271,56 €",,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Janeiro,2023,27 500 km,1 950 cm3,116 cv,,Sim,Utilitário,Cinzento,Automática,5,5,,36 Meses,Nacional,Sim,,Usados,38 900        EUR,8090761547,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Py0FZ.html,Classe A,,,,,,,,,,,Sim,,01/01/0001,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Dezembro,2022,3 km,,136 cv,,Sim,SUV / TT,Vermelho,Automática,5,5,,24 Meses,,Sim,Sim,Novos,36 490        EUR,8090084431,17 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PwavL.html,,10,Tracção dianteira,,,,,Metalizado,,,Sim,Sim,Sim,01/12/2025,,,,,,334 km,"15,80 kWh/100km",,Própria,,StandVirtual,Yes,2023-10-21
Particular,Mitsubishi,Lancer,,Gasolina,Junho,2010,114 511 km,1 998 cm3,295 cv,,,Sedan,Branco,Automática,4,5,Classe 1,,,Sim,Sim,Usados,44 000        EUR,8089439912,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-lancer-ID8PssRi.html,,6,Integral,,,"13,60 l/100km",,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,BMW,520,d Pack M Auto,Diesel,Novembro,2019,68 000 km,1 995 cm3,190 cv,,Sim,Carrinha,Preto,Automática,5,5,,18 Meses,Nacional,Sim,,Usados,41 500        EUR,8090760116,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Py0iU.html,Série 5,,,,,,,,Sim,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Peugeot,2008,1.5 BlueHDi Allure Pack EAT8,Diesel,Janeiro,2023,15 000 km,1 499 cm3,130 cv,,Sim,SUV / TT,Preto,Automática,5,5,,36 Meses,Nacional,Sim,,Usados,35 900        EUR,8090760136,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-pack-eat8-ID8Py0je.html,,,,,,,,,Sim,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Honda,Civic,2.0 i-VTEC Type-R GT,Gasolina,Janeiro,2018,48 570 km,1 996 cm3,320 cv,Sim,Sim,Sedan,Vermelho,Manual,5,5,Classe 1,18 Meses,Importado,Sim,Sim,Usados,42 750        EUR,8090678145,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-i-vtec-type-r-gt-ID8PxEYN.html,,6,Tracção dianteira,193 g/km,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Fevereiro,2020,100 000 km,1 995 cm3,190 cv,Sim,Sim,Sedan,Preto,Automática,5,5,,18 Meses,Nacional,Sim,Sim,Usados,37 500        EUR,8090726805,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PxRDD.html,Série 4,8,Tracção traseira,129 g/km,1,,,,,,Sim,Sim,,,15/02/2024,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Jaguar,E-Pace,2.0 i4D R-Dynamic S AWD Aut.,Diesel,Março,2018,62 500 km,1 999 cm3,180 cv,Sim,,SUV / TT,Cinzento,Automática,5,5,,18 Meses,Nacional,Sim,Sim,Usados,39 990        EUR,8090342639,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-e-pace-2-0-i4d-r-dynamic-s-awd-aut-ID8PvfHp.html,,9,Integral,191 g/km,2,,,Metalizado,,,Sim,Sim,,,28/03/2024,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Julho,2019,85 147 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Preto,Automática,5,5,Classe 1,20 Meses,Nacional,Sim,Sim,Usados,44 900        EUR,8090640442,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PxwaG.html,Classe E,9,Tracção traseira,36 g/km,1,,,Metalizado,,,Sim,Sim,,09/07/2025,10/07/2025,,,,200 000 km,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Isuzu,D-Max,,Diesel,Janeiro,2019,31 917 km,1 898 cm3,164 cv,,,SUV / TT,Cinzento,Manual,5,3,,18 Meses,Importado,,,Usados,31 400        EUR,8090891736,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/isuzu-d-max-ID8PyyxO.html,,,Integral,,,,,,,,,,,,03/01/2025,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,C 220,d Station 9G-TRONIC AMG Line,Diesel,Junho,2020,161 800 km,1 950 cm3,194 cv,Sim,Sim,Carrinha,Preto,Automática,5,5,,18 Meses,Importado,,Sim,Usados,34 900        EUR,8090886108,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-amg-line-ID8Pyx52.html,Classe C,,,,,,,,Sim,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,A 200,AMG Line,Gasolina,Agosto,2022,10 983 km,1 332 cm3,163 cv,Sim,,Utilitário,Branco,Manual,5,5,,24 Meses,Nacional,,,Usados,35 500        EUR,8090216075,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-ID8PwIM3.html,Classe A,,,,,,,,,,,,,,,,,,,,,,,"5,90 l/100km",StandVirtual,Yes,2023-10-21
Profissional,Volvo,XC 40,2.0 D3 Momentum Plus Geartronic,Diesel,Setembro,2018,107 953 km,1 969 cm3,150 cv,,Sim,SUV / TT,Vermelho,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,31 800        EUR,8090473087,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-plus-geartronic-ID8PvNDp.html,,8,Tracção dianteira,,1,,,Metalizado,,"271,56 €",Sim,Sim,Sim,,25/09/2024,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Novembro,2019,94 000 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Cinzento,Automática,4,5,Classe 1,18 Meses,Nacional,,Sim,Usados,31 900        EUR,8090838842,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-corporate-edition-auto-ID8PykMG.html,Série 3,8,Tracção dianteira,,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Particular,Peugeot,Traveller,2.0 BlueHDi L2H1 Allure Standard,Diesel,Outubro,2016,182 000 km,1 997 cm3,150 cv,,,Carrinha,Preto,Manual,5,8,Classe 1,,Nacional,,Sim,Usados,32 500        EUR,8090891657,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-traveller-2-0-bluehdi-l2h1-allure-standard-ID8Pyyvx.html,,6,Tracção dianteira,139 g/km,,"6,10 l/100km","5,10 l/100km",Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Fiat,Doblo,1.5 BlueHDi Maxi,Diesel,Janeiro,2023,500 km,1 499 cm3,100 cv,,,Carrinha,Branco,Manual,5,5,,36 Meses,,,,Novos,31 490        EUR,8090363721,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-doblo-1-5-bluehdi-maxi-ID8Pvlbr.html,,6,Tracção dianteira,155 g/km,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Opel,Astra,1.6 T PHEV Business,Híbrido (Gasolina),Janeiro,2023,10 000 km,1 598 cm3,180 cv,Sim,Sim,Utilitário,Vermelho,Automática,5,5,Classe 1,36 Meses,Nacional,,Sim,Usados,39 900        EUR,8089114931,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-t-phev-business-ID8Pr6jF.html,,8,Tracção dianteira,24 g/km,1,,,Metalizado,,,Sim,Sim,Sim,23/01/2026,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Particular,Volvo,XC 40,2.0 D3 Inscription Geartronic,Diesel,Dezembro,2018,66 500 km,1 969 cm3,150 cv,,,SUV / TT,Cinzento,Automática,5,5,Classe 1,,Nacional,Sim,Sim,Usados,38 000        EUR,8090769328,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-inscription-geartronic-ID8Py2Hu.html,,8,Tracção dianteira,157 g/km,,"5,90 l/100km","4,80 l/100km",Metalizado,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,BMW,330,e iPerformance Pack M,Híbrido (Gasolina),Maio,2018,124 300 km,1 998 cm3,252 cv,Sim,Sim,Sedan,Branco,Automática,4,5,,18 Meses,Nacional,,Sim,Usados,33 500        EUR,8088724550,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-iperformance-pack-m-ID8PpsLc.html,Série 3,8,,,1,,,,Sim,,Sim,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Setembro,2020,77 527 km,1 950 cm3,306 cv,Sim,Sim,Sedan,Preto,Automática,4,5,,24 Meses,,,,Usados,41 000        EUR,8090481134,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PvPJc.html,Classe C,,,,,,,Metalizado,Sim,,,Sim,,,01/09/2024,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,C 200,,Diesel,Julho,2019,155 830 km,1 597 cm3,160 cv,Sim,Sim,Coupé,Branco,Automática,2,4,,24 Meses,,,,Usados,35 000        EUR,8089488124,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PsFoU.html,Classe C,,,,,,,,,,,Sim,,,01/07/2025,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,MG,MG5,61 kWh Luxury,Eléctrico,Março,2023,10 000 km,,156 cv,Sim,,Carrinha,Preto,Automática,5,5,,36 Meses,Nacional,,,Usados,42 990        EUR,8089202316,20 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mg-mg5-61-kwh-luxury-ID8Prt36.html,,,,,,,,,,,,,,21/10/2026,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,BMW,225xe Active Tourer,Line Sport,Híbrido (Gasolina),Junho,2021,12 500 km,1 499 cm3,224 cv,Sim,,Monovolume,Prateado,Automática,5,,,36 Meses,Nacional,,,Usados,38 900        EUR,8090516280,20 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-225xe-active-tourer-line-sport-ID8PvYS4.html,Série 2,,,,,,,,,,,,,21/10/2026,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Citroën,e-C4,Shine,Eléctrico,Novembro,2022,29 km,,136 cv,,Sim,SUV / TT,Cinzento,Automática,5,5,,24 Meses,,,,Usados,35 890        EUR,8089553740,16 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-shine-ID8PsVte.html,,,Tracção dianteira,,,,,Metalizado,,,,Sim,Sim,,,,,,,350 km,"16,60 kWh/100km",,,,StandVirtual,Yes,2023-10-21
Profissional,MINI,Countryman,One D Classic,Diesel,Dezembro,2021,18 500 km,1 496 cm3,116 cv,Sim,,Utilitário,Verde,Manual,5,,,36 Meses,Nacional,,,Usados,32 900        EUR,8088490947,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-classic-ID8PotZp.html,,,,,,,,,,,,,,21/10/2026,,,,,,,,,,5 l/100km,StandVirtual,Yes,2023-10-21
Particular,Hyundai,Tucson,1.6 T-GDI PHEV Premium,Híbrido (Gasolina),Junho,2022,19 000 km,1 598 cm3,266 cv,,,SUV / TT,Outra,Automática,5,5,,,,,,Usados,43 000        EUR,8090891660,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-t-gdi-phev-premium-ID8PyyvA.html,,,,,,,,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,A 45 AMG,4-Matic,Gasolina,Maio,2015,93 864 km,1 991 cm3,360 cv,,Sim,Utilitário,Cinzento,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,37 900        EUR,8090821205,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-45-amg-4-matic-ID8Pygcd.html,Classe A,7,Integral,161 g/km,1,,,Mate,,,Sim,Sim,,,05/05/2024,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Audi,A3 Sportback,30 TFSI S line S tronic,Gasolina,Abril,2022,22 648 km,999 cm3,110 cv,Sim,,Utilitário,Preto,Automática,5,5,,18 Meses,Nacional,,,Usados,35 000        EUR,8090725833,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-s-line-s-tronic-ID8PxRnX.html,,,,,,,,,,,,,,,,,,,,,,,,"5,20 l/100km",StandVirtual,Yes,2023-10-21
Particular,Mercedes-Benz,CLS 250,d Shooting Brake,Diesel,Fevereiro,2016,135 000 km,2 143 cm3,204 cv,,,Carrinha,Prateado,Automática,5,5,,,,,,Usados,31 000        EUR,8090801882,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-250-d-shooting-brake-ID8Pybay.html,Classe CLS,9,Tracção traseira,128 g/km,,"5,70 l/100km","4,40 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,E 220,,Diesel,Julho,2018,140 000 km,1 950 cm3,194 cv,Sim,Sim,Coupé,Cinzento,Automática,2,4,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,38 500        EUR,8089835030,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8Pu7Ea.html,Classe E,9,Tracção traseira,,1,,,Metalizado,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Mercedes-Benz,Vito Tourer,114 CDi/32 Pro,Diesel,Julho,2019,106 700 km,2 143 cm3,136 cv,,Sim,Carrinha,Preto,Manual,4,9,Classe 1,36 Meses,,,,Usados,38 500        EUR,8090653047,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-vito-tourer-114-cdi-32-pro-ID8PxyrZ.html,,6,Tracção traseira,186 g/km,,"8,50 l/100km","5,40 l/100km",Metalizado,,,,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Nissan,Leaf,N-Connecta,Eléctrico,Setembro,2023,9 km,,150 cv,Sim,Sim,Utilitário,Cinzento,Automática,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Usados,35 800        EUR,8090817532,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-n-connecta-ID8PyfeY.html,,1,Tracção dianteira,,,,,Metalizado,,,,Sim,Sim,01/09/2026,,,,,100 000 km,270 km,,40 kWh,Própria,,StandVirtual,Yes,2023-10-21
Particular,Mercedes-Benz,C 250,d Coupe 9G-TRONIC AMG Line,Diesel,Agosto,2017,96 000 km,2 143 cm3,204 cv,,,Coupé,Branco,Automática,2,,,,Nacional,Sim,Sim,Usados,39 000        EUR,8090891555,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-coupe-9g-tronic-amg-line-ID8PyyuT.html,Classe C,,,,2,"4,80 l/100km",,Pérola,Sim,,,,,,01/08/2024,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Agosto,2022,10 000 km,,136 cv,Sim,Sim,Utilitário,Preto,Automática,5,5,Classe 1,36 Meses,Nacional,,Sim,Usados,33 750        EUR,8088320291,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8PnLAT.html,,8,Tracção dianteira,,,,,Metalizado,,,,Sim,,,,,,,,,,,Própria,,StandVirtual,Yes,2023-10-21
Profissional,Mitsubishi,Outlander,2.4 PHEV Intense,Híbrido (Gasolina),Setembro,2020,34 291 km,2 360 cm3,224 cv,Sim,Sim,SUV / TT,Preto,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,,Usados,31 750        EUR,8089906136,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-outlander-2-4-phev-intense-ID8Puq92.html,,1,Integral,46 g/km,1,,,Metalizado,,,Sim,Sim,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Citroën,C5 Aircross,1.6 Hybrid Shine e-EAT8,Híbrido (Gasolina),Maio,2022,15 920 km,1 598 cm3,225 cv,,Sim,Utilitário,Cinzento,Automática,5,5,Classe 2,18 Meses,Nacional,Sim,Sim,Usados,36 990        EUR,8090265349,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-6-hybrid-shine-e-eat8-ID8PwWAN.html,,8,Tracção dianteira,,,,,Metalizado,,,Sim,Sim,,,26/05/2026,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,BMW,630 Gran Turismo,d Pack M,Diesel,Fevereiro,2018,99 990 km,2 993 cm3,265 cv,Sim,Sim,Coupé,Branco,Automática,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Usados,41 490        EUR,8089101431,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-630-gran-turismo-d-pack-m-ID8Pr2NW.html,Série 6,8,Tracção traseira,139 g/km,1,,,,Sim,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Porsche,Cayenne,S E-Hybrid,Híbrido (Gasolina),Maio,2016,164 236 km,2 995 cm3,416 cv,Sim,Sim,SUV / TT,Preto,Automática,5,5,Classe 1,18 Meses,,,,Usados,45 000        EUR,8090817528,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-e-hybrid-ID8PyfeU.html,,,,,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Profissional,Porsche,Panamera,Diesel,Diesel,Fevereiro,2012,254 000 km,2 967 cm3,250 cv,,,Citadino,Branco,Automática,5,,,36 Meses,,,,Usados,42 000        EUR,8090730731,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8PxSEX.html,,8,Tracção traseira,166 g/km,,"7,80 l/100km","5,50 l/100km",,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
Particular,Audi,A4,35 TDI S line S tronic,Diesel,Março,2020,150 000 km,1 968 cm3,163 cv,,,Carrinha,Cinzento,Automática,4,,,,,,,Usados,36 900        EUR,8090745187,21 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-s-line-s-tronic-ID8PxVq7.html,,7,Tracção dianteira,128 g/km,,"4,30 l/100km","3,60 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-10-21
