Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Emissões CO2,IUC,Filtro de partículas,Inspecção válida até,Consumo Urbano,Consumo Extra Urbano,Sub-modelo,Valor Fixo,Consumo Combinado,Autonomia,Bateria,IVA Discriminado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,ou até,Capacidade da bateria,Consumo,Valor sem ISV,Clássico,Site,Portugal
Profissional,Audi,A5,40 TDI S line S tronic,Diesel,Janeiro,2022,29 348 km,1 968 cm3,190 cv,,,Coupé,Cinzento,,Automática,,2,4,,,36 Meses,,Nacional,,,,Usados,52 490        EUR,8089800811,11 Julho 2023,,,,,,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 90,2.0 D4 Inscription,Diesel,Dezembro,2017,130 400 km,1 969 cm3,190 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,7,Classe 1,Tracção dianteira,24 Meses,1,Nacional,Sim,Sim,Sim,Usados,48 900        EUR,8089456022,11 Julho 2023,136 g/km,,Sim,,"5,80 l/100km",,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,EV6,58kWh Air,Eléctrico,Fevereiro,2022,29 500 km,,170 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,Tracção traseira,36 Meses,,Nacional,Sim,Sim,Sim,Usados,47 500        EUR,8090018702,11 Julho 2023,,,,,,,,Sim,,400 km,Própria,,,,14/02/2029,150 000 km,,"16,60 kWh/100km",,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic,Diesel,Janeiro,2020,45 500 km,1 999 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,24 Meses,,,Sim,Sim,Sim,Usados,45 500        EUR,8083402487,11 Julho 2023,167 g/km,,,,"6,30 l/100km","4,90 l/100km",,Sim,"5,40 l/100km",,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Agosto,2020,74 000 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Branco,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,18 Meses,,Importado,Sim,Sim,Sim,Usados,46 900        EUR,8088285012,11 Julho 2023,,,,,,,Classe C,,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Outubro,2020,45 086 km,1 950 cm3,306 cv,Sim,Sim,Carrinha,Branco,,Automática,,5,5,,Tracção traseira,18 Meses,,Importado,,Sim,Sim,Usados,58 900        EUR,8089252297,11 Julho 2023,,,,,,,Classe E,Sim,,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Novembro,2021,7 027 km,,351 cv,Sim,Sim,Sedan,Preto,,Automática,,4,5,,,36 Meses,,Importado,,,,Usados,46 300        EUR,8087005202,11 Julho 2023,,,,,,,,,,,Própria,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Setembro,2021,7 560 km,,351 cv,Sim,Sim,Sedan,Preto,,Automática,,4,5,,,36 Meses,,Importado,,,,Usados,47 500        EUR,8086893681,11 Julho 2023,,,,,,,,,,,Própria,,,,,,,,,,StandVirtual,Yes
Profissional,Polestar,2,Standard Range,Eléctrico,Junho,2022,6 km,,231 cv,Sim,Sim,Sedan,Preto,,Automática,,5,,,,36 Meses,,Importado,,,,Usados,49 500        EUR,8088336975,11 Julho 2023,,,,,,,,,,,Própria,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 250,e,Híbrido (Gasolina),Novembro,2022,8 136 km,1 332 cm3,218 cv,Sim,Sim,Citadino,Cinzento,,Automática,,4,5,,,18 Meses,,Nacional,,,,Usados,51 500        EUR,8089552879,11 Julho 2023,,,,,,,Classe A,,,,,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Maio,2021,74 444 km,1 950 cm3,306 cv,,,Carrinha,Preto,,Automática,,5,,,,18 Meses,,Nacional,,,,Usados,54 990        EUR,8089870429,11 Julho 2023,,,,,,,Classe C,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Fevereiro,2022,6 567 km,,513 cv,Sim,Sim,Sedan,Preto,,Automática,,4,5,,,36 Meses,,Importado,,,,Usados,52 800        EUR,8087147484,11 Julho 2023,,,,,,,,,,,Própria,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.4,Pro Performance,Eléctrico,Setembro,2022,5 km,,204 cv,Sim,Sim,Cabrio,Branco,,Automática,,,,,,18 Meses,,Importado,,,,Usados,54 800        EUR,8089245999,11 Julho 2023,,,,,,,,,,,Aluguer,,Sim,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,F-Pace,2.0 P400e AWD R-Dynamic Black,Híbrido (Gasolina),Março,2021,39 900 km,1 997 cm3,404 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,,,,18 Meses,,,Sim,Sim,Sim,Usados,69 990        EUR,8089997223,8 Julho 2023,,,,,,,,Sim,,46 km,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Bentley,Bentayga,Diesel,Diesel,Janeiro,2019,51 000 km,3 956 cm3,435 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,Integral,18 Meses,,Nacional,Sim,,Sim,Usados,189 900        EUR,8089470767,11 Julho 2023,210 g/km,,,,"9,40 l/100km",,,,,,,,,,01/12/2025,100 000 km,,,,,StandVirtual,Yes
Profissional,Aston Martin,Vantage Coupe,V8 AMR Sportshift II,Gasolina,Janeiro,2018,19 500 km,4 735 cm3,435 cv,Sim,Sim,Coupé,Verde,Metalizado,Automática,7,2,2,Classe 1,Tracção traseira,18 Meses,,Nacional,Sim,,Sim,Usados,165 000        EUR,8089517393,11 Julho 2023,296 g/km,,,,19 l/100km,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,GTS PDK,Gasolina,Junho,2016,93 900 km,2 997 cm3,360 cv,,Sim,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Integral,18 Meses,,Importado,,Sim,Sim,Usados,68 900        EUR,8089924214,11 Julho 2023,215 g/km,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,M6,,Gasolina,Junho,2016,130 000 km,4 395 cm3,600 cv,,,Sedan,Cinzento,Metalizado,Automática,,5,,,,,,,,,,Usados,69 999        EUR,8090016203,11 Julho 2023,,,,,,,Série 6,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,M3,Competition,Gasolina,Junho,2021,29 000 km,2 993 cm3,510 cv,,,Sedan,Azul,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,,,Nacional,Sim,Sim,Sim,Usados,127 500        EUR,8088709712,11 Julho 2023,,,,,,,Série 3,Sim,,,,,,,17/07/2026,,,,,,StandVirtual,Yes
Particular,BMW,M3,Competition,Gasolina,Setembro,2021,12 500 km,2 993 cm3,510 cv,Sim,,Sedan,Cinzento,,Automática,8,4,5,Classe 1,Tracção traseira,,1,Nacional,Sim,Sim,Sim,Usados,122 990        EUR,8089344155,11 Julho 2023,230 g/km,783 €,Sim,,,,Série 3,,,,,,,,15/09/2026,100 000 km,,,,,StandVirtual,Yes
Profissional,Lexus,ES 300h,Sport,Híbrido (Gasolina),Fevereiro,2023,8 600 km,2 487 cm3,218 cv,,Sim,Sedan,Cinzento,,Automática,,4,5,,,60 Meses,,Nacional,,,,Usados,62 500        EUR,8089804878,11 Julho 2023,122 g/km,,,,,,ES,Sim,"4,90 l/100km",,,,,,11/07/2028,,,,,,StandVirtual,Yes
Profissional,BMW,X6,40 d xDrive Pack M,Diesel,Maio,2018,39 170 km,2 993 cm3,313 cv,Sim,Sim,SUV / TT,Preto,,Automática,8,5,5,Classe 2,Integral,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,77 000        EUR,8082134527,11 Julho 2023,183 g/km,,,,,,Série X,Sim,"7,10 l/100km",,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,Panamera Sport Turismo,4 E-Hybrid,Híbrido (Gasolina),Junho,2018,115 000 km,2 894 cm3,462 cv,,,Carrinha,Azul,Metalizado,Automática,8,5,5,Classe 1,Integral,,,Nacional,Sim,Sim,Sim,Usados,89 900        EUR,8089397612,11 Julho 2023,59 g/km,,Sim,20/06/2026,,,,,,,,,,,24/03/2024,,,,,,StandVirtual,Yes
Profissional,BMW,M2,Competition Auto,Gasolina,Janeiro,2019,36 000 km,2 979 cm3,410 cv,Sim,Sim,Coupé,Cinzento,,Automática,,2,4,,,18 Meses,,Nacional,,,,Usados,64 900        EUR,8089396431,11 Julho 2023,,,,,,,Série 2,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Velar,3.0 D300 AWD R-Dynamic HSE,Diesel,Outubro,2017,112 418 km,2 996 cm3,300 cv,,Sim,SUV / TT,Dourado,Metalizado,Automática,,5,,,,18 Meses,1,,Sim,Sim,Sim,Usados,72 400        EUR,8089220793,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ferrari,Portofino,M,Gasolina,Outubro,2022,4 800 km,3 855 cm3,620 cv,,Sim,Cabrio,Vermelho,Metalizado,Automática,,2,,,,36 Meses,,Nacional,Sim,Sim,Sim,Usados,373 000        EUR,8089851569,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 400,d 4Matic T All-Terrain 9G-TRONIC Avantgarde,Diesel,Novembro,2019,108 000 km,2 925 cm3,340 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,,Integral,18 Meses,,,Sim,Sim,Sim,Usados,87 500        EUR,8089555205,11 Julho 2023,168 g/km,,Sim,,"7,50 l/100km","5,70 l/100km",Classe E,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Agosto,2022,15 400 km,1 950 cm3,306 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,9,4,5,Classe 1,Tracção traseira,24 Meses,1,Importado,Sim,Sim,Sim,Usados,66 500        EUR,8089959465,11 Julho 2023,34 g/km,227 €,Sim,16/08/2026,,,Classe E,,,51 km,,Sim,Sim,,28/08/2025,,,"16,10 kWh/100km",,,StandVirtual,Yes
Particular,BMW,iX3,M Sport Impressive,Eléctrico,Março,2022,9 000 km,,286 cv,,,SUV / TT,Vermelho,Metalizado,Automática,10,5,,,Tracção traseira,,1,Importado,Sim,Sim,Sim,Usados,71 500        EUR,8090022028,11 Julho 2023,,,,,,,Série X,,,453 km,Própria,,,,21/03/2026,,,"18,80 kWh/100km",,,StandVirtual,Yes
Profissional,BMW,M4,Coupe DKG Competition,Gasolina,Abril,2018,117 800 km,2 979 cm3,450 cv,Sim,Sim,Coupé,Amarelo,,Automática,,2,4,Classe 1,,18 Meses,1,Importado,Sim,Sim,Sim,Usados,69 900        EUR,8090022026,11 Julho 2023,,,,,,,Série 4,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Bentley,Bentayga,V8,Diesel,Julho,2018,39 485 km,3 956 cm3,435 cv,,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,Integral,18 Meses,,,Sim,Sim,Sim,Usados,189 900        EUR,8088196163,11 Julho 2023,,,,,"9,40 l/100km",,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne Coupé,E-Hybrid Platinum Edition,Híbrido (Gasolina),Setembro,2019,85 000 km,2 995 cm3,462 cv,Sim,Sim,SUV / TT,Cinzento,Pérola,Automática,9,5,,,,18 Meses,2,Nacional,Sim,Sim,Sim,Usados,102 500        EUR,8089781856,11 Julho 2023,,,Sim,,,,,Sim,,41 km,,,,,,,,"25,60 kWh/100km",,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,d 4-Matic,Diesel,Novembro,2018,170 000 km,2 987 cm3,258 cv,,,SUV / TT,Preto,Metalizado,Automática,,5,,,,36 Meses,,,,,,Usados,72 500        EUR,8089519082,11 Julho 2023,,,Sim,,"7,20 l/100km",,Classe GLE,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,430,i Coupe M Sport,Gasolina,Abril,2022,33 000 km,1 998 cm3,258 cv,,,Coupé,Azul,Mate,Automática,,2,4,,,,,,,,,Usados,75 000        EUR,8089916077,11 Julho 2023,,,Sim,,"7,30 l/100km",,Série 4,,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,X4 M,Competition,Gasolina,Dezembro,2019,92 500 km,2 993 cm3,510 cv,,,SUV / TT,Cinzento,Metalizado,Automática,,5,,,,,,,,,,Usados,98 000        EUR,8089188791,11 Julho 2023,,,,,,,Série X,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,718 Boxster,2.0 PDK,Gasolina,Setembro,2016,45 000 km,1 988 cm3,300 cv,,,Cabrio,Preto,Metalizado,Automática,7,2,2,Classe 1,Tracção traseira,18 Meses,,,Sim,Sim,Sim,Usados,63 990        EUR,8087803855,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d 4Matic All-Terrain,Diesel,Julho,2022,20 900 km,1 993 cm3,200 cv,,,Carrinha,Branco,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,67 700        EUR,8089159525,11 Julho 2023,,,,,,,Classe C,Sim,5 l/100km,,,,,,,,,,,,StandVirtual,Yes
Profissional,Maserati,Grancabrio,,Gasolina,Abril,2011,34 500 km,4 691 cm3,440 cv,Sim,Sim,Coupé,Branco,,Automática,6,2,4,Classe 1,,18 Meses,2,,,,Sim,Usados,99 996        EUR,8088223698,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,X7,M50d,Diesel,Fevereiro,2020,32 000 km,2 993 cm3,400 cv,,,SUV / TT,Azul,,Automática,,5,,,,,,,Sim,Sim,Sim,Usados,114 888        EUR,8089510831,11 Julho 2023,,,,,,,Série X,Sim,,,,,,,10/05/2024,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De Avantgarde,Híbrido (Diesel),Agosto,2022,15 321 km,1 950 cm3,306 cv,,,Carrinha,Prateado,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,70 000        EUR,8089159515,11 Julho 2023,,,,,,,Classe E,Sim,"1,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,EQE,350 +,Eléctrico,Abril,2022,32 216 km,,292 cv,,,Sedan,Prateado,,Automática,,4,5,,,24 Meses,,Nacional,,,,Usados,80 000        EUR,8089159520,11 Julho 2023,,,,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Land Rover,Range Rover Evoque,1.5 P300e AWD R-Dynamic S Auto,Híbrido (Gasolina),Janeiro,2023,3 800 km,1 498 cm3,309 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,,Sim,Sim,Usados,66 990        EUR,8090021054,11 Julho 2023,,,,,,,,,,,,Sim,,,02/01/2025,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 63 AMG,S Station Speedshift 7G-MCT,Gasolina,Novembro,2017,59 069 km,3 982 cm3,510 cv,Sim,Sim,Carrinha,Cinzento,Mate,Automática,7,5,5,Classe 1,,18 Meses,,,,,,Usados,79 900        EUR,8089914687,11 Julho 2023,,,,,,,Classe C,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,GTS PDK,Gasolina,Julho,2021,57 500 km,2 894 cm3,440 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Integral,36 Meses,,Importado,Sim,Sim,Sim,Usados,98 850        EUR,8089959151,11 Julho 2023,,,,,"12,30 l/100km",,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 300,De AMG Line,Híbrido (Diesel),Julho,2022,14 300 km,1 950 cm3,306 cv,,,Carrinha,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,70 800        EUR,8089159483,11 Julho 2023,,,,,,,Classe E,Sim,"1,40 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLC 300,de 4Matic,Híbrido (Diesel),Novembro,2021,39 000 km,1 950 cm3,320 cv,,,SUV / TT,Preto,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,68 000        EUR,8089159389,11 Julho 2023,,,,,,,Classe GLC,Sim,"1,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLS 400,d 4-Matic,Diesel,Junho,2021,32 000 km,2 925 cm3,330 cv,,,SUV / TT,Azul,,Automática,,5,7,,,24 Meses,,Nacional,,,,Usados,129 000        EUR,8089159417,11 Julho 2023,,,,,,,Classe GLS,Sim,"9,10 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 300,,Diesel,Dezembro,2021,38 000 km,1 992 cm3,265 cv,,,Carrinha,Vermelho,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,62 000        EUR,8089159413,11 Julho 2023,,,,,,,Classe C,Sim,"5,20 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLS 220,d AMG Line,Diesel,Maio,2022,24 300 km,1 950 cm3,194 cv,,,Sedan,Cinzento,,Automática,,4,5,,,24 Meses,,Nacional,,,,Usados,69 900        EUR,8089624980,11 Julho 2023,,,,,,,Classe CLS,Sim,"5,70 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Panamera,4 E-Hybrid,Híbrido (Gasolina),Abril,2019,53 784 km,2 894 cm3,462 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,8,5,4,Classe 1,Integral,18 Meses,,Nacional,,,Sim,Usados,99 990        EUR,8089851615,11 Julho 2023,45 g/km,,,,,,,Sim,,,,,,56 km,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 250,e AMG Line,Híbrido (Gasolina),Dezembro,2022,5 074 km,1 332 cm3,218 cv,Sim,Sim,SUV / TT,Preto,,Automática,,,,,,18 Meses,,Nacional,,,,Usados,61 400        EUR,8089445387,11 Julho 2023,,,,,,,Classe GLA,,,,,,Sim,,,,,,,,StandVirtual,Yes
Particular,BMW,X3,20 d xDrive,Diesel,Agosto,2021,15 000 km,1 995 cm3,190 cv,,,SUV / TT,Prateado,Metalizado,Automática,8,5,5,Classe 1,Integral,,,Importado,,Sim,Sim,Usados,61 500        EUR,8088686090,11 Julho 2023,157 g/km,180 €,Sim,25/08/2023,,,Série X,Sim,,,,,,50 km,25/08/2023,,,,,Sim,StandVirtual,Yes
Profissional,BMW,iX3,Impressive,Eléctrico,Junho,2021,35 807 km,,286 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,,Classe 2,Tracção traseira,18 Meses,,,,,,Usados,61 950        EUR,8089085956,11 Julho 2023,,,,,,,Série X,Sim,,453 km,Própria,,Sim,,,,74 kWh,"18,90 kWh/100km",,,StandVirtual,Yes
Profissional,BMW,iX3,M Sport Impressive,Eléctrico,Maio,2022,15 442 km,,286 cv,,,SUV / TT,Cinzento,,Automática,,5,5,,,36 Meses,,Importado,,,,Usados,73 900        EUR,8089643032,11 Julho 2023,,,,,,,,Sim,,,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 53 AMG,4Matic+,Gasolina,Junho,2021,7 500 km,2 999 cm3,435 cv,Sim,Sim,Coupé,Cinzento,,Automática,,2,4,,,24 Meses,,Nacional,,,,Usados,98 500        EUR,8087917908,11 Julho 2023,,,,,"11,50 l/100km",,Classe E,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,991,Carrera 2 PDK,Gasolina,Outubro,2016,42 093 km,2 981 cm3,370 cv,Sim,Sim,Coupé,Prateado,,Automática,,2,,,,18 Meses,,,,,,Usados,119 911        EUR,8087405059,11 Julho 2023,,,,,"9,90 l/100km",,911 (Todos),Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,992,Carrera S PDK,Gasolina,Outubro,2020,18 160 km,2 981 cm3,450 cv,Sim,Sim,Coupé,Prateado,,Automática,,2,,,,18 Meses,,,,,,Usados,174 911        EUR,8087407427,11 Julho 2023,,,,,"10,70 l/100km",,911 (Todos),Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,992,Carrera 4 PDK,Gasolina,Abril,2020,20 820 km,2 981 cm3,385 cv,Sim,Sim,Coupé,Prateado,,Automática,,2,,,,18 Meses,,,,,,Usados,167 911        EUR,8087407471,11 Julho 2023,,,,,"13,20 l/100km",,911 (Todos),Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,i4,M50,Eléctrico,Dezembro,2022,15 168 km,,544 cv,,,Sedan,Preto,Metalizado,Automática,,5,,,,,,,,,,Usados,76 750        EUR,8089607348,11 Julho 2023,,,,,,,Série i,Sim,,513 km,,,,,,,,"18,30 kWh/100km",,,StandVirtual,Yes
Profissional,Audi,A6 Avant,40 TDI Sport S tronic,Diesel,Janeiro,2023,7 316 km,1 968 cm3,204 cv,,,Carrinha,Preto,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,61 500        EUR,8089915603,11 Julho 2023,,,,,,,,Sim,"5,80 l/100km",,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 350,de 4Matic,Híbrido (Diesel),Setembro,2022,18 000 km,1 950 cm3,320 cv,,,SUV / TT,Azul,,Automática,,5,5,,,24 Meses,,Nacional,,,,Usados,92 000        EUR,8089915616,11 Julho 2023,,,,,,,,Sim,"0,80 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q4 Sportback e-tron,40 82 kWH,Eléctrico,Fevereiro,2023,4 851 km,,204 cv,,,SUV / TT,Cinzento,,Automática,,5,5,,,36 Meses,,Nacional,,,,Usados,63 990        EUR,8089803386,11 Julho 2023,,,,,,,,Sim,,,,,,,11/07/2026,,,,,,StandVirtual,Yes
Profissional,Porsche,718 Boxster,4.0 25 Anos PDK,Gasolina,Maio,2021,2 650 km,3 995 cm3,400 cv,Sim,Sim,Cabrio,Preto,,Automática,,2,,,,18 Meses,,,,,,Usados,156 000        EUR,8087796222,11 Julho 2023,,,,,13 l/100km,,,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Taycan,4S,Eléctrico,Maio,2021,23 000 km,,530 cv,Sim,Sim,Sedan,Preto,,Automática,,4,5,Classe 1,Integral,36 Meses,1,Importado,,Sim,Sim,Usados,116 900        EUR,8089050621,11 Julho 2023,,,,,,,,,,,,Sim,,400 km,,,,,,,StandVirtual,Yes
Profissional,BMW,X5,45 e xDrive Pack M,Híbrido (Gasolina),Junho,2021,69 900 km,2 998 cm3,394 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,88 600        EUR,8089399938,11 Julho 2023,,,,,,,Série X,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLE 400,d Coupé 4Matic,Diesel,Junho,2021,34 710 km,2 925 cm3,330 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,Integral,24 Meses,,Nacional,Sim,Sim,Sim,Usados,128 900        EUR,8087028512,11 Julho 2023,,,Sim,,"8,50 l/100km",,Classe GLE,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,e-tron GT,quattro,Eléctrico,Abril,2021,27 322 km,,476 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,,4,5,Classe 1,Integral,18 Meses,,Nacional,,,Sim,Usados,109 990        EUR,8088069623,11 Julho 2023,,,,,,,,Sim,,452 km,,,Sim,,,,93 kWh,"19,90 kWh/100km",,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d,Diesel,Março,2020,43 500 km,2 925 cm3,340 cv,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,9,4,5,,Tracção traseira,24 Meses,,Nacional,Sim,Sim,Sim,Usados,104 900        EUR,8085489578,11 Julho 2023,169 g/km,,,,,,Classe S,Sim,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Macan,S,Diesel,Outubro,2016,142 000 km,2 967 cm3,258 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,18 Meses,,,,,Sim,Usados,63 900        EUR,8090021326,11 Julho 2023,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Jeep,Gladiator,3.0 CRD Overland AT8,Diesel,Maio,2022,8 900 km,2 987 cm3,264 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,4,5,Classe 2,Integral,36 Meses,1,Nacional,,Sim,Sim,Usados,79 900        EUR,8089199907,11 Julho 2023,,"56,57 €",,,,,,Sim,,,,Sim,Sim,,01/01/2026,,,,,,StandVirtual,Yes
Profissional,Audi,e-tron Sportback,55 quattro,Eléctrico,Junho,2021,36 341 km,,408 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Automática,,5,5,Classe 1,Integral,18 Meses,,Nacional,,,Sim,Usados,66 990        EUR,8088545729,11 Julho 2023,,,,,,,,Sim,,436 km,,,Sim,,,,95 kWh,,,,StandVirtual,Yes
Profissional,Porsche,Taycan,4S,Eléctrico,Abril,2021,44 131 km,,530 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,Integral,18 Meses,,Nacional,,,Sim,Usados,112 990        EUR,8088232064,11 Julho 2023,,,,,,,,Sim,,,,,,,,,93 kWh,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,S 400,d,Diesel,Outubro,2017,71 340 km,2 925 cm3,340 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,67 990        EUR,8088433204,11 Julho 2023,,,Sim,,"7,50 l/100km",,Classe S,Sim,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,M4,,Gasolina,Abril,2019,38 925 km,2 979 cm3,450 cv,Sim,Sim,Coupé,Preto,Metalizado,Automática,7,2,4,Classe 1,,18 Meses,1,Nacional,Sim,,Sim,Usados,76 990        EUR,8089010757,11 Julho 2023,,,,,"11,10 l/100km",,Série 4,Sim,,,,,,,,,,,,,StandVirtual,Yes
Particular,Porsche,991,Carrera 4 S PDK,Gasolina,Maio,2014,49 000 km,3 800 cm3,400 cv,,,Cabrio,Cinzento,Metalizado,Automática,7,2,,Classe 1,Integral,,1,Nacional,Sim,Sim,Sim,Usados,115 991        EUR,8089945146,11 Julho 2023,,,,20/05/2024,"12,40 l/100km",,911 (Todos),Sim,,,,,,,,,,,,,StandVirtual,Yes
