Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Origem,Aceita retoma,Possibilidade de financiamento,Registo(s),IUC,Consumo Combinado,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Autonomia,Capacidade da bateria,ou até,Bateria,Consumo,Gancho de Reboque,Site,Portugal,Data
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Agosto,2020,67 000 km,1 199 cm3,82 cv,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,133 g/km,,,18 Meses,Sim,Sim,,"5,80 l/100km","4,20 l/100km",Usados,14 900        EUR,8090700931,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PxKUj.html,Sim,,Sim,Sim,1,109 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Julho,2018,122 000 km,1 461 cm3,90 cv,Carrinha,Vermelho,,Manual,5,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,13 500        EUR,8090660851,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-ID8PxAtR.html,,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Polo,,Diesel,Novembro,2013,159 000 km,1 200 cm3,75 cv,Pequeno citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,,,,,18 Meses,,,Sim,,,Usados,9 800        EUR,8088852137,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-ID8PpZX3.html,Sim,Importado,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,308,PureTech 130 Stop & Start GT-Line Edition,Gasolina,Fevereiro,2016,80 000 km,1 199 cm3,130 cv,Citadino,Preto,,Manual,,5,,,,,,,18 Meses,Sim,Sim,Sim,5 l/100km,4 l/100km,Usados,14 900        EUR,8089289539,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-puretech-130-stop-start-gt-line-edition-ID8PrPJW.html,,,,Sim,1,,4 l/100km,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,500,0.9 8V TwinAir,Gasolina,Março,2011,168 000 km,875 cm3,85 cv,Citadino,Branco,,Manual,5,3,4,Classe 1,,,,,18 Meses,,Sim,,,,Usados,6 990        EUR,8090633744,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-0-9-8v-twinair-ID8PxtqE.html,Sim,Importado,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.5 dCi Dynamique S 82g,Diesel,Dezembro,2016,189 860 km,1 461 cm3,90 cv,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,82 g/km,,,18 Meses,,Sim,Sim,"3,60 l/100km",3 l/100km,Usados,10 500        EUR,8090633709,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-dynamique-s-82g-ID8Pxtq5.html,,Nacional,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Ford,Fiesta,1.0 T EcoBoost Titanium,Gasolina,Junho,2014,117 373 km,998 cm3,100 cv,Citadino,Azul,Metalizado,Manual,5,3,5,,Tracção dianteira,,,,,,Sim,Sim,"5,30 l/100km",,Usados,8 950        EUR,8088881224,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-t-ecoboost-titanium-ID8Pq7vc.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,208,1.2 PureTech Like,Gasolina,Janeiro,2020,109 600 km,1 199 cm3,75 cv,Citadino,Preto,,Manual,,5,5,,Tracção dianteira,,,,18 Meses,Sim,Sim,,,,Usados,14 190        EUR,8090618903,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-like-ID8Pxpzh.html,Sim,Nacional,,Sim,1,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Dynamic Sport,Diesel,Junho,2018,129 700 km,1 598 cm3,110 cv,Carrinha,Preto,,Manual,6,5,5,,,,,,18 Meses,,,Sim,,,Usados,14 100        EUR,8090618975,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-dynamic-sport-ID8PxpAr.html,,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Peugeot,207,1.4 16V Active,Gasolina,Abril,2010,130 000 km,1 397 cm3,95 cv,Utilitário,Preto,,Manual,5,5,5,,Tracção dianteira,135 g/km,,,,,,,"7,70 l/100km","4,90 l/100km",Usados,5 250        EUR,8090422531,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-207-1-4-16v-active-ID8PvAtZ.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Nissan,Micra,0.9 IG-T Acenta S/S,Gasolina,Abril,2018,40 052 km,898 cm3,90 cv,Citadino,Cinzento,,Manual,,5,5,Classe 1,,,,,18 Meses,,,Sim,,,Usados,13 500        EUR,8090700812,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-acenta-s-s-ID8PxKSo.html,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Abarth,500,1.4 T-Jet,Gasolina,Agosto,2010,82 361 km,1 368 cm3,135 cv,Utilitário,Preto,Metalizado,Manual,,3,4,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,14 900        EUR,8088919961,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-500-1-4-t-jet-ID8PqhAZ.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Volvo,V40,2.0 D3 Momentum,Diesel,Dezembro,2018,216 000 km,1 969 cm3,150 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,,Tracção dianteira,134 g/km,,,18 Meses,Sim,Sim,,"5,70 l/100km",4 l/100km,Usados,14 990        EUR,8089554406,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d3-momentum-ID8PsVDY.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,SEAT,Ibiza,SC 2.0 TDi FR 30 Anos,Diesel,Abril,2014,198 000 km,1 968 cm3,143 cv,Citadino,Preto,Metalizado,Manual,6,3,5,Classe 1,Tracção dianteira,114 g/km,,,18 Meses,,Sim,Sim,,,Usados,13 999        EUR,8090696249,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-sc-2-0-tdi-fr-30-anos-ID8PxJGN.html,,Nacional,Sim,Sim,,225 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Citroën,C1,1.0 VTi Feel S&S,Gasolina,Janeiro,2019,109 086 km,998 cm3,72 cv,Citadino,Preto,Metalizado,Manual,5,5,4,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,10 490        EUR,8089334481,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-feel-s-s-ID8Ps1qN.html,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Ford,Fiesta,1.0 EcoBoost Business,Gasolina,Março,2018,95 444 km,998 cm3,100 cv,Utilitário,Prateado,Metalizado,Manual,6,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,13 900        EUR,8089838820,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-business-ID8Pu8Di.html,Sim,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,500,1.2 Lounge,Gasolina,Julho,2019,73 890 km,1 242 cm3,69 cv,Utilitário,Preto,Metalizado,Manual,5,3,4,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,12 400        EUR,8089642300,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PtjwC.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Fevereiro,2019,118 100 km,1 461 cm3,75 cv,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,104 g/km,Sim,,18 Meses,Sim,Sim,Sim,"4,40 l/100km",,Usados,14 900        EUR,8090700648,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PxKPK.html,Sim,,Sim,Sim,2,153 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,500L,1.3 MJ Lounge,Diesel,Julho,2013,188 000 km,1 248 cm3,85 cv,Monovolume,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,Sim,,5 l/100km,,Usados,9 950        EUR,8088332841,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500l-1-3-mj-lounge-ID8PnORj.html,,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mazda,CX-3,1.5 Sky.Excellence HT Leather White Navi,Diesel,Agosto,2015,199 856 km,1 499 cm3,105 cv,SUV / TT,Cinzento,,Manual,6,5,,,Tracção dianteira,105 g/km,,,36 Meses,,,,"4,40 l/100km","3,80 l/100km",Usados,13 980        EUR,8090415377,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-5-sky-excellence-ht-leather-white-navi-ID8PvyCB.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio Sport Tourer,1.2 TCE GT EDC,Gasolina,Outubro,2014,76 366 km,1 197 cm3,120 cv,Carrinha,Preto,,Automática,,5,5,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,14 199        EUR,8090633546,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-2-tce-gt-edc-ID8Pxtns.html,,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Fevereiro,2015,141 000 km,1 560 cm3,100 cv,Carrinha,Preto,,Manual,5,5,,,Tracção dianteira,95 g/km,,,36 Meses,,,,"4,30 l/100km","3,20 l/100km",Usados,12 900        EUR,8090573871,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8PxdQX.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,SEAT,Ibiza,1.0 Style,Gasolina,Março,2018,71 625 km,999 cm3,75 cv,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,01/03/2024,18 Meses,Sim,,Sim,6 l/100km,,Usados,12 500        EUR,8088140807,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-style-ID8Pn0TZ.html,Sim,Nacional,,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,VW,Golf,1.6 TDI Confortline,Diesel,Novembro,2018,215 000 km,1 598 cm3,115 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,104 g/km,,31/12/2023,,,Sim,Sim,"4,60 l/100km","3,80 l/100km",Usados,14 950        EUR,8090325929,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-confortline-ID8PvblT.html,,Nacional,,,1,,,,700 km,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,500,1.2 Lounge,Gasolina,Abril,2014,103 302 km,1 242 cm3,69 cv,Citadino,Preto,,Manual,5,3,4,,Tracção dianteira,129 g/km,,,18 Meses,,,,"5,90 l/100km","4,40 l/100km",Usados,10 370        EUR,8090581592,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PxfRu.html,,Importado,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,500C,0.9 8V TwinAir by Gucci,Gasolina,Outubro,2011,108 000 km,875 cm3,85 cv,Cabrio,Preto,,Manual,,2,4,,Tracção dianteira,95 g/km,,,18 Meses,,Sim,Sim,"4,70 l/100km",,Usados,13 750        EUR,8089125657,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-0-9-8v-twinair-by-gucci-ID8Pr96F.html,,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Outubro,2018,185 028 km,1 248 cm3,95 cv,Carrinha,Cinzento,,Manual,,5,5,,Tracção dianteira,,,,18 Meses,Sim,Sim,,,,Usados,12 490        EUR,8087626159,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-ID8PkR1d.html,Sim,Nacional,,Sim,1,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Opel,Crossland X,1.2 Edition FlexFuel,GPL,Março,2018,147 000 km,1 199 cm3,81 cv,SUV / TT,Branco,,Manual,,5,5,,,,,,18 Meses,,,,"6,40 l/100km",,Usados,14 990        EUR,8088667005,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-x-1-2-edition-flexfuel-ID8PpdN3.html,Sim,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,207 SW,1.4 Sport,Gasolina,Janeiro,2012,134 614 km,1 397 cm3,95 cv,Carrinha,Branco,,Manual,,5,5,Classe 1,Tracção dianteira,137 g/km,,,18 Meses,,,,"7,70 l/100km",,Usados,7 900        EUR,8089158395,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-207-sw-1-4-sport-ID8PrhCH.html,,Nacional,,Sim,,160 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,208,1.6 BlueHDi Active,Diesel,Agosto,2017,134 078 km,1 560 cm3,75 cv,Utilitário,Branco,,Manual,,5,5,Classe 1,Tracção dianteira,90 g/km,,,18 Meses,,,Sim,"4,20 l/100km",,Usados,11 900        EUR,8089107061,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-active-ID8Pr4gJ.html,,Nacional,,Sim,,150 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,2.0 BlueHDi Allure,Diesel,Maio,2015,97 883 km,1 997 cm3,150 cv,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,114 g/km,,,18 Meses,,,Sim,"5,20 l/100km","3,80 l/100km",Usados,14 900        EUR,8089579772,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-2-0-bluehdi-allure-ID8Pt3f6.html,,Importado,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,308 SW,1.6 HDi Executive,Diesel,Agosto,2010,151 220 km,1 560 cm3,90 cv,Carrinha,Prateado,Metalizado,Manual,,5,5,Classe 1,Tracção dianteira,125 g/km,,,18 Meses,,,,6 l/100km,4 l/100km,Usados,8 900        EUR,8089999392,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-hdi-executive-ID8PuOpa.html,,Nacional,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,206+,1.1 Urban,Gasolina,Fevereiro,2010,148 885 km,1 124 cm3,60 cv,Utilitário,Preto,,Manual,,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,,Sim,8 l/100km,,Usados,5 900        EUR,8088693287,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-206-1-1-urban-ID8PpkCX.html,,,,Sim,,120 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Dacia,Duster,1.2 TCe SL Best Choice,Gasolina,Outubro,2016,115 000 km,1 197 cm3,125 cv,SUV / TT,Preto,,Manual,,5,5,,,,,,18 Meses,,,,,,Usados,14 990        EUR,8090492735,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-2-tce-sl-best-choice-ID8PvSKj.html,Sim,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.5 dCi Limited EDition,Diesel,Setembro,2017,185 000 km,1 461 cm3,90 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,,18 Meses,,,,,,Usados,13 950        EUR,8090633424,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-edition-ID8Pxtlu.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Volvo,C30,1.6 D R-Design,Diesel,Junho,2010,156 000 km,1 560 cm3,110 cv,Utilitário,Cinzento,Metalizado,Manual,5,3,4,Classe 1,Tracção dianteira,119 g/km,Sim,,18 Meses,Sim,Sim,Sim,"5,60 l/100km","3,60 l/100km",Usados,10 950        EUR,8090244443,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-c30-1-6-d-r-design-ID8PwQ9B.html,Sim,Nacional,,Sim,2,145 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Skoda,Superb Break,1.6 TDI Elegance,Diesel,Setembro,2014,163 462 km,1 598 cm3,105 cv,Carrinha,Preto,,Manual,6,5,5,,,,,,18 Meses,,,,,,Usados,13 999        EUR,8090610775,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-superb-break-1-6-tdi-elegance-ID8Pxnsb.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio Sport Tourer,1.2 TCE GT EDC,Gasolina,Junho,2015,112 000 km,1 197 cm3,120 cv,Carrinha,Preto,,Automática,,5,,,,,,,36 Meses,,,,"6,60 l/100km",,Usados,12 999        EUR,8088564325,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-2-tce-gt-edc-ID8PoN4W.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Polo,1.0 Trendline,Gasolina,Março,2015,51 200 km,999 cm3,75 cv,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,108 g/km,,23/03/2024,18 Meses,Sim,Sim,Sim,"5,90 l/100km","4,10 l/100km",Usados,10 990        EUR,8090460499,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-trendline-ID8PvKmn.html,,Nacional,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Skoda,Octavia Break,1.2 TSi Sportline,Gasolina,Junho,2010,104 000 km,1 197 cm3,105 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,134 g/km,,,18 Meses,Sim,,Sim,"7,10 l/100km","4,90 l/100km",Usados,7 890        EUR,8090700385,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-1-2-tsi-sportline-ID8PxKLw.html,,Nacional,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Citroën,DS3,1.6 BlueHDi Sport Chic,Diesel,Maio,2013,152 000 km,1 560 cm3,120 cv,Citadino,Branco,,Manual,6,3,4,Classe 1,,95 g/km,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,10 990        EUR,8089913986,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-ds3-1-6-bluehdi-sport-chic-ID8PusbE.html,Sim,Importado,Sim,Sim,2,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,Panda,,Híbrido (Gasolina),Janeiro,2021,31 849 km,999 cm3,69 cv,Citadino,Cinzento,,Automática,9,5,5,Classe 1,,,,,18 Meses,,,,,,Usados,14 990        EUR,8090617534,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-panda-ID8Pxpdc.html,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,VW,Golf,2.0 TDi GTD,Diesel,Março,2011,201 000 km,1 968 cm3,170 cv,Utilitário,Cinzento,Metalizado,Manual,6,3,5,Classe 1,Tracção dianteira,134 g/km,,,18 Meses,,,Sim,7 l/100km,"4,30 l/100km",Usados,14 990        EUR,8090162144,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-gtd-ID8PwuKc.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Nissan,Micra,1.0 IG-T Tekna,Gasolina,Janeiro,2019,94 851 km,999 cm3,100 cv,Utilitário,Preto,,Manual,,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,13 900        EUR,8090618770,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-tekna-ID8Pxpx8.html,Sim,Importado,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Fevereiro,2019,111 735 km,1 461 cm3,90 cv,Utilitário,Branco,,Manual,5,5,5,Classe 1,Tracção dianteira,127 g/km,,,18 Meses,Sim,Sim,,,,Usados,14 690        EUR,8090618200,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-limited-ID8PxpnV.html,Sim,Nacional,,Sim,1,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.2 Zen,Gasolina,Dezembro,2017,105 000 km,1 149 cm3,75 cv,Citadino,Branco,,Manual,,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,11 990        EUR,8088015067,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-2-zen-ID8PmubW.html,Sim,Importado,Sim,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Kia,Rio,1.2 CVVT LX,Gasolina,Janeiro,2016,85 094 km,1 248 cm3,85 cv,Citadino,Prateado,Metalizado,Manual,5,5,5,Classe 1,,,,,18 Meses,Sim,,Sim,,,Usados,12 870        EUR,8090298657,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-rio-1-2-cvvt-lx-ID8Pv4g1.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,0.9 TCe Limited,Gasolina,Outubro,2017,92 854 km,898 cm3,90 cv,Citadino,Branco,,Manual,5,5,5,Classe 1,,,,,18 Meses,Sim,,Sim,,,Usados,13 970        EUR,8088270080,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-ID8Pnyx2.html,Sim,Importado,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Toyota,Yaris Verso,,Híbrido (Gasolina),Maio,2015,90 000 km,1 497 cm3,101 cv,Citadino,Branco,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,,Sim,,,,Usados,14 499        EUR,8089151147,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-yaris-verso-ID8PrfJN.html,Sim,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Hyundai,i20,1.2 Blue GO!,Gasolina,Abril,2018,38 542 km,1 248 cm3,84 cv,Citadino,Azul,,Manual,,5,5,Classe 1,,,,,18 Meses,Sim,,Sim,,,Usados,14 670        EUR,8090293391,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i20-1-2-blue-go-ID8Pv2T5.html,Sim,Importado,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,2008,1.2 PureTech Style,Gasolina,Março,2019,80 000 km,1 199 cm3,83 cv,SUV / TT,Cinzento,,Manual,,5,5,Classe 1,,,,,18 Meses,Sim,,Sim,,,Usados,14 990        EUR,8088752910,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8PpA8C.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Ford,KA+,1.19 Ti-VCT Active,Gasolina,Março,2019,36 302 km,1 196 cm3,85 cv,Utilitário,Cinzento,Metalizado,Manual,,5,5,Classe 1,,,,,36 Meses,Sim,Sim,Sim,,,Usados,13 990        EUR,8090633330,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-19-ti-vct-active-ID8PxtjY.html,Sim,Nacional,Sim,Sim,1,,,,,30/03/2025,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.5 dCi GT Line,Diesel,Maio,2014,138 000 km,1 461 cm3,90 cv,Citadino,Vermelho,Metalizado,Manual,,5,,,,,,,36 Meses,,,,"4,30 l/100km",,Usados,12 999        EUR,8087922727,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-gt-line-ID8Pm6az.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,CDi BE Style,Diesel,Setembro,2013,234 000 km,1 461 cm3,109 cv,Utilitário,Cinzento,Metalizado,Manual,,5,5,,,,,,18 Meses,,,Sim,,,Usados,14 700        EUR,8090700305,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-style-ID8PxKKd.html,,,Sim,Sim,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Smart,ForTwo Coupé,Electric Drive Prime,Eléctrico,Junho,2017,20 000 km,,82 cv,Pequeno citadino,Preto,,Automática,,2,2,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,14 999        EUR,8088230975,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-prime-ID8Pnomj.html,,,Sim,Sim,1,,,,180 km,,,180 km,180 kWh,,,,,StandVirtual,Yes,2023-09-26
Profissional,Ford,KA+,1.2 Ti-VCT Ultimate,Gasolina,Maio,2019,23 009 km,1 196 cm3,85 cv,Citadino,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,114 g/km,,,18 Meses,,,Sim,"6,60 l/100km",4 l/100km,Usados,12 750        EUR,8090611393,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ka-1-2-ti-vct-ultimate-ID8PxnC9.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
