Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Emissões CO2,Sub-modelo,Tipo de cor,Filtro de partículas,Consumo Urbano,Registo(s),2º Chave,Consumo Extra Urbano,Consumo Combinado,IUC,Gancho de Reboque,Inspecção válida até,Autonomia Máxima,Autonomia,Bateria,Garantia de Fábrica até,Capacidade da bateria,Valor sem ISV,Clássico,Consumo,ou até,Site,Portugal,Data
Profissional,Alfa Romeo,Giulia,2.2 D,Diesel,Setembro,2017,75 000 km,2 143 cm3,150 cv,,,Sim,Sedan,Branco,Manual,,4,5,,,18 Meses,Nacional,Sim,Sim,Usados,25 900        EUR,8089816517,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-ID8Pu2Pz.html,Sim,110 g/km,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Audi,A4 Avant,30 TDI S tronic,Diesel,Março,2022,46 218 km,1 968 cm3,136 cv,,,Sim,Carrinha,Cinzento,Automática,7,5,5,,Tracção dianteira,36 Meses,,,,Usados,41 980        EUR,8090617516,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-30-tdi-s-tronic-ID8PxpcU.html,Sim,126 g/km,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,XC 60,2.0 D3 Inscripton,Diesel,Junho,2019,55 510 km,1 969 cm3,150 cv,Sim,,Sim,SUV / TT,Preto,Manual,6,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,43 400        EUR,8090618968,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d3-inscripton-ID8PxpAk.html,Sim,,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Opel,Mokka-e,Elegance,Eléctrico,Dezembro,2021,4 500 km,,136 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,,18 Meses,Importado,Sim,Sim,Novos,33 500        EUR,8090619178,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-elegance-ID8PxpDI.html,Sim,,,,,,1,Sim,,,,,28/11/2026,320 km,,,28/11/2023,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,116,d Pack M Auto,Diesel,Maio,2021,71 000 km,1 496 cm3,116 cv,,,Sim,Utilitário,Preto,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,31 000        EUR,8090615935,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PxoNp.html,Sim,124 g/km,Série 1,,,,1,Sim,,,154 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Lexus,UX 250h,Special Edition (LCA),Híbrido (Gasolina),Agosto,2021,25 000 km,1 987 cm3,184 cv,,,Sim,SUV / TT,Cinzento,Automática,6,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,42 900        EUR,8089711067,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ux-250h-special-edition-lca-ID8PtBoL.html,Sim,94 g/km,UX,Metalizado,,,,Sim,,,,,01/08/2025,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,MINI,Cabrio,Cooper Auto,Gasolina,Junho,2021,46 019 km,1 499 cm3,136 cv,,,,Cabrio,Branco,Automática,7,2,4,,Tracção dianteira,36 Meses,,,,Usados,30 900        EUR,8090546597,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-cooper-auto-ID8Px6L3.html,,136 g/km,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,435,i Pack M,Gasolina,Fevereiro,2014,59 000 km,2 979 cm3,306 cv,Sim,,Sim,Coupé,Preto,Manual,6,2,4,Classe 1,Tracção traseira,18 Meses,Nacional,Sim,Sim,Usados,35 950        EUR,8089903873,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-435-i-pack-m-ID8Pupyx.html,Sim,189 g/km,Série 4,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Renault,Grand Scénic,1.3 TCe Bose Edition EDC,Gasolina,Março,2023,45 km,1 332 cm3,160 cv,,,Sim,Monovolume,Preto,Automática,7,5,7,Classe 1,Tracção dianteira,36 Meses,Nacional,,Sim,Usados,40 000        EUR,8089830898,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-3-tce-bose-edition-edc-ID8Pu6zv.html,Sim,162 g/km,,,,"7,40 l/100km",,Sim,5 l/100km,,"180,34 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,2008,1.2 PureTech Allure Pack EAT8,Gasolina,Março,2023,4 km,1 199 cm3,130 cv,,,Sim,SUV / TT,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,,,Usados,33 500        EUR,8089341914,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-pack-eat8-ID8Ps3mG.html,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,VW,Arteon Shooting Brake,2.0 TDI Elegance DSG,Diesel,Maio,2021,34 000 km,1 968 cm3,150 cv,Sim,,,Carrinha,Preto,Automática,,5,5,,,36 Meses,Nacional,,,Usados,44 490        EUR,8089659854,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-shooting-brake-2-0-tdi-elegance-dsg-ID8Pto4K.html,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X3,18 d sDrive,Diesel,Dezembro,2018,55 820 km,1 995 cm3,150 cv,Sim,,,SUV / TT,Cinzento,Manual,,5,5,,,18 Meses,Importado,,,Usados,37 500        EUR,8090065663,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ID8Pw5E3.html,Sim,,Série X,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,XC 40,1.5 T5 PHEV R-Design,Híbrido (Gasolina),Outubro,2020,80 000 km,1 477 cm3,262 cv,Sim,,,SUV / TT,Preto,Automática,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,42 900        EUR,8089953480,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-r-design-ID8PuCsE.html,Sim,,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,XC 40,1.5 T5 PHEV Momentum Plus,Híbrido (Gasolina),Novembro,2020,71 000 km,1 477 cm3,262 cv,Sim,Sim,Sim,SUV / TT,Preto,Automática,8,5,5,Classe 1,Integral,18 Meses,Importado,Sim,Sim,Usados,39 850        EUR,8090609447,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-1-5-t5-phev-momentum-plus-ID8Pxn6L.html,Sim,,,Metalizado,Sim,,,Sim,,,130 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,320,d Touring Aut. M Sport,Diesel,Janeiro,2020,85 000 km,1 995 cm3,190 cv,Sim,,Sim,Carrinha,Branco,Automática,8,5,5,,Tracção traseira,18 Meses,Importado,Sim,Sim,Usados,39 999        EUR,8090609445,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-aut-m-sport-ID8Pxn6J.html,Sim,120 g/km,Série 3,Metalizado,Sim,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,SEAT,Alhambra,2.0 TDi Xcellence DSG,Diesel,Março,2019,105 000 km,1 968 cm3,150 cv,Sim,Sim,Sim,Monovolume,Azul,Automática,6,5,7,Classe 1,Tracção dianteira,18 Meses,Nacional,,Sim,Usados,30 980        EUR,8089832005,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-alhambra-2-0-tdi-xcellence-dsg-ID8Pu6Rn.html,Sim,135 g/km,,Metalizado,,,1,Sim,,,271 €,,30/03/2025,1 000 km,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,V60,2.0 D4 Momentum Geartronic,Diesel,Abril,2020,71 000 km,1 969 cm3,190 cv,Sim,,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,34 980        EUR,8090058546,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-momentum-geartronic-ID8Pw3Ng.html,Sim,145 g/km,,Metalizado,,"5,50 l/100km",1,Sim,4 l/100km,,224 €,,01/04/2024,1 000 km,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 350,e AMG Line 4-Matic,Híbrido (Gasolina),Julho,2017,70 000 km,1 991 cm3,320 cv,Sim,,Sim,SUV / TT,Vermelho,Automática,7,5,5,Classe 1,Integral,18 Meses,Nacional,Sim,Sim,Usados,39 990        EUR,8090255264,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-amg-line-4-matic-ID8PwSY8.html,Sim,59 g/km,Classe GLC,Metalizado,Sim,,1,Sim,,,,1,12/07/2025,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Hyundai,i20 N,1.6 T-GDi Performance Pack,Gasolina,Maio,2022,11 500 km,1 598 cm3,204 cv,Sim,,Sim,Citadino,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,36 Meses,Importado,Sim,Sim,Usados,33 999        EUR,8089468491,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i20-n-1-6-t-gdi-performance-pack-ID8PsAif.html,Sim,,,Metalizado,,,1,Sim,,,,,,,,,29/05/2029,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 250,d Coupé AMG Line 4-Matic,Diesel,Maio,2017,189 714 km,2 143 cm3,204 cv,Sim,,Sim,SUV / TT,Branco,Automática,9,5,5,,Integral,18 Meses,Nacional,Sim,Sim,Usados,43 740        EUR,8090675278,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-coup-amg-line-4-matic-ID8PxEey.html,Sim,190 g/km,Classe GLC,Metalizado,Sim,7 l/100km,,Sim,"5,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 200,,Diesel,Outubro,2018,142 261 km,2 143 cm3,136 cv,Sim,,Sim,Carrinha,Azul,Automática,,5,5,Classe 1,,18 Meses,,Sim,Sim,Usados,32 750        EUR,8089208458,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-ID8PruEa.html,Sim,119 g/km,Classe C,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Particular,Mercedes-Benz,C 220,d Aut.,Diesel,Julho,2017,90 000 km,2 143 cm3,170 cv,,,,Coupé,Azul,Automática,9,3,4,,Tracção traseira,,,,,Usados,38 000        EUR,8090635930,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PxtZU.html,,106 g/km,Classe C,,,"4,70 l/100km",,,"3,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Março,2021,65 000 km,1 332 cm3,218 cv,Sim,,Sim,Utilitário,Branco,Automática,,5,5,Classe 1,,36 Meses,Importado,Sim,Sim,Usados,34 300        EUR,8090675273,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PxEet.html,Sim,,Classe A,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Renault,Mégane Sport Tourer,1.6 E-Tech Plug-In Hybrid R.S. Line,Híbrido (Gasolina),Novembro,2021,18 140 km,1 598 cm3,160 cv,Sim,,Sim,Carrinha,Preto,Automática,4,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,,,Usados,32 950        EUR,8089638499,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-6-e-tech-plug-in-hybrid-r-s-line-ID8Ptivj.html,Sim,28 g/km,,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Junho,2018,42 500 km,2 143 cm3,204 cv,Sim,,,SUV / TT,Prateado,Automática,9,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Usados,43 995        EUR,8090608964,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PxmYY.html,Sim,145 g/km,Classe GLC,Metalizado,,,1,Sim,,,"259,49 €",,26/06/2024,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna,Gasolina,Maio,2022,3 900 km,1 332 cm3,140 cv,,,Sim,SUV / TT,Cinzento,Manual,6,5,5,,,36 Meses,Nacional,,Sim,Usados,38 990        EUR,8086917826,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-tekna-ID8PhSKu.html,Sim,,,Metalizado,,7 l/100km,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Style Plus,Diesel,Julho,2020,25 700 km,1 461 cm3,116 cv,Sim,,Sim,Sedan,Preto,Manual,6,5,5,Classe 1,,18 Meses,,,Sim,Usados,33 490        EUR,8090675260,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-plus-ID8PxEeg.html,Sim,118 g/km,Classe CLA,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X2,25 e xDrive Advantage,Híbrido (Gasolina),Dezembro,2020,41 733 km,1 499 cm3,220 cv,,Sim,,SUV / TT,Preto,Automática,,5,5,Classe 1,Integral,18 Meses,,Sim,Sim,Usados,36 980        EUR,8090154528,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25-e-xdrive-advantage-ID8PwsLm.html,Sim,39 g/km,Série X,Metalizado,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Porsche,Cayenne,S Hybrid,Híbrido (Gasolina),Janeiro,2011,149 000 km,2 995 cm3,333 cv,,,Sim,SUV / TT,Branco,Automática,8,5,5,,,18 Meses,Importado,Sim,Sim,Usados,34 980        EUR,8088194088,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-hybrid-ID8PneLm.html,,,,Metalizado,,"8,70 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 220,D Avantgarde,Diesel,Junho,2019,33 385 km,1 950 cm3,194 cv,Sim,,Sim,Sedan,Cinzento,Automática,9,4,5,,Tracção traseira,24 Meses,Nacional,Sim,Sim,Usados,37 990        EUR,8090672057,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PxDoB.html,Sim,143 g/km,Classe C,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,e-2008,Active Pack,Eléctrico,Abril,2021,20 000 km,,136 cv,,Sim,Sim,SUV / TT,Cinzento,Automática,,5,5,,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,32 000        EUR,8089294852,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-active-pack-ID8PrR7C.html,,,,,,,,Sim,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Maio,2021,43 500 km,,351 cv,Sim,,Sim,Sedan,Preto,Automática,,4,,,Tracção traseira,18 Meses,,,,Usados,38 500        EUR,8090607629,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8PxmDr.html,,,,Pérola,,,,,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Opel,Mokka-e,Ultimate,Eléctrico,Outubro,2021,19 196 km,,136 cv,,,,SUV / TT,Verde,Automática,1,5,,,Tracção dianteira,36 Meses,,,,Usados,33 480        EUR,8090546082,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-e-ultimate-ID8Px6CK.html,,,,,,,,,,,,,,,318 km,,,,,,"17,40 kWh/100km",,StandVirtual,Yes,2023-09-22
Profissional,Opel,Astra,1.6 T PHEV Elegance,Híbrido (Gasolina),Março,2023,750 km,1 598 cm3,180 cv,Sim,,Sim,Sedan,Preto,Automática,,5,5,,,36 Meses,,,,Usados,44 248        EUR,8089828084,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-1-6-t-phev-elegance-ID8Pu5Q8.html,,49 g/km,,,,,,,,1 l/100km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,MINI,Clubman,Cooper D Auto,Diesel,Abril,2021,42 800 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,Automática,,6,5,Classe 1,,24 Meses,,,Sim,Usados,37 500        EUR,8086881183,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-auto-ID8PhJdt.html,Sim,,,Metalizado,,"4,70 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,640 Gran Coupé,d,Diesel,Janeiro,2015,114 150 km,2 993 cm3,313 cv,Sim,,Sim,Sedan,Preto,Automática,,4,5,Classe 1,Tracção traseira,24 Meses,,,Sim,Usados,39 900        EUR,8086761151,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-gran-coup-d-ID8PhdZt.html,Sim,,Série 6,Metalizado,Sim,"6,80 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Novembro,2018,85 082 km,1 969 cm3,190 cv,,,Sim,Carrinha,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,34 850        EUR,8090097634,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PwdXI.html,Sim,153 g/km,,Metalizado,,"5,60 l/100km",1,Sim,"4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Audi,A4,35 TDI Advanced S tronic,Diesel,Maio,2021,53 000 km,1 968 cm3,163 cv,,,Sim,Sedan,Preto,Automática,7,4,5,,,18 Meses,Nacional,,Sim,Usados,36 900        EUR,8090617538,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-advanced-s-tronic-ID8Pxpdg.html,Sim,123 g/km,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Renault,Austral,,Eléctrico,Janeiro,2023,1 828 km,,200 cv,Sim,,,Sedan,Branco,Manual,,5,,,,36 Meses,Nacional,,,Usados,42 690        EUR,8090618948,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-austral-ID8PxpA0.html,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 180,d Style Aut.,Diesel,Fevereiro,2022,45 500 km,1 950 cm3,116 cv,Sim,Sim,Sim,Utilitário,Prateado,Automática,8,5,5,,Tracção dianteira,36 Meses,Nacional,Sim,,Usados,32 840        EUR,8090617539,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-aut-ID8Pxpdh.html,Sim,131 g/km,Classe A,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Skoda,Octavia Break,2.0 TDI Style DSG,Diesel,Março,2022,17 000 km,1 968 cm3,150 cv,Sim,,,Carrinha,Prateado,Automática,,5,5,,,36 Meses,Nacional,,,Usados,39 990        EUR,8090617559,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-2-0-tdi-style-dsg-ID8PxpdB.html,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X2,16 d sDrive Auto Pack M,Diesel,Maio,2019,60 000 km,1 496 cm3,116 cv,Sim,,Sim,SUV / TT,Branco,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,33 950        EUR,8090320044,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-pack-m-ID8Pv9OY.html,Sim,112 g/km,Série X,,,"5,70 l/100km",1,Sim,5 l/100km,"4,30 l/100km","154,12 €",,31/05/2025,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Ford,Mustang,2.3 Eco Boost,Gasolina,Julho,2015,56 000 km,2 300 cm3,317 cv,Sim,,Sim,Coupé,Laranja,Manual,6,2,4,Classe 1,Tracção traseira,18 Meses,,,Sim,Usados,39 990        EUR,8090224842,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-mustang-2-3-eco-boost-ID8PwL3s.html,Sim,179 g/km,,Metalizado,,"10,10 l/100km",,Sim,"6,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,MINI,Countryman,Cooper SD Northwood Edition Auto,Diesel,Setembro,2020,34 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,SUV / TT,Preto,Automática,,5,5,Classe 1,,24 Meses,,,Sim,Usados,44 500        EUR,8087165104,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-sd-northwood-edition-auto-ID8PiW4Q.html,Sim,,,Metalizado,Sim,"5,10 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,MINI,Clubman,Cooper D Auto,Diesel,Abril,2021,36 100 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Preto,Automática,,6,5,Classe 1,Tracção dianteira,24 Meses,,,Sim,Usados,36 500        EUR,8086893788,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-auto-ID8PhMuM.html,Sim,,,Metalizado,,"4,70 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,MINI,Cabrio,John Cooper Works Auto Desportiva,Gasolina,Maio,2021,22 700 km,1 998 cm3,231 cv,Sim,,Sim,Cabrio,Preto,Automática,,2,4,Classe 1,Tracção dianteira,24 Meses,,,Sim,Usados,43 750        EUR,8088451458,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-john-cooper-works-auto-desportiva-ID8PojIu.html,Sim,,,Metalizado,,"7,60 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Alfa Romeo,Stelvio,2.2 D Sprint AT8,Diesel,Março,2019,92 568 km,2 143 cm3,190 cv,,,,SUV / TT,Cinzento,Automática,8,5,5,,Tracção traseira,36 Meses,,,,Usados,35 500        EUR,8090469355,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-sprint-at8-ID8PvMFd.html,,146 g/km,,,,"6,10 l/100km",,,"4,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Lexus,IS 300H,Executive,Híbrido (Gasolina),Novembro,2018,50 896 km,2 494 cm3,223 cv,,,Sim,Sedan,Preto,Automática,,4,5,,,18 Meses,Nacional,,Sim,Usados,32 500        EUR,8088850197,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-is-300h-executive-ID8PpZrL.html,Sim,,IS,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Audi,A5 Sportback,2.0 TDI Multitronic,Diesel,Maio,2018,82 900 km,1 968 cm3,190 cv,,,Sim,Coupé,Preto,Automática,,5,5,,,18 Meses,Nacional,Sim,,Usados,34 500        EUR,8089916619,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-multitronic-ID8PusS7.html,Sim,,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Janeiro,2018,96 595 km,1 995 cm3,190 cv,,,Sim,Coupé,Branco,Automática,,5,5,Classe 1,,18 Meses,Nacional,Sim,,Usados,36 800        EUR,8089388019,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Psfmj.html,Sim,,Série 4,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,DS,DS4,1.2 PureTech Performance Line EAT8,Gasolina,Abril,2023,2 900 km,1 199 cm3,130 cv,Sim,,Sim,Utilitário,Bege,Automática,7,5,5,Classe 1,,36 Meses,Nacional,,,Usados,37 950        EUR,8090610720,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds4-1-2-puretech-performance-line-eat8-ID8Pxnri.html,Sim,,,,,,1,Sim,,,,,,,,,01/01/0001,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,CLA 200,Progressive Aut.,Gasolina,Junho,2022,16 110 km,1 332 cm3,163 cv,,,Sim,Coupé,Prateado,Automática,7,4,5,Classe 1,,36 Meses,Nacional,Sim,Sim,Usados,43 990        EUR,8088189524,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-progressive-aut-ID8PndzK.html,Sim,137 g/km,Classe CLA,Metalizado,,,1,Sim,,,,,,,,,30/06/2025,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,520,d Pack M Auto,Diesel,Dezembro,2018,73 410 km,1 995 cm3,190 cv,,,Sim,Carrinha,Preto,Automática,,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Usados,38 700        EUR,8089801474,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PtYUV.html,Sim,,Série 5,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido (Gasolina),Novembro,2017,89 491 km,1 998 cm3,252 cv,,,Sim,Sedan,Preto,Automática,,4,5,Classe 1,,18 Meses,,,Sim,Usados,33 900        EUR,8090049734,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-luxury-ID8Pw1w8.html,Sim,,Série 5,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
