Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Não fumador,Inspecção válida até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,IUC,IVA Discriminado,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Site,Portugal,Data
Profissional,SEAT,Ibiza ST,1.2 TDi I-Tech,Diesel,Maio,2015,100 000 km,1 199 cm3,75 cv,Carrinha,Preto,,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,11 900,8091725773,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-st-1-2-tdi-i-tech-ID8PC3v1.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Ford,Fiesta,1.5 TDCi Titanium,Diesel,Março,2017,143 000 km,1 499 cm3,95 cv,Citadino,Branco,,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,12 750,8087780308,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-5-tdci-titanium-ID8Plw7u.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Junho,2017,155 000 km,1 560 cm3,100 cv,Citadino,Branco,,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,12 500,8088437837,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PogaN.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Smart,ForFour,1.0 Passion 71,Gasolina,Fevereiro,2019,43 000 km,999 cm3,71 cv,Citadino,Cinzento,,Manual,5,5,4,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,13 900,8086900886,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-passion-71-ID8PhOlg.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Skoda,Fabia Break,1.0 TSI Active Plus,Gasolina,Junho,2018,110 717 km,999 cm3,95 cv,Carrinha,Azul,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,,Sim,,,Usados,,11 490,8091035938,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-fabia-break-1-0-tsi-active-plus-ID8Pza3E.html,Sim,Sim,Sim,22 Junho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,B 180,CDi Style Aut.,Diesel,Maio,2014,162 479 km,1 461 cm3,109 cv,Monovolume,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,,,Usados,,14 750,8091015244,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-cdi-style-aut-ID8Pz4FS.html,Sim,Sim,Sim,5 Maio 2024,,,,,,,,Classe B,,,,StandVirtual,Yes,2024-02-29
Profissional,Toyota,Yaris,1.0 VVT-i Exclusive,Gasolina,Janeiro,2017,148 535 km,998 cm3,69 cv,Citadino,Branco,,Manual,,5,5,Classe 1,,,24 Meses,,Importado,,Sim,,,Usados,,12 500,8089146385,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-1-0-vvt-i-exclusive-ID8PreuZ.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Opel,Insignia Grand Sport,1.6 CDTi Business Edition,Diesel,Fevereiro,2018,185 000 km,1 598 cm3,110 cv,Sedan,Branco,,Manual,6,5,5,,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,,,Usados,,12 990,8091767736,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-insignia-grand-sport-1-6-cdti-business-edition-ID8PCeqQ.html,Sim,Sim,Sim,15 Fevereiro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Skoda,Octavia Break,1.6 TDI Elegance,Diesel,Março,2015,104 000 km,1 598 cm3,105 cv,Carrinha,Preto,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,,,,Usados,,12 990,8090607293,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-1-6-tdi-elegance-ID8Pxmy1.html,Sim,Sim,Sim,2 Março 2024,,,,,,,"5,20 l/100km",,,,,StandVirtual,Yes,2024-02-29
Profissional,Dacia,Lodgy,TCe 100 GPF Start,Gasolina,Fevereiro,2020,109 230 km,1 332 cm3,102 cv,Carrinha,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,,,,,Usados,Mostrar VIN,12 500,8091877105,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-lodgy-tce-100-gpf-start-ID8PCGSR.html,,Sim,Sim,24 Fevereiro 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Ibiza,1.2 12V Reference,Gasolina,Junho,2014,131 000 km,1 198 cm3,70 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,,9 400,8091310621,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-2-12v-reference-ID8PAjv1.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Clio Sport Tourer,1.5 dCi GT Line,Diesel,Junho,2017,116 000 km,1 461 cm3,90 cv,Carrinha,Prateado,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,,12 800,8090138955,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-gt-line-ID8PwoIb.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Novembro,2016,218 493 km,1 560 cm3,120 cv,Carrinha,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,96 g/km,18 Meses,1,,Sim,Sim,"4,40 l/100km","3,20 l/100km",Usados,,11 950,8090975319,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8PyUhW.html,,,Sim,10 Junho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Outubro,2019,120 000 km,1 199 cm3,82 cv,Citadino,Cinzento,,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,13 950,8088224242,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PnmBI.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Opel,Astra,1.0 Edition S/S,Gasolina,Junho,2019,100 872 km,999 cm3,105 cv,Utilitário,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,129 g/km,18 Meses,,Nacional,,Sim,"5,50 l/100km","4,10 l/100km",Usados,Mostrar VIN,12 990,8090567221,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-0-edition-s-s-ID8Pxc7H.html,,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Setembro,2019,86 732 km,1 199 cm3,83 cv,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,127 g/km,18 Meses,1,,Sim,Sim,5 l/100km,4 l/100km,Usados,Mostrar VIN,11 900,8091875164,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PCGny.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C1,1.0 VTi Shine ETG,Gasolina,Dezembro,2015,95 000 km,998 cm3,68 cv,Utilitário,Preto,,Automática,,5,4,Classe 1,,,18 Meses,,Importado,,Sim,,,Usados,,10 990,8091892291,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-shine-etg-ID8PCKPN.html,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Street,Diesel,Agosto,2020,117 124 km,1 248 cm3,95 cv,Citadino,Preto,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,,,Usados,Mostrar VIN,14 900,8090297426,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-street-ID8Pv3Va.html,,Sim,Sim,28 Agosto 2024,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Dezembro,2018,61 134 km,1 199 cm3,83 cv,SUV / TT,Cinzento,,Manual,5,5,5,,Tracção dianteira,,18 Meses,1,Nacional,,Sim,,,Usados,Mostrar VIN,14 900,8090994785,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PyZlT.html,Sim,Sim,Sim,6 Dezembro 2023,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Audi,A1 Sportback,1.4 TDI Design,Diesel,Setembro,2015,136 000 km,1 422 cm3,90 cv,Citadino,Cinzento,,Manual,5,5,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,14 900,8090119314,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-4-tdi-design-ID8PwjBo.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C4 Cactus,VTi 82 Feel,Gasolina,Novembro,2015,101 000 km,1 199 cm3,82 cv,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,107 g/km,18 Meses,1,Importado,Sim,,"5,60 l/100km",4 l/100km,Usados,Mostrar VIN,12 000,8091842155,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-vti-82-feel-ID8PCxN9.html,Sim,Sim,Sim,19 Novembro 2024,,,,,"108,32 €",,,,,,,StandVirtual,Yes,2024-02-29
Particular,Renault,Mégane Sport Tourer,1.5 dCi Limited SS,Diesel,Janeiro,2017,118 000 km,1 461 cm3,110 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,93 g/km,,,,,,"3,90 l/100km","3,40 l/100km",Usados,,13 650,8091883631,28 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ss-ID8PCIA7.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Particular,Smart,City Coupé,,Gasolina,Julho,2016,69 000 km,899 cm3,90 cv,Citadino,Branco,,Automática,,2,,,,,,,,,Sim,,,Usados,,10 600,8091873927,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-city-coup-ID8PCG3B.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel,Diesel,Junho,2019,122 400 km,1 499 cm3,102 cv,SUV / TT,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,94 g/km,18 Meses,1,Importado,Sim,Sim,"4,20 l/100km","3,30 l/100km",Usados,Mostrar VIN,14 900,8091875221,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-feel-ID8PCGot.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Particular,BMW,320,d Touring Aut. Luxury Line,Diesel,Setembro,2015,280 000 km,1 995 cm3,184 cv,Carrinha,Castanho,,Automática,8,5,5,,Tracção traseira,124 g/km,,2,Importado,,,"5,60 l/100km","4,20 l/100km",Usados,Mostrar VIN,14 999,8091875295,26 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-aut-luxury-line-ID8PCGpF.html,,,Sim,28 Fevereiro 2024,,,,,,,,Série 3,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Novembro,2016,218 493 km,1 560 cm3,120 cv,Carrinha,Branco,Pérola,Manual,6,5,5,Classe 1,Tracção dianteira,96 g/km,18 Meses,1,,Sim,Sim,"4,40 l/100km","3,20 l/100km",Usados,,11 950,8090975319,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8PyUhW.html,,,Sim,10 Junho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Outubro,2019,120 000 km,1 199 cm3,82 cv,Citadino,Cinzento,,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,13 950,8088224242,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PnmBI.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Opel,Astra,1.0 Edition S/S,Gasolina,Junho,2019,100 872 km,999 cm3,105 cv,Utilitário,Branco,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,129 g/km,18 Meses,,Nacional,,Sim,"5,50 l/100km","4,10 l/100km",Usados,Mostrar VIN,12 990,8090567221,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-1-0-edition-s-s-ID8Pxc7H.html,,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Setembro,2019,86 732 km,1 199 cm3,83 cv,Citadino,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,127 g/km,18 Meses,1,,Sim,Sim,5 l/100km,4 l/100km,Usados,Mostrar VIN,11 900,8091875164,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PCGny.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C1,1.0 VTi Shine ETG,Gasolina,Dezembro,2015,95 000 km,998 cm3,68 cv,Utilitário,Preto,,Automática,,5,4,Classe 1,,,18 Meses,,Importado,,Sim,,,Usados,,10 990,8091892291,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c1-1-0-vti-shine-etg-ID8PCKPN.html,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Street,Diesel,Agosto,2020,117 124 km,1 248 cm3,95 cv,Citadino,Preto,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,,,Usados,Mostrar VIN,14 900,8090297426,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-street-ID8Pv3Va.html,,Sim,Sim,28 Agosto 2024,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Dezembro,2018,61 134 km,1 199 cm3,83 cv,SUV / TT,Cinzento,,Manual,5,5,5,,Tracção dianteira,,18 Meses,1,Nacional,,Sim,,,Usados,Mostrar VIN,14 900,8090994785,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PyZlT.html,Sim,Sim,Sim,6 Dezembro 2023,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Audi,A1 Sportback,1.4 TDI Design,Diesel,Setembro,2015,136 000 km,1 422 cm3,90 cv,Citadino,Cinzento,,Manual,5,5,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,14 900,8090119314,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a1-sportback-1-4-tdi-design-ID8PwjBo.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C4 Cactus,VTi 82 Feel,Gasolina,Novembro,2015,101 000 km,1 199 cm3,82 cv,Utilitário,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,107 g/km,18 Meses,1,Importado,Sim,,"5,60 l/100km",4 l/100km,Usados,Mostrar VIN,12 000,8091842155,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-vti-82-feel-ID8PCxN9.html,Sim,Sim,Sim,19 Novembro 2024,,,,,"108,32 €",,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Clio,0.9 TCe Limited Edition,Gasolina,Fevereiro,2019,116 000 km,898 cm3,90 cv,Citadino,Branco,,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,12 990,8089803593,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-limited-edition-ID8PtZt7.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,508 SW,1.6 BlueHDi Access P.Business J17,Diesel,Fevereiro,2018,182 084 km,1 560 cm3,120 cv,Carrinha,Branco,,Manual,,5,5,Classe 1,,100 g/km,18 Meses,,Importado,Sim,Sim,,,Usados,,14 500,8091409750,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-bluehdi-access-p-business-j17-ID8PAJiS.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Smart,ForFour,1.0 Prime 71,Gasolina,Fevereiro,2016,53 031 km,999 cm3,71 cv,Pequeno citadino,Azul,Metalizado,Manual,,5,4,Classe 1,Tracção traseira,,18 Meses,,,Sim,Sim,,,Usados,,12 500,8089949078,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-forfour-1-0-prime-71-ID8PuBjE.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C3,1.2 PureTech Feel,Gasolina,Março,2018,138 000 km,1 199 cm3,82 cv,Citadino,Branco,,Manual,5,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,11 900,8090979313,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-feel-ID8PyWkl.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Ford,Focus SW,1.6 TDCi Trend,Diesel,Abril,2014,146 384 km,1 560 cm3,115 cv,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,109 g/km,18 Meses,,Nacional,,Sim,,,Usados,,9 990,8091769915,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-focus-sw-1-6-tdci-trend-ID8PCeZZ.html,Sim,Sim,,8 Abril 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Clio,(Energy) dCi 90 Start & Stop INTENS,Diesel,Julho,2015,130 118 km,1 461 cm3,90 cv,Citadino,Preto,Metalizado,Manual,5,5,5,,Tracção dianteira,104 g/km,18 Meses,,,,Sim,"4,30 l/100km","3,60 l/100km",Usados,,11 900,8091890051,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-energy-dci-90-start-stop-intens-ID8PCKfF.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Toyota,Aygo,1.0 X-Play,Gasolina,Janeiro,2016,8 187 km,998 cm3,69 cv,Citadino,Branco,,Manual,5,5,4,,Tracção dianteira,95 g/km,18 Meses,,,,Sim,5 l/100km,"3,60 l/100km",Usados,,11 900,8091890031,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-aygo-1-0-x-play-ID8PCKfl.html,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Opel,Corsa,1.3 CDTi Enjoy,Diesel,Junho,2016,138 729 km,1 248 cm3,95 cv,Citadino,Cinzento,,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,,,,Usados,,8 990,8091790671,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-3-cdti-enjoy-ID8PCkoL.html,Sim,Sim,,16 Junho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi Zen,Diesel,Fevereiro,2017,200 000 km,1 461 cm3,115 cv,Carrinha,Preto,Metalizado,Manual,6,5,,,Tracção dianteira,122 g/km,18 Meses,,,,,"4,60 l/100km","3,50 l/100km",Usados,,10 990,8091014996,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-zen-ID8Pz4BS.html,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Opel,Adam,1.2 Glam,Gasolina,Maio,2016,96 000 km,1 229 cm3,70 cv,Citadino,Branco,,Manual,5,3,4,Classe 1,Tracção dianteira,145 g/km,18 Meses,,Nacional,Sim,Sim,"7,40 l/100km","4,70 l/100km",Usados,,11 900,8091156832,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-adam-1-2-glam-ID8PzFwy.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,208,1.6 BlueHDi Allure,Diesel,Janeiro,2017,150 000 km,1 560 cm3,100 cv,Citadino,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Sim,,,Usados,,12 900,8083433396,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-allure-ID8P3gi0.html,Sim,Sim,Sim,31 Janeiro 2025,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Fiat,Panda,1.0 Hybrid City Life,Gasolina,Março,2022,63 995 km,999 cm3,70 cv,Utilitário,Branco,,Manual,6,5,4,Classe 1,Tracção dianteira,112 g/km,36 Meses,,Nacional,,Sim,,,Usados,Mostrar VIN,13 690,8091699674,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-panda-1-0-hybrid-city-life-ID8PBVJ4.html,Sim,Sim,Sim,,,,,,,,,,1 Janeiro 0001,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Agosto,2017,151 000 km,898 cm3,90 cv,SUV / TT,Prateado,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,,,,,,,Usados,,13 750,8085867190,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PdtqK.html,Sim,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Opel,Astra Sports Tourer,,Diesel,Julho,2015,70 000 km,1 600 cm3,110 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,,13 990,8087579702,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-ID8PkEWU.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Intens,Diesel,Agosto,2017,215 000 km,1 461 cm3,110 cv,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,,Nacional,,Sim,,,Usados,,14 499,8088887748,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-intens-ID8Pq9dq.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,VW,Polo,1.0 Confortline,Gasolina,Dezembro,2020,75 123 km,999 cm3,80 cv,Utilitário,Cinzento,,Manual,,5,5,,,,18 Meses,,Nacional,,,,,Usados,Mostrar VIN,13 990,8091875140,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PCGna.html,Sim,,,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,308 SW,1.5 BlueHDi Allure,Diesel,Junho,2018,165 000 km,1 499 cm3,102 cv,Carrinha,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,97 g/km,18 Meses,,Importado,,Sim,,,Usados,,12 900,8091685051,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8PBSWd.html,Sim,Sim,,25 Junho 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,C4,1.6 HDi Attraction 104g,Diesel,Junho,2015,120 000 km,1 560 cm3,92 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,11 900,8091056246,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-1-6-hdi-attraction-104g-ID8Pzflc.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,208,1.2 PureTech Signature,Gasolina,Março,2019,90 274 km,1 199 cm3,82 cv,Citadino,Preto,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,132 g/km,18 Meses,1,Nacional,Sim,Sim,"5,80 l/100km","4,20 l/100km",Usados,Mostrar VIN,14 200,8091552595,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-signature-ID8PBksP.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,308,1.6 BlueHDi GT Line,Diesel,Junho,2015,151 858 km,1 560 cm3,120 cv,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,98 g/km,18 Meses,,Nacional,Sim,Sim,"4,40 l/100km","3,40 l/100km",Usados,Mostrar VIN,13 900,8091861199,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-gt-line-ID8PCCKj.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Kia,e-Soul,EV,Eléctrico,Março,2017,62 931 km,,110 cv,SUV / TT,Branco,,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Sim,,,Usados,Mostrar VIN,14 900,8090990855,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-e-soul-ev-ID8PyYkw.html,,Sim,Sim,13 Março 2025,210 km,27 kWh,Própria,,,,,,,,,StandVirtual,Yes,2024-02-29
