Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Possibilidade de financiamento,Tipo de cor,Tracção,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Valor Fixo,Emissões CO2,IUC,Filtro de partículas,Consumo Extra Urbano,Sub-modelo,Garantia de Fábrica até,Consumo Combinado,IVA Discriminado,IVA dedutível,Autonomia Máxima,Autonomia,Capacidade da bateria,Bateria,ou até,Consumo,Clássico,Site,Portugal
Profissional,Toyota,Auris,1.8 HSD Square Collection,Híbrido (Gasolina),Janeiro,2019,61 220 km,1 798 cm3,136 cv,Sim,Utilitário,Branco,Automática,,5,,,Nacional,,,,"4,40 l/100km",Usados,22 500        EUR,8090012032,10 Julho 2023,Sim,,,,48 Meses,,Sim,97 g/km,,,4 l/100km,,11/07/2027,"4,30 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,MINI,Countryman,Cooper SD,Diesel,Novembro,2014,151 439 km,1 995 cm3,143 cv,Sim,Utilitário,Preto,Manual,,5,5,Classe 1,Importado,,Sim,Sim,,Usados,18 500        EUR,8089117237,9 Julho 2023,Sim,,,,18 Meses,,Sim,124 g/km,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.3 M-Jet Lounge J17,Diesel,Abril,2019,60 000 km,1 248 cm3,95 cv,Sim,Utilitário,Branco,Manual,,5,5,,Nacional,Sim,Sim,Sim,,Usados,15 900        EUR,8089285769,10 Julho 2023,Sim,Metalizado,,,36 Meses,,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Jaguar,XE,2.0 D Prestige Aut.,Diesel,Outubro,2015,172 000 km,1 999 cm3,180 cv,Sim,Sedan,Cinzento,Automática,,4,,,,,,,,Usados,20 950        EUR,8089139451,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi GT Line,Diesel,Junho,2018,58 000 km,1 461 cm3,90 cv,Sim,Citadino,Preto,Manual,5,5,5,Classe 1,,,Sim,Sim,"4,30 l/100km",Usados,16 950        EUR,8087744437,10 Julho 2023,Sim,Metalizado,,26/06/2024,18 Meses,1,,85 g/km,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,CDi BE Edition Urban,Diesel,Novembro,2016,84 090 km,1 461 cm3,109 cv,Sim,Utilitário,Vermelho,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,,Usados,20 900        EUR,8089989442,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,Sim,,Classe A,,"4,10 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel Business,Diesel,Setembro,2019,77 000 km,1 499 cm3,102 cv,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Nacional,Sim,,Sim,,Usados,17 990        EUR,8089462232,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,MINI,Cooper,S Auto Desportiva,Gasolina,Junho,2018,67 500 km,1 998 cm3,192 cv,,Citadino,Preto,Automática,7,3,4,Classe 1,,,,,,Usados,28 500        EUR,8089347066,10 Julho 2023,,,Tracção dianteira,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q2,30 TFSI Sport,Gasolina,Outubro,2020,49 000 km,999 cm3,116 cv,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,,Usados,25 500        EUR,8089285848,10 Julho 2023,Sim,,,,36 Meses,1,,,,,,,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X3,,Diesel,Agosto,2017,162 562 km,1 995 cm3,190 cv,Sim,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,26 500        EUR,8089584148,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,,,Sim,,Série X,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d,Diesel,Setembro,2011,120 000 km,1 995 cm3,184 cv,Sim,Sedan,Azul,Manual,6,5,5,Classe 1,Nacional,,Sim,Sim,,Usados,17 500        EUR,8088646605,10 Julho 2023,Sim,,,,18 Meses,2,,,240 €,,,Série 5,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Março,2017,103 000 km,1 461 cm3,90 cv,Sim,SUV / TT,Preto,Manual,5,5,5,Classe 1,,Sim,Sim,Sim,,Usados,15 750        EUR,8089344006,10 Julho 2023,Sim,,,,36 Meses,1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Agosto,2020,130 000 km,1 499 cm3,130 cv,Sim,Monovolume,Vermelho,Automática,8,5,7,Classe 1,Importado,Sim,,Sim,,Usados,29 900        EUR,8088995314,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,36 Meses,1,,,146 €,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,ENERGY dCi 160 EDC INITIALE PARIS,Diesel,Julho,2020,100 000 km,1 598 cm3,160 cv,Sim,Monovolume,Vermelho,Automática,7,5,7,Classe 1,,Sim,,Sim,,Usados,29 900        EUR,8088811234,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,36 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Line Sport Shadow,Diesel,Novembro,2018,75 200 km,1 995 cm3,150 cv,Sim,Sedan,Preto,Manual,6,4,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,29 500        EUR,8090010166,10 Julho 2023,,Metalizado,,,18 Meses,1,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.5 BlueHDi C-Series,Diesel,Junho,2021,33 000 km,1 499 cm3,102 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,17 180        EUR,8086030366,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,,Gasolina,Agosto,2020,34 400 km,1 000 cm3,115 cv,Sim,Utilitário,Prateado,Manual,6,5,5,Classe 1,Nacional,,,Sim,,Usados,21 200        EUR,8090010172,10 Julho 2023,,Metalizado,,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.0 TSI Confortline,Gasolina,Abril,2019,89 000 km,999 cm3,110 cv,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,"5,90 l/100km",Usados,18 900        EUR,8089936710,10 Julho 2023,Sim,,,,36 Meses,1,,,120 €,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Innovation S/S,Diesel,Novembro,2017,130 000 km,1 598 cm3,110 cv,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,Nacional,Sim,,Sim,,Usados,15 250        EUR,8090010175,10 Julho 2023,,,,,18 Meses,1,,,,Sim,,,,,Sim,,,,,,,,,StandVirtual,Yes
Particular,BMW,116,d Line Sport Auto,Diesel,Fevereiro,2020,26 000 km,1 496 cm3,116 cv,,Utilitário,Cinzento,Automática,7,5,5,,Nacional,Sim,Sim,Sim,,Usados,27 950        EUR,8089610625,10 Julho 2023,,Metalizado,Tracção dianteira,,,,Sim,124 g/km,,,,Série 1,31/12/2024,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4,1.6 BlueHDi Feel,Diesel,Março,2016,149 000 km,1 560 cm3,100 cv,,Utilitário,Branco,Manual,5,5,5,Classe 1,Nacional,Sim,Sim,Sim,"3,70 l/100km",Usados,15 150        EUR,8087565082,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.6 TDI BlueMotion Comfortline,Diesel,Novembro,2016,155 000 km,1 598 cm3,105 cv,,Utilitário,Preto,Manual,5,5,5,Classe 1,Nacional,Sim,,Sim,,Usados,15 900        EUR,8089627971,10 Julho 2023,,Metalizado,Tracção dianteira,,18 Meses,1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 Blue dCi RS Line,Diesel,Novembro,2019,114 000 km,1 461 cm3,115 cv,Sim,Utilitário,Cinzento,Manual,6,5,5,,Nacional,,,Sim,,Usados,17 500        EUR,8089580209,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Grand Scénic,1.5 dCi Dynamique S SS,Diesel,Janeiro,2017,111 000 km,1 461 cm3,110 cv,Sim,Monovolume,Cinzento,Manual,6,5,7,Classe 1,,Sim,Sim,Sim,"4,50 l/100km",Usados,19 900        EUR,8088234523,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,216 Gran Tourer,d 7L Line Luxury,Diesel,Junho,2016,167 000 km,1 496 cm3,116 cv,,Monovolume,Azul,Manual,6,5,7,Classe 1,Importado,Sim,Sim,Sim,,Usados,18 750        EUR,8089390896,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,2,,,,,,Série 2,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDI Design S tronic,Diesel,Junho,2016,210 000 km,1 968 cm3,150 cv,,Carrinha,Branco,Automática,,5,5,Classe 1,Importado,,Sim,Sim,"4,90 l/100km",Usados,22 900        EUR,8089839744,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Feel Pack,Diesel,Outubro,2019,129 000 km,1 499 cm3,102 cv,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,,,Sim,Sim,"4,70 l/100km",Usados,16 850        EUR,8087054160,10 Julho 2023,Sim,Pérola,Tracção dianteira,,18 Meses,,,119 g/km,148 €,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,180,,Diesel,Outubro,2019,38 000 km,1 461 cm3,116 cv,,Utilitário,Branco,Automática,7,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,28 500        EUR,8089999891,9 Julho 2023,,,,08/10/2023,,1,,,148 €,,,,,,,,200 km,,,,100 000 km,,,StandVirtual,Yes
Profissional,MINI,One,Auto,Gasolina,Abril,2020,16 900 km,1 499 cm3,102 cv,Sim,Coupé,Preto,Automática,,3,4,Classe 1,,Sim,Sim,Sim,"6,10 l/100km",Usados,22 980        EUR,8089370471,10 Julho 2023,Sim,Metalizado,,,18 Meses,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Grand Scénic,1.7 Blue dCi Bose Edition EDC,Diesel,Novembro,2019,98 000 km,1 749 cm3,150 cv,,Monovolume,Cinzento,Automática,,5,7,,Importado,,Sim,Sim,"5,70 l/100km",Usados,27 750        EUR,8089898305,9 Julho 2023,,Metalizado,Tracção dianteira,,,,,,,Sim,,,15/08/2024,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,1.5 T3 Sport Edition Plus Geartronic,Gasolina,Fevereiro,2018,54 000 km,1 498 cm3,152 cv,,Utilitário,Branco,Automática,6,5,5,Classe 1,Nacional,Sim,Sim,Sim,,Usados,24 750        EUR,8089580229,10 Julho 2023,Sim,,,,18 Meses,1,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Tiguan,,Diesel,Novembro,2017,88 000 km,1 600 cm3,115 cv,Sim,SUV / TT,Branco,Manual,6,5,5,,Nacional,,,Sim,,Usados,22 750        EUR,8088238064,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf Variant,1.0 TSI Confortline,Gasolina,Março,2017,78 955 km,999 cm3,110 cv,Sim,Carrinha,Branco,Manual,6,5,5,Classe 1,,Sim,Sim,Sim,,Usados,17 900        EUR,8089989427,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,"4,10 l/100km",,,,,,,,,,StandVirtual,Yes
Particular,Honda,HR-V,1.6 i-DTEC Elegance+Connect Navi,Diesel,Agosto,2018,58 000 km,1 597 cm3,120 cv,,SUV / TT,Prateado,Manual,6,5,5,,Nacional,Sim,Sim,Sim,"4,20 l/100km",Usados,23 000        EUR,8089704863,10 Julho 2023,,Metalizado,Tracção dianteira,31/08/2024,,1,,104 g/km,,,"3,80 l/100km",,31/08/2025,,,,,,,,100 000 km,,,StandVirtual,Yes
Particular,SEAT,Leon ST,2.0 TDI S&S DSG FR,Diesel,Junho,2016,152 731 km,1 968 cm3,184 cv,,Carrinha,Preto,Automática,6,5,5,Classe 1,Importado,,,Sim,"5,70 l/100km",Usados,21 500        EUR,8090011899,10 Julho 2023,,Metalizado,Tracção dianteira,02/06/2024,,,,125 g/km,,Sim,"4,30 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,X1,16 d sDrive Advantage,Diesel,Outubro,2017,115 000 km,1 496 cm3,116 cv,Sim,SUV / TT,Preto,Manual,6,5,5,,Nacional,Sim,Sim,Sim,,Usados,20 890        EUR,8087732223,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,Série X,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.0 T-GDI Style,Gasolina,Julho,2020,33 500 km,998 cm3,100 cv,,Utilitário,Prateado,Manual,,5,5,,Nacional,,,,,Usados,16 250        EUR,8089722319,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"6,30 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.0 T-GDI Style+TT,Gasolina,Fevereiro,2022,30 485 km,998 cm3,100 cv,,Utilitário,Vermelho,Manual,,5,5,,Nacional,,,,,Usados,19 450        EUR,8089722307,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,40 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,H-1,2.5 CRDi 6L,Diesel,Julho,2018,51 000 km,2 497 cm3,136 cv,,Monovolume,Branco,Manual,,5,6,,Nacional,,,,"9,30 l/100km",Usados,19 990        EUR,8089722318,10 Julho 2023,,,,,36 Meses,,Sim,197 g/km,,,"6,40 l/100km",,,"7,50 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Janeiro,2022,22 671 km,998 cm3,120 cv,,SUV / TT,Branco,Manual,,5,5,,Nacional,,,,,Usados,22 750        EUR,8089722309,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,6 l/100km,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Dezembro,2021,24 573 km,998 cm3,120 cv,,SUV / TT,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,21 450        EUR,8089722315,10 Julho 2023,,,,,65 Meses,,Sim,,,,,,28/12/2028,6 l/100km,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.6 GDi HEV Premium TT,Híbrido (Gasolina),Dezembro,2021,21 702 km,1 580 cm3,141 cv,,SUV / TT,Amarelo,Automática,,5,5,,Nacional,,,,,Usados,27 450        EUR,8089722287,10 Julho 2023,,,,,65 Meses,,Sim,,,,,,26/12/2028,"5,40 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30 SW,1.0 T-GDi Style,Gasolina,Maio,2021,37 774 km,998 cm3,120 cv,,Carrinha,Prateado,Manual,,5,5,,Nacional,,,,,Usados,21 450        EUR,8089722283,10 Julho 2023,,,,,58 Meses,,Sim,,,,,,26/05/2028,"5,50 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Março,2022,22 916 km,1 197 cm3,84 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,18 150        EUR,8089722290,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,60 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Dezembro,2021,29 179 km,998 cm3,120 cv,,SUV / TT,Preto,Manual,,5,5,,Nacional,,,,,Usados,21 950        EUR,8089722310,10 Julho 2023,,,,,65 Meses,,Sim,,,,,,28/12/2028,6 l/100km,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,1.0 T-GDi Premium TT,Gasolina,Dezembro,2021,26 569 km,998 cm3,120 cv,,SUV / TT,Preto,Manual,,5,5,,Nacional,,,,,Usados,21 450        EUR,8089722314,10 Julho 2023,,,,,65 Meses,,Sim,,,,,,28/12/2028,6 l/100km,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.2 Comfort,Gasolina,Março,2022,21 586 km,1 197 cm3,84 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,18 150        EUR,8089722289,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,60 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Hilux,2.5 D-4D 4WD CD,Diesel,Março,2016,153 934 km,2 494 cm3,144 cv,Sim,SUV / TT,Branco,Manual,5,4,5,,Nacional,,,Sim,,Usados,29 499        EUR,8088139389,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Bayon,,Gasolina,Maio,2022,25 502 km,998 cm3,100 cv,,SUV / TT,Vermelho,Manual,,5,5,,Nacional,,,,,Usados,20 950        EUR,8089722298,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,50 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Maio,2022,14 068 km,998 cm3,102 cv,,SUV / TT,Vermelho,Manual,,5,5,,Nacional,,,,,Usados,20 950        EUR,8089722306,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,50 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30 SW,1.0 T-GDi Style,Gasolina,Junho,2021,50 241 km,998 cm3,120 cv,,Carrinha,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,21 450        EUR,8089722285,10 Julho 2023,,,,,59 Meses,,Sim,,,,,,22/06/2028,"5,50 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i20,1.0 T-GDI Style+TT,Gasolina,Fevereiro,2022,21 137 km,998 cm3,100 cv,,Utilitário,Cinzento,Manual,,5,5,,Nacional,,,,,Usados,19 250        EUR,8089722311,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,40 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Bayon,1.0 T-GDi Premium TT,Gasolina,Janeiro,2022,15 000 km,998 cm3,102 cv,,SUV / TT,Branco,Manual,,5,5,,Nacional,,,,,Usados,20 800        EUR,8089722317,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,50 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,d Advantage Auto,Diesel,Junho,2017,131 000 km,1 496 cm3,116 cv,Sim,Utilitário,Preto,Automática,,5,5,,,,Sim,Sim,,Usados,19 890        EUR,8089197262,10 Julho 2023,Sim,,,,18 Meses,,,96 g/km,,,,Série 1,,,Sim,Sim,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i10,1.0 Comfort (TT),Gasolina,Março,2023,7 km,998 cm3,67 cv,,Utilitário,Branco,Manual,,5,5,,Nacional,,,,,Usados,17 900        EUR,8089794116,10 Julho 2023,,,,,36 Meses,,Sim,,,,,,,"5,20 l/100km",,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.5 dCi Exclusive,Diesel,Março,2021,43 000 km,1 461 cm3,95 cv,Sim,SUV / TT,Azul,Manual,6,5,5,,,Sim,Sim,Sim,,Usados,21 990        EUR,8088327352,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,e-Golf,,Eléctrico,Outubro,2019,35 000 km,,136 cv,,Utilitário,Branco,Automática,,5,,,,,,,,Usados,23 990        EUR,8089785906,10 Julho 2023,Sim,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Coupe,2.0 T RS Trophy,Gasolina,Abril,2015,61 000 km,1 998 cm3,273 cv,Sim,Coupé,Preto,Manual,6,2,5,Classe 1,,Sim,Sim,Sim,,Usados,28 990        EUR,8087810750,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Hilux,2.5 D-4D 4WD CD CM AC,Diesel,Março,2016,112 546 km,2 494 cm3,144 cv,Sim,SUV / TT,Branco,Manual,5,4,5,,Nacional,,,Sim,,Usados,29 499        EUR,8087017391,10 Julho 2023,Sim,,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Aygo,1.0 X-Play Plus MM,Gasolina,Julho,2020,9 760 km,998 cm3,72 cv,Sim,Utilitário,Branco,Automática,5,5,4,Classe 1,Nacional,Sim,Sim,Sim,"4,90 l/100km",Usados,16 900        EUR,8089945438,10 Julho 2023,Sim,,Tracção dianteira,,18 Meses,1,Sim,118 g/km,,,"3,80 l/100km",,29/07/2027,,,,,,,,160 000 km,,,StandVirtual,Yes
Particular,Peugeot,2008,1.2 PureTech GT Line EAT8,Gasolina,Setembro,2020,45 000 km,1 199 cm3,130 cv,,SUV / TT,Preto,Automática,8,5,5,Classe 1,Nacional,Sim,Sim,Sim,"5,80 l/100km",Usados,25 500        EUR,8090002595,10 Julho 2023,,Metalizado,Tracção dianteira,,,,Sim,139 g/km,,,"4,20 l/100km",,,,,,620 km,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,1.5 BlueHDi Business Line,Diesel,Agosto,2019,160 000 km,1 499 cm3,130 cv,Sim,Carrinha,Branco,Manual,,5,5,Classe 1,,,,Sim,,Usados,21 500        EUR,8089773351,10 Julho 2023,Sim,Metalizado,,,18 Meses,1,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.6 BlueHDi Allure,Diesel,Maio,2018,79 000 km,1 560 cm3,75 cv,Sim,Citadino,Branco,Manual,,5,5,,Nacional,Sim,Sim,Sim,,Usados,15 500        EUR,8087871312,10 Julho 2023,Sim,Metalizado,,,18 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,1.6 TDI Sport,Diesel,Julho,2017,120 000 km,1 598 cm3,116 cv,Sim,Utilitário,Azul,Manual,6,5,5,Classe 1,Importado,Sim,Sim,Sim,"4,60 l/100km",Usados,19 499        EUR,8089076374,10 Julho 2023,Sim,Metalizado,,04/07/2023,18 Meses,1,,99 g/km,154 €,Sim,,,,,Sim,,800 km,,,,,,,StandVirtual,Yes
Profissional,BMW,520,d Auto,Diesel,Novembro,2017,114 000 km,1 995 cm3,190 cv,Sim,Carrinha,Azul,Automática,8,5,5,,Nacional,,,Sim,,Usados,29 900        EUR,8089637907,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,Série 5,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Ceed SW,1.6 CRDi GT Line,Diesel,Junho,2016,111 000 km,1 582 cm3,136 cv,Sim,Carrinha,Branco,Manual,6,5,5,,Nacional,,,Sim,,Usados,16 990        EUR,8089511026,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Zafira,1.6 CDTi Innovation S/S,Diesel,Junho,2018,73 595 km,1 598 cm3,134 cv,,Monovolume,Cinzento,Manual,,5,,,Nacional,,,,,Usados,22 499        EUR,8087912016,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d Style Plus,Diesel,Outubro,2018,140 000 km,1 461 cm3,116 cv,Sim,Citadino,Preto,Manual,6,5,5,Classe 1,Importado,Sim,Sim,Sim,,Usados,19 990        EUR,8089508017,10 Julho 2023,Sim,Metalizado,Tracção dianteira,,18 Meses,1,Sim,,145 €,,,Classe A,,,Sim,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane,1.5 dCi GT Line EDC,Diesel,Junho,2018,45 781 km,1 461 cm3,110 cv,Sim,Utilitário,Branco,Automática,,5,,,,,,,4 l/100km,Usados,20 900        EUR,8088831116,10 Julho 2023,Sim,Metalizado,,,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,E 250,CDi Avantgarde BlueEfficiency Auto.,Diesel,Dezembro,2010,290 000 km,2 143 cm3,204 cv,,Coupé,Preto,Automática,5,3,4,Classe 1,Importado,,Sim,Sim,"8,10 l/100km",Usados,15 900        EUR,8089863482,10 Julho 2023,,Metalizado,Tracção traseira,30/12/2023,,1,,155 g/km,250 €,,"4,50 l/100km",Classe E,,,,,260 km,,,,,,,StandVirtual,Yes
Profissional,Kia,Ceed,1.6 CRDi GT Line,Diesel,Fevereiro,2017,79 000 km,1 582 cm3,136 cv,Sim,Utilitário,Vermelho,Manual,6,5,5,,Nacional,Sim,Sim,Sim,,Usados,18 900        EUR,8089580149,10 Julho 2023,Sim,,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Golf,2.0 TSi GTI DSG,Gasolina,Junho,2011,190 000 km,1 984 cm3,210 cv,,Utilitário,Cinzento,Automática,6,3,5,Classe 1,,,,,10 l/100km,Usados,18 750        EUR,8090011880,10 Julho 2023,,,Tracção dianteira,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A4 Avant,2.0 TDI Design S tronic,Diesel,Dezembro,2017,117 000 km,1 968 cm3,150 cv,Sim,Carrinha,Preto,Automática,7,5,5,,Nacional,Sim,Sim,Sim,,Usados,24 900        EUR,8089027598,10 Julho 2023,Sim,Metalizado,,,18 Meses,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Arona,1.0 TSI FR,Gasolina,Julho,2021,52 429 km,999 cm3,115 cv,Sim,SUV / TT,Preto,Manual,,5,,,,,,,,Usados,21 900        EUR,8089710154,10 Julho 2023,Sim,Metalizado,,,36 Meses,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,1.5 dCi Limited,Diesel,Maio,2019,175 526 km,1 461 cm3,90 cv,Sim,Citadino,Cinzento,Manual,,5,,,,,,,"4,30 l/100km",Usados,15 500        EUR,8089206965,10 Julho 2023,Sim,Metalizado,,,36 Meses,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Renault,Espace,1.6 dCi Initiale Paris EDC,Diesel,Fevereiro,2017,125 000 km,1 598 cm3,160 cv,,Monovolume,Cinzento,Automática,,5,7,Classe 1,Importado,,Sim,Sim,,Usados,23 250        EUR,8089871840,10 Julho 2023,,,Integral,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
