Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Versão,Valor Fixo,Tipo de cor,Tracção,Emissões CO2,Origem,Consumo Urbano,Consumo Extra Urbano,IUC,Sub-modelo,IVA Discriminado,IVA dedutível,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,Consumo Combinado,Garantia de Fábrica até,ou até,Consumo,Clássico,Site,Portugal
Profissional,Opel,Grandland X,Diesel,Outubro,2019,40 323 km,1 499 cm3,130 cv,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,18 Meses,,,,,Usados,26 499        EUR,8089468439,6 Julho 2023,1.5 CDTI Edition AT,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,Gasolina,Março,2021,38 837 km,999 cm3,95 cv,,Sim,Citadino,Preto,Manual,,5,,,,,24 Meses,,,,,Usados,18 499        EUR,8089989303,6 Julho 2023,1.0 TSI FR,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio Sport Tourer,Gasolina,Dezembro,2020,65 513 km,898 cm3,90 cv,,Sim,Carrinha,Vermelho,Manual,,5,,,,,24 Meses,,,,,Usados,15 499        EUR,8089989302,6 Julho 2023,0.9 TCe Limited,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,Gasolina,Setembro,2020,55 446 km,999 cm3,100 cv,,Sim,Citadino,Laranja,Manual,,5,,,,,24 Meses,,,,,Usados,18 499        EUR,8089989300,6 Julho 2023,1.0 TCe Exclusive,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V40,Diesel,Julho,2018,148 000 km,1 969 cm3,120 cv,Sim,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,15 980        EUR,8089916080,6 Julho 2023,2.0 D2 Kinetic Eco,,,Tracção dianteira,89 g/km,Nacional,"3,70 l/100km","3,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,Gasolina,Julho,2019,73 289 km,999 cm3,116 cv,,Sim,Utilitário,Vermelho,Manual,,5,,,,,18 Meses,,,,,Usados,20 499        EUR,8089989299,6 Julho 2023,30 TFSI,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Diesel,Janeiro,2015,189 000 km,1 598 cm3,136 cv,Sim,,Carrinha,Branco,Manual,6,5,5,Classe 1,Sim,31/01/2024,100 Meses,1,,Sim,Sim,Usados,18 999        EUR,8089912596,6 Julho 2023,(BlueTEC) d Station AMG Line,Sim,,,,,"5,10 l/100km",,153 €,Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,Diesel,Fevereiro,2017,218 500 km,1 560 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,18 990        EUR,8087705422,6 Julho 2023,1.6 BlueHDi Active,Sim,Metalizado,,,,"4,70 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,5008,Diesel,Março,2019,115 000 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Cinzento,Manual,6,5,7,,Sim,,18 Meses,,Sim,Sim,Sim,Usados,23 990        EUR,8089944350,6 Julho 2023,1.5 BlueHDi Allure,Sim,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Clio,GPL,Março,2021,46 000 km,999 cm3,100 cv,Sim,Sim,Citadino,Preto,Manual,,5,5,,,,18 Meses,,Sim,Sim,Sim,Usados,17 990        EUR,8089160413,6 Julho 2023,1.0 TCe Zen Bi-Fuel,,,,,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,Diesel,Fevereiro,2017,108 000 km,1 995 cm3,163 cv,Sim,Sim,Carrinha,Preto,Manual,6,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,20 900        EUR,8089944351,6 Julho 2023,d Touring ED Line Luxury,Sim,Metalizado,,,,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Particular,BMW,116,Diesel,Outubro,2015,96 178 km,1 496 cm3,116 cv,,,Utilitário,Preto,Manual,6,5,5,Classe 1,Sim,,,,Sim,Sim,Sim,Usados,18 250        EUR,8089912894,6 Julho 2023,d Pack M,,Metalizado,Tracção traseira,89 g/km,Nacional,"3,90 l/100km","3,10 l/100km",,Série 1,,,,,,1 000 km,,,,,,StandVirtual,Yes
Profissional,DS,DS3 Crossback,Gasolina,Novembro,2021,9 858 km,1 199 cm3,102 cv,Sim,Sim,Sedan,Preto,Manual,6,5,5,,,,18 Meses,,,,,Usados,25 850        EUR,8088747154,6 Julho 2023,1.2 PureTech SE Connected Chic,Sim,,,,,,,,,,,,,,,"5,60 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 200,Diesel,Janeiro,2014,155 000 km,1 796 cm3,136 cv,Sim,Sim,Utilitário,Preto,Manual,6,5,5,,,,18 Meses,,,Sim,Sim,Usados,21 800        EUR,8085596402,6 Julho 2023,CDi BE AMG Sport,,Metalizado,Tracção dianteira,121 g/km,,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5 Sportback,Diesel,Outubro,2014,146 000 km,1 968 cm3,190 cv,Sim,Sim,Sedan,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,23 750        EUR,8089804545,6 Julho 2023,2.0 TDI Multitronic S-line,Sim,,,,Nacional,,,"235,26 €",,,,,,,,,,,,,StandVirtual,Yes
Particular,VW,Golf,Diesel,Agosto,2016,155 000 km,1 968 cm3,184 cv,,,Utilitário,Branco,Automática,6,5,5,Classe 1,,,,,,,Sim,Usados,20 250        EUR,8089912911,6 Julho 2023,2.0 TDI GTD DSG,,Metalizado,Tracção traseira,150 g/km,,"5,10 l/100km","3,80 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,Diesel,Dezembro,2019,29 500 km,1 461 cm3,115 cv,Sim,Sim,SUV / TT,Branco,Manual,6,5,5,Classe 1,,,36 Meses,1,Sim,Sim,Sim,Usados,23 500        EUR,8089674375,6 Julho 2023,1.5 dCi Exclusive,,Pérola,Tracção dianteira,125 g/km,Nacional,,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,Diesel,Novembro,2018,69 250 km,1 995 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,,Sim,,18 Meses,,,,Sim,Usados,24 300        EUR,8089852246,6 Julho 2023,d Touring Advantage,,,,,Nacional,,,,Série 3,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Arona,Gasolina,Maio,2020,26 500 km,999 cm3,95 cv,Sim,Sim,SUV / TT,Vermelho,Manual,6,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,18 990        EUR,8087995443,6 Julho 2023,,,Metalizado,,,,"5,70 l/100km",,105 €,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Espace,Diesel,Junho,2015,174 500 km,1 598 cm3,160 cv,Sim,Sim,Monovolume,Cinzento,Automática,6,5,7,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,21 400        EUR,8087625651,6 Julho 2023,1.6 dCi Initiale Paris EDC,,Metalizado,,,,"5,10 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,Gasolina,Fevereiro,2011,172 000 km,1 984 cm3,210 cv,Sim,Sim,Coupé,Preto,Automática,6,5,5,Classe 1,,,18 Meses,2,,Sim,Sim,Usados,19 990        EUR,8089552531,6 Julho 2023,2.0 TSi GTI DSG,,Metalizado,Tracção dianteira,,Importado,10 l/100km,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Leaf,Eléctrico,Agosto,2018,89 500 km,,150 cv,Sim,Sim,Utilitário,Branco,Automática,,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,21 999        EUR,8088277048,6 Julho 2023,N-Connecta,,Pérola,,,Nacional,,,,,Sim,Sim,270 km,,Própria,,,,,"16,50 kWh/100km",,StandVirtual,Yes
Profissional,Audi,TT Coupé,Diesel,Abril,2015,125 500 km,1 968 cm3,184 cv,Sim,Sim,Coupé,Cinzento,Manual,6,3,4,Classe 1,,,18 Meses,,,Sim,Sim,Usados,27 700        EUR,8088902633,6 Julho 2023,2.0 TDI,,Metalizado,,,Importado,"4,90 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mazda,CX-3,Diesel,Agosto,2016,105 000 km,1 499 cm3,105 cv,,,SUV / TT,Branco,Manual,6,5,5,Classe 1,,,,,,Sim,,Usados,15 900        EUR,8089630706,6 Julho 2023,1.5 Sky.Excellence HT Leather White Navi,,,Tracção dianteira,105 g/km,,"4,90 l/100km","4,60 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Scirocco,Gasolina,Outubro,2014,88 777 km,1 395 cm3,125 cv,Sim,Sim,Coupé,Branco,Manual,,3,4,,,22/10/2023,18 Meses,,,,,Usados,19 900        EUR,8089236331,6 Julho 2023,1.4 TSI Sport,,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Kangoo,Diesel,Julho,2018,23 000 km,1 461 cm3,90 cv,Sim,Sim,Monovolume,Branco,Manual,5,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,18 980        EUR,8089701092,6 Julho 2023,1.5 dCi Dynamique S/S,,Metalizado,Tracção dianteira,112 g/km,Nacional,"4,70 l/100km","4,10 l/100km",,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Outubro,2017,129 369 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,24/05/2025,18 Meses,,Sim,Sim,Sim,Usados,16 450        EUR,8089335905,3 Julho 2023,1.5 dCi Limited,,Metalizado,Tracção dianteira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,Diesel,Novembro,2019,132 289 km,1 461 cm3,115 cv,Sim,Sim,Carrinha,Branco,Manual,,5,5,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,18 900        EUR,8089372122,6 Julho 2023,1.5 Blue dCi Bose Edition,Sim,Metalizado,,,Nacional,"5,50 l/100km",,149 €,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 220,Diesel,Dezembro,2015,131 275 km,2 143 cm3,170 cv,,,Carrinha,Cinzento,Manual,6,4,5,Classe 1,Sim,,,,,,Sim,Usados,23 000        EUR,8089247889,6 Julho 2023,BlueTEC,,Metalizado,,108 g/km,Importado,"4,80 l/100km",,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Particular,Ford,Fiesta,Gasolina,Dezembro,2015,96 000 km,1 596 cm3,182 cv,,,Citadino,Preto,Manual,6,3,5,Classe 1,,,,1,,,Sim,Usados,16 950        EUR,8089628435,6 Julho 2023,1.6 EcoBoost c/ Pack Pele Desportiva ST,,Metalizado,Tracção dianteira,138 g/km,Importado,"7,90 l/100km","4,80 l/100km",180 €,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,ASX,Gasolina,Fevereiro,2017,90 000 km,1 590 cm3,117 cv,Sim,Sim,SUV / TT,Cinzento,Manual,5,5,5,Classe 1,,24/02/2025,18 Meses,2,Sim,Sim,Sim,Usados,17 150        EUR,8089746924,6 Julho 2023,1.6 MIVEC Intense,,Metalizado,Tracção dianteira,165 g/km,Nacional,"7,80 l/100km",6 l/100km,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,Gasolina,Setembro,2020,29 000 km,999 cm3,115 cv,Sim,Sim,Utilitário,Azul,Manual,6,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,18 400        EUR,8089936616,6 Julho 2023,1.0 EcoTSI Style S/S,Sim,Metalizado,,,Nacional,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,Diesel,Março,2018,138 000 km,2 143 cm3,177 cv,Sim,Sim,Carrinha,Preto,Automática,9,5,5,Classe 1,Sim,12/03/2024,18 Meses,1,Sim,Sim,Sim,Usados,29 950        EUR,8087683683,6 Julho 2023,d Shooting Brake Urban Aut.,Sim,Metalizado,Tracção traseira,120 g/km,,"6,40 l/100km",,220 €,Classe CLA,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon ST,Diesel,Abril,2018,156 834 km,1 598 cm3,115 cv,Sim,Sim,Carrinha,Cinzento,Manual,5,5,5,Classe 1,,,18 Meses,,Sim,,Sim,Usados,15 450        EUR,8089822553,6 Julho 2023,1.6 TDI Xcellence S/S,,Metalizado,Tracção dianteira,129 g/km,Nacional,"4,80 l/100km","3,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A5,Diesel,Junho,2011,236 119 km,1 968 cm3,170 cv,Sim,Sim,Coupé,Castanho,Manual,6,2,4,Classe 1,,,18 Meses,,Sim,Sim,Sim,Usados,17 990        EUR,8089936614,6 Julho 2023,2.0 TDI,Sim,Metalizado,,169 g/km,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Arona,Gasolina,Junho,2021,37 890 km,999 cm3,110 cv,Sim,Sim,SUV / TT,Cinzento,Automática,7,5,5,Classe 1,,,36 Meses,1,Sim,Sim,Sim,Usados,20 490        EUR,8089936613,6 Julho 2023,1.0 TSI Style DSG,,Metalizado,Tracção dianteira,134 g/km,Nacional,,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,Diesel,Março,2019,97 000 km,1 499 cm3,120 cv,Sim,Sim,Carrinha,Branco,Automática,,5,5,Classe 1,,23/03/2025,18 Meses,1,Sim,Sim,,Usados,21 000        EUR,8087940568,6 Julho 2023,1.5 TDCi EcoBlue ST.Aut.,Sim,Metalizado,Tracção dianteira,116 g/km,,5 l/100km,,,,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Particular,Volvo,XC 70,Diesel,Maio,2013,222 000 km,2 400 cm3,215 cv,,,SUV / TT,Preto,Manual,6,5,5,Classe 1,Sim,23/05/2024,,2,Sim,Sim,Sim,Usados,23 950        EUR,8088284545,6 Julho 2023,2.4 D5 Summum AWD Start/Stop,,Metalizado,Integral,139 g/km,Importado,"6,50 l/100km",,259 €,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Opel,Crossland,Gasolina,Maio,2021,19 000 km,1 199 cm3,83 cv,Sim,Sim,SUV / TT,Preto,Manual,,5,5,,,,18 Meses,,,,Sim,Usados,21 650        EUR,8088800850,6 Julho 2023,1.2 Elegance,Sim,,,135 g/km,Nacional,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,i3,Eléctrico,Outubro,2015,47 596 km,,170 cv,Sim,Sim,Citadino,Branco,Automática,,5,4,,,29/10/2023,18 Meses,,,,,Usados,20 900        EUR,8089028372,6 Julho 2023,,,,,,Nacional,,,,Série i,Sim,Sim,150 km,64 kWh,Própria,,,,,,,StandVirtual,Yes
Profissional,BMW,420,Diesel,Fevereiro,2014,225 100 km,1 995 cm3,184 cv,Sim,Sim,Coupé,Branco,Automática,,2,4,Classe 1,Sim,,36 Meses,1,,Sim,,Usados,25 200        EUR,8089510644,6 Julho 2023,d Pack M Auto,,,,,Nacional,,,,Série 4,,,,,,,,,,,,StandVirtual,Yes
Particular,SEAT,Ibiza,Gasolina,Setembro,2021,18 000 km,999 cm3,80 cv,,,Citadino,Branco,Manual,6,5,5,Classe 1,,,,,Sim,Sim,Sim,Usados,16 000        EUR,8089989240,6 Julho 2023,,,,Tracção dianteira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,C 200,Diesel,Junho,2017,184 000 km,1 598 cm3,136 cv,,,Carrinha,Preto,Automática,,5,,,Sim,,,,,,,Usados,18 950        EUR,8089773625,6 Julho 2023,(BlueTEC) d Station 7G-TRONIC Avantgarde,Sim,Metalizado,,,,"5,10 l/100km",,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,Diesel,Novembro,2016,111 000 km,1 598 cm3,110 cv,Sim,Sim,Utilitário,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,,Sim,,Sim,Usados,19 990        EUR,8089566247,6 Julho 2023,1.6 TDI S tronic,Sim,Metalizado,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Smart,ForFour,Eléctrico,Dezembro,2020,15 000 km,,82 cv,,,Citadino,Vermelho,Automática,,5,4,,,,24 Meses,,,,,Usados,21 500        EUR,8089388742,6 Julho 2023,EQ Passion,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Maio,2020,75 000 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Sim,,36 Meses,1,Sim,,,Usados,28 490        EUR,8087610104,6 Julho 2023,d Advantage,,,,,Nacional,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q2,Diesel,Março,2017,44 080 km,1 598 cm3,116 cv,Sim,Sim,SUV / TT,Branco,Automática,7,5,5,,Sim,,36 Meses,1,Sim,Sim,,Usados,29 700        EUR,8089252543,6 Julho 2023,1.6 TDI S tronic,,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,116,Diesel,Julho,2017,115 000 km,1 496 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Sim,,36 Meses,1,,Sim,,Usados,19 000        EUR,8089171753,6 Julho 2023,d Line Sport,,,,,Nacional,,,,Série 1,,,,,,,,,,,,StandVirtual,Yes
Profissional,Honda,Civic Tourer,Diesel,Fevereiro,2015,169 000 km,1 597 cm3,120 cv,Sim,Sim,Carrinha,Branco,Manual,6,5,5,Classe 1,,,36 Meses,1,Sim,Sim,,Usados,15 900        EUR,8089253727,6 Julho 2023,1.6 i-DTEC Comfort,,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,Diesel,Janeiro,2019,115 000 km,1 969 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,,,18 Meses,1,,Sim,Sim,Usados,26 950        EUR,8089965519,6 Julho 2023,2.0 D3 Momentum,Sim,Metalizado,Tracção dianteira,138 g/km,Nacional,"5,10 l/100km","3,90 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Qashqai,Diesel,Setembro,2018,139 625 km,1 598 cm3,130 cv,Sim,,SUV / TT,Preto,Automática,,5,5,,Sim,,18 Meses,,,Sim,,Usados,25 950        EUR,8089674908,6 Julho 2023,1.6 dCi Tekna Xtronic,Sim,Metalizado,Tracção dianteira,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Infiniti,Q30,Diesel,Janeiro,2017,125 290 km,1 461 cm3,109 cv,Sim,Sim,Utilitário,Cinzento,Automática,6,5,5,Classe 1,,,24 Meses,,Sim,,Sim,Usados,20 950        EUR,8087798341,6 Julho 2023,,,Metalizado,,,Importado,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Março,2022,24 574 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Preto,Automática,,5,5,,,,36 Meses,,,,,Usados,43 500        EUR,8087431475,6 Julho 2023,d AMG Line Aut.,,,,,Nacional,,,,Classe A,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,Diesel,Junho,2019,93 132 km,1 995 cm3,190 cv,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,Sim,14/06/2025,18 Meses,1,Sim,Sim,Sim,Usados,31 990        EUR,8089426419,6 Julho 2023,d Touring Line Sport Shadow Auto,Sim,Metalizado,,145 g/km,Nacional,"5,40 l/100km",,"271,56 €",Série 3,Sim,Sim,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V90,Diesel,Março,2018,113 761 km,1 969 cm3,190 cv,,Sim,Carrinha,Preto,Automática,,5,5,,,,18 Meses,,,,,Usados,33 880        EUR,8089370346,6 Julho 2023,2.0 D4 Inscription Geartronic,Sim,Metalizado,,119 g/km,,"5,60 l/100km",,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,Diesel,Dezembro,2017,120 000 km,1 950 cm3,194 cv,,Sim,Carrinha,Preto,Automática,,5,,,,,36 Meses,,,,,Usados,30 950        EUR,8089458785,3 Julho 2023,D Avantgarde,,Metalizado,,,,"5,80 l/100km",,,Classe E,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Março,2021,72 443 km,1 461 cm3,116 cv,,Sim,Carrinha,Preto,Automática,,5,,,,,36 Meses,,,,,Usados,38 499        EUR,8089989398,6 Julho 2023,d Shooting Brake AMG Line Aut.,Sim,,,,Nacional,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Março,2021,56 248 km,1 461 cm3,116 cv,,Sim,Sedan,Preto,Automática,,5,,,,,36 Meses,,,,,Usados,34 999        EUR,8089989397,6 Julho 2023,d AMG Line Aut.,Sim,,,,Nacional,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Profissional,Lexus,NX 300h,Híbrido (Gasolina),Julho,2016,116 895 km,2 494 cm3,197 cv,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,36 Meses,,,,,Usados,31 500        EUR,8089989396,6 Julho 2023,F Sport 4WD,Sim,,,123 g/km,Nacional,"5,40 l/100km","5,20 l/100km",,NX,,,,,,,"5,30 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Março,2021,82 776 km,1 461 cm3,116 cv,,Sim,Utilitário,Cinzento,Manual,,5,,,,,36 Meses,,,,,Usados,30 499        EUR,8089989395,6 Julho 2023,d AMG Line,Sim,,,,Nacional,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Julho,2020,20 847 km,1 461 cm3,109 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,,,,,18 Meses,,,,,Usados,34 990        EUR,8089989394,6 Julho 2023,,Sim,,,107 g/km,Nacional,"7,40 l/100km","4,40 l/100km",,Classe CLA,,,,,,,"5,50 l/100km",,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Janeiro,2021,82 474 km,1 461 cm3,116 cv,,Sim,Sedan,Preto,Automática,,5,,,,,36 Meses,,,,,Usados,33 499        EUR,8089989388,6 Julho 2023,d AMG Line Aut.,Sim,,,,Nacional,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,CLA 250,Híbrido (Gasolina),Novembro,2020,20 900 km,1 332 cm3,218 cv,,,Carrinha,Preto,Automática,8,5,,Classe 1,,,,1,Sim,,Sim,Usados,36 990        EUR,8089136477,6 Julho 2023,e Shooting Brake AMG Line,,,,,,,,,Classe CLA,,,,,,,,06/04/2025,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 200,Diesel,Julho,2020,87 626 km,1 598 cm3,160 cv,,Sim,Carrinha,Cinzento,Automática,,5,,,,,36 Meses,,,,,Usados,37 499        EUR,8089989371,6 Julho 2023,d AMG Line Aut.,Sim,,,,Nacional,,,,Classe C,,,,,,,,,,,,StandVirtual,Yes
Profissional,Cupra,Leon,Híbrido (Gasolina),Dezembro,2020,37 000 km,1 395 cm3,245 cv,Sim,Sim,Utilitário,Cinzento,Automática,,5,5,Classe 1,,,18 Meses,1,Sim,Sim,Sim,Usados,37 950        EUR,8089277225,6 Julho 2023,1.4 e-Hybrid VZ DSG,Sim,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,Diesel,Agosto,2020,79 000 km,1 461 cm3,116 cv,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,Sim,,36 Meses,1,Sim,Sim,Sim,Usados,36 900        EUR,8088874356,6 Julho 2023,,,Metalizado,,121 g/km,,,,,Classe CLA,Sim,,,,,,,01/01/0001,,,,StandVirtual,Yes
Profissional,DS,DS4,Híbrido (Gasolina),Março,2022,13 084 km,1 598 cm3,225 cv,,Sim,Sedan,Preto,Automática,,5,5,,,,36 Meses,,,,,Usados,38 850        EUR,8089334200,6 Julho 2023,E-Tense Performance Line EAT8,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,Diesel,Maio,2022,20 728 km,1 499 cm3,130 cv,,Sim,SUV / TT,Branco,Manual,6,5,5,,,,36 Meses,,,,,Usados,33 450        EUR,8089330728,6 Julho 2023,1.5 BlueHDi Active Pack,Sim,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Particular,Mercedes-Benz,A 180,Diesel,Junho,2021,39 000 km,1 950 cm3,116 cv,,,Utilitário,Cinzento,Automática,8,5,5,Classe 1,,,,,Sim,,Sim,Usados,38 500        EUR,8089309979,6 Julho 2023,d AMG Line Aut.,,Metalizado,,,,"5,30 l/100km",,,Classe A,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 45 AMG,Gasolina,Janeiro,2016,145 000 km,2 000 cm3,381 cv,Sim,Sim,Sedan,Branco,Automática,,4,5,Classe 1,,,18 Meses,,,Sim,Sim,Usados,39 900        EUR,8089438791,6 Julho 2023,,Sim,Metalizado,,,,,,,Classe CLA,,,,,,,,,,,,StandVirtual,Yes
Particular,Kia,e-Niro,Eléctrico,Julho,2022,27 000 km,,204 cv,,,SUV / TT,Preto,Automática,,5,,,,,,,Sim,Sim,Sim,Usados,33 900        EUR,8089604842,6 Julho 2023,EV 64kWh Tech,,,,,,,,,,,,500 km,64 kWh,,,,25/05/2029,,"16,20 kWh/100km",,StandVirtual,Yes
Profissional,Porsche,Panamera,Híbrido (Gasolina),Maio,2011,282 000 km,2 995 cm3,380 cv,,Sim,Sedan,Outra,Automática,8,5,4,Classe 1,Sim,,18 Meses,2,Sim,Sim,Sim,Usados,34 950        EUR,8089131376,6 Julho 2023,S Hybrid,Sim,Metalizado,Tracção traseira,71 g/km,,8 l/100km,,550 €,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C5 Aircross,Híbrido (Gasolina),Fevereiro,2023,4 418 km,1 598 cm3,225 cv,,Sim,SUV / TT,Cinzento,Automática,,5,,,,,36 Meses,,,,,Usados,43 499        EUR,8089989313,6 Julho 2023,1.6 Hybrid Shine e-EAT8,Sim,,,,Nacional,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,Diesel,Janeiro,2021,25 481 km,1 461 cm3,116 cv,,Sim,Utilitário,Azul,Automática,,5,,,,,24 Meses,,,,,Usados,32 999        EUR,8089989309,6 Julho 2023,d Style Aut.,Sim,,,,Nacional,,,,Classe A,,,,,,,,,,,,StandVirtual,Yes
